ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
TENX,141,30.18,0.561321,0.1543,30.21,0.555031,0.1384,late,micro,none,drug_developer,89.13,48.68537777777777777777777778,48.37600782054986187704726268,66.30,32.83848586878889909192939496,57.09090909090909090909090909,0.8372675444337504010266281681,0.398352,0.601648,v1.3.0,96f655ee,1,,1,1,buying,152,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1896.04,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,1,0.53,152,False,specific_days,0.6141,1,,-0.268199,,,-0.023106,-0.245093,morningstar,,,9,0.561321,-0.361231,1.657603,0,0,0,0,0,0,,,32.83848586878889909192939496,0,1.0,0,
CRVS,276,13.71,0.130503,-1.124,13.71,0.136792,-1.0948,late,small,none,drug_developer,96.55,42.70794844444444444444444444,59.41863451868847160136868285,53.45,32.30157920393610629300864991,14.74413226962654642155162447,0.8003740785564968643415117175,0.392857,0.607143,v1.3.0,96f655ee,1,,3,3,buying,0,1,blended_window,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,377.62,1.0,0,1.0,0,0,A,high_opt+catalyst_window,2,0.75,0,True,blended_window,2.3297,3,,-0.374,,26.8,-0.023106,-0.350894,morningstar,,,9,0.130503,-0.384431,1.602641,0,0,0,0,0,0,,,32.30157920393610629300864991,0,1.0,0,
RNA,284,12.97,0.080189,-1.4038,12.97,0.108491,-1.2346,late,large,sev2,drug_developer,46.72,50.120,85,21.44,31.23456790123456790123456790,5,0.8704816954581855622926438623,0.381868,0.618132,v1.3.0,96f655ee,1,,11,11,buying,152,0,specific_days,mid,short,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,1.0,<=400bps,0,240.41,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,3,0.75,152,False,specific_days,-0.0456,11,1.1040,-0.0037,,59.4595,-0.023106,0.019406,morningstar,,,9,0.080189,-0.430538,1.493414,0,0,0,0,0,0,,,31.23456790123456790123456790,0,1.0,0,
IRON,114,34.97,0.61478,0.2918,34.99,0.627358,0.3249,late,mid,none,drug_developer,40.01,40.97825600000000000000000000,85,41.96,30.70446326338582230838123095,59.10000000000000000000000000,0.8854555061179087875417130145,0.370879,0.629121,v1.3.0,96f655ee,1,,8,8,buying,2,1,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,471.73,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.64,2,True,specific_days,-0.1388,8,,-0.141539,,,-0.023106,-0.118433,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.61478,-0.453444,1.439149,0,0,0,0,0,0,,,30.70446326338582230838123095,0,1.0,0,
PVLA,178,24.55,0.435535,-0.1623,24.56,0.441824,-0.1463,late,small,none,drug_developer,54.74,50.876,78.87583754636544465734681320,32.03,29.65105601469237832874196510,18.95804267673847972148353695,0.8462179740716326082179740716,0.365385,0.634615,v1.3.0,96f655ee,1,,4,4,buying,2,1,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.64,2,True,specific_days,0.0659,4,,-0.249106,,,-0.023106,-0.226,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.435535,-0.498963,1.331315,0,0,0,0,0,0,,,29.65105601469237832874196510,0,1.0,0,
NMRA,311,7.30,0.023585,-1.9848,7.30,0.023585,-1.9848,late,small,sev2,drug_developer,30.52,46.18208177777777777777777778,37.75483751040662188364478082,73.63,29.12775340384767994195603623,7.626893282460400046248121166,0.7851489726403691901988792440,0.354396,0.645604,v1.3.0,96f655ee,1,,1,1,neutral,3,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,0.7,<=2000bps,1,1854.56,1.0,0,1.0,0,0,A,high_opt+catalyst_near,6,0.08,3,True,specific_days,-0.2563,1,,-0.294702,,,-0.023106,-0.271596,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.023585,-0.521575,1.277746,0,0,0,0,0,0,,,29.12775340384767994195603623,0,1.0,0,
SRRK,201,20.91,0.290881,-0.5508,20.91,0.366352,-0.3415,late,mid,sev1,drug_developer,59.95,40.79737777777777777777777778,75.35935760942958177293836953,42.20,28.60671813533766395719257672,11.46694444444444444444444444,0.8740289089490694305137635128,0.348901,0.651099,v1.3.0,96f655ee,1,,7,7,buying,123,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,391.21,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,7,0.75,123,False,specific_days,0.1382,7,,-0.080193,,,-0.023106,-0.057087,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.290881,-0.54409,1.224409,0,0,0,0,0,0,,,28.60671813533766395719257672,0,1.0,0,
PRAX,310,7.59,0.036164,-1.7971,7.59,0.02673,-1.9312,late,mid,sev2,drug_developer,96.55,60.476,80.39064747162378943558798474,39.74,28.08795020916233037445158657,5,0.7967933810375670840787119857,0.343407,0.656593,v1.3.0,96f655ee,1,,8,8,buying,42,1,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,209.08,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.75,42,True,specific_days,1.8917,8,,-0.030363,,,-0.023106,-0.007257,morningstar,,,9,0.036164,-0.566506,1.171304,0,0,0,0,0,0,,,28.08795020916233037445158657,0,1.0,0,
PHVS,214,19.68,0.262579,-0.6354,19.68,0.328616,-0.4437,late,small,none,drug_developer,49.60,48.63777600000000000000000000,85,38.79,24.77122515843054563593284132,5,0.8161019367545683335157019368,0.299451,0.700549,v1.3.0,96f655ee,1,,9,9,buying,3,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,0.7,<=2000bps,1,1059.54,1.0,0,1.0,0,0,A,high_opt+catalyst_near,9,0.53,3,True,specific_days,-0.0056,9,,-0.054316,,,-0.023106,-0.03121,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.262579,-0.709825,0.831781,0,0,0,0,0,0,,,24.77122515843054563593284132,0,1.0,0,
ALLO,222,18.81,0.426101,-0.1863,18.81,0.303459,-0.5145,mid,small,none,drug_developer,51.15,53.192,,75.52,29.30193568053650358177107148,49.22765637645970632443057002,0.7487847028654253539971011261,0.35989,0.64011,v1.3.0,96f655ee,1,,0,0,neutral,0,1,blended_window,near,adequate,neutral,deep_drawdown_rel_xbi,M,tier_a_dev|cost_haircut_<=2000bps,0.7,<=2000bps,1,1177.86,1.0,0,1.0,0,0,A,high_opt+catalyst_window,10,0.32,0,True,blended_window,0.0160,0,,-0.3226,,36.7,-0.023106,-0.299494,morningstar,,,9,0.426101,-0.514049,1.295576,0,0,0,0,0,0,,,29.30193568053650358177107148,0,1.0,0,
