ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority
EBS,1,58.30,0.998433,2.9542,58.30,0.998433,2.9542,late,small,none,commercial_pharma,44.04,38.71136711111111111111111111,55.5,41.05,77.000,72.42105263157894736842105263,0.9,,,v1.3.0,96f655ee,1,,1,1,buying,,0,no_upcoming,missing,adequate,headwind,,S,momentum_headwind,0.85,<=1000bps,1,985.34,1.0,0,1.0,0,0,,,130,0.2,,False,no_upcoming,-0.0828,1,,-0.160072,,,-0.023106,-0.136966,morningstar,,,9
TARS,2,56.72,0.985893,2.1943,56.89,0.995298,2.597,late,mid,none,commercial_biotech,35.48,44.24984177777777777777777778,85,46.92,74.02985074626865671641791045,55.95081967213114754098360656,0.9,,,v1.3.0,96f655ee,0,deep_drawdown,8,8,buying,150,0,specific_days,mid,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,0.85,<=1000bps,1,529.74,1.0,0,1.0,0,0,,,,,150,False,specific_days,-0.1911,8,,-0.4018,,43.7,-0.023106,-0.378694,morningstar,SEC_8K_FILING,DATA_READOUT,2
ALKS,3,56.05,0.982759,2.1144,56.05,0.992163,2.4164,late,mid,none,commercial_pharma,44.83,38.71136711111111111111111111,57.7750,39.90,77.000,70.16393442622950819672131148,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,,0,no_upcoming,missing,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,362.89,1.0,0,1.0,0,0,,,131,0.46,,False,no_upcoming,-0.0719,6,,-0.068889,,,-0.023106,-0.045783,morningstar,,,9
TBPH,4,55.67,0.976489,1.9861,55.73,0.989028,2.2913,late,small,none,drug_developer,57.18,52.214,37.87358021146936640730191807,68.64,77.000,65.47368421052631578947368421,0.8909110929009640666082383874,0.964481,0.035519,v1.3.0,96f655ee,1,,1,1,buying,58,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,M,momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1025.46,1.0,0,1.0,0,0,C,low_opt,62,0.32,58,True,specific_days,0.0998,1,,-0.3281,,53.3,-0.023106,-0.304994,morningstar,,,9
BMRN,5,54.49,0.973354,1.9326,54.55,0.985893,2.1943,late,large,none,commercial_biotech,33.90,51.434,54.75206596500472995333094474,78.32,66.86567164179104477611940299,71.11111111111111111111111111,0.9,,,v1.3.0,96f655ee,1,,3,3,neutral,149,0,specific_days,mid,adequate,headwind,overbought_rsi,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,258.43,1.0,0,1.0,0,0,,,132,0.46,149,False,specific_days,-0.2119,3,0.7339,-0.174,,72.1854,-0.023106,-0.150894,morningstar,,,9
OPK,6,54.40,0.979624,2.046,54.40,0.982759,2.1144,late,small,none,platform_diagnostics,30.10,38.71136711111111111111111111,,73.81,75.07462686567164179104477612,65.09473684210526315789473684,0.9,,,v1.3.0,96f655ee,1,,0,0,neutral,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1543.84,1.0,0,1.0,0,0,,,133,0.08,,False,no_upcoming,-0.2618,0,,-0.335052,,,-0.023106,-0.311946,morningstar,,,9
XNCR,7,53.14,0.992163,2.4164,53.34,0.979624,2.046,mid,small,none,drug_developer,42.98,42.28501377777777777777777778,70.45725818464218647539343735,74.50,73.79310344827586206896551724,67.90909090909090909090909091,0.8271291355037395512538495381,0.915301,0.084699,v1.3.0,96f655ee,1,,4,4,buying,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1045.09,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,63,0.16,,False,no_upcoming,-0.0975,4,,-0.34715,,,-0.023106,-0.324044,morningstar,,,9
RYTM,8,52.76,0.945141,1.5995,52.84,0.976489,1.9861,late,mid,none,commercial_biotech,30.62,52.478,85,43.21,77.000,40.46253993848726447490220670,0.8952662530467538222911588744,,,v1.3.0,96f655ee,1,,9,9,buying,149,0,specific_days,mid,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,352.49,1.0,0,1.0,0,0,,,134,0.46,149,False,specific_days,-0.2550,9,0.8990,-0.1456,,19.9199,-0.023106,-0.122494,morningstar,,,9
ACAD,9,52.40,0.938871,1.5454,52.40,0.973354,1.9326,late,mid,none,commercial_biotech,39.21,52.868,82.09438899167284368020460932,48.00,61.79104477611940298507462686,67.21311475409836065573770492,0.8953007109004739336492890995,,,v1.3.0,96f655ee,1,,7,7,buying,61,0,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,525.22,1.0,0,1.0,0,0,,,135,0.39,61,False,specific_days,-0.1499,7,0.9418,-0.0517,,43.2990,-0.023106,-0.028594,morningstar,FDA_CALENDAR,FDA_PDUFA_DATE,1
JAZZ,10,52.29,0.970219,1.884,52.40,0.970219,1.884,late,large,none,commercial_biotech,49.94,51.434,79.70118221171924164731155113,66.93,65.67164179104477611940298507,68.88888888888888888888888889,0.9,,,v1.3.0,96f655ee,1,,6,6,buying,149,0,specific_days,mid,adequate,neutral,,L,sponsor_confirmed,1.0,<=400bps,0,226.8,1.0,0,1.0,0,0,,,136,0.77,149,False,specific_days,-0.0009,6,0.4019,-0.0603,,51.0668,-0.023106,-0.037194,morningstar,,,9
SUPN,11,52.10,0.935737,1.5199,52.10,0.967085,1.8396,late,mid,none,commercial_pharma,32.11,38.94534444444444444444444444,52.475,34.44,76.11940298507462686567164179,65.24590163934426229508196721,0.9,,,v1.3.0,96f655ee,1,,2,2,neutral,,0,no_upcoming,missing,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,516.09,1.0,0,1.0,0,0,,,137,0.39,,False,no_upcoming,-0.2354,2,,-0.133509,,,-0.023106,-0.110403,morningstar,,,9
AMGN,12,51.79,0.960815,1.7602,51.79,0.96395,1.7985,late,large,none,commercial_pharma,44.43,54.746,54.50,48.68,70.74626865671641791044776119,77.000,0.9,,,v1.3.0,96f655ee,1,,1,1,neutral,,0,no_upcoming,missing,adequate,headwind,,S,momentum_headwind,1.0,<=400bps,0,106.06,1.0,0,1.0,0,0,,,138,0.23,,False,no_upcoming,-0.0773,1,,-0.2206,,54.3,-0.023106,-0.197494,morningstar,,,9
BIIB,13,51.69,0.95768,1.7244,51.69,0.960815,1.7602,late,large,none,commercial_pharma,44.69,52.868,61.65928972684380836425574810,66.16,69.55223880597014925373134328,75.55555555555555555555555555,0.9,,,v1.3.0,96f655ee,1,,5,5,buying,61,0,specific_days,near,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,175.51,1.0,0,1.0,0,0,,,139,0.46,61,False,specific_days,-0.0737,5,,-0.2549,,51.2,-0.023106,-0.231794,morningstar,SEC_8K_FILING,FDA_PDUFA_DATE,1
NVAX,14,51.46,0.995298,2.597,51.46,0.95768,1.7244,late,small,none,commercial_biotech,47.99,42.89121600000000000000000000,47.050,85.67,77.000,74.94736842105263157894736842,0.9,,,v1.3.0,96f655ee,1,,1,1,selling,,0,no_upcoming,missing,adequate,neutral,deep_drawdown_rel_xbi|overbought_rsi,M,,0.85,<=1000bps,1,504.92,1.0,0,1.0,0,0,,,140,0.39,,False,no_upcoming,-0.0280,1,,-0.3487,,73.6,-0.023106,-0.325594,morningstar,,,9
VYGR,15,50.74,0.954545,1.6906,50.84,0.951411,1.6587,early,micro,none,drug_developer,31.15,41.60176044444444444444444444,47.375,71.22,77.000,50.86842105263157894736842105,0.8008666399409220381896824560,0.953552,0.046448,v1.3.0,96f655ee,1,,1,1,selling,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_>2000bps,0.55,>2000bps,1,2020.0,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,64,0.06,,False,no_upcoming,-0.2480,1,,-0.303887,,,-0.023106,-0.280781,morningstar,,,9
HRMY,16,50.63,0.926332,1.449,50.70,0.948276,1.6284,late,mid,none,commercial_biotech,43.58,52.478,40.38961044908306381991999929,79.06,63.28358208955223880597014925,76.06557377049180327868852459,0.9,,,v1.3.0,96f655ee,1,,3,3,selling,150,0,specific_days,mid,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,606.78,1.0,0,1.0,0,0,,,141,0.39,150,False,specific_days,-0.0892,3,,-0.090965,,,-0.023106,-0.067859,morningstar,SEC_8K_FILING,DATA_READOUT,2
INCY,17,50.19,0.888715,1.2197,50.19,0.945141,1.5995,late,large,none,commercial_biotech,39.30,38.71136711111111111111111111,68.0,38.67,58.20895522388059701492537313,73.33333333333333333333333333,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,,0,no_upcoming,missing,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,222.13,1.0,0,1.0,0,0,,,142,0.46,,False,no_upcoming,-0.1486,3,0.2617,-0.0406,,65.0693,-0.023106,-0.017494,morningstar,,,9
NAMS,18,49.75,0.901254,1.2887,49.86,0.942006,1.5718,late,mid,none,drug_developer,31.08,51.434,85,41.52,59.40298507462686567164179104,55.11475409836065573770491803,0.8741533169533169533169533170,0.724044,0.275956,v1.3.0,96f655ee,1,,5,5,buying,149,0,specific_days,mid,adequate,headwind,,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,597.7,1.0,0,1.0,0,0,C,low_opt,65,0.39,149,False,specific_days,-0.2489,5,,-0.232811,,,-0.023106,-0.209705,morningstar,,,9
CAI,19,49.35,0.882445,1.1873,49.35,0.938871,1.5454,late,mid,none,commercial_biotech,24.26,38.71136711111111111111111111,61.400,26.48,68.95522388059701492537313433,56.39344262295081967213114754,0.9,,,v1.3.0,96f655ee,1,,3,3,buying,,0,no_upcoming,missing,adequate,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,431.95,1.0,0,1.0,0,0,,,143,0.39,,False,no_upcoming,-0.3412,3,,-0.338168,,,-0.023106,-0.315062,morningstar,,,9
INDV,20,49.32,0.898119,1.2709,49.32,0.935737,1.5199,late,mid,none,commercial_pharma,48.56,38.94534444444444444444444444,56.4250,41.25,77.000,54.42622950819672131147540983,0.9,,,v1.3.0,96f655ee,1,,1,1,neutral,,0,no_upcoming,missing,adequate,neutral,,M,,1.0,<=400bps,0,351.76,1.0,0,1.0,0,0,,,144,0.46,,False,no_upcoming,-0.0200,1,,-0.056421,,,-0.023106,-0.033315,morningstar,,,9
BEAM,21,49.04,0.96395,1.7985,49.12,0.932602,1.4955,early,mid,none,drug_developer,54.46,48.29308844444444444444444444,54.33522800992267353434740766,52.07,67.36842105263157894736842105,67.42105263157894736842105263,0.8073711778602767465406682416,0.822404,0.177596,v1.3.0,96f655ee,1,,4,4,buying,150,0,specific_days,mid,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,434.63,1.0,0,1.0,0,0,C,low_opt,66,0.66,150,False,specific_days,0.0620,4,,-0.3508,,45.6,-0.023106,-0.327694,morningstar,SEC_8K_FILING,DATA_READOUT,2
UPB,22,48.55,0.916928,1.3847,48.55,0.929467,1.4718,mid,small,none,drug_developer,64.73,24.56211600000000000000000000,82.78393202318509612727810098,34.89,64.48275862068965517241379310,50.90909090909090909090909091,0.8236690030809859154929577465,0.795082,0.204918,v1.3.0,96f655ee,1,,4,4,buying,,0,no_upcoming,missing,adequate,tailwind,,L,sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,775.16,1.0,0,1.0,0,0,C,low_opt+no_catalyst_data,67,0.66,,False,no_upcoming,0.1938,4,,-0.048006,,,-0.023106,-0.0249,morningstar,,,9
