ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
HROW,"Harrow, Inc.",139,0.81,C,low_quality+no_catalyst_data,,,C,0.072954,0.226923,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,momentum_score:+34.5;financial_score:-24.6;catalyst_score:-13.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74290000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",early|none|pos,0.1,36.951332,-1.4572,,0,0.4168,0.3459,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,581.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.682272,price_history,,1,0.1278,price_history,,-0.122465,,53.5124,0.6339,-0.4123,0.289835,early,mid,none,commercial_pharma,morningstar,,,,0,0.7660734286664449617559028932,89.48,41.25000000000000000000000000,55.5,15.33,58.37209302325581395348837209,30.42184964845862628447809627,56.5491,0.5377,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.55,infectious_disease,0.7029,highly_crowded,1.0,21,0.1,0.927046,1.4541,31.16,0.635231,0.3457
NTRA,"Natera, Inc.",140,0.96,C,low_quality,,,C,0.987544,0.211538,1,,0,,1411,0,specific_days,9,neutral,deep_drawdown,L,catalyst_far_lift|sponsor_confirmed,clinical_score:+20.4;financial_score:-9.9;catalyst_score:-8.5,tier=;reason=;cat_days=1411;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,-0.023471583333333337,35.77813,1.1359,0,1,,0.0,5,5,selling,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,210.15,1.0,0,0,1.0,0,1.0,0,1411,False,specific_days,-0.039173,price_history,,5,1.1199,price_history,,-0.633781,,47.3825,0.3255,-0.4123,-0.221481,late,large,none,platform_diagnostics,morningstar,,,,0,0.8245760992108229988726042841,52.63,45.56250000000000000000000000,53.5,15.33,74.50704225352112676056338028,44.19251030439286737640238930,74.1427,1.28,3.0,346,60,1.0,0.1554,0,0,0.0,0.8,0.95,oncology,0.2326,moderate,1.0,278,-0.023471583333333337,0.012456,-2.2428,33.12,0.660142,0.4129
KRYS,"Krystal Biotech, Inc.",141,0.96,C,low_quality,,,C,0.983986,0.365385,1,,0,,862,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,clinical_score:-32.9;smart_money_score:+27.2;momentum_score:+7.3,tier=;reason=;cat_days=862;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 496304000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 4}",late|far_271_540|nonpos,-0.023471583333333337,41.430398,0.8166,0,1,-1.4623,-1.5175,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,347.42,1.0,0,0,1.0,0,1.0,0,862,False,specific_days,-0.0057,price_history,,4,0.9427,price_history,,-0.209542,,52.3072,0.3475,-0.4123,0.202758,late,mid,none,commercial_biotech,morningstar,,,,0,0.8910317052782421781705278242,51.60,45.56250000000000000000000000,71.5,35.33,11.40271991888734598514404108,41.65532879818594104308390023,10.3487,-1.4114,3.0,283,6,1.0,0.1441,0,0,0.0,0.4,0.5,respiratory,-0.4728,uncrowded,1.0,277,-0.023471583333333337,0.016014,-2.1441,18.94,0.382562,-0.2988
GH,"Guardant Health, Inc.",142,0.57,C,low_quality,,,C,0.905694,0.196154,1,,0,,41,1,specific_days,9,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,clinical_score:+17.2;momentum_score:-15.3;catalyst_score:-14.4,tier=;reason=;cat_days=41;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 184760000.0, ""cash_total"": 378203000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.05654706689919, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_31_90|nonpos,-0.0005195217391304347,35.341845,1.1282,0,1,,0.0,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,236.1,1.0,0,0,1.0,0,1.0,0,41,True,specific_days,-0.087215,price_history,,3,1.1456,price_history,,-0.630823,,36.7255,0.6981,-0.4123,-0.218523,late,large,none,platform_diagnostics,morningstar,,,,0,0.9,37.96,38.82273600000000000000000000,66.5,11.74,70.49295774647887323943661972,52.53521126760563380281690141,72.2674,1.2009,3.0,41,647,1.0,3.9993,5,5,0.0021,0.8,0.95,oncology,-0.4728,uncrowded,1.0,255,-0.0005195217391304347,0.094306,-1.3147,42.27,0.830961,0.958
MRVI,"Maravai LifeSciences Holdings, Inc.",143,0.1,C,low_quality+no_catalyst_data,,,C,0.77758,0.357692,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,XS,momentum_headwind|cost_haircut_<=2000bps,clinical_score:-19.0;catalyst_score:+18.0;financial_score:+11.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 34805000.0, ""cash_total"": 243574000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 82.10337595173107, ""stage_bucket"": ""early"", ""surv_score"": ""-2.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,41.306069,-1.548,,0,-1.3906,-1.4439,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1558.12,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.334016,price_history,,0,0.3936,price_history,,-0.636918,,29.5713,0.6854,-0.4123,-0.224618,early,small,sev1,commercial_biotech,morningstar,,,,0,0.6673252766757151806222593443,21.89,50,,50,13.03196923261823207739919476,43.17348717024217294633735954,13.207,-1.2908,,,,,,,,,,,,-1.6484,unknown,1.0,219,0.0033383283582089558,0.22242,-0.764,12.29,0.133452,-1.1102
FOLD,"Amicus Therapeutics, Inc.",144,0.96,C,low_quality+no_catalyst_data,,,C,0.272242,0.334615,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+20.2;clinical_score:-13.6;momentum_score:+12.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 293536000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|none|nonpos,0.09811690510948905,39.857124,0.8686,0,1,-0.1956,-0.2175,6,6,buying,1.1762,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,259.01,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.112996,price_history,,6,1.0544,price_history,,-0.128627,,53.9198,0.6001,-0.4123,0.283673,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,66.33,41.25000000000000000000000000,74.0,15.33,40.17655227137472723665939297,47.16805240614764424288233812,39.6091,-0.1769,3.0,770,27,1.0,0.0053,0,0,0.0,0.7,0.75,rare_disease,0.7029,highly_crowded,1.0,77,0.09811690510948905,0.727758,0.606,37.92,0.74911,0.6717
DVAX,Dynavax Technologies Corporation,145,0.81,C,low_quality+no_catalyst_data,,,C,0.265125,0.288462,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,smart_money_score:+7.0;financial_score:-5.4;catalyst_score:-3.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 160247000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|nonpos,0.09811690510948905,38.73851,0.873,0,1,-0.1178,-0.1911,2,2,selling,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,453.41,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.197178,price_history,,2,0.9409,price_history,,-0.475167,,50.0041,0.7250,-0.4123,-0.062867,late,small,none,commercial_pharma,morningstar,,,,0,0.8860349361207897793263646922,47.33,41.25000000000000000000000000,52.0,32.67,45.00892680023804800634794684,39.64002267573696145124716553,44.6549,0.0359,3.0,662,19,1.0,0.062,0,0,0.0,0.4,0.95,oncology,-0.4728,uncrowded,1.0,75,0.09811690510948905,0.734875,0.6276,36.47,0.734875,0.6276
TEM,"Tempus AI, Inc.",146,0.96,C,low_quality,,,C,0.681495,0.534615,1,,0,,162,0,specific_days,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-12.3;clinical_score:+8.6;smart_money_score:+8.1,tier=;reason=;cat_days=162;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|near_91_180|nonpos,0.003572428571428572,47.925857,1.1219,0,1,,0.0,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,162,False,specific_days,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.5816,-0.4123,,late,mid,none,platform_services,morningstar,,,drawdown,1,0.8459278417173154015259278417,50,45.56250000000000000000000000,66.0,29.38,66.47887323943661971830985915,61.42857142857142857142857143,66.6607,0.9643,3.0,507,176,1.0,0.3694,0,0,0.0,0.8,0.95,oncology,-0.4728,uncrowded,1.0,192,0.003572428571428572,0.318505,-0.4719,39.55,0.77758,0.764
CATX,"Perspective Therapeutics, Inc.",147,0.81,C,mod_quality+no_catalyst_data,,,C,0.706406,0.688462,1,,0,,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-15.5;clinical_score:+10.0;financial_score:+5.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 57827000.0, ""cash_total"": 174137000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.13613018140315, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.0033383283582089558,56.469209,-0.1334,0,1,,0.0,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,741.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.082151,price_history,,2,0.3975,price_history,,-0.514706,,47.7349,0.7923,-0.4123,-0.102406,early,small,none,platform_devices,morningstar,,,,0,0.7112269238747147894627670608,55.66,41.25000000000000000000000000,58.0,50,66.74418604651162790697674419,61.86046511627906976744186046,65.6212,0.9205,1.0,,2,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,199,0.0033383283582089558,0.293594,-0.5429,41.82,0.827402,0.9439
BCRX,"BioCryst Pharmaceuticals, Inc.",148,0.81,C,low_quality+no_catalyst_data,,,C,0.218861,0.257692,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+26.5;financial_score:-24.3;smart_money_score:+12.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|nonpos,0.09811690510948905,37.622644,0.87,0,1,-0.2794,-0.3534,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.326238,price_history,,3,0.9193,price_history,,-0.284413,,58.3152,0.4141,-0.4123,0.127887,late,mid,none,commercial_pharma,morningstar,,,,0,0.8953892651986596457635232169,74.73,41.25000000000000000000000000,60.5,34.00,40.97092728515065352994335339,23.94809775762156714537666919,39.8524,-0.1667,3.0,691,26,1.0,0.1876,0,0,0.0,0.8,0.55,infectious_disease,0.7029,highly_crowded,1.0,62,0.09811690510948905,0.781139,0.776,25.02,0.52847,0.0714
MEDP,"Medpace Holdings, Inc.",149,0.96,C,low_quality+no_catalyst_data,,,C,0.774021,0.442308,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:+12.7;catalyst_score:-11.4;financial_score:-2.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,44.2675,-1.4311,,0,,0.0,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.024552,price_history,,0,0.6368,price_history,,-0.310487,,48.9294,0.2643,-0.4123,0.101813,early,large,none,platform_diagnostics,morningstar,,,,0,0.8532246430216490096729617688,54.01,41.25000000000000000000000000,,31.33,65.34883720930232558139534884,50,63.8758,0.8468,0.0,,6,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-3.5294,uncrowded,1.0,218,0.0033383283582089558,0.225979,-0.7522,37.70,0.741993,0.6495
ARWR,"Arrowhead Pharmaceuticals, Inc.",150,0.57,C,low_quality+no_catalyst_data,,,C,0.211744,0.242308,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,clinical_score:-19.8;smart_money_score:+17.4;financial_score:+10.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 714967000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",late|none|nonpos,0.09811690510948905,37.326071,0.8466,0,1,-0.9159,-0.9567,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,234.38,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.184545,price_history,,2,1.1818,price_history,,-0.595322,,48.3122,0.7267,-0.4123,-0.183022,late,mid,none,commercial_biotech,morningstar,,,,0,0.7957108366229466445944225137,37.66,41.25000000000000000000000000,61.0,15.33,23.81560096100861821948907844,54.28571428571428571428571428,23.8116,-0.8434,3.0,556,18,1.0,1.023,0,2,0.0,0.4,0.5,respiratory,-0.4728,uncrowded,1.0,60,0.09811690510948905,0.788256,0.8004,20.34,0.407473,-0.234
CERS,Cerus Corporation,151,0.1,C,low_quality+no_catalyst_data,,,C,0.233096,0.488462,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,XS,momentum_headwind|cost_haircut_<=2000bps,financial_score:-19.3;clinical_score:+18.5;momentum_score:-9.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1363000.0, ""cash_total"": 15670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 137.96038151137196, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|nonpos,0.09811690510948905,46.622663,1.0928,0,1,,0.0,1,1,selling,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1656.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.330975,price_history,,1,0.7436,price_history,,-0.554855,,42.4291,,-0.4123,-0.142555,late,small,none,platform_devices,morningstar,,,,0,0.8929900124069478908188585608,31.06,41.25000000000000000000000000,49.5,88.40,58.87323943661971830985915493,21.04591836734693877551020408,58.8002,0.6327,3.0,409,15,1.0,0.0498,0,0,0.0,0.5,0.95,oncology,-0.4728,uncrowded,1.0,66,0.09811690510948905,0.766904,0.7287,28.53,0.585409,0.2158
NVCR,NovoCure Limited,152,0.49,C,mod_quality+no_catalyst_data,,,C,0.311388,0.611538,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,M,,financial_score:-20.1;clinical_score:+12.6;smart_money_score:+7.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 49031000.0, ""cash_total"": 93548000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.755894902313047, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|nonpos,0.09811690510948905,49.726592,1.0874,0,1,,0.0,1,1,selling,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,603.49,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.070923,price_history,,1,0.8381,price_history,,-0.398625,,41.5186,0.5194,-0.4123,0.013675,late,small,none,platform_devices,morningstar,,,,0,0.8965931730888365753933837195,48.19,41.25000000000000000000000000,52.0,82.99,57.18309859154929577464788732,24.53798185941043083900226758,58.5101,0.6205,3.0,47,48,1.0,1.4282,2,1,0.0,0.5,0.95,oncology,0.7029,crowded,1.0,88,0.09811690510948905,0.688612,0.4919,29.11,0.596085,0.2432
XERS,"Xeris Biopharma Holdings, Inc.",153,0.81,C,low_quality+no_catalyst_data,,,C,0.866548,0.073077,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,clinical_score:-27.5;smart_money_score:+25.9;financial_score:-17.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 91598000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,25.87199,-1.548,,0,-1.3906,-1.4439,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,895.88,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.6845,-0.4123,,early,small,sev1,commercial_biotech,morningstar,,,drawdown,1,0.7038885059978189749182115594,50,50,66.5,15.33,13.03196923261823207739919476,23.34775554353704705246078962,13.207,-1.2908,,,,,,,,,,,,-1.6484,unknown,1.0,244,0.0033383283582089558,0.133452,-1.1102,13.84,0.169039,-0.958
PAHC,Phibro Animal Health Corporatio,154,0.24,C,low_quality+no_catalyst_data,,,C,0.80605,0.065385,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,S,momentum_headwind,clinical_score:-18.9;catalyst_score:+18.0;momentum_score:+3.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74508000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,25.625254,-1.548,,0,-1.3971,-1.4761,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,831.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.280267,price_history,,0,0.2985,price_history,,-0.375337,,47.6084,0.4021,-0.4123,0.036963,early,mid,sev1,commercial_pharma,morningstar,,,,0,0.6964531922080846751491949105,35.57,50,,15.33,13.03196923261823207739919476,29.21278769304729283095967790,13.207,-1.2908,,,,,,,,,,,,-1.6484,unknown,1.0,227,0.0033383283582089558,0.19395,-0.8634,11.64,0.104982,-1.2537
TVTX,"Travere Therapeutics, Inc.",155,0.49,C,low_quality+no_catalyst_data,,,C,0.357651,0.026923,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+37.2;clinical_score:-22.6;financial_score:-18.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 93035000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",late|none|nonpos,0.09811690510948905,23.780525,0.8396,0,1,-1.1834,-1.2313,5,5,buying,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,403.29,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.019185,price_history,,5,1.0709,price_history,,-0.27719,,41.8518,0.7066,-0.4123,0.13511,late,mid,none,commercial_biotech,morningstar,,,,0,0.8770708148857245422998683738,43.43,41.25000000000000000000000000,77.5,15.33,17.73744186559104234168705504,21.62005542957923910304862686,17.7109,-1.1008,3.0,150,9,1.0,0.5772,0,1,0.0,0.7,0.75,rare_disease,0.7029,highly_crowded,1.0,101,0.09811690510948905,0.642349,0.3647,17.40,0.314947,-0.4819
LFCR,"Lifecore Biomedical, Inc.",156,0.08,C,low_quality+no_catalyst_data,,,C,0.763345,0.019231,1,,0,,,0,no_upcoming,9,headwind,,XS,momentum_headwind|cost_haircut_>2000bps,catalyst_score:+19.8;clinical_score:-17.1;financial_score:-9.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 18856000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,22.152143,-1.548,,0,-1.3971,-1.4761,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.20489,price_history,,0,0.4387,price_history,,-0.321878,,33.7395,0.4595,-0.4123,0.090422,early,micro,sev1,commercial_pharma,morningstar,,,,0,0.7115350097129289876969566156,36.49,50,,15.33,13.03196923261823207739919476,21.08587224325461210263806261,13.207,-1.2908,,,,,,,,,,,,-1.6484,unknown,1.0,215,0.0033383283582089558,0.236655,-0.7171,10.16,0.076512,-1.4289
RGEN,Repligen Corporation,157,0.57,C,low_quality+no_catalyst_data,,,C,0.823843,0.411538,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,clinical_score:-28.5;smart_money_score:+19.0;catalyst_score:+8.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 748747000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.0033383283582089558,43.150155,-1.548,,0,,0.0,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,336.3,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.175619,price_history,,3,0.9145,price_history,,-0.451407,,32.7818,0.4218,-0.4123,-0.039107,early,mid,sev1,platform_devices,morningstar,,,,0,0.7119082823790994997220678155,43.54,50,60.5,46.30,13.03196923261823207739919476,40.52701159786070548644913166,13.207,-1.2908,,,,,,,,,,,,-1.6484,unknown,1.0,232,0.0033383283582089558,0.176157,-0.9301,16.74,0.297153,-0.5326
