ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,58.28,0.998433,2.9542,58.28,0.998433,2.9542,late,small,none,commercial_pharma,90.62,41.25000000000000000000000000,55.5,41.05,77.000,72.34042553191489361702127660,0.9
ALKS,2,57.01,0.982759,2.1144,57.01,0.995298,2.597,late,mid,none,commercial_pharma,32.26,41.25000000000000000000000000,68.0,40.01,77.000,71.00000000000000000000000000,0.9
OPK,3,55.32,0.985893,2.1943,55.32,0.992163,2.4164,late,small,none,platform_diagnostics,29.02,41.25000000000000000000000000,,70.20,71.36363636363636363636363637,72.97872340425531914893617021,0.9
TBPH,4,55.14,0.96395,1.7985,55.14,0.989028,2.2913,late,small,none,drug_developer,52.45,41.25000000000000000000000000,55.5,80.57,77.000,65.95744680851063829787234042,0.9
TARS,5,54.72,0.976489,1.9861,54.72,0.985893,2.1943,late,mid,none,commercial_biotech,63.96,41.25000000000000000000000000,83.0,43.59,77.000,63.00000000000000000000000000,0.9
BMRN,6,52.94,0.945141,1.5995,52.94,0.982759,2.1144,late,large,none,commercial_biotech,20.24,41.25000000000000000000000000,57.5,79.79,67.57575757575757575757575757,71.11111111111111111111111111,0.9
ACAD,7,52.72,0.916928,1.3847,52.72,0.979624,2.046,late,mid,none,commercial_biotech,31.82,45.56250000000000000000000000,71.0,53.43,65.15151515151515151515151515,68.00000000000000000000000000,0.8739030925401322001888574127
AMGN,8,52.45,0.960815,1.7602,52.45,0.976489,1.9861,late,large,none,commercial_pharma,31.49,41.25000000000000000000000000,52.5,55.83,73.33333333333333333333333333,77.000,0.9
BIIB,9,52.33,0.951411,1.6587,52.33,0.973354,1.9326,late,large,none,commercial_pharma,40.36,41.25000000000000000000000000,68.5,73.01,70.90909090909090909090909091,75.55555555555555555555555555,0.9
XNCR,10,52.25,0.989028,2.2913,52.25,0.970219,1.884,mid,small,none,drug_developer,81.88,41.25000000000000000000000000,71.5,65.60,68.81355932203389830508474576,76.47058823529411764705882353,0.8205891505281690140845070423
SUPN,11,52.03,0.907524,1.3257,52.03,0.96395,1.7985,late,mid,none,commercial_pharma,56.08,41.25000000000000000000000000,55.0,27.11,72.42424242424242424242424242,66.00000000000000000000000000,0.9
VYGR,12,51.89,0.954545,1.6906,51.89,0.960815,1.7602,early,micro,none,drug_developer,50.43,41.25000000000000000000000000,49.5,62.09,74.91525423728813559322033899,56.10169491525423728813559322,0.7984789029535864978902953586
INCY,13,51.83,0.89185,1.2364,51.83,0.95768,1.7244,late,large,none,commercial_biotech,48.40,41.25000000000000000000000000,60.5,43.42,62.12121212121212121212121212,73.33333333333333333333333333,0.9
NVAX,14,51.83,0.995298,2.597,51.83,0.954545,1.6906,late,small,none,commercial_biotech,37.70,41.25000000000000000000000000,54.5,86.93,77.000,74.89361702127659574468085107,0.8966442690128962275521272749
CAI,15,50.67,0.882445,1.1873,50.67,0.951411,1.6587,late,mid,none,commercial_biotech,34.14,41.25000000000000000000000000,66.0,31.37,69.84848484848484848484848485,57.00000000000000000000000000,0.9
HRTX,16,50.61,0.979624,2.046,50.61,0.948276,1.6284,late,micro,none,drug_developer,9.44,41.25000000000000000000000000,58.0,87.96,77.000,68.93939393939393939393939394,0.8774101644245142002989536622
VNDA,17,50.33,0.901254,1.2887,50.33,0.945141,1.5995,late,small,none,commercial_biotech,26.54,41.25000000000000000000000000,52.5,92.78,73.93939393939393939393939394,62.76595744680851063829787234,0.8782284646001688577976118683
VRTX,18,49.91,0.81348,0.8908,49.91,0.942006,1.5718,late,large,none,commercial_biotech,30.87,45.56250000000000000000000000,63.0,38.74,77.000,47.79301935680536503581771072,0.9
JAZZ,19,49.66,0.910658,1.3448,49.66,0.938871,1.5454,late,large,none,commercial_biotech,46.72,41.25000000000000000000000000,74.0,75.02,66.66666666666666666666666667,68.88888888888888888888888889,0.9
ELVN,20,49.56,0.932602,1.4955,49.56,0.935737,1.5199,early,small,none,drug_developer,44.74,41.25000000000000000000000000,62.0,45.78,62.71186440677966101694915254,67.58620689655172413793103448,0.8065380021367521367521367521
LBRX,21,49.56,0.948276,1.6284,49.56,0.932602,1.4955,mid,small,none,drug_developer,50,41.25000000000000000000000000,,55.76,75.93220338983050847457627118,72.94117647058823529411764706,0.7480283115154204570667850011
SIGA,22,49.47,0.841693,1.0014,49.47,0.929467,1.4718,late,small,none,commercial_pharma,41.31,41.25000000000000000000000000,,66.27,67.27272727272727272727272727,57.65957446808510638297872340,0.9
INDV,23,49.32,0.866771,1.1113,49.32,0.926332,1.449,late,mid,none,commercial_pharma,79.44,41.25000000000000000000000000,52.5,52.26,77.000,55.00000000000000000000000000,0.8935429967426710097719869707
UTHR,24,49.19,0.838558,0.9885,49.19,0.923197,1.4269,late,large,none,commercial_pharma,54.43,41.25000000000000000000000000,77.0,39.22,63.33333333333333333333333333,66.66666666666666666666666667,0.9
