ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
NKTX,39,46.56,0.873397,1.1426,46.56,0.873397,1.1426,early,micro,none,drug_developer,50,41.25000000000000000000000000,66.5,50,59.00000000000000000000000000,67.70000000000000000000000000,0.7690599754073163233937903474
AARD,40,46.34,0.966346,1.8296,46.34,0.870192,1.1273,mid,micro,none,drug_developer,50,41.25000000000000000000000000,,57.00,75.16129032258064516129032258,69.79032258064516129032258065,0.7850644060332489265661125179
MAZE,41,46.25,0.911859,1.3523,46.25,0.866987,1.1123,early,mid,none,drug_developer,50,41.25000000000000000000000000,66.5,50,73.14285714285714285714285714,57.80000000000000000000000000,0.7230626691651051426191963356
OPK,42,46.25,0.799679,0.8405,46.25,0.863782,1.0975,late,small,none,platform_diagnostics,66.06,41.25000000000000000000000000,,85.51,54.23728813559322033898305085,74.65060240963855421686746988,0.9
ELVN,43,46.24,0.879808,1.174,46.24,0.860577,1.0829,early,small,none,drug_developer,85.08,41.25000000000000000000000000,62.0,18.97,62.00000000000000000000000000,72.20000000000000000000000000,0.7714503689236111111111111111
BEAM,44,46.07,0.908654,1.3325,46.07,0.857372,1.0686,early,mid,none,drug_developer,35.36,41.25000000000000000000000000,66.0,12.07,55.57142857142857142857142857,79.40000000000000000000000000,0.8215063327449249779346866726
ENTA,45,46.03,0.982372,2.1054,46.03,0.854167,1.0545,mid,small,none,drug_developer,49.04,41.25000000000000000000000000,55.5,90.00,77.000,71.54545454545454545454545455,0.7644271362456259171464047861
NVCR,46,45.89,0.838141,0.9868,45.89,0.850962,1.0406,late,small,none,platform_devices,84.75,41.25000000000000000000000000,52.0,83.64,58.30508474576271186440677966,79.850,0.8965769211700545364402578086
SPRY,47,45.86,0.815705,0.8991,45.86,0.847756,1.0269,mid,small,none,drug_developer,65.22,41.25000000000000000000000000,53.0,17.00,70.32258064516129032258064516,54.36363636363636363636363637,0.7939737403209516328133767254
GH,48,45.80,0.847756,1.0269,45.80,0.844551,1.0133,late,large,none,platform_diagnostics,76.74,41.25000000000000000000000000,66.5,10.00,69.66101694915254237288135593,66.03846153846153846153846154,0.9
UPB,49,45.79,0.834936,0.9739,45.79,0.841346,1.0,mid,small,none,drug_developer,50,41.25000000000000000000000000,71.5,15.00,57.74193548387096774193548387,62.00000000000000000000000000,0.8263518601273600715003910178
QSI,50,45.70,0.94391,1.5885,45.70,0.838141,0.9868,late,micro,none,platform_devices,46.21,41.25000000000000000000000000,,90.00,77.000,73.03389830508474576271186441,0.8558967618592424423467558848
CGEM,51,45.69,0.802885,0.852,45.69,0.834936,0.9739,early,small,none,drug_developer,92.62,41.25000000000000000000000000,47.5,46.55,62.85714285714285714285714286,56.00000000000000000000000000,0.8225355447154471544715447154
ASMB,52,45.59,0.793269,0.8178,45.59,0.831731,0.961,mid,small,none,drug_developer,50,41.25000000000000000000000000,55.5,90.00,58.70967741935483870967741936,67.72727272727272727272727273,0.8209926829268292682926829268
RARE,53,45.55,0.895833,1.2582,45.55,0.828526,0.9484,late,mid,none,commercial_biotech,42.55,41.25000000000000000000000000,50.0,52.80,64.74576271186440677966101695,76.00000000000000000000000000,0.8980125498264112125498264112
IKT,54,45.53,0.927885,1.4602,45.53,0.825321,0.9358,early,micro,none,drug_developer,50,41.25000000000000000000000000,49.5,50,74.00000000000000000000000000,63.20000000000000000000000000,0.7078420512820512820512820513
KYMR,55,45.18,0.809295,0.8753,45.18,0.822115,0.9235,mid,mid,none,drug_developer,49.52,41.25000000000000000000000000,71.0,10.00,66.45161290322580645161290323,52.51612903225806451612903226,0.8203899862511457378551787351
SABS,56,45.01,0.860577,1.0829,45.01,0.81891,0.9112,mid,micro,none,drug_developer,50,41.25000000000000000000000000,55.5,73.00,69.35483870967741935483870968,62.58064516129032258064516129,0.7640141689373297002724795640
AGIO,57,44.71,0.857372,1.0686,44.71,0.815705,0.8991,late,small,none,drug_developer,72.50,41.25000000000000000000000000,65.5,73.28,72.88135593220338983050847458,69.33734939759036144578313253,0.8478093457943925233644859813
MBX,58,44.69,0.969551,1.8742,44.69,0.8125,0.8871,early,small,none,drug_developer,50,41.25000000000000000000000000,85,50,75.71428571428571428571428572,54.20000000000000000000000000,0.7385901537826401073382185984
ANAB,59,44.45,0.80609,0.8636,44.45,0.809295,0.8753,mid,small,none,commercial_biotech,57.80,41.25000000000000000000000000,71.5,37.00,59.67741935483870967741935484,60.09090909090909090909090909,0.8316715246636771300448430493
DVAX,60,44.24,0.751603,0.6795,44.24,0.80609,0.8636,late,small,none,commercial_pharma,47.48,41.25000000000000000000000000,52.0,34.87,52.71186440677966101694915254,72.77108433734939759036144578,0.8860349361207897793263646922
AVIR,61,43.98,0.735577,0.6298,43.98,0.802885,0.852,late,small,none,commercial_biotech,51.88,41.25000000000000000000000000,49.0,90.00,51.52542372881355932203389831,72.37349397590361445783132530,0.8879600371747211895910780669
ARDX,62,43.91,0.761218,0.7102,43.91,0.799679,0.8405,late,small,none,commercial_biotech,44.99,41.25000000000000000000000000,55.5,48.13,77.000,49.20677085853453976548765343,0.8854376442844731289561871664
GPCR,63,43.82,0.870192,1.1273,43.82,0.796474,0.8291,early,mid,none,drug_developer,33.86,41.25000000000000000000000000,83.0,10.00,76.57142857142857142857142857,55.10000000000000000000000000,0.7342419551033948910759703638
LBRX,64,43.38,0.783654,0.7846,43.38,0.793269,0.8178,mid,small,none,drug_developer,50,41.25000000000000000000000000,,33.00,61.61290322580645161290322581,75.36363636363636363636363636,0.7621790983606557377049180328
CATX,65,43.05,0.934295,1.5086,43.05,0.790064,0.8066,early,small,none,platform_devices,96.55,41.25000000000000000000000000,58.0,56.90,66.28571428571428571428571428,74.00000000000000000000000000,0.7565759390310288513881328253
DYN,66,42.90,0.844551,1.0133,42.90,0.786859,0.7956,early,mid,none,drug_developer,92.59,41.25000000000000000000000000,80.0,10.00,54.28571428571428571428571428,75.80000000000000000000000000,0.7847121111846459298477829252
ALNY,67,42.75,0.709936,0.5532,42.75,0.783654,0.7846,late,large,none,commercial_biotech,48.00,41.25000000000000000000000000,65.0,30.66,46.97787991956334386670496984,54.61538461538461538461538461,0.9
SLN,68,42.74,0.767628,0.7311,42.74,0.780449,0.7737,mid,micro,none,drug_developer,54.68,41.25000000000000000000000000,49.5,77.00,73.70967741935483870967741936,55.56451612903225806451612903,0.7518501094091903719912472648
ACRS,69,42.60,0.777244,0.7629,42.60,0.774038,0.7522,late,small,none,drug_developer,37.43,41.25000000000000000000000000,63.5,90.00,75.76271186440677966101694915,56.43373493975903614457831325,0.8552912560808282399900212049
ROIV,70,42.57,0.828526,0.9484,42.57,0.770833,0.7416,mid,large,none,drug_developer,47.51,41.25000000000000000000000000,77.5,50,51.35483870967741935483870968,79.850,0.8415994827028774652440995797
DNA,71,42.54,0.886218,1.2067,42.54,0.767628,0.7311,late,small,none,commercial_biotech,13.96,41.25000000000000000000000000,55.0,90.00,66.10169491525423728813559322,78.82530120481927710843373494,0.8332732732732732732732732733
MDGL,72,41.98,0.697115,0.5161,41.98,0.764423,0.7206,late,large,none,commercial_biotech,51.73,41.25000000000000000000000000,77.0,13.51,55.42372881355932203389830508,53.92307692307692307692307692,0.9
INVA,73,41.93,0.700321,0.5253,41.93,0.761218,0.7102,late,small,none,commercial_biotech,54.38,41.25000000000000000000000000,,88.82,45.65315770620759608598352255,66.26506024096385542168674699,0.9
ARQT,74,41.84,0.722756,0.591,41.84,0.758013,0.6999,late,mid,none,commercial_biotech,94.88,41.25000000000000000000000000,66.0,21.96,58.64406779661016949152542373,53.83333333333333333333333333,0.8793965971722981068775461299
JANX,75,41.83,0.850962,1.0406,41.83,0.754808,0.6897,early,small,none,drug_developer,96.55,41.25000000000000000000000000,62.0,50,57.71428571428571428571428572,77.60000000000000000000000000,0.7309393123446561723280861640
IMRX,76,41.77,0.947115,1.6175,41.77,0.751603,0.6795,early,small,none,drug_developer,9.72,41.25000000000000000000000000,61.0,50,70.14285714285714285714285714,70.40000000000000000000000000,0.7112309447267447889660893913
ATXS,77,41.65,0.690705,0.4979,41.65,0.748397,0.6695,mid,small,none,drug_developer,54.83,41.25000000000000000000000000,63.5,23.00,46.17528037923459359463521795,58.18181818181818181818181818,0.8099550915010665768496687998
TYRA,78,41.45,0.677885,0.4618,41.45,0.745192,0.6594,early,small,none,drug_developer,47.22,41.25000000000000000000000000,60.5,15.52,61.14285714285714285714285714,34.07111111111111111111111111,0.7857631544644796871605474690
EXEL,79,41.31,0.684295,0.4797,41.31,0.741987,0.6495,late,large,none,commercial_biotech,49.86,41.25000000000000000000000000,,65.13,61.35593220338983050847457627,56.92307692307692307692307692,0.9
GILD,80,41.10,0.68109,0.4707,41.10,0.738782,0.6396,late,large,none,commercial_pharma,43.79,41.25000000000000000000000000,58.0,36.90,68.13559322033898305084745763,41.03221564760026298487836949,0.9
RIGL,81,40.89,0.719551,0.5815,40.89,0.735577,0.6298,late,small,none,commercial_biotech,28.58,41.25000000000000000000000000,55.5,83.55,53.55932203389830508474576271,59.03614457831325301204819277,0.8466212467896334345085220640
ALT,82,40.77,0.854167,1.0545,40.77,0.732372,0.62,late,small,none,drug_developer,43.00,41.25000000000000000000000000,49.0,81.32,74.23728813559322033898305085,70.85542168674698795180722891,0.8417039350405996252342286071
NRIX,83,40.69,0.69391,0.507,40.69,0.729167,0.6103,early,small,none,drug_developer,74.16,41.25000000000000000000000000,51.0,22.41,55.57142857142857142857142857,44.11111111111111111111111111,0.8269203490893321769297484822
IRWD,84,40.33,0.866987,1.1123,40.33,0.725962,0.6006,late,small,none,commercial_pharma,28.76,41.25000000000000000000000000,,51.97,76.61016949152542372881355932,69.15662650602409638554216868,0.8509748027487910409773479257
BBOT,85,40.17,0.754808,0.6897,40.17,0.722756,0.591,early,small,none,drug_developer,54.65,41.25000000000000000000000000,72.0,50,50,66.80000000000000000000000000,0.7674974645555210597123046673
AUPH,86,40.11,0.645833,0.3741,40.11,0.719551,0.5815,late,small,none,commercial_biotech,43.28,41.25000000000000000000000000,55.5,66.45,53.89830508474576271186440678,43.62461895775874582668021484,0.8763930581395348837209302326
BCAX,87,39.99,0.745192,0.6594,39.99,0.716346,0.572,early,small,none,drug_developer,50,41.25000000000000000000000000,71.5,50,53.00000000000000000000000000,63.20000000000000000000000000,0.7275480669836675625387636965
APLS,88,39.74,0.764423,0.7206,39.74,0.713141,0.5626,late,mid,none,commercial_biotech,26.81,41.25000000000000000000000000,71.0,32.24,51.86440677966101694915254237,68.88888888888888888888888889,0.8657384937739463601532567050
MNKD,89,39.61,0.636218,0.3484,39.61,0.709936,0.5532,late,small,none,commercial_biotech,57.93,41.25000000000000000000000000,,13.82,74.57627118644067796610169492,35.53055595877485847002467702,0.9
NUVL,90,39.44,0.706731,0.5439,39.44,0.706731,0.5439,early,mid,none,drug_developer,40.87,41.25000000000000000000000000,74.0,50,44.93877551020408163265306122,52.40000000000000000000000000,0.8090481659024593580658607753
EPRX,91,39.19,0.655449,0.4001,39.19,0.703526,0.5346,mid,small,none,drug_developer,50,41.25000000000000000000000000,66.5,41.00,50,47.29568411386593204775022956,0.8052136943387782501678227791
CDNA,92,39.09,0.674679,0.4529,39.09,0.700321,0.5253,late,small,none,platform_diagnostics,68.26,41.25000000000000000000000000,60.5,33.55,66.44067796610169491525423729,40.87498588732439799358074870,0.8840539130434782608695652174
PTCT,93,38.96,0.725962,0.6006,38.96,0.69391,0.507,late,mid,none,commercial_biotech,68.39,41.25000000000000000000000000,71.5,90.00,41.10600402183280666475150818,76.66666666666666666666666666,0.8992316505549588256355173648
LCTX,94,38.96,0.668269,0.4351,38.96,0.697115,0.5161,early,small,none,drug_developer,45.62,41.25000000000000000000000000,,53.45,68.85714285714285714285714286,21.80444444444444444444444444,0.8074176380368098159509202454
TEM,95,38.84,0.741987,0.6495,38.84,0.690705,0.4979,late,mid,none,platform_services,50,41.25000000000000000000000000,66.0,22.90,67.79661016949152542372881356,57.33333333333333333333333333,0.8459278417173154015259278417
SRPT,96,38.57,0.876603,1.1582,38.57,0.6875,0.4888,late,mid,none,commercial_biotech,65.30,45.56250000000000000000000000,65.0,90.00,63.38983050847457627118644068,79.850,0.8518171669560903001736541801
OCUL,97,38.47,0.639423,0.3569,38.47,0.684295,0.4797,late,small,none,drug_developer,45.67,41.25000000000000000000000000,74.5,69.83,67.11864406779661016949152542,32.10356284576055224915727167,0.9
CCCC,98,38.30,0.732372,0.62,38.30,0.68109,0.4707,early,micro,none,drug_developer,86.59,41.25000000000000000000000000,66.5,60.34,59.00000000000000000000000000,53.30000000000000000000000000,0.7251189840998826165830754455
PTGX,99,38.27,0.620192,0.306,38.27,0.677885,0.4618,late,mid,none,drug_developer,57.22,41.25000000000000000000000000,71.5,30.92,49.66137160813020240387855059,39.26992836457857033988721232,0.8801873653984206748025843503
DNLI,100,37.67,0.713141,0.5626,37.67,0.674679,0.4529,late,mid,none,drug_developer,49.39,41.25000000000000000000000000,60.5,49.71,39.83235270126010334762609013,74.83333333333333333333333333,0.8798122047716101186908044599
FOLD,101,37.34,0.610577,0.2808,37.34,0.671474,0.444,late,mid,none,commercial_biotech,39.85,41.25000000000000000000000000,74.0,13.82,48.98624277825656739761881963,35.19128181679622008840115837,0.9
ANIP,102,37.12,0.607372,0.2725,37.12,0.668269,0.4351,late,small,none,commercial_pharma,57.46,41.25000000000000000000000000,58.0,79.61,55.93220338983050847457627119,36.84730891437234883308333737,0.9
TWST,103,36.82,0.6875,0.4888,36.82,0.665064,0.4263,early,mid,none,platform_diagnostics,68.17,41.25000000000000000000000000,49.5,50,60.28571428571428571428571428,35.69444444444444444444444444,0.7583047126436781609195402299
QURE,104,36.37,0.959936,1.7499,36.37,0.661859,0.4175,mid,small,none,drug_developer,43.93,41.25000000000000000000000000,83.0,39.00,63.54838709677419354838709677,79.850,0.8014128605094826618785770396
MEDP,105,36.13,0.671474,0.444,36.13,0.658654,0.4088,early,large,none,platform_diagnostics,56.96,41.25000000000000000000000000,,25.15,72.28571428571428571428571428,32.24036281179138321995464853,0.8532246430216490096729617688
GLUE,106,35.85,0.661859,0.4175,35.85,0.655449,0.4001,early,small,none,drug_developer,34.45,41.25000000000000000000000000,66.5,28.29,53.00000000000000000000000000,48.29478458049886621315192743,0.7225755097590230073056373351
NTRA,107,35.56,0.559295,0.1492,35.56,0.652244,0.3914,late,large,none,platform_diagnostics,78.15,41.25000000000000000000000000,53.5,13.82,72.54237288135593220338983051,36.74556213017751479289940828,0.9
VCEL,108,35.51,0.543269,0.1087,35.51,0.649038,0.3827,late,small,none,commercial_biotech,62.89,41.25000000000000000000000000,,29.61,70.67796610169491525423728814,23.07269237592942049321785132,0.9
GERN,109,35.50,0.738782,0.6396,35.50,0.645833,0.3741,late,small,none,commercial_biotech,87.03,41.25000000000000000000000000,54.5,77.30,54.91525423728813559322033898,79.850,0.8500595354808590102707749767
HALO,110,35.48,0.584936,0.2145,35.48,0.642628,0.3655,late,mid,none,commercial_biotech,57.58,41.25000000000000000000000000,,57.24,71.35593220338983050847457627,29.30193568053650358177107148,0.9
TECH,111,35.38,0.527244,0.0683,35.38,0.639423,0.3569,late,mid,none,commercial_biotech,55.52,41.25000000000000000000000000,55.5,40.01,68.47457627118644067796610169,23.68693796677335771985977748,0.9
CERS,112,35.31,0.600962,0.2558,35.31,0.636218,0.3484,late,small,none,platform_devices,50,41.25000000000000000000000000,49.5,90.00,61.69491525423728813559322034,36.18731955936194577506814406,0.8931257850018470631695603990
MIRM,113,35.26,0.616987,0.2976,35.26,0.633013,0.3398,late,mid,none,commercial_biotech,38.44,41.25000000000000000000000000,66.5,13.82,52.20338983050847457627118644,37.21536351165980795610425240,0.8998348834429169157202630006
XENE,114,35.21,0.613782,0.2892,35.21,0.629808,0.3313,late,mid,none,drug_developer,43.21,41.25000000000000000000000000,77.0,46.26,47.97886941811101535318714290,43.79046639231824417009602194,0.8874476502082093991671624033
RVMD,115,34.71,0.633013,0.3398,34.71,0.626603,0.3229,mid,large,none,drug_developer,72.69,45.56250000000000000000000000,77.0,10.00,53.87096774193548387096774194,50.48387096774193548387096774,0.8579591055964844254879152126
BNTX,116,34.58,0.511218,0.0281,34.58,0.623397,0.3144,late,large,none,drug_developer,55.67,50,57.0,28.57,63.72881355932203389830508475,32.59040105193951347797501644,0.8185364686239042716015027132
ANRO,117,34.42,0.703526,0.5346,34.42,0.620192,0.306,late,small,none,drug_developer,43.49,41.25000000000000000000000000,61.0,72.13,56.77966101694915254237288136,63.26506024096385542168674699,0.8333033483258370814592703648
GLPG,118,34.38,0.504808,0.0121,34.38,0.616987,0.2976,late,mid,none,drug_developer,36.79,50,66.5,64.08,76.27118644067796610169491525,14.93827160493827160493827160,0.8406478946682309998696388998
ABCL,119,34.25,0.658654,0.4088,34.25,0.613782,0.2892,late,small,none,drug_developer,39.78,41.25000000000000000000000000,60.5,47.41,43.03776054135146350027131411,66.30120481927710843373493976,0.8628507403521044654308033112
AMLX,120,33.84,0.649038,0.3827,33.84,0.610577,0.2808,late,small,none,commercial_pharma,7.25,41.25000000000000000000000000,85,48.56,35.46394714162596954898017811,60.22891566265060240963855422,0.8732384259259259259259259259
BDTX,121,33.60,0.652244,0.3914,33.60,0.604167,0.2641,early,micro,none,drug_developer,63.35,41.25000000000000000000000000,55.5,90.00,41.65532879818594104308390023,60.28571428571428571428571428,0.7487296312086975058622894905
VKTX,122,33.23,0.549679,0.1249,33.23,0.600962,0.2558,mid,mid,sev1,drug_developer,50,41.25000000000000000000000000,60.5,11.00,77.000,16.72878367441322696265464215,0.7820818484883319921830095413
AMRX,123,33.00,0.524038,0.0603,33.00,0.597756,0.2475,late,mid,none,commercial_pharma,68.41,41.25000000000000000000000000,,40.13,52.71186440677966101694915254,33.19768327998780673677793020,0.9
CABA,124,32.36,0.597756,0.2475,32.36,0.594551,0.2393,early,micro,sev1,drug_developer,20.54,41.25000000000000000000000000,66.5,74.14,68.00000000000000000000000000,32.46777777777777777777777778,0.7777556455048998721772475501
CLDX,125,32.00,0.623397,0.3144,32.00,0.591346,0.231,late,small,none,drug_developer,37.60,41.25000000000000000000000000,71.5,71.55,39.19978294870567206102971688,70.09638554216867469879518073,0.8764361862733712693067007316
ORIC,126,31.70,0.495192,-0.0121,31.70,0.588141,0.2228,early,small,sev1,drug_developer,32.61,41.25000000000000000000000000,66.0,36.21,70.14285714285714285714285714,10.81777777777777777777777778,0.8111557195571955719557195572
TARA,127,31.58,0.790064,0.8066,42.71,0.777244,0.7629,mid,small,none,drug_developer,50,41.25000000000000000000000000,54.5,53.00,56.77419354838709677419354839,69.63636363636363636363636364,0.8195126426493622734392481539
SNY,128,31.32,0.440705,-0.1492,31.32,0.584936,0.2145,late,large,none,commercial_pharma,56.85,50,49.5,74.18,75.25423728813559322033898305,17.28468113083497698882314267,0.8256561023074784542674450931
PBYI,129,31.30,0.604167,0.2641,31.30,0.581731,0.2063,late,small,none,commercial_biotech,35.24,41.25000000000000000000000000,55.5,84.87,51.18644067796610169491525424,56.14457831325301204819277109,0.8350615537383177570093457944
LAB,130,31.25,0.716346,0.572,31.25,0.578526,0.1981,late,small,none,platform_devices,51.89,41.25000000000000000000000000,55.5,90.00,68.81355932203389830508474576,51.87951807228915662650602410,0.8246337798923250281707775135
ALDX,131,30.94,0.729167,0.6103,30.94,0.575321,0.1899,late,small,none,drug_developer,50,41.25000000000000000000000000,61.0,90.00,64.06779661016949152542372881,50.36144578313253012048192771,0.8100781888201657136188586766
DRUG,132,30.66,0.517628,0.0442,30.66,0.572115,0.1818,mid,small,none,drug_developer,50,41.25000000000000000000000000,66.5,50,44.29760665972944849115504683,23.22314049586776859504132231,0.7695372746331236897274633124
