ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
LXEO,"Lexeo Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.90273,,0,0.144172,1,0.855828,,0,no_upcoming,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-24.6;clinical_score:+23.8;smart_money_score:+10.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 78482000.0, ""cash_total"": 111914000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.111796335465456, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|pos,-0.019584017341040462,,-0.5438,0,1,1.1601,1.0681,1,1,neutral,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1098.2,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.118007,price_history,,1,2.8961,price_history,,-0.85661,,41.9657,0.8592,-0.266684,-0.589926,early,small,sev1,drug_developer,morningstar,,,,0,0.7699434536755110917790343628,39.48,41.25000000000000000000000000,55.0,76.78,68.81355932203389830508474576,20.36111111111111111111111111,67.2728,1.0033,1.0,571,4,1.0,0.0022,0,0,0.0,0.3,0.6,cns,-0.5032,uncrowded,1.0,265,-0.019584017341040462,0.09727,-1.2973,29.96,0.609215,0.2773,0.300011,0.0,0.0,0.0,0.30099,-0.000979,0.0
ACIU,AC Immune SA,,,D,ineligible,D,ineligible,,0.817406,,0,0.162577,1,0.837423,541,0,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-33.9;clinical_score:+28.4;catalyst_score:+6.6,tier=D;reason=ineligible;cat_days=541;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,financials_missing|deep_drawdown,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""mid"", ""surv_score"": ""-5.0"", ""tier1_count"": 0}",mid|far_271_540|pos,-0.009007225352112676,,0.061,0,1,1.0962,1.0022,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,critical,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,541,False,specific_days,-0.174405,price_history,,0,0.8707,price_history,,-0.655031,,46.7514,0.7916,-0.266684,-0.388347,mid,unknown,sev2,drug_developer,morningstar,,,,0,0.7305280533100284028839851431,37.90,45.56250000000000000000000000,,50,67.30769230769230769230769231,5,65.6386,0.9337,2.0,967,8,1.0,0.0198,0,0,0.0,0.4,0.6,cns,0.6858,highly_crowded,1.0,240,-0.009007225352112676,0.182594,-0.9055,20.41,0.414676,-0.2155,1.28186,1.0022,0.0,0.0,0.28011,-0.00045,0.0
EDIT,"Editas Medicine, Inc.",,,D,ineligible,D,ineligible,,0.674061,,0,0.009202,1,0.990798,14,1,specific_days,9,tailwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-35.1;clinical_score:+29.2;momentum_score:+10.5,tier=D;reason=ineligible;cat_days=14;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 128854000.0, ""cash_total"": 165648000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.22828421495472, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 0}",early|near_0_30|pos,0.0008782307692307693,,-0.7043,14,1,1.5073,1.4264,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,short,<=2000bps,1626.3,0.7,1,0,1.0,0,1.0,0,14,True,specific_days,0.588033,price_history,,0,2.4491,price_history,,-0.759934,,51.0666,0.8096,-0.266684,-0.49325,early,micro,sev2,drug_developer,morningstar,,,,0,0.7741647033626044120796744485,58.36,43.25843377777777777777777778,,87.18,77.000,12.76906380669667081617670529,76.0373,1.3761,1.0,14,4,1.0,0.4425,2,0,0.0,0.3,0.55,ophthalmology,0.6858,highly_crowded,1.0,198,0.0008782307692307693,0.325939,-0.4512,15.16,0.213311,-0.795,0.412874,0.0,0.0,0.0,0.41283,4.4e-05,0.0
BCYC,Bicycle Therapeutics plc,,,D,ineligible,D,ineligible,,0.865188,,0,0.003067,1,0.996933,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+23.8;momentum_score:-16.7;catalyst_score:-12.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 230329000.0, ""cash_total"": 648325000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 33.777335897781, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|pos,-0.019584017341040462,,-0.4703,0,1,1.5073,1.4264,2,2,neutral,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.096777,price_history,,2,1.4996,price_history,,-0.696838,,49.8887,0.6162,-0.266684,-0.430154,early,small,none,drug_developer,morningstar,,,,0,0.7868656521739130434782608696,36.52,41.25000000000000000000000000,57.5,64.59,77.000,53.75000000000000000000000000,75.8093,1.3664,1.0,,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.6858,highly_crowded,1.0,254,-0.019584017341040462,0.134812,-1.1039,52.63,0.981229,2.0798,0.408941,0.0,0.0,0.0,0.40992,-0.000979,0.0
NVAX,"Novavax, Inc.",,,D,ineligible,,,D,0.858362,0.980769,1,,0,,169,0,specific_days,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+16.9;financial_score:+16.9;catalyst_score:-14.5,tier=;reason=;cat_days=169;strength=mid;decay_w=0.7,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 244635000.0, ""cash_total"": 735084000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.435271429798334, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",late|near_91_180|pos,-0.017866372881355935,76.3075,0.9155,0,1,1.359,1.3156,1,1,selling,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=1000bps,459.51,0.85,1,0,1.0,0,1.0,0,169,False,specific_days,-0.044051,price_history,,1,1.2739,price_history,,-0.714831,,43.8266,0.4814,-0.266684,-0.448147,late,small,none,commercial_biotech,morningstar,,,,0,0.9,46.50,45.56250000000000000000000000,54.5,92.45,77.000,77.000,76.162,1.3814,3.0,169,27,1.0,0.4855,0,1,0.0,0.6,0.55,infectious_disease,0.2102,moderate,1.0,252,-0.017866372881355935,0.141638,-1.073,52.50,0.977816,2.0106,2.386927,1.9734,0.0,0.0,0.41442,-0.000893,0.0
DNA,"Ginkgo Bioworks Holdings, Inc.",,,D,ineligible,,,D,0.496587,0.965385,1,,0,,6,1,specific_days,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+19.5;catalyst_score:-13.4;momentum_score:-9.5,tier=;reason=;cat_days=6;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 123381000.0, ""cash_total"": 495484000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 48.19062902715977, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",late|near_0_30|pos,0.021895363636363636,75.239,0.8947,0,1,0.869,0.8641,1,1,neutral,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1199.57,0.7,1,0,1.0,0,1.0,0,6,True,specific_days,-0.157359,price_history,,1,1.4101,price_history,,-0.78913,,53.7326,0.7795,-0.266684,-0.522446,late,small,none,commercial_biotech,morningstar,,,,0,0.8332774580935701776332249187,49.41,45.56250000000000000000000000,55.0,85.96,66.25698324022346368715083799,78.38000000000000000000000000,68.007,1.0345,3.0,178,900,1.0,3.7267,10,9,0.0238,0.8,0.95,oncology,0.6858,highly_crowded,1.0,146,0.021895363636363636,0.503413,0.0086,41.07,0.786689,0.795,1.607595,1.29615,0.0,0.0,0.31035,0.001095,0.0
IRWD,"Ironwood Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.100683,0.688462,1,,0,,,0,no_upcoming,9,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-34.2;clinical_score:+27.1;financial_score:+15.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 140407000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|pos,0.1,59.0765,0.9155,0,1,1.0054,0.7363,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,819.43,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.619233,price_history,,0,0.098,price_history,,-0.912562,,30.3915,1.2561,-0.266684,-0.645878,late,small,none,commercial_pharma,morningstar,,,,0,0.8509748027487910409773479257,15.71,41.25000000000000000000000000,,75.47,77.000,65.60000000000000000000000000,77.9093,1.4557,3.0,27,19,1.0,2.5406,2,3,0.0,0.9,0.55,metabolic,-0.5032,uncrowded,1.0,30,0.1,0.899317,1.2777,39.27,0.745734,0.6611,1.54616,1.10445,0.0,0.0,0.43671,0.005,0.0
SIGA,SIGA Technologies Inc.,,,D,ineligible,,,D,0.278157,0.911538,1,,0,,,0,no_upcoming,9,tailwind,deep_drawdown,XS,ineligible,catalyst_score:-14.8;momentum_score:+6.0;financial_score:+5.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 171955584.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",late|none|nonpos,0.0723424747081712,69.426,-0.3849,237,1,0.2179,-0.1234,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.072085,price_history,,0,0.3141,price_history,,-0.477811,,56.2786,0.5084,-0.266684,-0.211127,late,small,none,commercial_pharma,morningstar,,,,0,0.9,62.02,41.25000000000000000000000000,,83.72,59.21787709497206703910614525,61.60000000000000000000000000,57.5488,0.5896,3.0,237,6,1.0,0.1388,0,0,0.0,0.4,0.55,infectious_disease,0.6858,highly_crowded,1.0,82,0.0723424747081712,0.721843,0.5883,45.92,0.87884,1.1692,0.180497,0.0,0.0,0.0,0.17688,0.003617,0.0
EBS,Emergent BioSolutions Inc.,,,D,ineligible,,,D,0.059727,0.665385,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+19.8;catalyst_score:-15.9;momentum_score:-14.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 245500000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",late|none|pos,0.1,58.6775,0.9155,0,1,1.0054,0.7363,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1186.43,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.201488,price_history,,1,1.338,price_history,,-0.617468,,55.1277,1.0204,-0.266684,-0.350784,late,small,none,commercial_pharma,morningstar,,,,0,0.9,42.48,41.25000000000000000000000000,55.5,53.89,77.000,69.60000000000000000000000000,76.1593,1.3813,3.0,,48,1.0,0.0,0,0,0.0,0.6,0.55,infectious_disease,-0.5032,uncrowded,1.0,18,0.1,0.940273,1.5571,56.59,0.998294,2.9279,1.52384,1.10445,0.0,0.0,0.41439,0.005,0.0
REGN,"Regeneron Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.510239,0.719231,1,,0,,23,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,catalyst_score:-16.5;clinical_score:+13.5;momentum_score:-11.0,tier=;reason=;cat_days=23;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 8605200000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 4}",late|near_0_30|pos,0.021895363636363636,60.923031,0.9017,0,1,0.976,0.9627,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,128.53,1.0,0,0,1.0,0,1.0,0,23,True,specific_days,-0.102397,price_history,,4,0.6731,price_history,,-0.560263,,35.0842,0.388,-0.266684,-0.293579,late,large,none,commercial_biotech,morningstar,,,,0,0.9,44.12,38.61121111111111111111111111,66.0,74.01,68.60335195530726256983240223,58.21229050279329608938547486,70.2076,1.1281,3.0,1,357,1.0,7.2313,13,20,0.0072,0.6,0.95,oncology,0.6858,highly_crowded,1.0,150,0.021895363636363636,0.489761,-0.0257,47.06,0.906143,1.3174,1.783575,1.44405,0.0,0.0,0.33843,0.001095,0.0
AMPH,"Amphastar Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.168942,0.85,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+15.4;momentum_score:-12.6;catalyst_score:-11.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag|deep_drawdown,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 276209000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|nonpos,0.0723424747081712,67.5305,0.891,0,1,0.2981,-0.0358,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1139.42,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.159069,price_history,,0,0.5516,price_history,,-0.548502,,43.8827,0.4149,-0.266684,-0.281818,late,small,none,commercial_pharma,morningstar,,,,0,0.9,39.98,41.25000000000000000000000000,,82.67,61.02793296089385474860335196,68.00000000000000000000000000,59.8372,0.6869,3.0,,11,1.0,0.0,0,0,0.0,0.6,0.5,respiratory,0.6858,highly_crowded,1.0,50,0.0723424747081712,0.831058,0.9584,47.02,0.90273,1.2973,0.209687,0.0,0.0,0.0,0.20607,0.003617,0.0
IONS,"Ionis Pharmaceuticals, Inc.",,,D,ineligible,,,D,0.639932,0.819231,1,,0,,53,1,specific_days,9,tailwind,deep_drawdown,XS,ineligible,catalyst_score:-16.5;financial_score:+15.4;momentum_score:+2.4,tier=;reason=;cat_days=53;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 130874000.0, ""cash_total"": 2240171000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 187.5823540904904, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|near_31_90|pos,0.006117508771929824,66.112263,0.6347,0,1,0.502,0.5261,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,247.51,1.0,0,0,1.0,0,1.0,0,53,True,specific_days,0.207029,price_history,,0,1.0669,price_history,,-0.377941,,57.5516,0.2985,-0.266684,-0.111257,late,large,none,commercial_biotech,morningstar,,,,0,0.9,61.89,42.98293511111111111111111111,,57.22,58.21229050279329608938547486,74.90502793296089385474860335,58.6322,0.6357,3.0,31,91,1.0,4.1921,4,5,-0.0066,0.5,0.55,metabolic,0.2102,moderate,1.0,188,0.006117508771929824,0.360068,-0.3583,46.71,0.895904,1.2586,0.980166,0.78915,0.0,0.0,0.19071,0.000306,0.0
RGNX,REGENXBIO Inc.,,,D,ineligible,,,D,0.380546,0.996154,1,,0,,84,0,specific_days,9,tailwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-32.5;financial_score:+26.8;momentum_score:+7.9,tier=;reason=;cat_days=84;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 71673000.0, ""cash_total"": 274205000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.90933824452723, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|near_31_90|nonpos,0.06114871186440678,77.618,0.5661,0,1,-1.2796,-1.1153,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1127.96,0.7,1,0,1.0,0,1.0,0,84,False,specific_days,0.336885,price_history,,1,1.9381,price_history,,-0.54889,,46.6924,0.6963,-0.266684,-0.282206,late,small,none,commercial_biotech,morningstar,,,,0,0.8029201877934272300469483568,59.52,45.56250000000000000000000000,55.5,86.98,19.15382721443705807489709366,78.38000000000000000000000000,18.2981,-1.0802,3.0,510,16,1.0,0.6973,1,1,0.0,0.3,0.55,ophthalmology,0.2102,moderate,1.0,112,0.06114871186440678,0.619454,0.304,23.13,0.489761,-0.0257,0.003057,0.0,0.0,0.0,0.0,0.003057,0.0
ARVN,"Arvinas, Inc.",,,D,ineligible,,,D,0.042662,0.934615,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-31.3;financial_score:+28.8;smart_money_score:+15.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 273800000.0, ""cash_total"": 685400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 30.030679327976625, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|pos,0.1,72.2855,0.6114,0,1,0.0514,0.1109,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,932.46,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.448272,price_history,,4,1.216,price_history,,-0.816134,,35.0094,0.6174,-0.266684,-0.54945,late,small,none,commercial_biotech,morningstar,,,,0,0.8141091718402249033618367108,19.68,41.25000000000000000000000000,66.0,92.62,48.33269179419424418019967472,79.850,47.8142,0.1755,3.0,600,8,1.0,0.4677,1,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,13,0.1,0.957338,1.7206,28.36,0.588737,0.2243,0.224,0.16635,0.0,0.0,0.05265,0.005,0.0
HALO,"Halozyme Therapeutics, Inc.",,,D,ineligible,,,D,0.076792,0.611538,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,financial_score:-20.9;momentum_score:+19.5;clinical_score:+16.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 133820000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",late|none|pos,0.1,56.395077,0.9087,0,1,1.1442,1.1177,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,268.65,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.227273,price_history,,0,0.6212,price_history,,-0.060878,,58.992,0.2835,-0.266684,0.205806,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,75.57,41.25000000000000000000000000,,72.70,72.29050279329608938547486034,35.19128181679622008840115837,71.7998,1.1958,3.0,1027,30,1.0,0.0701,0,0,0.0,0.7,0.95,oncology,0.6858,highly_crowded,1.0,23,0.1,0.923208,1.427,31.76,0.639932,0.3583,2.04029,1.67655,0.0,0.0,0.35874,0.005,0.0
COLL,"Collegium Pharmaceutical, Inc.",,,D,ineligible,,,D,0.209898,0.942308,1,,0,,,0,no_upcoming,9,tailwind,,XS,ineligible,clinical_score:-31.4;financial_score:+23.4;momentum_score:+12.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,fundamental_red_flag,1,sponsor_absent_late_stage,"{""burn_ttm"": 0.0, ""cash_total"": 386679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",late|none|nonpos,0.0723424747081712,73.0885,0.1015,63,1,-1.784,-2.3086,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,731.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.028367,price_history,,0,0.544,price_history,,-0.309842,,59.5898,0.4474,-0.266684,-0.043158,late,small,none,commercial_pharma,morningstar,,,,0,0.9,57.64,41.25000000000000000000000000,,87.43,14.01735276676757903935582534,68.80000000000000000000000000,13.9057,-1.2671,3.0,63,3,0.6667,0.8873,1,1,0.0,0.4,0.5,other,-1.4543,uncrowded,1.0,62,0.0723424747081712,0.790102,0.8068,26.71,0.551195,0.1287,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
KROS,"Keros Therapeutics, Inc.",,,D,ineligible,,,D,0.455631,0.926923,1,,0,,112,0,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-41.1;financial_score:+23.2;smart_money_score:+16.1,tier=;reason=;cat_days=112;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 0.0, ""cash_total"": 693472000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|near_91_180|nonpos,0.040139777777777774,72.068115,-0.0158,0,1,-1.7524,-1.5509,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1232.31,0.7,1,0,1.0,0,1.0,0,112,False,specific_days,0.40167,price_history,,4,0.4204,price_history,,-0.805,,54.0589,0.4961,-0.266684,-0.538316,mid,small,none,commercial_biotech,morningstar,,,,0,0.8214679515912147019273868221,56.18,45.56250000000000000000000000,66.0,79.85,8.786982248520710059171597630,73.07692307692307692307692308,7.633,-1.5339,2.0,112,2,0.3333,0.3932,0,1,0.0,0.4,0.5,respiratory,-0.5032,uncrowded,1.0,134,0.040139777777777774,0.544369,0.1114,21.23,0.44198,-0.146,0.002007,0.0,0.0,0.0,0.0,0.002007,0.0
IMCR,Immunocore Holdings plc,,,D,ineligible,,,D,0.233788,0.919231,1,,0,,,0,no_upcoming,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:-45.6;smart_money_score:+27.1;financial_score:+27.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 10712000.0, ""cash_total"": 864153000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 453.2667191188041, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|none|nonpos,0.0723424747081712,70.3895,0.5356,0,1,-1.8206,-1.6137,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,888.71,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.085755,price_history,,6,0.8284,price_history,,-0.536856,,45.679,0.4195,-0.266684,-0.270172,late,small,none,commercial_biotech,morningstar,,,,0,0.8953852743690669136374160685,56.05,41.25000000000000000000000000,80.0,66.42,7.292358055130752612104629837,79.850,6.1016,-1.5991,3.0,600,12,1.0,0.2169,0,0,0.0,0.3,0.95,oncology,0.6858,highly_crowded,1.0,69,0.0723424747081712,0.766212,0.7264,22.32,0.476109,-0.0599,0.003617,0.0,0.0,0.0,0.0,0.003617,0.0
