ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ACIU,AC Immune SA,1,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.018414,,,0.633721,1,0.633721,61,1,specific_days,,neutral,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev,,,v1.3.0,e094cbec,1,,mid|near_31_90|pos,0.1,,-0.514612,61,1,-0.128574,1.294819,0,2,neutral,-0.9228,,0.7433,0.0,0.0,47,fresh,0,0,0,0,True,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,61,,specific_days,0.038691,price_history,,0,0.3401,price_history,,-0.358,,29.7937,-0.065919,-0.292081,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.50271,,7,0.1,0.018414,,,,
KROS,"Keros Therapeutics, Inc.",2,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.998584,,,0.718992,1,0.718992,576,1,specific_days,,tailwind,,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind,,,v1.3.0,e094cbec,1,,mid|far_271_540|nonpos,-0.012862136363636364,,-1.295161,399,1,-0.769621,-0.154882,2,5,selling,-0.242,,3.9535,2.7455,3.74,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,576,,specific_days,0.617318,price_history,,2,1.1159,price_history,,-0.066757,,66.5044,-0.065919,-0.000838,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.329156,,353,-0.012862136363636364,0.998584,,,,
EDIT,"Editas Medicine, Inc.",3,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.990085,,,0.800388,1,0.800388,478,1,specific_days,,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind,,,v1.3.0,e094cbec,1,,early|far_271_540|nonpos,0.0,,-1.825535,478,1,-1.205205,-1.139937,2,5,selling,-0.242,,3.7201,2.8839,2.14,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,478,,specific_days,-0.492732,price_history,,2,1.7532,price_history,,-0.390286,,28.0847,-0.065919,-0.324367,early,micro,SEV1,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.211228,,350,0.0,0.990085,,,,
KURA,"Kura Oncology, Inc.",4,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.964589,,,0.439922,1,0.439922,1273,1,specific_days,,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short,,,v1.3.0,e094cbec,1,,mid|far_271_540|pos,0.05133853608247423,,0.260252,0,1,0.507804,2.425267,4,8,selling,0.4388,,7.6195,6.3187,4.29,47,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,1273,,specific_days,1.226949,price_history,,4,0.587,price_history,,-0.034053,,68.9284,-0.065919,0.031866,mid,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,341,0.05133853608247423,0.964589,,,,
IMMP,Immutep Limited,5,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.961756,,,0.428295,1,0.428295,487,1,specific_days,,neutral,,L,catalyst_far_lift,,,v1.3.0,e094cbec,1,,mid|far_271_540|pos,0.05133853608247423,,0.260252,0,1,0.507804,2.425267,0,1,buying,-0.9228,,0.4646,0.0,0.0,47,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,487,,specific_days,-0.005643,price_history,,0,0.6131,price_history,,-0.187266,,43.1999,-0.065919,-0.121347,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,340,0.05133853608247423,0.961756,,,,
IVVD,"Invivyd, Inc.",6,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.267705,,,0.629845,1,0.629845,,0,no_upcoming,,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,e094cbec,1,,late|none|pos,0.1,,-0.264568,98,1,0.076781,1.752799,4,6,buying,0.4388,,3.7892,2.953,0.37,47,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,2.230815,price_history,,4,-0.5458,price_history,,-0.049801,,66.8695,-0.065919,0.016118,late,small,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.558307,,95,0.1,0.267705,,,,
SRRK,Scholar Rock Holding Corporatio,7,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.426346,,,0.656977,1,0.656977,,0,no_upcoming,,headwind,,M,sponsor_confirmed|momentum_headwind,,,v1.3.0,e094cbec,1,,late|none|pos,0.1,,-0.750422,322,1,-0.322239,1.13026,5,7,buying,0.7792,,7.3412,6.6908,9.99,47,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.269644,price_history,,5,1.3595,price_history,,-0.313484,,38.3347,-0.065919,-0.247565,late,mid,SEV1,drug_developer,pit_bundle,,,,0,0.5,,,,,0.450278,,151,0.1,0.426346,,,,
NMRA,"Neumora Therapeutics, Inc.",8,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.34136,,,0.649225,1,0.649225,,0,no_upcoming,,neutral,drawdown_data_missing,M,sponsor_confirmed|runway_short,,,v1.3.0,e094cbec,1,,late|none|pos,0.1,,-0.742444,307,1,-0.315687,1.140483,4,5,buying,0.4388,,5.3811,4.9165,1.02,47,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,4,,,series_too_short,,series_too_short,,,,late,small,SEV2,drug_developer,pit_bundle,,,drawdown,1,0.5,,,,,0.452052,,121,0.1,0.34136,,,,
PHVS,Pharvaris N.V.,9,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.372521,,,0.676357,1,0.676357,,0,no_upcoming,,tailwind,,L,sponsor_confirmed|momentum_tailwind,,,v1.3.0,e094cbec,1,,late|none|pos,0.1,,-0.789302,516,1,-0.354171,1.080441,3,4,buying,0.0984,,8.6743,8.1881,25.24,47,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.541246,price_history,,3,0.7086,price_history,,-0.022556,,64.0548,-0.065919,0.043363,late,small,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.441633,,132,0.1,0.372521,,,,
IMVT,"Immunovant, Inc.",10,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.24221,,,0.664729,1,0.664729,,0,no_upcoming,,headwind,,M,sponsor_confirmed|momentum_headwind,,,v1.3.0,e094cbec,1,,late|none|pos,0.1,,-0.774857,395,1,-0.342307,1.098951,12,16,buying,3.1619,,27.3265,25.7469,8.19,47,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.20792,price_history,,12,1.0968,price_history,,-0.176058,,36.1051,-0.065919,-0.110139,late,mid,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.444845,,86,0.1,0.24221,,,,
