ticker,dd_stored,dd_recomputed,dd_diff,dd_verdict,dd_source,dd_xbi_stored,dd_xbi_recomputed,dd_xbi_diff,dd_xbi_verdict,dd_rel_stored,dd_rel_recomputed,dd_rel_diff,dd_rel_verdict,rsi_stored,rsi_recomputed,rsi_diff,rsi_verdict,beta_stored,beta_recomputed,beta_missing_reason,beta_diff,beta_verdict,alpha_stored,alpha_recomputed,alpha_missing_reason,alpha_diff,alpha_verdict
CLYM,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,66.6081,66.6081,0.0,OK,2.0277,2.0277,,0.0,OK,2.396049,2.396049,,0.0,OK
VERA,-0.238908,-0.238908,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.220591,-0.220591,0.0,OK,44.3015,44.3015,0.0,OK,1.5083,1.5083,,0.0,OK,0.337569,0.337569,,0.0,OK
REPL,-0.385746,-0.385746,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.367429,-0.367429,0.0,OK,55.8498,55.8498,0.0,OK,1.2264,1.2264,,0.0,OK,-0.205803,-0.205803,,0.0,OK
OLMA,-0.310913,-0.310913,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.292596,-0.292596,0.0,OK,49.7499,49.7499,0.0,OK,0.9023,0.9023,,0.0,OK,-0.114024,-0.114024,,0.0,OK
NUVL,-0.062863,-0.062863,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.044546,-0.044546,0.0,OK,53.5005,53.5005,0.0,OK,1.2399,1.2399,,0.0,OK,-0.12864,-0.12864,,0.0,OK
CRSP,-0.260615,-0.260615,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.242298,-0.242298,0.0,OK,60.4156,60.4156,0.0,OK,1.524,1.524,,0.0,OK,-0.043447,-0.043447,,0.0,OK
ADCT,-0.051836,-0.051836,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.033519,-0.033519,0.0,OK,65.4085,65.4085,0.0,OK,0.3633,0.3633,,0.0,OK,-0.024597,-0.024597,,0.0,OK
ARTV,-0.203175,-0.203175,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.184858,-0.184858,0.0,OK,65.2429,65.2429,0.0,OK,1.3421,1.3421,,0.0,OK,0.398748,0.398748,,0.0,OK
CNTA,-0.11334,-0.11334,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.095023,-0.095023,0.0,OK,65.4864,65.4864,0.0,OK,0.6645,0.6645,,0.0,OK,-0.129244,-0.129244,,0.0,OK
CELC,-0.09774,-0.09774,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.079423,-0.079423,0.0,OK,48.9173,48.9173,0.0,OK,1.0178,1.0178,,0.0,OK,-0.001187,-0.001187,,0.0,OK
ABVX,-0.117129,-0.117129,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.098812,-0.098812,0.0,OK,57.3951,57.3951,0.0,OK,1.1865,1.1865,,0.0,OK,-0.079864,-0.079864,,0.0,OK
CYTK,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,64.3066,64.3066,0.0,OK,0.98,0.98,,0.0,OK,-0.028601,-0.028601,,0.0,OK
KYTX,-0.26525,-0.26525,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.246933,-0.246933,0.0,OK,48.8941,48.8941,0.0,OK,2.5622,2.5622,,0.0,OK,-0.097695,-0.097695,,0.0,OK
DNLI,-0.057608,-0.057608,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.039291,-0.039291,0.0,OK,60.5665,60.5665,0.0,OK,1.3166,1.3166,,0.0,OK,0.03109,0.03109,,0.0,OK
PTGX,-0.083482,-0.083482,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.065165,-0.065165,0.0,OK,60.4668,60.4668,0.0,OK,0.7936,0.7936,,0.0,OK,-0.081218,-0.081218,,0.0,OK
VIR,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,73.6055,73.6055,0.0,OK,1.9191,1.9191,,0.0,OK,0.343671,0.343671,,0.0,OK
CLDX,-0.166443,-0.166443,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.148126,-0.148126,0.0,OK,52.254,52.254,0.0,OK,1.4434,1.4434,,0.0,OK,-0.158239,-0.158239,,0.0,OK
XENE,-0.027995,-0.027995,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.009678,-0.009678,0.0,OK,63.7055,63.7055,0.0,OK,0.8969,0.8969,,0.0,OK,-0.04138,-0.04138,,0.0,OK
FATE,-0.02994,-0.02994,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.011623,-0.011623,0.0,OK,74.2419,74.2419,0.0,OK,1.82,1.82,,0.0,OK,0.40508,0.40508,,0.0,OK
INBX,-0.149824,-0.149824,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.131507,-0.131507,0.0,OK,50.3361,50.3361,0.0,OK,0.9278,0.9278,,0.0,OK,-0.101278,-0.101278,,0.0,OK
RCUS,-0.226437,-0.226437,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.20812,-0.20812,0.0,OK,46.9533,46.9533,0.0,OK,1.5518,1.5518,,0.0,OK,-0.273515,-0.273515,,0.0,OK
CRVS,-0.301724,-0.301724,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.283407,-0.283407,0.0,OK,52.0468,52.0468,0.0,OK,2.4745,2.4745,,0.0,OK,0.841484,0.841484,,0.0,OK
AARD,-0.271683,-0.271683,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.253366,-0.253366,0.0,OK,46.5902,46.5902,0.0,OK,1.63,1.63,,0.0,OK,0.242897,0.242897,,0.0,OK
RAPT,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,78.7929,78.7929,0.0,OK,1.14,1.14,,0.0,OK,0.85575,0.85575,,0.0,OK
CTMX,-0.106732,-0.106732,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.088415,-0.088415,0.0,OK,52.5905,52.5905,0.0,OK,1.4118,1.4118,,0.0,OK,0.215258,0.215258,,0.0,OK
CNTX,-0.049808,-0.049808,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.031491,-0.031491,0.0,OK,64.5298,64.5298,0.0,OK,0.6011,0.6011,,0.0,OK,1.173589,1.173589,,0.0,OK
BCAX,-0.150183,-0.150183,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.131866,-0.131866,0.0,OK,53.984,53.984,0.0,OK,1.4103,1.4103,,0.0,OK,-0.215744,-0.215744,,0.0,OK
RAPP,-0.091223,-0.091223,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.072906,-0.072906,0.0,OK,54.554,54.554,0.0,OK,1.4221,1.4221,,0.0,OK,-0.081937,-0.081937,,0.0,OK
STRO,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,73.3522,73.3522,0.0,OK,2.0459,2.0459,,0.0,OK,1.127762,1.127762,,0.0,OK
IMMP,-0.119497,-0.119497,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.10118,-0.10118,0.0,OK,49.8106,49.8106,0.0,OK,0.6139,0.6139,,0.0,OK,0.505398,0.505398,,0.0,OK
AMLX,-0.130615,-0.130615,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.112298,-0.112298,0.0,OK,55.8196,55.8196,0.0,OK,1.5036,1.5036,,0.0,OK,-0.113225,-0.113225,,0.0,OK
CMPX,-0.103139,-0.103139,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.084822,-0.084822,0.0,OK,46.8027,46.8027,0.0,OK,1.4352,1.4352,,0.0,OK,0.100435,0.100435,,0.0,OK
CLLS,-0.256075,-0.256075,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.237758,-0.237758,0.0,OK,50.876,50.876,0.0,OK,1.0342,1.0342,,0.0,OK,-0.310478,-0.310478,,0.0,OK
WVE,-0.342093,-0.342093,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.323776,-0.323776,0.0,OK,55.9862,55.9862,0.0,OK,1.1583,1.1583,,0.0,OK,0.808523,0.808523,,0.0,OK
TECX,-0.217088,-0.217088,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.198771,-0.198771,0.0,OK,49.8878,49.8878,0.0,OK,1.2062,1.2062,,0.0,OK,-0.076959,-0.076959,,0.0,OK
APGE,-0.135388,-0.135388,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.117071,-0.117071,0.0,OK,53.2895,53.2895,0.0,OK,0.9162,0.9162,,0.0,OK,-0.057096,-0.057096,,0.0,OK
CMPS,-0.054438,-0.054438,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.036121,-0.036121,0.0,OK,61.0412,61.0412,0.0,OK,1.822,1.822,,0.0,OK,0.413181,0.413181,,0.0,OK
KALV,-0.067416,-0.067416,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.049099,-0.049099,0.0,OK,54.1682,54.1682,0.0,OK,1.4011,1.4011,,0.0,OK,0.092639,0.092639,,0.0,OK
SRRK,-0.020417,-0.020417,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.0021,-0.0021,0.0,OK,53.8743,53.8743,0.0,OK,1.3772,1.3772,,0.0,OK,0.040589,0.040589,,0.0,OK
SLDB,-0.125884,-0.125884,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.107567,-0.107567,0.0,OK,51.4681,51.4681,0.0,OK,1.7815,1.7815,,0.0,OK,0.079384,0.079384,,0.0,OK
TENX,-0.362343,-0.362343,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.344026,-0.344026,0.0,OK,37.6873,37.6873,0.0,OK,0.7093,0.7093,,0.0,OK,0.191339,0.191339,,0.0,OK
SVRA,-0.18732,-0.18732,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.169003,-0.169003,0.0,OK,49.8446,49.8446,0.0,OK,1.2137,1.2137,,0.0,OK,0.012973,0.012973,,0.0,OK
ZVRA,-0.298671,-0.298671,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.280354,-0.280354,0.0,OK,55.9906,55.9906,0.0,OK,0.7982,0.7982,,0.0,OK,0.013815,0.013815,,0.0,OK
TSHA,-0.172589,-0.172589,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.154272,-0.154272,0.0,OK,55.4003,55.4003,0.0,OK,1.8502,1.8502,,0.0,OK,-0.059908,-0.059908,,0.0,OK
PCVX,-0.248898,-0.248898,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.230581,-0.230581,0.0,OK,69.6689,69.6689,0.0,OK,1.3515,1.3515,,0.0,OK,0.129636,0.129636,,0.0,OK
LQDA,-0.280077,-0.280077,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.26176,-0.26176,0.0,OK,38.4298,38.4298,0.0,OK,0.9838,0.9838,,0.0,OK,-0.026,-0.026,,0.0,OK
LBRX,,,,BOTH_MISSING,no_data,-0.018317,-0.018317,0.0,OK,,,,BOTH_MISSING,61.0595,61.0595,0.0,OK,0.4205,0.4205,,0.0,OK,0.499308,0.499308,,0.0,OK
IKT,-0.173387,-0.173387,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.15507,-0.15507,0.0,OK,68.6425,68.6425,0.0,OK,0.9,0.9,,0.0,OK,0.244798,0.244798,,0.0,OK
ERAS,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,79.065,79.065,0.0,OK,1.4518,1.4518,,0.0,OK,3.334931,3.334931,,0.0,OK
AVBP,-0.083399,-0.083399,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.065082,-0.065082,0.0,OK,57.1986,57.1986,0.0,OK,1.3276,1.3276,,0.0,OK,-0.067058,-0.067058,,0.0,OK
AURA,-0.246684,-0.246684,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.228367,-0.228367,0.0,OK,54.2019,54.2019,0.0,OK,1.4333,1.4333,,0.0,OK,-0.167417,-0.167417,,0.0,OK
ACLX,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,83.5228,83.5228,0.0,OK,1.5758,1.5758,,0.0,OK,0.45153,0.45153,,0.0,OK
ABEO,-0.253112,-0.253112,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.234795,-0.234795,0.0,OK,59.4786,59.4786,0.0,OK,1.0745,1.0745,,0.0,OK,0.033809,0.033809,,0.0,OK
ABUS,-0.09899,-0.09899,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.080673,-0.080673,0.0,OK,57.9785,57.9785,0.0,OK,1.1355,1.1355,,0.0,OK,-0.044471,-0.044471,,0.0,OK
VTYX,-0.004989,-0.004989,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.013328,0.013328,0.0,OK,71.4079,71.4079,0.0,OK,1.8485,1.8485,,0.0,OK,0.209456,0.209456,,0.0,OK
GLPG,-0.086656,-0.086656,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.068339,-0.068339,0.0,OK,56.1419,56.1419,0.0,OK,0.3762,0.3762,,0.0,OK,0.078643,0.078643,,0.0,OK
TBPH,-0.081003,-0.081003,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.062686,-0.062686,0.0,OK,46.3444,46.3444,0.0,OK,0.6602,0.6602,,0.0,OK,-0.038363,-0.038363,,0.0,OK
CTNM,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,67.0448,67.0448,0.0,OK,1.0123,1.0123,,0.0,OK,0.418858,0.418858,,0.0,OK
AGIO,-0.331941,-0.331941,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.313624,-0.313624,0.0,OK,65.8303,65.8303,0.0,OK,0.863,0.863,,0.0,OK,0.010512,0.010512,,0.0,OK
SLN,-0.27973,-0.27973,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.261413,-0.261413,0.0,OK,55.7389,55.7389,0.0,OK,1.1166,1.1166,,0.0,OK,-0.236229,-0.236229,,0.0,OK
TRVI,-0.203952,-0.203952,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.185635,-0.185635,0.0,OK,54.2296,54.2296,0.0,OK,1.3085,1.3085,,0.0,OK,-0.095634,-0.095634,,0.0,OK
ENTA,-0.124629,-0.124629,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.106312,-0.106312,0.0,OK,62.3694,62.3694,0.0,OK,0.9391,0.9391,,0.0,OK,0.016214,0.016214,,0.0,OK
ACRS,-0.258278,-0.258278,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.239961,-0.239961,0.0,OK,50.2558,50.2558,0.0,OK,1.478,1.478,,0.0,OK,0.130702,0.130702,,0.0,OK
KYMR,-0.034889,-0.034889,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.016572,-0.016572,0.0,OK,73.0198,73.0198,0.0,OK,1.2205,1.2205,,0.0,OK,0.295471,0.295471,,0.0,OK
XNCR,-0.348953,-0.348953,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.330636,-0.330636,0.0,OK,43.8472,43.8472,0.0,OK,1.4945,1.4945,,0.0,OK,-0.416943,-0.416943,,0.0,OK
SABS,-0.159551,-0.159551,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.141234,-0.141234,0.0,OK,41.5823,41.5823,0.0,OK,0.6294,0.6294,,0.0,OK,-0.090959,-0.090959,,0.0,OK
PRLD,-0.281407,-0.281407,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.26309,-0.26309,0.0,OK,67.2295,67.2295,0.0,OK,1.966,1.966,,0.0,OK,0.665635,0.665635,,0.0,OK
EWTX,-0.002903,-0.002903,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.015414,0.015414,0.0,OK,60.6141,60.6141,0.0,OK,1.7213,1.7213,,0.0,OK,0.168165,0.168165,,0.0,OK
ACIU,-0.318296,-0.318296,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.299979,-0.299979,0.0,OK,39.5987,39.5987,0.0,OK,1.3899,1.3899,,0.0,OK,-0.156172,-0.156172,,0.0,OK
ASMB,-0.23013,-0.23013,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.211813,-0.211813,0.0,OK,54.9802,54.9802,0.0,OK,1.2717,1.2717,,0.0,OK,-0.29401,-0.29401,,0.0,OK
LRMR,-0.276471,-0.276471,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.258154,-0.258154,0.0,OK,60.1406,60.1406,0.0,OK,1.5783,1.5783,,0.0,OK,-0.101409,-0.101409,,0.0,OK
EPRX,-0.108048,-0.108048,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.089731,-0.089731,0.0,OK,47.8781,47.8781,0.0,OK,-0.0494,-0.0494,,0.0,OK,0.323084,0.323084,,0.0,OK
CABA,-0.088643,-0.088643,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.070326,-0.070326,0.0,OK,65.6675,65.6675,0.0,OK,1.3943,1.3943,,0.0,OK,0.401054,0.401054,,0.0,OK
ALLO,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,67.5369,67.5369,0.0,OK,1.7219,1.7219,,0.0,OK,0.567243,0.567243,,0.0,OK
NRIX,-0.253843,-0.253843,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.235526,-0.235526,0.0,OK,43.737,43.737,0.0,OK,1.3359,1.3359,,0.0,OK,-0.148094,-0.148094,,0.0,OK
VYGR,-0.290807,-0.290807,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.27249,-0.27249,0.0,OK,53.0395,53.0395,0.0,OK,1.3606,1.3606,,0.0,OK,-0.139978,-0.139978,,0.0,OK
TRDA,-0.106615,-0.106615,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.088298,-0.088298,0.0,OK,57.9451,57.9451,0.0,OK,0.9657,0.9657,,0.0,OK,0.069005,0.069005,,0.0,OK
TNGX,-0.009992,-0.009992,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.008325,0.008325,0.0,OK,59.1827,59.1827,0.0,OK,1.7518,1.7518,,0.0,OK,0.099938,0.099938,,0.0,OK
SANA,-0.285473,-0.285473,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.267156,-0.267156,0.0,OK,51.3909,51.3909,0.0,OK,2.3608,2.3608,,0.0,OK,0.045291,0.045291,,0.0,OK
ORIC,-0.068702,-0.068702,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.050385,-0.050385,0.0,OK,71.7584,71.7584,0.0,OK,1.6326,1.6326,,0.0,OK,0.044371,0.044371,,0.0,OK
NKTX,-0.045627,-0.045627,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.02731,-0.02731,0.0,OK,67.893,67.893,0.0,OK,1.2124,1.2124,,0.0,OK,0.304655,0.304655,,0.0,OK
LXEO,-0.370649,-0.370649,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.352332,-0.352332,0.0,OK,41.2818,41.2818,0.0,OK,1.6224,1.6224,,0.0,OK,-0.421572,-0.421572,,0.0,OK
LCTX,-0.071429,-0.071429,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.053112,-0.053112,0.0,OK,57.8588,57.8588,0.0,OK,0.8232,0.8232,,0.0,OK,-0.009757,-0.009757,,0.0,OK
GLUE,-0.241011,-0.241011,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.222694,-0.222694,0.0,OK,47.2101,47.2101,0.0,OK,1.9871,1.9871,,0.0,OK,0.06459,0.06459,,0.0,OK
FHTX,-0.151198,-0.151198,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.132881,-0.132881,0.0,OK,51.8933,51.8933,0.0,OK,1.2059,1.2059,,0.0,OK,0.119626,0.119626,,0.0,OK
ELVN,-0.03739,-0.03739,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.019073,-0.019073,0.0,OK,61.9371,61.9371,0.0,OK,0.44,0.44,,0.0,OK,0.275279,0.275279,,0.0,OK
DYN,-0.360231,-0.360231,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.341914,-0.341914,0.0,OK,38.7996,38.7996,0.0,OK,1.7511,1.7511,,0.0,OK,-0.371442,-0.371442,,0.0,OK
CRBU,-0.246479,-0.246479,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.228162,-0.228162,0.0,OK,72.7119,72.7119,0.0,OK,1.8254,1.8254,,0.0,OK,0.020797,0.020797,,0.0,OK
CGEM,0.0,0.0,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,0.018317,0.018317,0.0,OK,69.9065,69.9065,0.0,OK,1.3457,1.3457,,0.0,OK,0.119238,0.119238,,0.0,OK
BBOT,-0.248361,-0.248361,0.0,OK,price_csv,-0.018317,-0.018317,0.0,OK,-0.230044,-0.230044,0.0,OK,41.7011,41.7011,0.0,OK,0.7809,0.7809,,0.0,OK,-0.217919,-0.217919,,0.0,OK
