ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,57.84,0.998413,2.9503,57.84,0.998413,2.9503,late,small,none,commercial_pharma,56.12,41.25000000000000000000000000,55.5,80.92,77.000,71.52941176470588235294117647,0.9
ALKS,2,56.14,0.992063,2.4118,56.14,0.995238,2.5927,late,mid,none,commercial_pharma,60.05,41.25000000000000000000000000,68.0,78.29,77.000,71.27272727272727272727272727,0.9
TBPH,3,54.82,0.963492,1.7927,54.82,0.992063,2.4118,late,small,none,drug_developer,61.60,41.25000000000000000000000000,55.5,90.00,77.000,65.17647058823529411764705883,0.9
BIIB,4,53.42,0.985714,2.1893,53.42,0.988889,2.2865,late,large,none,commercial_pharma,40.90,41.25000000000000000000000000,68.5,63.81,71.14754098360655737704918033,75.55555555555555555555555555,0.9
ACAD,5,53.24,0.931746,1.4889,53.24,0.985714,2.1893,late,mid,none,commercial_biotech,66.92,45.56250000000000000000000000,71.0,54.61,64.91803278688524590163934426,68.00000000000000000000000000,0.8881759336099585062240663900
BMRN,6,53.20,0.944444,1.5932,53.20,0.98254,2.1093,late,large,none,commercial_biotech,49.55,41.25000000000000000000000000,57.5,79.74,68.19672131147540983606557377,71.11111111111111111111111111,0.9
SUPN,7,53.11,0.934921,1.5135,53.11,0.979365,2.0408,late,mid,none,commercial_pharma,66.62,41.25000000000000000000000000,55.0,13.82,73.11475409836065573770491803,66.90909090909090909090909091,0.9
TARS,8,53.05,0.94127,1.5655,53.05,0.97619,1.9808,late,mid,none,commercial_biotech,91.12,41.25000000000000000000000000,83.0,38.79,71.80327868852459016393442623,64.72727272727272727272727273,0.9
IRON,9,52.98,0.925397,1.4423,52.98,0.969841,1.8785,mid,mid,none,drug_developer,73.86,41.25000000000000000000000000,80.0,10.00,61.31147540983606557377049180,62.29508196721311475409836066,0.8504276792684286829485892718
VYGR,10,52.84,0.988889,2.2865,52.84,0.966667,1.8339,early,micro,none,drug_developer,38.11,41.25000000000000000000000000,49.5,72.58,77.000,53.97058823529411764705882353,0.7984655554383373773604810634
INCY,11,52.40,0.909524,1.3378,52.40,0.963492,1.7927,late,large,none,commercial_biotech,58.21,41.25000000000000000000000000,60.5,33.33,63.27868852459016393442622951,73.33333333333333333333333333,0.9
AMGN,12,52.29,0.960317,1.7544,52.29,0.960317,1.7544,late,large,none,commercial_pharma,44.26,41.25000000000000000000000000,52.5,42.83,72.78688524590163934426229508,77.000,0.9
CAI,13,51.91,0.903175,1.2999,51.91,0.957143,1.7185,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,70.81967213114754098360655738,58.18181818181818181818181818,0.9
NVAX,14,51.54,0.995238,2.5927,51.54,0.953968,1.6846,late,small,none,commercial_biotech,31.05,41.25000000000000000000000000,54.5,90.00,77.000,74.35294117647058823529411765,0.8966442690128962275521272749
