ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
SLN,Silence Therapeutics Plc - Amer,1,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.995751,,,0.420543,1,0.420543,14,1,specific_days,,headwind,,S,momentum_headwind,,,v1.3.0,e094cbec,1,,early|near_0_30|pos,0.0,,0.171671,0,1,0.483646,4.863132,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,14,,specific_days,-0.227876,price_history,,,-0.1307,price_history,,-0.273016,,29.7437,-0.277288,0.004272,early,micro,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,sponsor,1,0.5,,,,,0.5595,,352,0.0,0.995751,,,,
ZBIO,"Zenas BioPharma, Inc.",2,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.992918,,,0.908915,1,0.908915,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,small,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,351,0.023322922839506172,0.992918,,,,
VRDN,Healthcare,3,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.990085,,,0.901163,1,0.901163,,0,no_upcoming,,neutral,,M,sponsor_confirmed|runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,5,8,buying,1.0604,,8.3063,6.9938,3.91,44,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.029918,price_history,,5,0.3833,price_history,,-0.340152,,64.8364,-0.277288,-0.062864,early,mid,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.15,,350,0.023322922839506172,0.990085,,,,
VERV,"Verve Therapeutics, Inc.",4,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.987252,,,0.897287,1,0.897287,,0,no_upcoming,,neutral,drawdown_data_missing,L,sponsor_confirmed,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,11,14,buying,3.304,,18.9488,17.5425,4.65,44,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,no_price_series,11,,,no_price_series,,no_price_series,,,,early,,NONE,drug_developer,pit_bundle,,,drawdown,1,0.5,,,,,0.15,,349,0.023322922839506172,0.987252,,,,
UPB,"Upstream Bio, Inc.",5,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.984419,,,0.893411,1,0.893411,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,small,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,348,0.023322922839506172,0.984419,,,,
TYRA,"Tyra Biosciences, Inc.",6,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.981586,,,0.889535,1,0.889535,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,small,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,347,0.023322922839506172,0.981586,,,,
TSHA,"Taysha Gene Therapies, Inc.",7,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.978754,,,0.699612,1,0.699612,,0,no_upcoming,,tailwind,deep_drawdown,L,momentum_tailwind,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.151176,1989,1,-0.76676,0.871111,1,3,selling,-0.4354,,1.0333,0.4708,0.09,44,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.061049,price_history,,1,1.4717,price_history,,-0.413543,,44.2938,-0.277288,-0.136255,early,small,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.2095,,346,0.023322922839506172,0.978754,,,,
TRDA,"Entrada Therapeutics, Inc.",8,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.975921,,,0.885659,1,0.885659,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,small,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,345,0.023322922839506172,0.975921,,,,
TNYA,"Tenaya Therapeutics, Inc.",9,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.973088,,,0.881783,1,0.881783,,0,no_upcoming,,neutral,drawdown_data_missing,M,,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,micro,SEV1,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,344,0.023322922839506172,0.973088,,,,
TNGX,"Tango Therapeutics, Inc.",10,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.970255,,,0.877907,1,0.877907,,0,no_upcoming,,tailwind,,M,momentum_tailwind|runway_short,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.183795,price_history,,,0.731,price_history,,-0.252601,,45.3291,-0.277288,0.024687,early,small,SEV2,drug_developer,pit_bundle,,,sponsor,1,0.5,,,,,0.15,,343,0.023322922839506172,0.970255,,,,
TCRX,Healthcare,11,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.967422,,,0.870155,1,0.870155,,0,no_upcoming,,neutral,drawdown_data_missing,M,,,,v1.3.0,e094cbec,1,,early|none|pos,0.023322922839506172,,-1.37606,,1,-0.979329,0.192467,,0,neutral,-0.8093,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,early,micro,NONE,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.15,,342,0.023322922839506172,0.967422,,,,
