ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
TGTX,147,35.71,0.0276,0.0022,0.400634,-0.124497,2,0.5721,0.273950,0.460923,0.397196,0.503408,-0.420127,-0.420127,-0.420127,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,31.86,60,-0.2387,50.00,50.00,0,58.00,1,Opaleye Management,73.00,MEDIUM,HIGH,28.24,ev_revenue,0.8000,35.75,strong,Janssen,75.8,BTD; FT; ODD,100.0,highly_crowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.87
CLYM,148,35.65,0.0671,0.0054,1.260210,0.000000,3,0.307313,1.494431,1.233196,1.233196,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,alpha,False,,none,mid,small,True,96.55,60,1.1803,63.70,49.65,16.87,61.00,1,RA Capital Management,61.00,LOW,LOW,57.84,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
CRSP,149,35.65,0.0197,0.0016,0.564817,-0.165026,2,-0.013877,0.153637,0.596315,0.556095,0.623128,-0.458003,-0.410223,-0.649125,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,mid,True,26.41,60,-0.3106,50.00,50.00,0,72.00,2,EcoR1 Capital; Palo Alto Investors,80.00,MEDIUM,HIGH,31.73,mcap_per_trial,0.8000,56.46,exceptional,Vertex; Regeneron,83.0,BTD; FT; ODD; RMAT,90.0,moderate,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
ARGX,150,35.64,0.0118,0.0009,0.246788,-0.088187,2,0.008963,-0.148965,0.292887,0.243921,0.325530,-0.207631,-0.207631,-0.207631,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,40.05,60,-0.1382,80.00,79.80,79.33,80.00,4,Acuta Capital Partners; Baker Bros Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.94
HROW,151,34.83,0.0039,0.0003,0.620134,-0.215693,2,0.3194,0.904215,0.608007,0.610330,0.606458,-0.379636,-0.321101,-0.613779,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,small,True,42.24,60,-0.1078,50.00,50.00,0,58.00,1,Opaleye Management,67.00,MEDIUM,MODERATE,31.82,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,68.0,diversified,0.83000,0.95,0.95,0.45,0.95
MLTX,152,34.63,-0.0039,-0.0003,0.967856,-0.121147,2,-0.021591,0.660912,0.953391,0.953391,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,43.34,60,-0.0925,66.20,51.55,17.37,80.00,7,Cormorant Asset Management; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management,44.00,MEDIUM,LOW,53.05,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77
CRMD,153,34.62,0.1225,0.0098,0.981162,-0.391202,2,0.2952,0.887384,0.910103,0.958556,0.877802,-0.590580,-0.590580,-0.590580,FULL,FULL,FULL,0.90,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,13.40,60,-0.5495,80.00,60.54,15.14,65.71,3,Deep Track Capital,53.00,MEDIUM,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,45.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.92
TARA,154,34.42,1.7971,0.1438,0.998637,-0.038360,3,0.427916,1.808895,0.974976,0.974976,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.018500,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05,suppressed,True,cash_runway_lt_6m; survivability_critical,none,mid,small,True,81.81,60,0.4453,50.00,50.00,0,61.00,1,Baker Bros Advisors,56.00,LOW,LOW,53.92,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.58
BCYC,155,34.42,1.0257,0.0821,0.612355,-0.167286,1,0.5334,0.181124,0.613834,0.615682,0.612603,-0.586510,-0.539208,-0.775718,FULL,FULL,FULL,0.90,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,small,True,25.68,60,-0.3207,50.00,50.00,0,72.00,2,Baker Bros Advisors; Palo Alto Investors,63.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.40
SEPN,156,34.42,0.7986,0.0639,0.720993,-0.181880,1,0.4426,-0.202319,0.925391,0.706405,1.071382,-0.716544,-0.716544,,FULL,PARTIAL,PARTIAL,0.65,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,small,True,62.25,60,0.1612,80.00,67.99,39.96,80.00,3,Casdin Capital; Perceptive Advisors; RA Capital Management,49.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.40
JBIO,157,34.42,0.4264,0.0341,0.749977,-0.057546,1,0.492984,1.534987,0.742568,0.742568,,-0.700000,,,PARTIAL,NONE,NONE,0.35,1.00,neutral,,suppressed,True,single_asset_early_stage,none,early,small,True,81.85,60,0.4461,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.42
ILMN,158,34.42,0.2836,0.0227,0.559841,-0.012082,1,0.2979,0.665655,0.510607,0.555001,0.481011,-0.501989,-0.490764,-0.546890,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,large,True,56.16,60,0.0856,50.00,50.00,0,70.00,5,Casdin Capital; Sectoral Asset Management,68.00,LOW,LOW,44.81,ev_cfo,0.8000,50,unknown,,50,,25.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.40
XENE,159,34.42,-0.0118,-0.0009,0.340557,-0.080078,2,0.6575,0.963736,0.396107,0.338174,0.434729,-0.329127,-0.302446,-0.435851,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,37.76,60,-0.1610,86.72,66.04,17.79,80.00,5,Baker Bros Advisors; Deerfield Management; Orbimed Advisors; Perceptive Advisors; Rock Springs Capital Management,65.00,LOW,LOW,47.46,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
ABSI,160,33.98,0.075,0.006,0.946865,-0.317547,2,0.5562,-0.329453,0.913684,0.932129,0.901388,-0.624902,-0.615979,-0.660592,FULL,FULL,FULL,0.90,0.921500,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,20.32,60,-0.4056,65.00,55.00,31.66,60.00,1,Redmile Group,70.00,MEDIUM,HIGH,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
GMAB,161,33.98,-0.0197,-0.0016,0.338515,-0.026599,2,0.3700,0.731526,0.358359,0.336834,0.372708,-0.290632,-0.255178,-0.432450,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,52.71,60,0.0376,80.00,82.06,86.85,71.80,4,Avidity Partners Management; Deep Track Capital,59.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.87
RAPP,162,33.74,-0.0355,-0.0028,0.582861,-0.177586,3,0.0639,0.232799,1.001230,0.608245,1.263220,-0.629277,-0.597750,-0.755388,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,small,True,47.40,60,-0.0361,50.00,50.00,0,80.00,4,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; Sofinnova Investments,59.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80000,0.95,0.85,0.45,0.50
CSTL,163,33.27,-0.0592,-0.0047,0.519630,-0.044029,1,0.1118,-0.359528,0.542591,0.510047,0.564287,-0.507837,-0.490435,-0.577444,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,small,True,79.57,60,0.4038,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,50.00,ev_cfo,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30
FLGT,164,33.21,-0.0513,-0.0041,0.457406,-0.129287,1,0.2088,0.183545,0.449047,0.451515,0.447401,-0.253367,-0.212288,-0.417683,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,small,True,46.01,60,-0.0554,50.00,50.00,0,50.00,0,,63.00,LOW,LOW,88.43,ev_revenue,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74000,0.95,0.65,0.45,0.40
FOLD,165,33.16,-0.0276,-0.0022,0.580637,-0.006259,2,-0.102778,-0.145120,0.510785,0.567022,0.473293,-0.461358,-0.427411,-0.597143,FULL,FULL,FULL,0.90,0.9800,neutral,def_skip_not_elite_vol; def_mult_rsi_overbought_0.98,alpha,False,,none,late,mid,True,79.61,60,0.4044,50.00,50.00,0,80.00,3,Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,60.00,LOW,LOW,12.99,ev_cfo,0.8000,36.75,strong,Roche,71.0,BTD; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
PACB,166,33.09,-0.0434,-0.0035,0.977891,-0.076779,1,0.4440,0.147654,0.946378,0.965966,0.933319,-0.586101,-0.513369,-0.877027,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,small,True,58.98,60,0.1247,50.00,50.00,0,61.00,1,Casdin Capital,56.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.40
PRTA,167,32.92,-0.075,-0.006,0.466362,-0.152193,2,0.5288,0.306559,0.569021,0.457929,0.643083,-0.743293,-0.713033,-0.864336,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.29,60,-0.2199,50.00,50.00,0,80.00,3,Palo Alto Investors; RA Capital Management; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,87.06,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67
ORIC,168,32.78,-0.0829,-0.0066,0.593209,-0.129179,1,0.4216,-0.088481,0.717278,0.587100,0.804064,-0.675461,-0.660686,-0.734560,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,small,True,40.42,60,-0.1331,50.00,50.00,0,79.10,5,Deerfield Management; EcoR1 Capital,74.00,MEDIUM,HIGH,41.07,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40
GHRS,169,32.66,-0.0987,-0.0079,0.892186,-0.103064,3,0.4117,0.338158,0.935493,0.894166,0.963044,-0.529820,-0.518621,-0.574612,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,50.06,60,0.0008,50.00,50.00,0,80.00,3,Cormorant Asset Management; RA Capital Management; RTW Investments,54.00,LOW,LOW,40.20,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.74000,0.65,0.95,0.45,0.58
ABUS,170,32.59,-0.1066,-0.0085,0.538814,-0.153535,3,0.4589,0.104735,0.495890,0.538165,0.467706,-0.231901,-0.197772,-0.368421,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,32.10,60,-0.2356,57.61,42.23,6.33,50.00,0,,47.00,LOW,LOW,55.88,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.53
BIOA,171,32.59,-0.1225,-0.0098,0.973916,-0.144415,3,0.2151,-0.166237,0.819465,0.954740,0.729281,-0.427495,-0.427495,,FULL,PARTIAL,PARTIAL,0.65,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.7396,50.00,50.00,0,80.00,4,Cormorant Asset Management; Orbimed Advisors; Sofinnova Investments; Tang Capital Partners,44.00,LOW,LOW,30.39,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.58
COLL,172,32.24,-0.1384,-0.0111,0.435436,-0.090690,2,0.1745,0.249366,0.398087,0.429244,0.377316,-0.300120,-0.272486,-0.410655,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,49.83,60,-0.0024,50.00,50.00,0,50.00,0,,80.00,MEDIUM,HIGH,83.77,ev_cfo,0.8000,50,unknown,,50,,75.0,moderate,64.0,focused,0.80000,0.95,0.85,0.45,0.89
INSM,173,32.23,-0.1304,-0.0104,0.577664,-0.230689,2,0.3782,0.677629,0.522682,0.566720,0.493323,-0.261104,-0.261104,-0.261104,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,late,large,True,36.72,60,-0.1747,78.60,72.34,57.72,80.00,14,Acuta Capital Partners; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.73
ACRV,174,32.19,-0.0671,-0.0054,1.329184,-0.342193,3,0.284802,1.628822,1.304728,1.304728,,-0.700000,,,PARTIAL,NONE,NONE,0.35,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,none,mid,micro,True,42.12,60,-0.1094,50.00,50.00,0,72.00,2,Baker Bros Advisors; RA Capital Management,44.00,HIGH,LOW,85.29,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80000,0.95,0.85,0.45,0.53
SNDX,175,32.14,-0.0908,-0.0073,0.589514,-0.053370,2,0.3962,-0.211101,0.641326,0.579962,0.682236,-0.503252,-0.467033,-0.648126,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,suppressed,True,cash_runway_lt_6m; survivability_critical,sev1,late,small,True,67.18,60,0.2260,73.70,57.61,20.07,80.00,7,Ghost Tree Capital; Palo Alto Investors; Sectoral Asset Management,83.00,MEDIUM,HIGH,69.80,mcap_per_trial,0.8000,47.82,strong,Incyte,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
SGMO,176,31.69,-0.1783,-0.0143,0.798539,-0.396833,3,0.3514,-0.192966,0.915154,0.787953,0.999955,-0.746812,-0.715039,-0.873902,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,sev1,mid,micro,True,14.81,60,-0.5166,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.63
AQST,177,31.66,0.0908,0.0073,1.115450,-0.491202,2,0.2351,0.794974,0.960935,1.093188,0.872767,-0.581032,-0.567423,-0.635468,FULL,FULL,FULL,0.90,0.84778000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,small,True,11.06,60,-0.6088,50.00,50.00,0,80.00,8,EcoR1 Capital; Perceptive Advisors; RTW Investments; Samsara BioCapital,60.00,MEDIUM,LOW,81.98,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.67
CTKB,178,31.65,-0.1623,-0.013,0.677229,-0.115646,1,0.3096,-0.512015,0.674215,0.677110,0.672285,-0.624437,-0.596667,-0.735519,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,suppressed,True,single_asset_early_stage,sev1,early,small,True,51.15,60,0.0160,50.00,50.00,0,50.00,0,,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.30
BCAX,179,31.49,-0.1863,-0.0149,0.605107,-0.131868,3,0.5355,-0.087033,0.798177,0.612915,0.921685,-0.473716,-0.473716,,FULL,PARTIAL,PARTIAL,0.65,1.00,neutral,,alpha,False,,none,mid,small,True,47.64,60,-0.0327,50.00,50.00,0,80.00,5,Deep Track Capital; RA Capital Management; Rock Springs Capital Management; Sectoral Asset Management,77.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74000,0.95,0.85,0.45,0.53
IMCR,180,31.17,-0.1943,-0.0155,0.412811,-0.172324,2,0.4639,0.237703,0.425016,0.408886,0.435769,-0.338062,-0.253954,-0.674496,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.37,60,-0.2188,98.67,80.93,39.54,72.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,12.99,ev_cfo,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
OLMA,181,30.98,-0.1543,-0.0123,1.914465,-0.292492,2,0.1662,0.275144,1.464079,1.869028,1.194114,-0.593946,-0.538462,-0.815884,FULL,FULL,FULL,0.90,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,mid,True,96.55,60,2.1103,80.00,66.09,33.64,80.00,6,Deep Track Capital; Ghost Tree Capital; Logos Global Management,77.00,LOW,MODERATE,26.65,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.70
CCCC,182,30.43,-0.2509,-0.0201,0.714177,-0.279359,3,0.2214,0.312118,0.862180,0.700642,0.969871,-0.740870,-0.701087,-0.900000,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,micro,True,22.20,60,-0.3736,65.00,49.32,12.73,80.00,4,Bain Capital Life Sciences; Orbimed Advisors; Tang Capital Partners,60.00,LOW,LOW,69.61,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,57.0,focused,0.83500,0.95,0.95,0.45,0.53
CMPS,183,30.11,-0.259,-0.0207,0.784792,-0.132353,2,0.3456,0.549383,0.909289,0.768914,1.002873,-0.585251,-0.529058,-0.810024,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_vol_too_high,alpha,False,,sev1,late,small,True,49.54,60,-0.0064,94.95,80.23,45.87,80.00,8,Deep Track Capital; EcoR1 Capital; RTW Investments; Tang Capital Partners,60.00,LOW,LOW,77.92,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.67
KYTX,184,30.08,-0.2104,-0.0168,1.337823,-0.188540,3,0.4745,1.345759,1.192141,1.318685,1.107778,-0.577756,-0.487395,-0.939203,FULL,FULL,FULL,0.90,0.9700,penalty,def_mult_high_vol_0.97,alpha,False,,sev1,mid,small,True,79.41,60,0.4010,100.00,100.00,100.00,60.00,1,Bain Capital Life Sciences,56.00,LOW,LOW,61.76,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.87500,0.95,0.95,0.65,0.53
IMVT,185,30.03,-0.2754,-0.022,0.412994,-0.048838,2,0.5483,-0.022675,0.539011,0.489222,0.572204,-0.459265,-0.408707,-0.661495,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,52.04,60,0.0283,80.00,66.09,33.64,77.40,4,Baker Bros Advisors; Perceptive Advisors; Rock Springs Capital Management,58.00,MEDIUM,MODERATE,30.71,mcap_per_trial,0.8000,50.75,strong,Roche,69.8,BTD; FT,90.0,moderate,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.77
MYGN,186,29.93,-0.2672,-0.0214,0.679512,-0.286064,1,0.1990,0.379342,0.812140,0.664946,0.910270,-0.768073,-0.743658,-0.865734,FULL,FULL,FULL,0.90,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,sev1,early,small,True,19.92,60,-0.4128,50.00,50.00,0,50.00,0,,67.00,MEDIUM,MODERATE,90.00,ev_revenue,0.8000,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30
DAWN,187,29.88,-0.2836,-0.0227,1.038788,-0.000810,2,0.3713,1.219162,0.859247,1.020235,0.751922,-0.583177,-0.560939,-0.672131,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,83.22,60,0.4738,98.67,80.93,39.54,60.00,1,Deerfield Management,48.00,MEDIUM,LOW,46.45,mcap_per_trial,0.8000,50,unknown,,69.8,BTD; FT,100.0,highly_crowded,79.0,diversified,0.87500,0.95,0.95,0.65,0.70
PYXS,188,29.61,-0.1703,-0.0136,1.885448,-0.715356,1,0.2622,0.283886,1.458883,1.842076,1.203421,-0.814582,-0.801498,-0.866920,FULL,FULL,FULL,0.90,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,early,micro,True,24.15,60,-0.3429,50.00,50.00,0,80.00,3,Palo Alto Investors; Perceptive Advisors; Tang Capital Partners,47.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83500,0.95,0.95,0.45,0.40
ORKA,189,29.41,-0.3083,-0.0247,0.641949,-0.028567,3,0.5496,-0.243853,0.708597,0.627468,0.762682,-0.575960,-0.525542,-0.777632,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,mid,small,True,81.57,60,0.4408,50.00,50.00,0,80.00,4,Cormorant Asset Management; Palo Alto Investors; Perceptive Advisors; RTW Investments,79.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.60
ATXS,190,29.40,-0.3166,-0.0253,0.186292,-0.046970,2,0.2697,-0.135617,0.494103,0.184665,0.700395,-0.573384,-0.522901,-0.775315,FULL,FULL,FULL,0.90,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,52.30,60,0.0319,50.00,50.00,0,70.00,2,Perceptive Advisors; Tang Capital Partners,54.00,LOW,LOW,51.02,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,76.0,diversified,0.83000,0.95,0.95,0.45,0.77
REPL,191,29.40,-0.2266,-0.0181,0.533264,-0.298229,2,0.2027,1.240792,1.457323,0.586223,2.038056,-0.805611,-0.803983,-0.812123,FULL,FULL,FULL,0.90,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,28.39,60,-0.2844,65.00,50.59,16.97,80.00,9,Ally Bridge Group; Baker Bros Advisors; Ghost Tree Capital; RTW Investments; Redmile Group; Tang Capital Partners,80.00,HIGH,HIGH,83.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80
PCRX,192,29.37,-0.2024,-0.0162,0.486108,-0.252624,2,0.1845,0.248540,0.440771,0.476014,0.417275,-0.366746,-0.296881,-0.646205,FULL,FULL,FULL,0.90,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95,alpha,False,,none,late,small,True,20.87,60,-0.3959,50.00,50.00,0,50.00,4,,78.00,MEDIUM,HIGH,86.36,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.84
ANNX,193,29.15,-0.3249,-0.026,0.868804,-0.080460,2,0.3724,0.072703,0.871141,0.891096,0.857837,-0.696700,-0.665049,-0.823303,FULL,FULL,FULL,0.90,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,96.31,60,0.8411,50.00,50.00,0,75.71,5,Ghost Tree Capital; Opaleye Management,57.00,LOW,MODERATE,66.75,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.77
VERA,194,29.10,-0.3499,-0.028,0.764750,-0.160230,2,0.5290,1.706855,0.830765,0.752328,0.883057,-0.528274,-0.505117,-0.620905,FULL,FULL,FULL,0.90,1.00,neutral,,alpha,False,,none,late,mid,True,83.44,60,0.4784,50.00,50.00,0,80.00,6,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management; Sofinnova Investments; Tang Capital Partners,77.00,LOW,MODERATE,14.97,mcap_per_trial,0.8000,46.41,strong,Eli Lilly,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.77
