ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.575235,0.620219,0.5203,-0.4744,1.4219,,19,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,184,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.603825,0.5219,-0.4071,1.5956,,80,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,56,0.1
NMRA,"Neumora Therapeutics, Inc.",3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.636612,0.52,-0.5187,1.3073,,19,specific_days,3,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,181,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.261755,0.625683,0.5202,-0.4966,1.3644,,172,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,84,0.1
ALMS,Alumis Inc.,5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,0.5209,-0.4409,1.5085,,141,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.647541,0.519,-0.5627,1.1936,,111,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,79,0.1
IMVT,"Immunovant, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.553292,0.691257,0.51,-0.7136,0.8036,,19,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,177,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.268025,0.680328,0.5114,-0.671,0.9138,,79,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,86,0.1
PHVS,Pharvaris N.V.,9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.696721,0.5097,-0.7348,0.7489,,50,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,78,0.1
KURA,"Kura Oncology, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.702186,0.5094,-0.7664,0.6673,,172,specific_days,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,61,0.1
CLYM,"Climb Bio, Inc.",11,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.079937,0.674863,-0.7311,-0.6614,0.9387,,50,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,26,0.1
