ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.85,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,10,2,headwind,,148,29.58,drug_developer,0.706044,v1.3.0,96f655ee
TENX,A,2,L,4.82,high_opt+catalyst_mid,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,160,9,tailwind,,149,29.30,drug_developer,0.612637,v1.3.0,96f655ee
CRSP,A,3,L,6.88,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,51,9,headwind,,161,28.33,drug_developer,0.766484,v1.3.0,96f655ee
ABEO,A,4,M,2.89,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,7,9,headwind,deep_drawdown_rel_xbi,167,27.08,drug_developer,0.755495,v1.3.0,96f655ee
ACLX,A,5,L,6.88,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,7,9,headwind,deep_drawdown_rel_xbi,171,26.55,drug_developer,0.700549,v1.3.0,96f655ee
AARD,A,6,L,4.82,high_opt+catalyst_near,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,39,3,tailwind,,186,22.95,drug_developer,0.601648,v1.3.0,96f655ee
PRTA,A,7,M,2.89,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,2,3,headwind,deep_drawdown_rel_xbi,192,22.52,drug_developer,0.75,v1.3.0,96f655ee
ORKA,A,8,L,5.85,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,131,3,tailwind,,194,22.32,drug_developer,0.914835,v1.3.0,96f655ee
KALV,A,9,L,5.85,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,63,9,neutral,deep_drawdown|deep_drawdown_rel_xbi,195,22.31,drug_developer,0.607143,v1.3.0,96f655ee
PVLA,A,10,L,5.85,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,10,2,tailwind,,201,20.94,drug_developer,0.651099,v1.3.0,96f655ee
ATXS,A,11,L,5.85,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,10,2,neutral,,211,20.13,drug_developer,0.887363,v1.3.0,96f655ee
DNTH,A,12,L,5.85,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,160,3,tailwind,,214,19.66,drug_developer,0.942308,v1.3.0,96f655ee
PHVS,A,13,L,4.82,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,11,3,neutral,,218,19.35,drug_developer,0.717033,v1.3.0,96f655ee
ALLO,A,14,L,4.82,high_opt+catalyst_near,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,8,9,tailwind,deep_drawdown_rel_xbi,219,19.24,drug_developer,0.645604,v1.3.0,96f655ee
ARTV,A,15,L,4.82,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,70,3,neutral,deep_drawdown_rel_xbi,222,18.85,drug_developer,0.744505,v1.3.0,96f655ee
RAPP,A,16,L,5.85,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,70,2,neutral,,230,17.98,drug_developer,0.881868,v1.3.0,96f655ee
NUVL,A,17,L,5.85,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed,specific_days,161,2,neutral,,243,16.74,drug_developer,0.975275,v1.3.0,96f655ee
CGON,A,18,L,5.85,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,131,3,tailwind,,244,16.67,drug_developer,0.892857,v1.3.0,96f655ee
AURA,A,19,M,2.27,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,161,2,headwind,deep_drawdown_rel_xbi,247,16.36,drug_developer,0.821429,v1.3.0,96f655ee
FDMT,A,20,S,1.45,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,10,2,headwind,deep_drawdown|deep_drawdown_rel_xbi,254,15.47,drug_developer,0.909341,v1.3.0,96f655ee
