ticker,dd_stored,dd_recomputed,dd_diff,dd_verdict,dd_source,dd_xbi_stored,dd_xbi_recomputed,dd_xbi_diff,dd_xbi_verdict,dd_rel_stored,dd_rel_recomputed,dd_rel_diff,dd_rel_verdict,rsi_stored,rsi_recomputed,rsi_diff,rsi_verdict,beta_stored,beta_recomputed,beta_missing_reason,beta_diff,beta_verdict,alpha_stored,alpha_recomputed,alpha_missing_reason,alpha_diff,alpha_verdict
OCGN,-0.209424,-0.209424,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.158652,-0.158652,0.0,OK,53.2016,53.2016,0.0,OK,0.9695,0.9695,,0.0,OK,0.262642,0.262642,,0.0,OK
KOD,-0.12323,-0.12323,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.072458,-0.072458,0.0,OK,59.2337,59.2337,0.0,OK,1.8433,1.8433,,0.0,OK,0.205226,0.205226,,0.0,OK
FDMT,-0.259169,-0.259169,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.208397,-0.208397,0.0,OK,53.2875,53.2875,0.0,OK,1.9424,1.9424,,0.0,OK,-0.316668,-0.316668,,0.0,OK
CLYM,-0.067591,-0.067591,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.016819,-0.016819,0.0,OK,56.0403,56.0403,0.0,OK,1.813,1.813,,0.0,OK,1.92709,1.92709,,0.0,OK
VERA,-0.239357,-0.239357,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.188585,-0.188585,0.0,OK,43.5042,43.5042,0.0,OK,1.4818,1.4818,,0.0,OK,0.370022,0.370022,,0.0,OK
NUVL,-0.080007,-0.080007,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.029235,-0.029235,0.0,OK,49.2686,49.2686,0.0,OK,1.1591,1.1591,,0.0,OK,-0.162935,-0.162935,,0.0,OK
CRSP,-0.308674,-0.308674,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.257902,-0.257902,0.0,OK,51.8451,51.8451,0.0,OK,1.4837,1.4837,,0.0,OK,-0.072653,-0.072653,,0.0,OK
OLMA,-0.350405,-0.350405,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.299633,-0.299633,0.0,OK,41.0528,41.0528,0.0,OK,1.067,1.067,,0.0,OK,-0.050071,-0.050071,,0.0,OK
IBRX,-0.100703,-0.100703,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.049931,-0.049931,0.0,OK,64.0862,64.0862,0.0,OK,1.2029,1.2029,,0.0,OK,2.680737,2.680737,,0.0,OK
ADCT,-0.115551,-0.115551,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.064779,-0.064779,0.0,OK,57.87,57.87,0.0,OK,0.4149,0.4149,,0.0,OK,-0.015503,-0.015503,,0.0,OK
ARTV,-0.315873,-0.315873,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.265101,-0.265101,0.0,OK,52.9495,52.9495,0.0,OK,1.2778,1.2778,,0.0,OK,0.230829,0.230829,,0.0,OK
CNTA,-0.175945,-0.175945,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.125173,-0.125173,0.0,OK,52.3237,52.3237,0.0,OK,0.6389,0.6389,,0.0,OK,-0.169425,-0.169425,,0.0,OK
CELC,-0.094542,-0.094542,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.04377,-0.04377,0.0,OK,49.2771,49.2771,0.0,OK,1.0458,1.0458,,0.0,OK,0.024006,0.024006,,0.0,OK
ABVX,-0.090427,-0.090427,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.039655,-0.039655,0.0,OK,65.8981,65.8981,0.0,OK,1.1927,1.1927,,0.0,OK,-0.044788,-0.044788,,0.0,OK
CYTK,-0.025092,-0.025092,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.02568,0.02568,0.0,OK,55.7007,55.7007,0.0,OK,0.9915,0.9915,,0.0,OK,-0.053636,-0.053636,,0.0,OK
KYTX,-0.284658,-0.284658,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.233886,-0.233886,0.0,OK,46.1935,46.1935,0.0,OK,2.3995,2.3995,,0.0,OK,-0.201528,-0.201528,,0.0,OK
PTGX,-0.134137,-0.134137,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.083365,-0.083365,0.0,OK,48.1128,48.1128,0.0,OK,0.7818,0.7818,,0.0,OK,-0.098277,-0.098277,,0.0,OK
DNLI,-0.14752,-0.14752,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.096748,-0.096748,0.0,OK,48.6268,48.6268,0.0,OK,1.3501,1.3501,,0.0,OK,-0.006394,-0.006394,,0.0,OK
VIR,-0.223858,-0.223858,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.173086,-0.173086,0.0,OK,57.4434,57.4434,0.0,OK,1.7463,1.7463,,0.0,OK,0.198987,0.198987,,0.0,OK
XENE,-0.072266,-0.072266,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.021494,-0.021494,0.0,OK,54.6458,54.6458,0.0,OK,0.8928,0.8928,,0.0,OK,-0.028403,-0.028403,,0.0,OK
CLDX,-0.224161,-0.224161,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.173389,-0.173389,0.0,OK,39.5766,39.5766,0.0,OK,1.3733,1.3733,,0.0,OK,-0.2162,-0.2162,,0.0,OK
FATE,-0.216316,-0.216316,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.165544,-0.165544,0.0,OK,61.9837,61.9837,0.0,OK,1.7259,1.7259,,0.0,OK,0.166143,0.166143,,0.0,OK
INBX,-0.110897,-0.110897,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.060125,-0.060125,0.0,OK,55.5291,55.5291,0.0,OK,0.9032,0.9032,,0.0,OK,-0.049703,-0.049703,,0.0,OK
CRVS,-0.317006,-0.317006,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.266234,-0.266234,0.0,OK,50.0896,50.0896,0.0,OK,2.2692,2.2692,,0.0,OK,0.819461,0.819461,,0.0,OK
AARD,-0.291499,-0.291499,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.240727,-0.240727,0.0,OK,43.0763,43.0763,0.0,OK,1.5107,1.5107,,0.0,OK,0.155793,0.155793,,0.0,OK
RAPP,-0.073824,-0.073824,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.023052,-0.023052,0.0,OK,59.5552,59.5552,0.0,OK,1.4637,1.4637,,0.0,OK,-0.047157,-0.047157,,0.0,OK
CTMX,-0.106732,-0.106732,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.05596,-0.05596,0.0,OK,53.2191,53.2191,0.0,OK,1.4425,1.4425,,0.0,OK,0.297578,0.297578,,0.0,OK
IMMP,-0.105346,-0.105346,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.054574,-0.054574,0.0,OK,52.3156,52.3156,0.0,OK,0.6426,0.6426,,0.0,OK,0.618663,0.618663,,0.0,OK
RAPT,-0.000346,-0.000346,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.050426,0.050426,0.0,OK,78.5185,78.5185,0.0,OK,1.1813,1.1813,,0.0,OK,1.000436,1.000436,,0.0,OK
BCAX,-0.21978,-0.21978,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.169008,-0.169008,0.0,OK,41.812,41.812,0.0,OK,1.5169,1.5169,,0.0,OK,-0.231384,-0.231384,,0.0,OK
WVE,-0.387142,-0.387142,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.33637,-0.33637,0.0,OK,45.983,45.983,0.0,OK,1.1724,1.1724,,0.0,OK,0.813784,0.813784,,0.0,OK
APGE,-0.164261,-0.164261,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.113489,-0.113489,0.0,OK,47.8431,47.8431,0.0,OK,0.9668,0.9668,,0.0,OK,-0.010338,-0.010338,,0.0,OK
CLLS,-0.262617,-0.262617,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.211845,-0.211845,0.0,OK,49.8209,49.8209,0.0,OK,1.1301,1.1301,,0.0,OK,-0.288591,-0.288591,,0.0,OK
TECX,-0.321054,-0.321054,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.270282,-0.270282,0.0,OK,49.9709,49.9709,0.0,OK,1.3389,1.3389,,0.0,OK,0.048881,0.048881,,0.0,OK
NAUT,-0.04461,-0.04461,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.006162,0.006162,0.0,OK,64.9252,64.9252,0.0,OK,1.5927,1.5927,,0.0,OK,0.054598,0.054598,,0.0,OK
KALV,-0.082791,-0.082791,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.032019,-0.032019,0.0,OK,52.1677,52.1677,0.0,OK,1.3668,1.3668,,0.0,OK,0.053481,0.053481,,0.0,OK
SLDB,-0.176803,-0.176803,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.126031,-0.126031,0.0,OK,45.187,45.187,0.0,OK,1.7888,1.7888,,0.0,OK,0.124636,0.124636,,0.0,OK
TSHA,-0.213198,-0.213198,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.162426,-0.162426,0.0,OK,47.8344,47.8344,0.0,OK,1.9034,1.9034,,0.0,OK,-0.026434,-0.026434,,0.0,OK
PCVX,-0.333493,-0.333493,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.282721,-0.282721,0.0,OK,58.2365,58.2365,0.0,OK,1.3058,1.3058,,0.0,OK,0.033899,0.033899,,0.0,OK
ZVRA,-0.316654,-0.316654,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.265882,-0.265882,0.0,OK,50.6397,50.6397,0.0,OK,0.6533,0.6533,,0.0,OK,-0.100102,-0.100102,,0.0,OK
ACLX,-0.260961,-0.260961,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.210189,-0.210189,0.0,OK,48.9074,48.9074,0.0,OK,0.4515,0.4515,,0.0,OK,-0.283366,-0.283366,,0.0,OK
MRSN,-0.163165,-0.163165,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.112393,-0.112393,0.0,OK,78.0543,78.0543,0.0,OK,-2.6923,-2.6923,,0.0,OK,2.609916,2.609916,,0.0,OK
LYEL,-0.363858,-0.363858,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.313086,-0.313086,0.0,OK,47.825,47.825,0.0,OK,1.7082,1.7082,,0.0,OK,0.23661,0.23661,,0.0,OK
LQDA,-0.22893,-0.22893,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.178158,-0.178158,0.0,OK,42.0679,42.0679,0.0,OK,1.0548,1.0548,,0.0,OK,0.152613,0.152613,,0.0,OK
LBRX,,,,BOTH_MISSING,no_data,-0.050772,-0.050772,0.0,OK,,,,BOTH_MISSING,57.886,57.886,0.0,OK,0.3779,0.3779,,0.0,OK,0.483127,0.483127,,0.0,OK
ABUS,-0.160606,-0.160606,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.109834,-0.109834,0.0,OK,48.9996,48.9996,0.0,OK,1.074,1.074,,0.0,OK,-0.118965,-0.118965,,0.0,OK
AVBP,-0.157539,-0.157539,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.106767,-0.106767,0.0,OK,56.3266,56.3266,0.0,OK,1.3999,1.3999,,0.0,OK,0.0092,0.0092,,0.0,OK
FULC,-0.209589,-0.209589,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.158817,-0.158817,0.0,OK,61.2874,61.2874,0.0,OK,0.6176,0.6176,,0.0,OK,-0.01885,-0.01885,,0.0,OK
ERAS,-0.007899,-0.007899,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.042873,0.042873,0.0,OK,73.9759,73.9759,0.0,OK,1.356,1.356,,0.0,OK,3.381312,3.381312,,0.0,OK
AURA,-0.31634,-0.31634,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.265568,-0.265568,0.0,OK,43.6981,43.6981,0.0,OK,1.4549,1.4549,,0.0,OK,-0.169072,-0.169072,,0.0,OK
ATXS,-0.04697,-0.04697,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.003802,0.003802,0.0,OK,46.0934,46.0934,0.0,OK,0.296,0.296,,0.0,OK,-0.041569,-0.041569,,0.0,OK
SRRK,-0.023149,-0.023149,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.027623,0.027623,0.0,OK,54.1474,54.1474,0.0,OK,1.4637,1.4637,,0.0,OK,0.084454,0.084454,,0.0,OK
ABEO,-0.274551,-0.274551,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.223779,-0.223779,0.0,OK,54.9292,54.9292,0.0,OK,1.1692,1.1692,,0.0,OK,0.125045,0.125045,,0.0,OK
VTYX,-0.004633,-0.004633,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.046139,0.046139,0.0,OK,72.2034,72.2034,0.0,OK,1.8428,1.8428,,0.0,OK,0.267434,0.267434,,0.0,OK
GLPG,-0.093168,-0.093168,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.042396,-0.042396,0.0,OK,53.8163,53.8163,0.0,OK,0.3766,0.3766,,0.0,OK,0.090183,0.090183,,0.0,OK
TBPH,-0.079074,-0.079074,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.028302,-0.028302,0.0,OK,46.4917,46.4917,0.0,OK,0.7301,0.7301,,0.0,OK,-0.006549,-0.006549,,0.0,OK
CTNM,-0.043492,-0.043492,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.00728,0.00728,0.0,OK,61.1426,61.1426,0.0,OK,0.7338,0.7338,,0.0,OK,0.158854,0.158854,,0.0,OK
AGIO,-0.372609,-0.372609,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.321837,-0.321837,0.0,OK,55.4509,55.4509,0.0,OK,0.9558,0.9558,,0.0,OK,0.065242,0.065242,,0.0,OK
SLN,-0.347297,-0.347297,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.296525,-0.296525,0.0,OK,46.0546,46.0546,0.0,OK,1.0043,1.0043,,0.0,OK,-0.340596,-0.340596,,0.0,OK
TRVI,-0.277699,-0.277699,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.226927,-0.226927,0.0,OK,41.0657,41.0657,0.0,OK,1.2903,1.2903,,0.0,OK,-0.169019,-0.169019,,0.0,OK
ENTA,-0.166172,-0.166172,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.1154,-0.1154,0.0,OK,56.2028,56.2028,0.0,OK,0.9723,0.9723,,0.0,OK,0.060285,0.060285,,0.0,OK
ACRS,-0.295806,-0.295806,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.245034,-0.245034,0.0,OK,44.9973,44.9973,0.0,OK,1.5526,1.5526,,0.0,OK,0.167162,0.167162,,0.0,OK
KYMR,-0.102757,-0.102757,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.051985,-0.051985,0.0,OK,64.4003,64.4003,0.0,OK,1.1414,1.1414,,0.0,OK,0.1941,0.1941,,0.0,OK
XNCR,-0.355017,-0.355017,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.304245,-0.304245,0.0,OK,40.9713,40.9713,0.0,OK,1.5285,1.5285,,0.0,OK,-0.402857,-0.402857,,0.0,OK
SABS,-0.173034,-0.173034,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.122262,-0.122262,0.0,OK,36.4135,36.4135,0.0,OK,0.6127,0.6127,,0.0,OK,-0.093334,-0.093334,,0.0,OK
EWTX,-0.034839,-0.034839,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.015933,0.015933,0.0,OK,57.0802,57.0802,0.0,OK,1.671,1.671,,0.0,OK,0.176295,0.176295,,0.0,OK
ACIU,-0.364662,-0.364662,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.31389,-0.31389,0.0,OK,30.7144,30.7144,0.0,OK,1.2809,1.2809,,0.0,OK,-0.257971,-0.257971,,0.0,OK
ASMB,-0.294805,-0.294805,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.244033,-0.244033,0.0,OK,46.1473,46.1473,0.0,OK,1.2317,1.2317,,0.0,OK,-0.384968,-0.384968,,0.0,OK
STRO,-0.079679,-0.079679,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.028907,-0.028907,0.0,OK,65.0205,65.0205,0.0,OK,1.9069,1.9069,,0.0,OK,0.832505,0.832505,,0.0,OK
EPRX,-0.142778,-0.142778,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.092006,-0.092006,0.0,OK,42.8768,42.8768,0.0,OK,-0.0067,-0.0067,,0.0,OK,0.252688,0.252688,,0.0,OK
DYN,-0.372787,-0.372787,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.322015,-0.322015,0.0,OK,33.4142,33.4142,0.0,OK,1.7038,1.7038,,0.0,OK,-0.414523,-0.414523,,0.0,OK
CABA,-0.157895,-0.157895,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.107123,-0.107123,0.0,OK,61.887,61.887,0.0,OK,1.2496,1.2496,,0.0,OK,0.288004,0.288004,,0.0,OK
TNGX,-0.038432,-0.038432,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.01234,0.01234,0.0,OK,56.4034,56.4034,0.0,OK,1.8453,1.8453,,0.0,OK,0.219626,0.219626,,0.0,OK
ALLO,-0.173077,-0.173077,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.122305,-0.122305,0.0,OK,65.8087,65.8087,0.0,OK,1.6363,1.6363,,0.0,OK,0.568945,0.568945,,0.0,OK
VYGR,-0.380863,-0.380863,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.330091,-0.330091,0.0,OK,31.3592,31.3592,0.0,OK,1.2037,1.2037,,0.0,OK,-0.314478,-0.314478,,0.0,OK
TRDA,-0.158761,-0.158761,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.107989,-0.107989,0.0,OK,51.7454,51.7454,0.0,OK,1.0368,1.0368,,0.0,OK,0.094517,0.094517,,0.0,OK
ELVN,-0.112848,-0.112848,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.062076,-0.062076,0.0,OK,51.8376,51.8376,0.0,OK,0.3517,0.3517,,0.0,OK,0.191632,0.191632,,0.0,OK
SANA,-0.326858,-0.326858,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.276086,-0.276086,0.0,OK,44.1776,44.1776,0.0,OK,2.3172,2.3172,,0.0,OK,0.00019,0.00019,,0.0,OK
ORIC,-0.242887,-0.242887,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.192115,-0.192115,0.0,OK,54.1471,54.1471,0.0,OK,1.3838,1.3838,,0.0,OK,-0.189128,-0.189128,,0.0,OK
NKTX,-0.123574,-0.123574,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.072802,-0.072802,0.0,OK,60.5808,60.5808,0.0,OK,1.1283,1.1283,,0.0,OK,0.218646,0.218646,,0.0,OK
LCTX,-0.118061,-0.118061,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.067289,-0.067289,0.0,OK,52.9117,52.9117,0.0,OK,0.8468,0.8468,,0.0,OK,-0.050261,-0.050261,,0.0,OK
GPCR,-0.284892,-0.284892,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.23412,-0.23412,0.0,OK,36.7012,36.7012,0.0,OK,0.9084,0.9084,,0.0,OK,0.861556,0.861556,,0.0,OK
GLUE,-0.27578,-0.27578,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.225008,-0.225008,0.0,OK,40.5315,40.5315,0.0,OK,2.1199,2.1199,,0.0,OK,0.1421,0.1421,,0.0,OK
FHTX,-0.152695,-0.152695,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.101923,-0.101923,0.0,OK,52.0853,52.0853,0.0,OK,1.1714,1.1714,,0.0,OK,0.115047,0.115047,,0.0,OK
CGEM,-0.050341,-0.050341,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,0.000431,0.000431,0.0,OK,58.0177,58.0177,0.0,OK,1.8252,1.8252,,0.0,OK,0.254681,0.254681,,0.0,OK
BEAM,-0.231573,-0.231573,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.180801,-0.180801,0.0,OK,46.4459,46.4459,0.0,OK,1.905,1.905,,0.0,OK,0.128865,0.128865,,0.0,OK
BBOT,-0.242535,-0.242535,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.191763,-0.191763,0.0,OK,40.9248,40.9248,0.0,OK,0.725,0.725,,0.0,OK,-0.219216,-0.219216,,0.0,OK
BNTX,-0.109756,-0.109756,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.058984,-0.058984,0.0,OK,49.2112,49.2112,0.0,OK,0.6477,0.6477,,0.0,OK,0.041348,0.041348,,0.0,OK
DSGN,-0.051789,-0.051789,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.001017,-0.001017,0.0,OK,51.3242,51.3242,0.0,OK,1.8054,1.8054,,0.0,OK,0.097572,0.097572,,0.0,OK
TYRA,-0.085034,-0.085034,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.034262,-0.034262,0.0,OK,51.4314,51.4314,0.0,OK,1.3631,1.3631,,0.0,OK,0.271658,0.271658,,0.0,OK
MAZE,-0.050806,-0.050806,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-3.4e-05,-3.4e-05,0.0,OK,53.1519,53.1519,0.0,OK,1.2697,1.2697,,0.0,OK,0.162789,0.162789,,0.0,OK
DRUG,-0.172058,-0.172058,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.121286,-0.121286,0.0,OK,48.826,48.826,0.0,OK,1.3944,1.3944,,0.0,OK,0.242986,0.242986,,0.0,OK
ABOS,-0.085409,-0.085409,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.034637,-0.034637,0.0,OK,58.129,58.129,0.0,OK,1.4749,1.4749,,0.0,OK,0.498778,0.498778,,0.0,OK
EYPT,-0.203183,-0.203183,0.0,OK,price_csv,-0.050772,-0.050772,0.0,OK,-0.152411,-0.152411,0.0,OK,53.6654,53.6654,0.0,OK,1.2105,1.2105,,0.0,OK,-0.020836,-0.020836,,0.0,OK
