ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.36,0.998392,2.9464,56.36,0.998392,2.9464,late,small,none,commercial_pharma,47.68,41.25000000000000000000000000,55.5,80.92,76.89655172413793103448275862,71.21951219512195121951219512,0.9
ALKS,2,55.54,0.982315,2.1041,55.54,0.995177,2.5883,late,mid,none,commercial_pharma,42.35,41.25000000000000000000000000,68.0,78.29,77.000,70.94339622641509433962264151,0.9
TBPH,3,53.42,0.930868,1.4823,53.42,0.991961,2.4072,late,small,none,drug_developer,40.08,41.25000000000000000000000000,55.5,90.00,77.000,65.36585365853658536585365854,0.9
TARS,4,52.89,0.953376,1.6785,52.89,0.988746,2.2817,late,mid,none,commercial_biotech,71.58,41.25000000000000000000000000,83.0,38.79,70.86206896551724137931034483,66.35849056603773584905660378,0.9
ACAD,5,52.78,0.918006,1.3918,52.78,0.985531,2.1843,late,mid,none,commercial_biotech,26.73,45.56250000000000000000000000,71.0,54.61,65.17241379310344827586206896,67.54716981132075471698113207,0.8999531842073096198508739763
IRON,6,52.13,0.90836,1.3307,52.13,0.9791,2.0355,mid,mid,none,drug_developer,15.72,41.25000000000000000000000000,80.0,16.35,59.04761904761904761904761905,65.00000000000000000000000000,0.8605400250512411751309496698
AMGN,7,52.05,0.956592,1.7124,52.05,0.975884,1.9753,late,large,none,commercial_pharma,42.28,41.25000000000000000000000000,52.5,42.83,73.10344827586206896551724138,77.000,0.9
VYGR,8,51.92,0.963023,1.7869,51.92,0.972669,1.9216,early,micro,none,drug_developer,50.11,41.25000000000000000000000000,49.5,70.69,74.92957746478873239436619718,56.82394366197183098591549296,0.8078380536626916524701873935
INCY,9,51.65,0.885852,1.2048,51.65,0.969453,1.8728,late,large,none,commercial_biotech,41.43,41.25000000000000000000000000,60.5,33.33,62.41379310344827586206896552,72.80000000000000000000000000,0.9
BIIB,10,51.60,0.937299,1.5325,51.60,0.966238,1.8282,late,large,none,commercial_pharma,41.76,41.25000000000000000000000000,68.5,63.81,70.00000000000000000000000000,75.20000000000000000000000000,0.9
SUPN,11,51.38,0.889068,1.2216,51.38,0.963023,1.7869,late,mid,none,commercial_pharma,51.58,41.25000000000000000000000000,55.0,13.82,72.75862068965517241379310345,66.41509433962264150943396226,0.9
DSGN,12,50.99,0.995177,2.5883,50.99,0.959807,1.7485,early,small,none,drug_developer,79.54,41.25000000000000000000000000,72.0,50,77.000,62.00000000000000000000000000,0.7264303482587064676616915423
BMRN,13,50.80,0.901929,1.2926,50.80,0.956592,1.7124,late,large,none,commercial_biotech,41.71,41.25000000000000000000000000,57.5,79.74,67.24137931034482758620689655,70.40000000000000000000000000,0.9
