ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
IRON,106,36.67,0.653605,0.3951,36.67,0.663009,0.4207,late,mid,none,drug_developer,40.01,48.11509511111111111111111111,85,46.33,31.23456790123456790123456790,60.01538461538461538461538461,0.8854555061179087875417130145,0.39071,0.60929,v1.3.0,96f655ee,1,,8,8,buying,79,0,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,471.73,1.0,0,1.0,0,0,A,high_opt+catalyst_near,1,0.64,79,False,specific_days,-0.1388,8,,-0.141539,,,-0.023106,-0.118433,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.653605,-0.412969,1.756186,0,0,0,0,0,0,,,31.23456790123456790123456790,0,1.0,0,
CRSP,161,28.21,0.512539,0.0314,28.24,0.496865,-0.0079,late,mid,none,drug_developer,26.41,27.36960000000000000000000000,58.99893307687127743011024355,67.04,19.78039597479710348203702328,68.450,0.8715244954844464265804437507,0.259563,0.740437,v1.3.0,96f655ee,1,,3,3,buying,30,1,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,317.74,1.0,0,1.0,0,0,A,high_opt+catalyst_near,2,0.75,30,True,specific_days,-0.3106,3,1.4197,-0.223,,59.5411,-0.023106,-0.199894,morningstar,,,9,0.512539,-0.905079,0.430765,0,0,0,0,0,0,,,19.78039597479710348203702328,0,1.0,0,
BCAX,196,21.29,0.443574,-0.1419,21.32,0.387147,-0.2868,mid,small,none,drug_developer,47.64,43.58049600000000000000000000,75.28157292380490455157959575,69.48,18.64579204650548289073853877,60.18181818181818181818181818,0.7364405175134111707163142947,0.243169,0.756831,v1.3.0,96f655ee,1,,4,4,buying,140,0,specific_days,mid,adequate,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,0.7,<=2000bps,1,1010.38,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,3,0.52,140,False,specific_days,-0.0327,4,,-0.131868,,,-0.023106,-0.108762,morningstar,SEC_8K_FILING,DATA_READOUT,2,0.443574,-0.953826,0.299474,0,0,0,0,0,0,,,18.64579204650548289073853877,0,1.0,0,
RAPP,222,18.84,0.42163,-0.1977,18.87,0.308777,-0.4993,mid,small,sev1,drug_developer,47.40,29.86080177777777777777777778,81.21767098064322852910787111,49.42,15.45910952569692165411547100,66.36363636363636363636363636,0.7298622589531680440771349862,0.193989,0.806011,v1.3.0,96f655ee,1,,5,5,neutral,49,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed,0.85,<=1000bps,1,972.38,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.64,49,True,specific_days,-0.0361,5,,-0.177586,,,-0.023106,-0.15448,morningstar,SEC_8K_FILING,DATA_READOUT,2,0.42163,-1.090736,-0.069273,0,0,0,0,0,0,,,15.45910952569692165411547100,0,1.0,0,
PVLA,180,24.29,0.415361,-0.2138,24.29,0.437304,-0.1578,late,small,none,drug_developer,47.58,51.650,85,34.79,29.41646108869692444356437822,19.38509079716835949522930132,0.8432369934344577767715644102,0.374317,0.625683,v1.3.0,96f655ee,1,,4,4,buying,18,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.64,18,True,specific_days,-0.0336,4,,-0.246356,,,-0.023106,-0.22325,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.415361,-0.491081,1.545803,0,0,0,0,0,0,,,29.41646108869692444356437822,0,1.0,0,
PRTA,187,23.01,0.402821,-0.2461,23.04,0.415361,-0.2138,late,small,none,drug_developer,33.29,36.83169600000000000000000000,50.64667778633418574811487131,85.59,22.17142589979895987173034770,47.99155432440751000307787011,0.8515694270317826899813043000,0.281421,0.718579,v1.3.0,96f655ee,1,,2,2,neutral,11,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1349.39,1.0,0,1.0,0,0,A,high_opt+catalyst_near,6,0.31,11,True,specific_days,-0.2199,2,,-0.2784,,29.5,-0.023106,-0.255294,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.402821,-0.802352,0.707443,0,0,0,0,0,0,,,22.17142589979895987173034770,0,1.0,0,
CELC,230,17.57,0.387147,-0.2868,17.54,0.280564,-0.5812,late,mid,none,drug_developer,65.72,52.928,85,32.50,12.93733103416032056412245022,39.04402366863905325443786983,0.8083054066130473637176050045,0.161202,0.838798,v1.3.0,96f655ee,1,,6,6,buying,18,1,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,331.43,1.0,0,1.0,0,0,A,high_opt+catalyst_near,7,0.75,18,True,specific_days,0.2069,6,,-0.089552,,,-0.023106,-0.066446,morningstar,,,9,0.387147,-1.19908,-0.361081,0,0,0,0,0,0,,,12.93733103416032056412245022,0,1.0,0,
ORKA,185,23.32,0.371473,-0.328,23.32,0.42163,-0.1977,mid,small,none,drug_developer,81.57,42.94853377777777777777777778,85,46.44,10.87726251816620425419474172,42.71696765636159575553514948,0.8330605161998901702361339923,0.144809,0.855191,v1.3.0,96f655ee,1,,7,7,buying,110,0,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,732.36,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.64,110,False,specific_days,0.4408,7,,-0.028567,,,-0.023106,-0.005461,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.371473,-1.287588,-0.599461,0,0,0,0,0,0,,,10.87726251816620425419474172,0,1.0,0,
DNTH,213,19.82,0.336991,-0.4207,19.82,0.333856,-0.4293,late,mid,none,drug_developer,80.38,36.65610844444444444444444444,85,40.91,5,58.44615384615384615384615384,0.8323761340782122905027932961,0.051913,0.948087,v1.3.0,96f655ee,1,,8,8,buying,139,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,495.67,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,9,0.64,139,False,specific_days,0.4183,8,,-0.049447,,,-0.023106,-0.026341,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.336991,-1.540095,-1.279549,0,0,0,0,0,0,,,5,0,1.0,0,
ARTV,220,18.88,0.324451,-0.4553,18.88,0.315047,-0.4816,mid,micro,sev1,drug_developer,41.00,27.20672711111111111111111111,84.6750,91.39,21.93816884661117717003567181,20.56725624256837098692033294,0.7861721513559867081144817237,0.275956,0.724044,v1.3.0,96f655ee,1,,2,2,neutral,49,1,specific_days,near,adequate,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1533.21,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.31,49,True,specific_days,-0.1250,2,,-0.360317,,,-0.023106,-0.337211,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.324451,-0.812374,0.680452,0,0,0,0,0,0,,,21.93816884661117717003567181,0,1.0,0,
