ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,87,3,headwind,,105,36.86,drug_developer,0.614754,v1.3.0,96f655ee
TENX,A,2,L,4.59,high_opt+catalyst_mid,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,147,9,tailwind,deep_drawdown_rel_xbi,147,29.98,drug_developer,0.603825,v1.3.0,96f655ee
CRSP,A,3,L,6.55,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,38,9,headwind,,161,28.31,drug_developer,0.745902,v1.3.0,96f655ee
SYRE,A,4,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,15,3,tailwind,,163,27.81,drug_developer,0.784153,v1.3.0,96f655ee
PVLA,A,5,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,26,3,neutral,,182,24.30,drug_developer,0.631148,v1.3.0,96f655ee
ORKA,A,6,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,118,3,tailwind,,188,23.31,drug_developer,0.860656,v1.3.0,96f655ee
PRTA,A,7,M,2.75,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,19,2,headwind,deep_drawdown_rel_xbi,191,22.64,drug_developer,0.724044,v1.3.0,96f655ee
BCAX,A,8,L,4.59,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,148,2,neutral,,194,21.84,drug_developer,0.740437,v1.3.0,96f655ee
SRRK,A,9,L,6.55,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,118,3,tailwind,,197,21.25,drug_developer,0.653005,v1.3.0,96f655ee
ATXS,A,10,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,87,9,neutral,,206,20.35,drug_developer,0.893443,v1.3.0,96f655ee
DNTH,A,11,L,5.57,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,147,3,tailwind,,212,19.80,drug_developer,0.948087,v1.3.0,96f655ee
ARTV,A,12,L,4.59,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,57,3,neutral,deep_drawdown_rel_xbi,213,19.38,drug_developer,0.70765,v1.3.0,96f655ee
RAPP,A,13,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,57,2,neutral,,220,18.99,drug_developer,0.811475,v1.3.0,96f655ee
PHVS,A,14,L,4.59,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,11,9,neutral,,222,18.93,drug_developer,0.696721,v1.3.0,96f655ee
KURA,A,15,L,5.57,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,179,3,headwind,deep_drawdown_rel_xbi,225,18.20,drug_developer,0.718579,v1.3.0,96f655ee
CGON,A,16,L,5.57,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,118,3,tailwind,,234,17.26,drug_developer,0.877049,v1.3.0,96f655ee
NUVL,A,17,L,5.57,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,148,2,headwind,,239,16.92,drug_developer,0.97541,v1.3.0,96f655ee
ACLX,A,18,L,6.55,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,118,3,headwind,,242,16.73,drug_developer,0.92623,v1.3.0,96f655ee
AURA,A,19,M,2.16,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,148,2,headwind,deep_drawdown_rel_xbi,243,16.67,drug_developer,0.806011,v1.3.0,96f655ee
FDMT,A,20,S,1.38,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,87,9,headwind,deep_drawdown_rel_xbi,252,15.73,drug_developer,0.909836,v1.3.0,96f655ee
