ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ESPR,"Esperion Therapeutics, Inc.",108,0.49,C,low_quality+no_catalyst_data,,,C,0.21087,0.157692,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,M,,financial_score:-29.9;clinical_score:+13.8;smart_money_score:+11.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 58336000.0, ""cash_total"": 92447000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.01679923203511, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|pos,0.1,31.850196,0.9594,0,1,0.4752,0.9594,1,1,buying,-0.7124,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,798.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.182595,price_history,,1,1.2244,price_history,,,series_too_short,37.3101,0.7805,,,late,small,sev1,commercial_pharma,morningstar,,,drawdown,1,0.7887445887445887445887445887,50,41.25000000000000000000000000,55.5,44.85,57.35849056603773584905660377,13.67265687778508291328804149,56.3316,0.5261,3.0,955,8,1.0,0.0005,0,0,0.0,0.4,0.55,metabolic,0.7568,highly_crowded,1.0,49,0.1,0.78913,0.8034,18.34,0.323913,-0.4568
BCRX,"BioCryst Pharmaceuticals, Inc.",109,0.82,C,low_quality+no_catalyst_data,,,C,0.115217,0.219231,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+13.6;financial_score:-13.1;catalyst_score:-5.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|pos,0.1,36.782378,0.94,0,1,0.1101,0.94,3,3,buying,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.147806,price_history,,3,1.4689,price_history,,-0.2161,,40.2113,0.4141,,,late,mid,none,commercial_pharma,morningstar,,,,0,0.8954988695859114707282246549,50,41.25000000000000000000000000,60.5,33.11,48.87188006803528341442189787,33.76417233560090702947845804,49.5719,0.2371,3.0,48,21,1.0,1.0596,1,1,0.0,0.8,0.55,infectious_disease,0.7568,highly_crowded,1.0,27,0.1,0.884783,1.1992,33.94,0.684783,0.4811
FOLD,"Amicus Therapeutics, Inc.",110,0.97,C,low_quality+no_catalyst_data,,,C,0.228261,0.288462,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+24.1;clinical_score:-20.0;catalyst_score:-8.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 293536000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|none|nonpos,0.1,39.867571,0.9264,0,1,-0.6318,0.9264,6,6,buying,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,259.01,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.253108,price_history,,6,1.6032,price_history,,0.0,,49.1991,0.6001,,,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,50,41.25000000000000000000000000,74.0,15.54,29.91851588149202958743720580,54.28571428571428571428571428,29.8968,-0.6041,3.0,263,23,1.0,0.279,0,0,0.0,0.7,0.75,rare_disease,0.7568,highly_crowded,1.0,53,0.1,0.771739,0.7446,31.50,0.632609,0.3388
DVAX,Dynavax Technologies Corporation,111,0.82,C,low_quality+no_catalyst_data,,,C,0.193478,0.242308,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,smart_money_score:+8.8;clinical_score:-7.2;momentum_score:+6.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 160247000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|nonpos,0.1,37.651503,0.933,0,1,-0.4459,0.933,2,2,selling,-0.3108,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,453.41,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.143016,price_history,,2,1.0427,price_history,,-0.3926,,48.3657,0.7250,,,late,small,none,commercial_pharma,morningstar,,,,0,0.8861429000925069380203515264,50,41.25000000000000000000000000,52.0,31.76,35.95150508286855741465923026,36.74556213017751479289940828,36.965,-0.3019,3.0,1600,17,1.0,0.2847,1,0,0.0,0.4,0.95,oncology,-0.4099,uncrowded,1.0,45,0.1,0.806522,0.8651,32.87,0.663043,0.4208
INSM,Insmed Incorporated,112,0.97,C,low_quality+no_catalyst_data,,,C,0.28913,0.042308,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+28.5;financial_score:-21.0;catalyst_score:-7.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 935014000.0, ""cash_total"": 1430047000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.84374990798079, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 14}",late|none|pos,0.1,25.848331,0.9371,0,1,0.1134,0.9371,14,14,buying,4.5081,elite_14,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,156.57,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.050502,price_history,,14,1.6449,price_history,,,series_too_short,41.2345,0.5709,,,late,large,none,commercial_biotech,morningstar,,,drawdown,1,0.8953117777231374477501844111,50,41.25000000000000000000000000,77.0,10.00,46.63937344250622997508009967,27.44073612594438511134844349,46.3125,0.0977,3.0,,14,1.0,0.0,0,0,0.0,0.4,0.95,oncology,0.7568,highly_crowded,1.0,67,0.1,0.71087,0.5559,27.32,0.571739,0.1808
MDGL,"Madrigal Pharmaceuticals, Inc.",113,0.97,C,low_quality+no_catalyst_data,,,C,0.341304,0.034615,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,financial_score:-34.0;smart_money_score:+32.1;momentum_score:+5.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 189553000.0, ""cash_total"": 198693000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.363577910292975, ""stage_bucket"": ""late"", ""surv_score"": ""-3.0"", ""tier1_count"": 6}",late|none|pos,0.1,24.124969,0.936,0,1,0.0642,0.936,6,6,buying,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,264.79,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.099188,price_history,,6,0.7226,price_history,,-0.316,,35.9442,0.4350,,,late,mid,sev1,commercial_biotech,morningstar,,,,0,0.8946950555949846226638277738,50,41.25000000000000000000000000,77.0,26.29,45.53498674894189312131640362,10.94104308390022675736961452,44.5081,0.0206,3.0,606,2,0.3333,0.0067,0,0,0.0,0.4,0.55,metabolic,0.7568,highly_crowded,1.0,79,0.1,0.658696,0.4089,21.81,0.441304,-0.1477
TGTX,"TG Therapeutics, Inc.",114,0.82,C,low_quality+no_catalyst_data,,,C,0.480435,0.05,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,clinical_score:-27.4;smart_money_score:+23.7;financial_score:-14.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 44432000.0, ""cash_total"": 131582000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 35.537090385307884, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|nonpos,0.1,26.9245,0.8895,0,1,-1.5449,0.8895,3,3,buying,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,429.71,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.241235,price_history,,3,1.7291,price_history,,-0.205,,46.0753,0.3599,,,late,mid,none,commercial_biotech,morningstar,,,,0,0.8791089153754469606674612634,50,41.25000000000000000000000000,60.5,19.07,9.430402278390886436454254181,22.77777777777777777777777778,10.8304,-1.4193,3.0,5,13,1.0,3.0035,1,4,0.0,0.4,0.95,oncology,0.7568,highly_crowded,1.0,111,0.1,0.519565,0.0491,12.49,0.102174,-1.2693
CERS,Cerus Corporation,115,0.2,C,low_quality+no_catalyst_data,,,C,0.141304,0.565385,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,clinical_score:-19.1;financial_score:-18.7;momentum_score:+15.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1363000.0, ""cash_total"": 15670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 137.96038151137196, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,47.706726,0.9053,0,1,,0.9053,1,1,selling,-0.7124,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1656.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.236195,price_history,,1,1.0994,price_history,,,series_too_short,51.0362,,,,late,small,none,platform_devices,morningstar,,,drawdown,1,0.8539711549622751015670342426,50,41.25000000000000000000000000,49.5,87.63,15.22289466397689964795696372,15.63605814887866169917451968,15.249,-1.2304,3.0,66,13,1.0,0.0718,0,0,0.0,0.5,0.95,oncology,-0.4099,uncrowded,1.0,33,0.1,0.858696,1.0745,14.65,0.171739,-0.9473
GERN,Geron Corporation,116,0.49,C,low_quality+no_catalyst_data,,,C,0.928261,0.373077,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|runway_short,financial_score:-31.0;clinical_score:+29.1;catalyst_score:-6.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 88970000.0, ""cash_total"": 78117000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.53618073507924, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",mid|none|pos,-0.03778526984126984,43.584802,0.498,0,1,1.4665,0.498,2,2,selling,-0.3108,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,710.6,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.068454,price_history,,2,0.6425,price_history,,,series_too_short,48.0093,0.5659,,,mid,small,sev2,commercial_biotech,morningstar,,,drawdown,1,0.8189916498768748600850682785,50,41.25000000000000000000000000,54.5,74.14,77.000,16.96844993141289437585733882,76.703,1.397,2.0,1295,14,1.0,0.0,0,0,0.0,0.4,0.95,oncology,0.2901,moderate,1.0,214,-0.03778526984126984,0.071739,-1.463,16.40,0.245652,-0.6882
MRNA,"Moderna, Inc.",117,0.97,C,low_quality+no_catalyst_data,,,C,0.945652,0.35,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,clinical_score:+21.6;financial_score:-18.5;catalyst_score:-9.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1873000000.0, ""cash_total"": 2595000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.625734116390817, ""stage_bucket"": ""mid"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",mid|none|pos,-0.03778526984126984,42.901,0.4767,0,1,1.2437,0.4767,3,3,selling,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,132.16,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.485414,price_history,,3,-0.3907,price_history,,-0.3593,,59.4037,0.6347,,,mid,large,sev1,commercial_biotech,morningstar,,,,0,0.8481461766449318316538233551,50,41.25000000000000000000000000,57.0,52.94,72.00000000000000000000000000,31.93777777777777777777777778,71.7758,1.1864,2.0,215,15,1.0,0.1402,0,0,0.0,0.4,0.95,oncology,0.7568,highly_crowded,1.0,218,-0.03778526984126984,0.054348,-1.6041,35.21,0.71087,0.5559
DAWN,"Day One Biopharmaceuticals, Inc.",118,0.49,C,mod_quality+no_catalyst_data,,,C,0.776087,0.773077,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,M,,catalyst_score:-15.9;clinical_score:+13.8;financial_score:+11.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 103757000.0, ""cash_total"": 441113000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.01685669400619, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",early|none|pos,0.00492599173553719,58.3025,-1.1973,2105,1,1.1956,-1.1973,1,1,neutral,-0.7124,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,612.55,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,-0.3552,,52.2,0.8040,,,early,small,none,commercial_biotech,morningstar,,,,0,0.7571584426314158835071775276,50,41.25000000000000000000000000,55.0,50,70.92105263157894736842105263,68.450,69.5388,1.0907,1.0,2105,1,0.0,0.0,0,0,0.0,0.3,0.5,other,0.7568,highly_crowded,1.0,179,0.00492599173553719,0.223913,-0.759,52.43,0.976087,1.9789
HRMY,"Harmony Biosciences Holdings, I",119,0.82,B,high_quality+no_catalyst_data,,,B,0.254348,0.988462,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,clinical_score:-38.0;financial_score:+30.8;smart_money_score:+8.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 775340000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",mid|none|nonpos,0.1,76.15,-0.7857,873,1,-1.6007,-0.7857,3,3,selling,0.0908,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,643.37,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.3158,,,mid,small,none,commercial_biotech,morningstar,,,drawdown,1,0.8141774944071588366890380313,50,41.25000000000000000000000000,54.5,90.00,8.178326474622770919067215367,77.000,7.5014,-1.5617,2.0,873,2,0.0,0.0007,0,0,0.0,0.4,0.5,other,-0.4099,uncrowded,1.0,59,0.1,0.745652,0.6609,23.99,0.51087,0.0272
KROS,"Keros Therapeutics, Inc.",120,0.41,B,high_quality+no_catalyst_data,,,B,0.623913,0.973077,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,clinical_score:-28.5;financial_score:+21.2;smart_money_score:+16.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 693472000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0069410240963855415,73.529412,-1.4469,,0,-1.0071,-1.4469,4,4,buying,0.4924,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1232.31,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.4961,,,early,small,sev1,commercial_biotech,morningstar,,,drawdown,1,0.7353474670443403420851944656,50,41.25000000000000000000000000,66.0,90.00,21.49892274546014158202523854,71.17647058823529411764705883,20.122,-1.0221,,,,,0.0,0,0,,0.0,0.5,other,-0.4099,uncrowded,1.0,144,0.0069410240963855415,0.376087,-0.3158,24.35,0.515217,0.0382
PCRX,"Pacira BioSciences, Inc.",121,0.49,B,high_quality+no_catalyst_data,,,B,0.667391,0.888462,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-22.7;financial_score:+19.9;momentum_score:+5.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 246334000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.0069410240963855415,67.468941,-1.4469,,0,-1.0677,-1.4469,0,0,neutral,-1.1139,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,713.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.140961,price_history,,0,0.8239,price_history,,-0.2253,,37.5404,0.3370,,,early,small,sev1,commercial_pharma,morningstar,,,,0,0.7292744104033502314304606568,50,41.25000000000000000000000000,,81.76,21.49892274546014158202523854,64.11764705882352941176470588,20.122,-1.0221,,,,,0.0,0,0,,0.0,0.5,other,-3.4432,uncrowded,1.0,154,0.0069410240963855415,0.332609,-0.4327,20.88,0.415217,-0.2141
AMLX,"Amylyx Pharmaceuticals, Inc.",122,0.82,C,low_quality+no_catalyst_data,,,C,0.893478,0.503846,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+22.9;catalyst_score:-20.8;momentum_score:-12.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 95440000.0, ""cash_total"": 343990000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.251047778709136, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|none|pos,-0.03778526984126984,46.411,-0.5693,209,1,1.1626,-0.5693,9,9,buying,2.5002,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,684.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,9,,,series_too_short,,no_price_series,,0.6469,,,mid,small,none,commercial_pharma,morningstar,,,drawdown,1,0.8001396180051379425890762873,50,41.25000000000000000000000000,85,25.86,73.33333333333333333333333333,60.80000000000000000000000000,72.5847,1.221,2.0,209,3,0.6667,0.2345,0,0,0.0,0.4,0.6,cns,0.7568,highly_crowded,1.0,206,-0.03778526984126984,0.106522,-1.2452,50.46,0.941304,1.5658
IMCR,Immunocore Holdings plc,123,0.82,B,high_quality+no_catalyst_data,,,B,0.267391,0.865385,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,clinical_score:-39.9;smart_money_score:+30.0;financial_score:+18.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 10712000.0, ""cash_total"": 864153000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 453.2667191188041, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",mid|none|nonpos,0.1,66.601,-0.654,200,1,-1.5171,-0.654,6,6,buying,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,888.71,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,6,,,series_too_short,-0.2341,,21.9,0.4195,,,mid,small,none,commercial_biotech,morningstar,,,,0,0.8655893214682981090100111235,50,41.25000000000000000000000000,80.0,73.71,10.05486968449931412894375857,68.450,9.5586,-1.4737,2.0,200,6,1.0,0.1973,0,0,0.0,0.3,0.95,oncology,0.7568,highly_crowded,1.0,62,0.1,0.732609,0.6207,22.06,0.454348,-0.1147
IOVA,"Iovance Biotherapeutics, Inc.",124,0.82,C,low_quality,,,C,0.941304,0.226923,1,,0,,614,0,specific_days,9,neutral,drawdown_data_missing,L,catalyst_far_lift|sponsor_confirmed|runway_short,financial_score:-23.7;clinical_score:+11.3;smart_money_score:+9.0,tier=;reason=;cat_days=614;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 302408000.0, ""cash_total"": 296980000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.784608872781144, ""stage_bucket"": ""mid"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",mid|far_271_540|pos,-0.03778526984126984,36.83384,0.4551,0,1,0.59,0.4551,2,2,neutral,-0.3108,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,short,<=1000bps,449.86,0.85,1,0,1.0,0,1.0,0,614,False,specific_days,0.506543,price_history,,2,1.5231,price_history,,,series_too_short,57.473,0.9724,,,mid,small,sev2,commercial_biotech,morningstar,,,drawdown,1,0.7639376547377897816790456898,50,45.56250000000000000000000000,55.0,47.94,57.33333333333333333333333333,22.34408779149519890260631002,56.6511,0.5397,2.0,614,14,1.0,0.0528,0,0,0.0,0.3,0.95,oncology,0.7568,highly_crowded,1.0,217,-0.03778526984126984,0.058696,-1.5658,11.56,0.076087,-1.4319
BEAM,Beam Therapeutics Inc.,125,0.82,C,mod_quality+no_catalyst_data,,,C,0.558696,0.765385,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,clinical_score:-27.9;financial_score:+19.0;smart_money_score:+16.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 345102000.0, ""cash_total"": 1245210000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.29885077455361, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0069410240963855415,58.3025,-1.4469,,0,-1.0071,-1.4469,4,4,buying,0.4924,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,448.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.194993,price_history,,4,1.1064,price_history,,-0.3508,,47.0034,0.7330,,,early,mid,sev1,commercial_biotech,morningstar,,,,0,0.6747818561001042752867570386,50,41.25000000000000000000000000,66.0,50,21.49892274546014158202523854,68.450,19.772,-1.037,,,,,0.0,0,0,,0.0,0.5,other,0.7568,highly_crowded,1.0,129,0.0069410240963855415,0.441304,-0.1477,20.86,0.41087,-0.2253
IDYA,"IDEAYA Biosciences, Inc.",126,0.82,C,mod_quality+no_catalyst_data,,,C,0.793478,0.626923,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-14.3;financial_score:+11.4;smart_money_score:+9.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 71098000.0, ""cash_total"": 639388000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 107.9166221272047, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",early|none|pos,0.00492599173553719,48.618658,-1.2659,2499,1,0.4743,-1.2659,6,6,neutral,1.2955,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,591.25,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.366983,price_history,,6,0.8609,price_history,,,series_too_short,37.9375,0.3864,,,early,mid,none,commercial_biotech,morningstar,,,drawdown,1,0.7998832967032967032967032967,50,41.25000000000000000000000000,65.0,24.23,54.73684210526315789473684210,66.97368421052631578947368421,54.0546,0.4287,1.0,2499,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7568,highly_crowded,1.0,183,0.00492599173553719,0.206522,-0.8185,46.14,0.902174,1.294
