ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
TENX,143,29.97,0.561321,0.1543,30.00,0.551887,0.1304,late,micro,none,drug_developer,93.80,48.60208400000000000000000000,47.97742165210435407939836571,60.41,32.48665114907481368869191281,57.02030456852791878172588833,0.8373268920971019142337717891,0.392857,0.607143,v1.3.0,96f655ee,1,,1,1,buying,154,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1896.04,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,1,0.52,154,False,specific_days,0.7537,1,,-0.192666,,,-0.023106,-0.16956,morningstar,,,9,0.561321,-0.376786,1.650768,0,0,0,0,0,0,,,32.48665114907481368869191281,0,1.0,0,
CRVS,277,13.65,0.133648,-1.1093,13.65,0.130503,-1.124,late,small,none,drug_developer,96.55,42.63928177777777777777777778,59.45183410581953684136567661,50.69,31.94851709654976938339045066,14.74413226962654642155162447,0.8003740785564968643415117175,0.387363,0.612637,v1.3.0,96f655ee,1,,3,3,buying,2,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,377.62,1.0,0,1.0,0,0,A,high_opt+catalyst_near,2,0.75,2,True,specific_days,2.3297,3,,-0.374,,26.8,-0.023106,-0.350894,morningstar,,,9,0.133648,-0.400143,1.59389,0,0,0,0,0,0,,,31.94851709654976938339045066,0,1.0,0,
RNA,286,12.93,0.070755,-1.4702,12.92,0.105346,-1.2517,late,large,sev2,drug_developer,45.90,50.654,85,21.37,30.87912024988476327083351227,5,0.8704816954581855622926438623,0.376374,0.623626,v1.3.0,96f655ee,1,,11,11,buying,154,0,specific_days,mid,short,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,1.0,<=400bps,0,240.41,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,3,0.45,154,False,specific_days,-0.0570,11,1.1040,-0.0037,,59.4595,-0.023106,0.019406,morningstar,,,9,0.070755,-0.446559,1.480861,0,0,0,0,0,0,,,30.87912024988476327083351227,0,1.0,0,
PVLA,179,24.63,0.441824,-0.1463,24.64,0.438679,-0.1543,late,small,none,drug_developer,57.36,50.816,78.97135425906149861392418324,31.17,29.81888508106653382233788841,18.95804267673847972148353695,0.8462179740716326082179740716,0.365385,0.634615,v1.3.0,96f655ee,1,,4,4,buying,4,1,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.63,4,True,specific_days,0.1022,4,,-0.230127,,,-0.023106,-0.207021,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.441824,-0.492577,1.3688,0,0,0,0,0,0,,,29.81888508106653382233788841,0,1.0,0,
NMRA,311,7.34,0.023585,-1.9848,7.34,0.023585,-1.9848,late,small,sev2,drug_developer,30.52,46.24066177777777777777777778,37.74715635582625865133997084,71.93,29.29220312584996034711306942,7.626893282460400046248121166,0.7852089660476870673552356884,0.35989,0.64011,v1.3.0,96f655ee,1,,1,1,neutral,5,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,0.7,<=2000bps,1,1854.56,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.08,5,True,specific_days,-0.2563,1,,-0.294702,,,-0.023106,-0.271596,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.023585,-0.515438,1.313133,0,0,0,0,0,0,,,29.29220312584996034711306942,0,1.0,0,
SRRK,200,20.98,0.287736,-0.56,20.98,0.372642,-0.3249,late,mid,sev1,drug_developer,59.20,41.15936177777777777777777778,75.01151965496248177445961885,42.97,28.76781159009508103790357907,11.65492036132656644003957994,0.8740289089490694305137635128,0.354396,0.645604,v1.3.0,96f655ee,1,,7,7,buying,125,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,391.21,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,6,0.75,125,False,specific_days,0.1277,7,,-0.078936,,,-0.023106,-0.05583,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.287736,-0.538198,1.257707,0,0,0,0,0,0,,,28.76781159009508103790357907,0,1.0,0,
IRON,119,33.73,0.611635,0.2836,33.75,0.611635,0.2836,late,mid,none,drug_developer,41.71,41.34069511111111111111111111,85,38.25,28.24571047380189589470941734,58.89830508474576271186440678,0.8854555061179087875417130145,0.343407,0.656593,v1.3.0,96f655ee,1,,8,8,buying,4,1,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,471.73,1.0,0,1.0,0,0,A,high_opt+catalyst_near,7,0.63,4,True,specific_days,-0.1151,8,,-0.127192,,,-0.023106,-0.104086,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.611635,-0.560859,1.202524,0,0,0,0,0,0,,,28.24571047380189589470941734,0,1.0,0,
PRAX,310,7.45,0.033019,-1.8382,7.44,0.02673,-1.9312,late,mid,sev2,drug_developer,96.55,49.10250000000000000000000000,79.97204227217803687047807168,39.47,27.72589977697040491753058426,5,0.7967933810375670840787119857,0.337912,0.662088,v1.3.0,96f655ee,1,,8,8,buying,56,1,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,209.08,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.75,56,True,specific_days,1.7644,8,,-0.028789,,,-0.023106,-0.005683,morningstar,,,9,0.033019,-0.583421,1.147583,0,0,0,0,0,0,,,27.72589977697040491753058426,0,1.0,0,
ALLO,225,18.58,0.416667,-0.2104,18.59,0.294025,-0.5417,mid,small,none,drug_developer,53.66,49.70027777777777777777777778,,75.09,28.71074380165289256198347107,49.22765637645970632443057002,0.7487847028654253539971011261,0.348901,0.651099,v1.3.0,96f655ee,1,,0,0,neutral,2,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1177.86,1.0,0,1.0,0,0,A,high_opt+catalyst_near,9,0.52,2,True,specific_days,0.0508,0,,-0.3226,,36.7,-0.023106,-0.299494,morningstar,,,9,0.416667,-0.540675,1.251676,0,0,0,0,0,0,,,28.71074380165289256198347107,0,1.0,0,
PHVS,215,19.59,0.262579,-0.6354,19.59,0.325472,-0.4525,late,small,none,drug_developer,48.81,48.86401111111111111111111111,85,39.97,24.40295922194450886249180460,5,0.8161019367545683335157019368,0.293956,0.706044,v1.3.0,96f655ee,1,,9,9,buying,5,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,0.7,<=2000bps,1,1059.54,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.52,5,True,specific_days,-0.0165,9,,-0.074068,,,-0.023106,-0.050962,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.262579,-0.72765,0.796367,0,0,0,0,0,0,,,24.40295922194450886249180460,0,1.0,0,
