ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.181356,0.615152,0.5498,-0.4387,1.9406,,161,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,54,0.1
PVLA,"Palvella Therapeutics, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.286441,0.657576,0.5432,-0.5766,1.5601,,40,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,85,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.269492,0.675758,0.5401,-0.6503,1.3568,,132,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,80,0.1
RVMD,"Revolution Medicines, Inc.",4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.3,0.736364,0.5333,-0.8415,0.8292,,100,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,89,0.1
IRON,"Disc Medicine, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171186,0.724242,0.5337,-0.8181,0.894,,101,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,51,0.1
ALMS,Alumis Inc.,6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.032203,0.742424,0.5328,-0.8766,0.7326,,162,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,10,0.1
ARTV,"Artiva Biotherapeutics, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.066102,0.730303,-0.0661,-0.8203,0.8879,,71,specific_days,3,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,mid|near_31_90|pos,0.1,,drug_developer,20,0.1
CRSP,CRISPR Therapeutics AG,8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.123729,0.784848,0.5242,-1.0026,0.3849,,131,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,37,0.1
FDMT,"4D Molecular Therapeutics, Inc.",9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.645763,0.906061,0.4962,-1.4504,-0.8506,,132,specific_days,3,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,191,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.638983,0.948485,0.4714,-1.5696,-1.1794,,161,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,189,0.037547915422885575
CNTA,Centessa Pharmaceuticals plc,11,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.632203,0.942424,0.4659,-1.5696,-1.1794,,100,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,187,0.037547915422885575
CGON,"CG Oncology, Inc.",12,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.628814,0.881818,0.4993,-1.41,-0.7392,,132,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,186,0.037547915422885575
KOD,Kodiak Sciences Inc,13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.584746,0.966667,0.4763,-1.5696,-1.1794,,11,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,0c1129f6,late|near_0_30|nonpos,0.0566169393939394,,drug_developer,173,0.0566169393939394
ERAS,"Erasca, Inc.",14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.574576,0.869697,0.5058,-1.3486,-0.5697,,12,specific_days,3,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,late|near_0_30|nonpos,0.0566169393939394,,drug_developer,170,0.0566169393939394
NUVB,Nuvation Bio Inc.,15,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.235593,0.79697,0.5232,-1.0698,0.1995,,162,specific_days,9,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,70,0.1
VERA,"Vera Therapeutics, Inc.",16,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.483051,0.918182,0.4936,-1.51,-1.0151,,54,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_31_90|nonpos,0.05985007981220658,,drug_developer,143,0.05985007981220658
OLMA,"Olema Pharmaceuticals, Inc.",17,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.472881,0.839394,0.5121,-1.201,-0.1625,,40,specific_days,3,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,late|near_31_90|nonpos,0.05985007981220658,,drug_developer,140,0.05985007981220658
SION,"Sionna Therapeutics, Inc.",18,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.394915,0.924242,-1.1876,-1.5466,-1.1161,,132,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,0c1129f6,mid|near_91_180|nonpos,0.08791470967741935,,drug_developer,117,0.08791470967741935
ORKA,"Oruka Therapeutics, Inc.",19,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.391525,0.912121,-1.1856,-1.4801,-0.9327,,132,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,mid|near_91_180|nonpos,0.08791470967741935,,drug_developer,116,0.08791470967741935
IMVT,"Immunovant, Inc.",20,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.157627,0.80303,0.5199,-1.092,0.1383,,40,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,47,0.1
ANRO,"Alto Neuroscience, Inc.",21,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.49322,0.3,0.8377,0.6892,1.7789,,12,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,late|near_0_30|pos,0.057253918032786885,,drug_developer,146,0.057253918032786885
NAMS,NewAmsterdam Pharma Company N.V,22,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.533898,0.342424,0.5908,0.5877,1.6382,,12,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_0_30|pos,0.057253918032786885,,drug_developer,158,0.057253918032786885
XENE,Xenon Pharmaceuticals Inc.,23,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.554237,0.421212,0.5762,0.3992,1.3768,,12,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_0_30|pos,0.057253918032786885,,drug_developer,164,0.057253918032786885
AVIR,"Atea Pharmaceuticals, Inc.",24,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.079661,0.457576,0.5749,0.3197,1.2665,,129,specific_days,3,headwind,,XS,sponsor_confirmed|momentum_headwind|runway_short|cost_haircut_>2000bps,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,24,0.1
FATE,"Fate Therapeutics, Inc.",25,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.133898,0.312121,-0.036,0.6468,1.7201,,101,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,v1.3.0,0c1129f6,mid|near_91_180|pos,0.1,,drug_developer,40,0.1
PTGX,"Protagonist Therapeutics, Inc.",26,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.283051,0.5,0.5723,0.1352,1.0108,,71,specific_days,3,neutral,,L,sponsor_confirmed,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,84,0.1
KYTX,"Kyverna Therapeutics, Inc.",27,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.188136,0.378788,-0.5443,0.4999,1.5164,,40,specific_days,3,tailwind,high_vol|high_beta,M,momentum_tailwind|high_risk,v1.3.0,0c1129f6,mid|near_31_90|pos,0.1,,drug_developer,56,0.1
ADCT,ADC Therapeutics SA,28,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.662712,0.518182,-0.0472,0.0429,0.8828,,12,specific_days,3,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,mid|near_0_30|pos,0.036964688524590165,,drug_developer,196,0.036964688524590165
COGT,"Cogent Biosciences, Inc.",29,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.113559,0.451515,-0.0431,0.3286,1.2789,,132,specific_days,3,tailwind,high_vol|high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,mid|near_91_180|pos,0.1,,drug_developer,34,0.1
CLDX,"Celldex Therapeutics, Inc.",30,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.10678,0.524242,0.5628,-0.0305,0.7809,,40,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,32,0.1
TENX,"Tenax Therapeutics, Inc.",31,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.991525,0.621212,0.5482,-0.4767,0.1623,,892,specific_days,9,tailwind,,L,catalyst_far_lift|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,late|far_271_540|pos,-0.014091942028985506,,drug_developer,293,-0.014091942028985506
DNLI,Denali Therapeutics Inc.,32,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.127119,0.536364,0.5617,-0.0848,0.7057,,36,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,0c1129f6,late|near_31_90|pos,0.1,,drug_developer,38,0.1
WVE,Wave Life Sciences Ltd.,33,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.364407,0.530303,-0.0488,-0.0495,0.7546,,158,specific_days,3,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,0c1129f6,mid|near_91_180|pos,0.1,,drug_developer,108,0.1
SVRA,"Savara, Inc.",34,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.984746,0.639394,0.5458,-0.5269,0.0927,,346,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|far_271_540|pos,-0.014091942028985506,,drug_developer,291,-0.014091942028985506
SGMT,Sagimet Biosciences Inc. - Seri,35,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.30339,0.566667,0.5579,-0.2184,0.5204,,132,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_<=2000bps,v1.3.0,0c1129f6,late|near_91_180|pos,0.1,,drug_developer,90,0.1
CRNX,"Crinetics Pharmaceuticals, Inc.",36,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.513559,0.59697,0.5535,-0.3232,0.3752,,12,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind,v1.3.0,0c1129f6,late|near_0_30|pos,0.057253918032786885,,drug_developer,152,0.057253918032786885
