ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
AARD,186,22.92,0.47327,-0.0671,22.92,0.416667,-0.2104,late,micro,none,drug_developer,46.70,14.55350044444444444444444444,,69.73,32.88893711419753086419753086,59.04687500000000000000000000,0.8018057958477508650519031142,0.398352,0.601648,v1.3.0,96f655ee,1,,0,0,neutral,38,1,specific_days,near,adequate,neutral,,M,tier_a_dev|cost_haircut_<=2000bps,0.7,<=2000bps,1,1951.26,1.0,0,1.0,0,0,A,high_opt+catalyst_near,1,0.31,38,True,specific_days,-0.0458,0,,-0.133831,,,0.0,-0.133831,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.47327,-0.372859,1.622872,0,0,0,0,0,0,,,32.88893711419753086419753086,0,1.0,0,
KALV,194,22.30,0.319182,-0.47,22.29,0.391509,-0.2754,late,small,sev1,drug_developer,55.01,46.67484444444444444444444444,50.75216705977791360568679824,59.89,32.33506944444444444444444444,20.76452187574520613278345887,0.8730058359794153071279973722,0.392857,0.607143,v1.3.0,96f655ee,1,,2,2,selling,62,0,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,688.17,1.0,0,1.0,0,0,A,high_opt+catalyst_near,2,0.63,62,False,specific_days,0.0695,2,,-0.3637,,39.0,0.0,-0.3637,morningstar,,,9,0.319182,-0.396844,1.564647,0,0,0,0,0,0,,,32.33506944444444444444444444,0,1.0,0,
TENX,150,29.30,0.555031,0.1384,29.33,0.523585,0.0592,late,micro,none,drug_developer,92.55,48.45939600000000000000000000,47.97630103257084681535304300,60.28,31.78361304012345679012345679,56.92187500000000000000000000,0.8374735656079563683028553096,0.387363,0.612637,v1.3.0,96f655ee,1,,1,1,buying,159,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1896.04,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,3,0.52,159,False,specific_days,0.7133,1,,-0.191024,,,0.0,-0.191024,morningstar,,,9,0.555031,-0.420725,1.506676,0,0,0,0,0,0,,,31.78361304012345679012345679,0,1.0,0,
URGN,306,8.31,0.058176,-1.5703,8.30,0.039308,-1.7588,late,small,sev2,drug_developer,28.30,55.010,67.45192310161752667171008880,63.67,31.23456790123456790123456790,5.586640295136697106145408124,0.8203715955452640864483405006,0.376374,0.623626,v1.3.0,96f655ee,1,,4,4,buying,17,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,0.85,<=1000bps,1,733.66,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.38,17,True,specific_days,-0.2855,4,,-0.32019,,,0.0,-0.32019,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.058176,-0.444502,1.448958,0,0,0,0,0,0,,,31.23456790123456790123456790,0,1.0,0,
CRVS,281,13.33,0.121069,-1.1697,13.33,0.117925,-1.1854,late,small,none,drug_developer,96.55,42.71939600000000000000000000,59.72237312400949440562160830,43.26,30.68793402777777777777777778,14.54986042727489514511355188,0.8003740785564968643415117175,0.370879,0.629121,v1.3.0,96f655ee,1,,3,3,buying,7,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,377.62,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.74,7,True,specific_days,2.9722,3,,-0.374,,26.8,0.0,-0.374,morningstar,,,9,0.121069,-0.468174,1.391494,0,0,0,0,0,0,,,30.68793402777777777777777778,0,1.0,0,
RNA,286,12.71,0.070755,-1.4702,12.69,0.102201,-1.2691,late,large,sev2,drug_developer,55.08,52.112,85,21.28,29.60190007716049382716049383,5,0.8704816954581855622926438623,0.35989,0.64011,v1.3.0,96f655ee,1,,11,11,buying,159,0,specific_days,mid,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,240.41,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,6,0.74,159,False,specific_days,0.0705,11,1.1040,-0.0037,,59.4595,0.0,-0.0037,morningstar,,,9,0.070755,-0.515205,1.277326,0,0,0,0,0,0,,,29.60190007716049382716049383,0,1.0,0,
PVLA,203,20.86,0.290881,-0.5508,20.87,0.363208,-0.3499,late,small,none,drug_developer,72.61,50.870,79.53963677170173461443566742,29.68,28.79370418595679012345679012,18.94836510541598283045070068,0.8462702934388394329047148038,0.348901,0.651099,v1.3.0,96f655ee,1,,4,4,buying,9,1,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,7,0.63,9,True,specific_days,0.2976,4,,-0.155772,,,0.0,-0.155772,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.290881,-0.550204,1.192366,0,0,0,0,0,0,,,28.79370418595679012345679012,0,1.0,0,
NMRA,312,7.03,0.014151,-2.1931,7.03,0.02044,-2.0447,late,small,sev2,drug_developer,33.48,46.41653511111111111111111111,37.81975232111772740728107182,72.94,27.99093364197530864197530864,7.143346098276031365287772309,0.7853572354686298208988023294,0.343407,0.656593,v1.3.0,96f655ee,1,,1,1,neutral,10,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,0.7,<=2000bps,1,1854.56,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.08,10,True,specific_days,-0.2173,1,,-0.304636,,,0.0,-0.304636,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.014151,-0.584969,1.107976,0,0,0,0,0,0,,,27.99093364197530864197530864,0,1.0,0,
PRAX,310,7.32,0.02673,-1.9312,7.32,0.02673,-1.9312,late,mid,sev2,drug_developer,96.55,49.11443377777777777777777778,79.67126101848274889763762747,41.52,27.45876736111111111111111111,5,0.7967933810375670840787119857,0.332418,0.667582,v1.3.0,96f655ee,1,,8,8,buying,61,0,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,209.08,1.0,0,1.0,0,0,A,high_opt+catalyst_near,9,0.74,61,False,specific_days,1.4146,8,,-0.060787,,,0.0,-0.060787,morningstar,,,9,0.02673,-0.608014,1.052032,0,0,0,0,0,0,,,27.45876736111111111111111111,0,1.0,0,
ALLO,225,18.62,0.416667,-0.2104,18.63,0.294025,-0.5417,mid,small,none,drug_developer,60.61,48.82826844444444444444444444,,70.34,27.77777777777777777777777778,50.60000000000000000000000000,0.7487847028654253539971011261,0.337912,0.662088,v1.3.0,96f655ee,1,,0,0,neutral,7,1,specific_days,near,adequate,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1177.86,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.52,7,True,specific_days,0.1474,0,,-0.3226,,36.7,0.0,-0.3226,morningstar,,,9,0.416667,-0.594199,1.085568,0,0,0,0,0,0,,,27.77777777777777777777777778,0,1.0,0,
