as_of_date,ticker,tier,band,eligible,weight,tier_reason,risk_flags,catalyst_mode,catalyst_strength,mom_state,optionality,catalyst_days_raw,ruleset_id,drawdown_abs,drawdown_xbi,drawdown_rel_xbi,fwd_ret_20d,fwd_ret_60d,fwd_max_dd_20d,fwd_max_dd_60d,fwd_dd_missing_reason,adv_dollars,est_cost_bps,participation_pct,fwd_ret_20d_net,fwd_ret_60d_net
2025-02-28,CNTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.701117,306,c88bd4cc,-0.7056,-0.1485,-0.5571,-20.6517,-16.0732,-24.2775,-36.3006,,3003880.05,0.0,0.0,-20.6517,-16.0732
2025-02-28,IVVD,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,tailwind,0.924581,,c88bd4cc,-0.9194,-0.1485,-0.7709,-36.1227,-20.3129,-43.3962,-55.566,,11614435.68,0.0,0.0,-36.1227,-20.3129
2025-02-28,AKRO,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,tailwind,0.818436,,c88bd4cc,-0.4128,-0.1485,-0.2643,-6.1924,1.8006,-8.4761,-25.7579,,150020648.24,0.0,0.0,-6.1924,1.8006
2025-02-28,ALMS,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.784916,203,c88bd4cc,-0.6564,-0.1485,-0.5079,24.2291,7.3789,-30.0,-61.9662,,77552871.92,0.0,0.0,24.2291,7.3789
2025-02-28,MRUS,A,L,1,9.09,high_opt+catalyst_mid,deep_drawdown|deep_drawdown_rel_xbi,specific_days,mid,tailwind,0.812849,125,c88bd4cc,-0.3521,-0.1485,-0.2036,-1.8914,21.2668,-9.581,-29.0277,,112831650.0,406.0,4.0281,-5.9514,17.2068
2025-02-28,STRO,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.645251,62,c88bd4cc,-0.7257,-0.1485,-0.5772,-48.6342,-35.8885,-50.6667,-65.3333,,1678833.14,0.0,0.0,-48.6342,-35.8885
2025-02-28,PRAX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.712291,185,c88bd4cc,-0.5747,-0.1485,-0.4262,15.231,11.9226,-7.8859,-26.8687,,242469890.94,0.0,0.0,15.231,11.9226
2025-02-28,URGN,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.650838,195,c88bd4cc,-0.5161,-0.1485,-0.3676,20.8199,-54.8004,-7.6669,-67.601,,18886095.23,0.0,0.0,20.8199,-54.8004
2025-02-28,NMRA,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.689944,40,c88bd4cc,-0.9184,-0.1485,-0.7699,-26.6904,-51.6227,-32.2368,-59.5395,,2971219.71,0.0,0.0,-26.6904,-51.6227
2025-02-28,SMMT,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,tailwind,0.695531,306,c88bd4cc,-0.5499,-0.1485,-0.4014,6.2206,35.1281,-9.0537,-38.0109,,37531708.88,0.0,0.0,6.2206,35.1281
2025-02-28,VOR,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,tailwind,0.99162,,c88bd4cc,-0.7308,-0.1485,-0.5823,-20.9141,-81.4497,-24.7,-84.9,,24145665.38,0.0,0.0,-20.9141,-81.4497
2025-02-28,IBRX,D,XS,0,0.0,ineligible,high_vol|high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.824022,227,c88bd4cc,-0.7464,-0.1485,-0.5979,10.1755,-11.228,-11.4379,-43.75,,155893896.43,0.0,0.0,10.1755,-11.228
2025-02-28,OCGN,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.790503,,c88bd4cc,-0.6944,-0.1485,-0.5459,32.1216,53.8273,-18.225,-27.125,,6461883.76,0.0,0.0,32.1216,53.8273
2025-03-31,TBPH,C,L,1,0.0,low_opt,,specific_days,far,neutral,0.030726,276,c88bd4cc,-0.2527,-0.2215,-0.0312,8.0931,17.1841,-7.7605,-19.0568,,9697801.97,0.0,0.0,8.0931,17.1841
2025-03-31,IRON,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.248603,,c88bd4cc,-0.574,-0.2215,-0.3525,-2.0997,9.6076,-29.3633,-29.3633,,46103331.42,0.0,0.0,-2.0997,9.6076
2025-03-31,XNCR,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.153631,71,c88bd4cc,-0.6036,-0.2215,-0.3821,9.3911,-13.2095,-21.8941,-33.2149,,9333503.71,0.0,0.0,9.3911,-13.2095
2025-03-31,VYGR,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.047486,,c88bd4cc,-0.6793,-0.2215,-0.4578,4.7477,-12.7597,-16.4223,-25.0,,2103200.0,0.0,0.0,4.7477,-12.7597
2025-03-31,HRTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,tailwind,0.013966,215,c88bd4cc,-0.7254,-0.2215,-0.5039,10.4263,0.0,-20.6278,-28.9256,,2560112.51,0.0,0.0,10.4263,0.0
2025-03-31,EWTX,C,M,1,0.0,low_opt+no_catalyst_data,deep_drawdown,missing,missing,headwind,0.120112,,c88bd4cc,-0.3992,-0.2215,-0.1777,-22.1063,-29.5579,-43.2688,-43.2688,,42566236.2,0.0,0.0,-22.1063,-29.5579
2025-03-31,NKTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.243017,,c88bd4cc,-0.8734,-0.2215,-0.6519,8.9432,-5.4198,-20.9424,-23.4234,,1624343.82,0.0,0.0,8.9432,-5.4198
2025-03-31,ELVN,C,L,1,0.0,low_opt+no_catalyst_data,high_vol,missing,missing,tailwind,0.25419,,c88bd4cc,-0.336,-0.2215,-0.1145,0.1589,7.4682,-25.5617,-25.5617,,27777225.77,0.0,0.0,0.1589,7.4682
2025-03-31,NAMS,C,L,1,0.0,low_opt,deep_drawdown,specific_days,far,headwind,0.282123,215,c88bd4cc,-0.3556,-0.2215,-0.1341,-2.9924,-0.9249,-18.9336,-18.9336,,28562073.26,0.0,0.0,-2.9924,-0.9249
2025-03-31,SABS,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.075419,,c88bd4cc,-0.7213,-0.2215,-0.4998,45.4966,43.0666,-11.2,-14.1414,,1443718.12,0.0,0.0,45.4966,43.0666
2025-03-31,ASMB,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.215084,,c88bd4cc,-0.508,-0.2215,-0.2865,15.2287,82.1084,-12.7772,-17.7715,,3394188.29,0.0,0.0,15.2287,82.1084
2025-03-31,DSGN,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.175978,,c88bd4cc,-0.5093,-0.2215,-0.2878,12.6214,8.1831,-26.3852,-33.8477,,4520667.35,0.0,0.0,12.6214,8.1831
2025-03-31,KYMR,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.136872,192,c88bd4cc,-0.4777,-0.2215,-0.2562,33.188,83.4357,-20.1442,-20.2381,,73469596.73,0.0,0.0,33.188,83.4357
2025-03-31,PCVX,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,mid,headwind,0.315642,147,c88bd4cc,-0.6798,-0.2215,-0.4583,2.0788,3.1648,-16.7705,-19.0848,,81380172.36,0.0,0.0,2.0788,3.1648
2025-03-31,CTNM,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.053073,105,c88bd4cc,-0.7195,-0.2215,-0.498,-30.3406,-36.2229,-41.1504,-49.8525,,3501688.21,0.0,0.0,-30.3406,-36.2229
2025-03-31,NRIX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.114525,,c88bd4cc,-0.5778,-0.2215,-0.3563,9.5511,14.4221,-22.5835,-22.5835,,27195248.88,0.0,0.0,9.5511,14.4221
2025-03-31,BEAM,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,neutral,0.310056,,c88bd4cc,-0.4271,-0.2215,-0.2056,12.2767,-5.2452,-21.3203,-21.7885,,54428839.59,0.0,0.0,12.2767,-5.2452
2025-03-31,CGEM,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.22067,,c88bd4cc,-0.7421,-0.2215,-0.5206,3.4,1.0666,-7.4582,-18.8851,,12956002.09,0.0,0.0,3.4,1.0666
2025-03-31,UPB,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.276536,98,c88bd4cc,-0.7766,-0.2215,-0.5551,31.0448,60.0,-17.3399,-19.1133,,16903166.22,0.0,0.0,31.0448,60.0
2025-03-31,ENTA,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,neutral,0.00838,84,c88bd4cc,-0.7239,-0.2215,-0.5024,5.8271,33.8346,-19.9248,-19.9248,,4151275.38,0.0,0.0,5.8271,33.8346
2025-03-31,AGIO,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,neutral,0.103352,213,c88bd4cc,-0.5247,-0.2215,-0.3032,8.1022,21.6788,-13.7482,-13.7482,,46433643.27,0.0,0.0,8.1022,21.6788
2025-03-31,ROIV,C,M,1,0.0,mod_opt+no_catalyst_data,,missing,missing,headwind,0.371508,,c88bd4cc,-0.2061,-0.2215,0.0154,13.6041,16.7513,-9.9206,-9.9206,,158949467.83,0.0,0.0,13.6041,16.7513
2025-03-31,GLUE,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.058659,,c88bd4cc,-0.57,-0.2215,-0.3485,11.7381,4.7404,-12.1896,-30.5816,,33217322.5,0.0,0.0,11.7381,4.7404
2025-03-31,BBOT,C,L,1,0.0,mod_opt+no_catalyst_data,overbought_rsi,missing,missing,tailwind,0.304469,,c88bd4cc,-0.0464,-0.2215,0.1751,1.2891,-1.4733,-1.8416,-3.2698,,2806105.71,0.0,0.0,1.2891,-1.4733
2025-03-31,SLN,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.108939,,c88bd4cc,-0.8821,-0.2215,-0.6606,44.6281,138.4298,-24.5675,-24.5675,,1439482.83,0.0,0.0,44.6281,138.4298
2025-03-31,LBRX,C,M,1,0.0,low_opt+no_catalyst_data,drawdown_data_missing,missing,missing,neutral,0.231844,,c88bd4cc,,-0.2215,,,,-13.8728,-15.5491,,6568594.79,0.0,0.0,,
2025-03-31,DYN,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.365922,,c88bd4cc,-0.7776,-0.2215,-0.5561,22.2102,10.0758,-31.2815,-32.0027,,49488374.08,0.0,0.0,22.2102,10.0758
2025-03-31,ACRS,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.069832,,c88bd4cc,-0.6667,-0.2215,-0.4452,-8.1082,-6.0811,-29.8701,-29.8701,,6901424.52,0.0,0.0,-8.1082,-6.0811
2025-03-31,SYRE,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.455307,,c88bd4cc,-0.5923,-0.2215,-0.3708,-4.0864,-4.0209,-23.8218,-23.8218,,22719362.75,0.0,0.0,-4.0864,-4.0209
2025-03-31,LCTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,neutral,0.125698,,c88bd4cc,-0.6959,-0.2215,-0.4744,11.9221,133.4307,-14.8936,-14.8936,,2330756.06,0.0,0.0,11.9221,133.4307
2025-03-31,MBX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.181564,53,c88bd4cc,-0.7159,-0.2215,-0.4944,36.2974,41.8368,-16.9297,-28.7701,,29937348.2,0.0,0.0,36.2974,41.8368
2025-03-31,TRVI,C,L,1,0.0,low_opt,,specific_days,near,tailwind,0.036313,24,c88bd4cc,-0.2928,-0.2215,-0.0713,9.6506,-4.3261,-15.9236,-19.83,,19946443.83,0.0,0.0,9.6506,-4.3261
2025-03-31,IMRX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.097765,,c88bd4cc,-0.6436,-0.2215,-0.4221,-3.3333,62.6667,-20.5128,-29.4872,,8772246.07,0.0,0.0,-3.3333,62.6667
2025-03-31,JANX,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.332402,,c88bd4cc,-0.596,-0.2215,-0.3745,20.2163,-14.6587,-15.7876,-31.8675,,28910446.45,0.0,0.0,20.2163,-14.6587
2025-03-31,ALT,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.092179,29,c88bd4cc,-0.5112,-0.2215,-0.2897,6.6392,47.3142,-23.2218,-53.1777,,27528827.9,0.0,0.0,6.6392,47.3142
2025-03-31,PTGX,C,L,1,0.0,mod_opt+no_catalyst_data,,missing,missing,tailwind,0.444134,,c88bd4cc,-0.2754,-0.2215,-0.0539,-5.3114,13.8225,-15.166,-15.166,,75866011.69,0.0,0.0,-5.3114,13.8225
2025-03-31,OCUL,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,neutral,0.159218,,c88bd4cc,-0.5385,-0.2215,-0.317,24.3119,27.9817,-17.9837,-21.25,,35585007.32,0.0,0.0,24.3119,27.9817
2025-03-31,QURE,D,XS,0,0.0,ineligible,high_vol|high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.170391,,c88bd4cc,-0.5514,-0.2215,-0.3299,40.9687,40.7669,-21.4689,-36.6897,,67098391.87,0.0,0.0,40.9687,40.7669
2025-03-31,SPRY,C,L,1,0.0,low_opt+no_catalyst_data,deep_drawdown,missing,missing,tailwind,0.27095,,c88bd4cc,-0.418,-0.2215,-0.1965,12.8492,32.2426,-8.2,-19.3333,,20161148.27,0.0,0.0,12.8492,32.2426
2025-03-31,GLPG,C,L,1,0.0,low_opt,,specific_days,far,neutral,0.064246,191,c88bd4cc,-0.3014,-0.2215,-0.0799,8.478,9.2047,-6.9843,-8.3029,,4039584.94,0.0,0.0,8.478,9.2047
2025-03-31,DNLI,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.539106,331,c88bd4cc,-0.5695,-0.2215,-0.348,32.2213,10.8218,-16.5211,-21.6817,,37141969.31,0.0,0.0,32.2213,10.8218
2025-03-31,ORKA,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.494413,,c88bd4cc,-0.6865,-0.2215,-0.465,7.5314,14.0167,-29.0795,-29.0795,,18953665.08,0.0,0.0,7.5314,14.0167
2025-03-31,CCCC,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.287709,,c88bd4cc,-0.8042,-0.2215,-0.5827,12.8919,2.439,-27.6316,-28.1609,,3051352.79,0.0,0.0,12.8919,2.439
2025-03-31,EPRX,C,L,1,0.0,mod_opt+no_catalyst_data,,missing,missing,neutral,0.399441,,c88bd4cc,-0.2359,-0.2215,-0.0144,21.676,33.5692,-10.796,-10.796,,1219469.42,0.0,0.0,21.676,33.5692
2025-03-31,BNTX,C,M,1,0.0,low_opt,,specific_days,mid,headwind,0.23743,172,c88bd4cc,-0.2823,-0.2215,-0.0608,15.1844,14.0879,-15.3642,-23.6063,,128794475.39,0.0,0.0,15.1844,14.0879
2025-03-31,ORIC,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.019553,,c88bd4cc,-0.5942,-0.2215,-0.3727,-7.9566,80.8318,-26.3841,-26.3841,,16776838.93,0.0,0.0,-7.9566,80.8318
2025-03-31,BDTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.477654,,c88bd4cc,-0.7903,-0.2215,-0.5688,7.3825,52.3492,-20.8861,-20.8861,,3124730.81,0.0,0.0,7.3825,52.3492
2025-03-31,GPCR,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.427374,215,c88bd4cc,-0.6925,-0.2215,-0.471,49.5883,39.962,-16.5192,-25.54,,144115213.01,0.0,0.0,49.5883,39.962
2025-03-31,ANRO,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.298883,14,c88bd4cc,-0.8674,-0.2215,-0.6459,19.307,18.3168,-12.1951,-26.4026,,5269172.75,0.0,0.0,19.307,18.3168
2025-03-31,VKTX,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.041899,85,c88bd4cc,-0.7055,-0.2215,-0.484,8.4902,3.9732,-22.1963,-22.1963,,95467689.04,0.0,0.0,8.4902,3.9732
2025-03-31,XENE,C,L,1,0.0,low_opt,,specific_days,far,headwind,0.472067,245,c88bd4cc,-0.2665,-0.2215,-0.045,23.4987,2.7742,-10.267,-25.7493,,36177394.87,0.0,0.0,23.4987,2.7742
2025-03-31,CABA,D,XS,0,0.0,ineligible,high_vol|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.142458,,c88bd4cc,-0.9264,-0.2215,-0.7049,11.9658,49.5726,-16.129,-31.4516,,7531170.0,0.0,0.0,11.9658,49.5726
2025-03-31,ACIU,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.198324,,c88bd4cc,-0.616,-0.2215,-0.3945,-5.2925,1.9499,-21.2766,-21.2766,,2260132.43,0.0,0.0,-5.2925,1.9499
2025-03-31,TARA,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,neutral,0.293296,245,c88bd4cc,-0.6087,-0.2215,-0.3872,-12.2195,-28.1796,-21.3873,-33.4104,,7089596.76,0.0,0.0,-12.2195,-28.1796
2025-03-31,CLDX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.527933,65,c88bd4cc,-0.5927,-0.2215,-0.3712,26.7655,21.0089,-12.9459,-14.1854,,18701921.94,0.0,0.0,26.7655,21.0089
2025-03-31,TCRX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.164804,,c88bd4cc,-0.858,-0.2215,-0.6365,25.9843,14.1732,-13.3858,-29.6512,,712183.37,0.0,0.0,25.9843,14.1732
2025-03-31,BCYC,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.002793,,c88bd4cc,-0.6914,-0.2215,-0.4699,7.0064,-7.8981,-20.7453,-23.6559,,1893275.71,0.0,0.0,7.0064,-7.8981
2025-03-31,DRUG,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,mid,neutral,0.488827,168,c88bd4cc,-0.4646,-0.2215,-0.2431,-10.8834,-24.9792,-21.933,-31.3763,,15908871.88,0.0,0.0,-10.8834,-24.9792
2025-03-31,MLYS,C,L,1,0.0,low_opt,deep_drawdown,specific_days,far,tailwind,0.550279,261,c88bd4cc,-0.414,-0.2215,-0.1925,-2.0231,-0.5058,-15.9286,-19.2677,,46711620.91,0.0,0.0,-2.0231,-0.5058
2025-03-31,LYEL,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,neutral,0.511173,,c88bd4cc,-0.8392,-0.2215,-0.6177,-8.9409,-7.1857,-18.5404,-35.4863,,2085980.82,0.0,0.0,-8.9409,-7.1857
2025-03-31,MAZE,C,M,1,0.0,mod_opt+no_catalyst_data,,missing,missing,headwind,0.583799,,c88bd4cc,-0.3373,-0.2215,-0.1158,-15.3535,8.3838,-27.001,-27.001,,20370507.76,0.0,0.0,-15.3535,8.3838
2025-03-31,ALDX,C,L,1,0.0,low_opt,,specific_days,near,tailwind,0.226257,79,c88bd4cc,-0.3339,-0.2215,-0.1124,-49.589,-43.653,-74.0639,-74.0639,,5686659.63,0.0,0.0,-49.589,-43.653
2025-03-31,CYTK,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,neutral,0.432961,362,c88bd4cc,-0.4645,-0.2215,-0.243,9.92,-12.96,-14.6841,-30.4753,,124111692.5,0.0,0.0,9.92,-12.96
2025-03-31,FHTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.53352,,c88bd4cc,-0.6476,-0.2215,-0.4261,30.074,44.8888,-12.7717,-17.094,,1141118.53,0.0,0.0,30.074,44.8888
2025-03-31,LXEO,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.187151,,c88bd4cc,-0.8753,-0.2215,-0.6538,13.4185,26.5176,-42.8115,-44.1614,,10225872.42,0.0,0.0,13.4185,26.5176
2025-03-31,TENX,B,L,1,8.0,high_opt+no_catalyst_data,,missing,missing,tailwind,0.645251,,c88bd4cc,-0.3467,-0.2215,-0.1252,-11.1111,-11.1111,-19.8113,-19.8113,,2841281.76,420.0,140.7815,-15.3111,-15.3111
2025-03-31,CRNX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,mid,headwind,0.561453,144,c88bd4cc,-0.4678,-0.2215,-0.2463,8.1319,-2.3187,-18.5728,-18.5728,,66890073.63,0.0,0.0,8.1319,-2.3187
2025-03-31,ANNX,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.321229,,c88bd4cc,-0.7471,-0.2215,-0.5256,4.4199,31.4917,-29.5918,-29.5918,,18224846.75,0.0,0.0,4.4199,31.4917
2025-03-31,GHRS,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,tailwind,0.360335,,c88bd4cc,-0.5746,-0.2215,-0.3531,-12.6394,8.5502,-19.5167,-19.5167,,6863253.75,0.0,0.0,-12.6394,8.5502
2025-03-31,VIR,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,neutral,0.51676,107,c88bd4cc,-0.4882,-0.2215,-0.2667,-1.2945,-18.2848,-19.9074,-30.5556,,14001483.43,0.0,0.0,-1.2945,-18.2848
2025-03-31,SGMO,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.086592,,c88bd4cc,-0.77,-0.2215,-0.5485,29.8544,-24.2239,-11.2676,-46.9136,,3784492.15,0.0,0.0,29.8544,-24.2239
2025-03-31,CRSP,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,neutral,0.76257,98,c88bd4cc,-0.5009,-0.2215,-0.2794,14.303,37.4472,-8.5405,-15.6234,,102899385.7,0.0,0.0,14.303,37.4472
2025-03-31,ABCL,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.622905,,c88bd4cc,-0.5349,-0.2215,-0.3134,23.9232,59.33,-13.0631,-24.5211,,15604438.5,0.0,0.0,23.9232,59.33
2025-03-31,RCKT,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.388268,,c88bd4cc,-0.7524,-0.2215,-0.5309,23.2358,-54.7332,-23.9683,-70.9114,,7243018.0,0.0,0.0,23.2358,-54.7332
2025-03-31,AVXL,B,S,1,2.4,mod_opt+catalyst_near,deep_drawdown,specific_days,near,headwind,0.354749,91,c88bd4cc,-0.4168,-0.2215,-0.1953,19.4514,15.9601,-11.215,-23.4683,,12251021.51,406.0,9.7951,15.3914,11.9001
2025-03-31,KURA,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.343575,,c88bd4cc,-0.7159,-0.2215,-0.4944,2.0376,-7.9937,-13.8037,-17.4107,,13948298.55,0.0,0.0,2.0376,-7.9937
2025-03-31,ABEO,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,neutral,0.751397,183,c88bd4cc,-0.6062,-0.2215,-0.3847,20.2473,30.6028,-15.5556,-23.2897,,8652899.88,0.0,0.0,20.2473,30.6028
2025-03-31,TNGX,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.259777,,c88bd4cc,-0.8852,-0.2215,-0.6637,16.4062,315.6251,-11.6788,-27.1523,,35197232.24,0.0,0.0,16.4062,315.6251
2025-03-31,AARD,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,far,headwind,0.555866,335,c88bd4cc,-0.5646,-0.2215,-0.3431,22.0748,60.7961,-25.1337,-32.0373,,2681147.04,0.0,0.0,22.0748,60.7961
2025-03-31,SGMT,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,specific_days,near,headwind,0.578212,3,c88bd4cc,-0.5484,-0.2215,-0.3269,28.2946,224.031,-26.3566,-26.3566,,3820117.64,0.0,0.0,28.2946,224.031
2025-03-31,IMTX,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.48324,,c88bd4cc,-0.6901,-0.2215,-0.4686,19.25,35.5,-16.0671,-18.9293,,5112921.84,0.0,0.0,19.25,35.5
2025-03-31,SANA,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,tailwind,0.203911,,c88bd4cc,-0.8467,-0.2215,-0.6252,17.3336,73.3336,-17.7914,-17.7914,,17836956.32,0.0,0.0,17.3336,73.3336
2025-03-31,MESO,D,XS,0,0.0,ineligible,deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.337989,,c88bd4cc,-0.4244,-0.2215,-0.2029,-4.0756,-14.6218,-15.7143,-20.0629,,3638212.04,0.0,0.0,-4.0756,-14.6218
2025-03-31,FATE,D,XS,0,0.0,ineligible,high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.5,,c88bd4cc,-0.8924,-0.2215,-0.6709,65.1037,50.5745,-14.5985,-34.1317,,1933850.31,0.0,0.0,65.1037,50.5745
2025-03-31,PYXS,D,XS,0,0.0,ineligible,high_vol|high_beta|deep_drawdown|deep_drawdown_rel_xbi,missing,missing,headwind,0.349162,,c88bd4cc,-0.8244,-0.2215,-0.6029,13.6612,32.2405,-14.0196,-15.5556,,1978051.28,0.0,0.0,13.6612,32.2405
