ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.196541,0.607143,0.5566,-0.3916,2.0955,,159,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,63,0.1
PVLA,"Palvella Therapeutics, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.281447,0.645604,0.5498,-0.5452,1.6465,,38,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,90,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.275157,0.662088,0.5466,-0.6031,1.4772,,130,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,88,0.1
PHVS,Pharvaris N.V.,4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.592767,0.706044,0.5402,-0.7617,1.0133,,10,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,189,0.09254273684210526
IRON,"Disc Medicine, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.183962,0.700549,0.5402,-0.7617,1.0133,,99,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,59,0.1
RVMD,"Revolution Medicines, Inc.",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.300314,0.728022,0.5398,-0.8281,0.8191,,98,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,96,0.1
PRTA,Prothena Corporation plc,7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.595912,0.755495,0.5366,-0.9152,0.5645,,1,specific_days,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,190,0.09254273684210526
ALMS,Alumis Inc.,8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.739011,0.5391,-0.8719,0.6912,,160,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.108491,0.744505,0.554,-0.8914,0.634,,98,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,35,0.1
ORKA,"Oruka Therapeutics, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.79717,0.914835,-1.1985,-1.4593,-1.0264,,130,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,254,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.800314,0.925824,-1.2004,-1.5187,-1.2002,,130,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,255,0.0646411489361702
OCGN,"Ocugen, Inc.",12,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.589623,0.788462,0.525,-1.0636,0.1306,,26,specific_days,3,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,188,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.942308,0.4769,-1.5771,-1.3709,,159,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,216,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.671384,0.936813,0.4714,-1.5771,-1.3709,,98,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,214,0.0743638577586207
CGON,"CG Oncology, Inc.",15,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.668239,0.898352,0.5052,-1.4216,-0.9162,,130,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,213,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.683962,0.909341,0.5022,-1.4593,-1.0264,,130,specific_days,3,headwind,high_beta|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,218,0.0743638577586207
CRSP,CRISPR Therapeutics AG,17,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.105346,0.771978,0.5303,-0.9794,0.3767,,129,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,34,0.1
ARTV,"Artiva Biotherapeutics, Inc.",18,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.760989,-0.0689,-0.9453,0.4765,,69,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,21,0.1
IMVT,"Immunovant, Inc.",19,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,0.782967,0.5262,-1.0427,0.1917,,38,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,55,0.1
KOD,Kodiak Sciences Inc,20,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.444969,0.958791,0.4817,-1.5771,-1.3709,,9,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,142,0.09603160592255125
ERAS,"Erasca, Inc.",21,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.435535,0.876374,0.5118,-1.345,-0.6922,,10,specific_days,3,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,139,0.09603160592255125
NUVB,Nuvation Bio Inc.,22,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.246855,0.799451,0.5248,-1.0844,0.0699,,160,specific_days,9,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,79,0.1
VERA,"Vera Therapeutics, Inc.",23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.341195,0.92033,0.4994,-1.515,-1.1894,,52,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,109,0.1
VRDN,"Viridian Therapeutics, Inc.",24,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.350629,0.85989,0.5134,-1.306,-0.5783,,38,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,112,0.1
OLMA,"Olema Pharmaceuticals, Inc.",25,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.256289,0.837912,0.5183,-1.2068,-0.2883,,38,specific_days,3,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,82,0.1
IBRX,"ImmunityBio, Inc.",26,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.168239,0.826923,0.5204,-1.1664,-0.1701,,52,specific_days,3,tailwind,high_vol|overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,54,0.1
NAMS,NewAmsterdam Pharma Company N.V,27,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.586478,0.315934,0.598,0.6388,1.7571,,10,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,187,0.09254273684210526
XENE,Xenon Pharmaceuticals Inc.,28,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.61478,0.409341,0.5831,0.4288,1.4565,,10,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,196,0.09254273684210526
ABVX,Abivax SA,29,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.007862,0.365385,0.5878,0.5372,1.6116,,38,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,3,0.1
PTGX,"Protagonist Therapeutics, Inc.",30,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.278302,0.480769,0.5792,0.1874,1.1111,,69,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,89,0.1
GPCR,Structure Therapeutics Inc.,31,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.149371,0.343407,-0.0328,0.5914,1.6892,,160,specific_days,3,tailwind,high_vol|overbought_rsi,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,48,0.1
FATE,"Fate Therapeutics, Inc.",32,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.130503,0.35989,-0.0385,0.548,1.6271,,99,specific_days,9,headwind,deep_drawdown_rel_xbi,S,sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,42,0.1
VIR,"Vir Biotechnology, Inc.",33,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.611635,0.535714,0.568,-0.0585,0.7594,,10,specific_days,3,neutral,high_beta|deep_drawdown_rel_xbi,M,sponsor_confirmed|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,195,0.09254273684210526
KYTX,"Kyverna Therapeutics, Inc.",34,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.209119,0.414835,-0.5339,0.4179,1.441,,38,specific_days,3,tailwind,high_vol|high_beta,M,momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,67,0.1
CRNX,"Crinetics Pharmaceuticals, Inc.",35,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.56761,0.563187,0.5649,-0.1716,0.5975,,10,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,181,0.09254273684210526
CLDX,"Celldex Therapeutics, Inc.",36,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.095912,0.513736,0.5694,0.031,0.8874,,38,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,31,0.1
