ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
KROS,"Keros Therapeutics, Inc.",1,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.939093,,,0.726744,1,0.726744,394,1,specific_days,,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind,,,v1.3.0,081defa4,1,,mid|far_271_540|pos,0.05133853608247423,,-1.304912,217,1,-0.752869,1.0,5,8,buying,0.6313,,10.252,8.9495,5.3,32,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,394,,specific_days,-0.295385,price_history,,5,1.2076,price_history,,-0.288309,,54.5528,-0.036024,-0.252285,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.3564,,,,,,,,
CGEM,"Cullinan Therapeutics, Inc.",2,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.981586,,,0.835271,1,0.835271,823,1,specific_days,,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,081defa4,1,,early|far_271_540|nonpos,0.0,,-1.992219,549,1,-1.299062,-1.0,4,6,buying,0.306,,5.7049,4.7758,1.01,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,823,,specific_days,-0.428612,price_history,,4,1.0867,price_history,,-0.340715,,53.1061,-0.036024,-0.304691,early,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.210285,,,,,,,,
ZLAB,Zai Lab Limited,3,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.59915,,,0.385659,1,0.385659,24,1,specific_days,,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind,,,v1.3.0,081defa4,1,,late|near_0_30|pos,0.09254273684210526,,0.73704,0,1,0.869841,1.988502,2,7,selling,-0.3447,,3.0025,1.1425,0.53,46,fresh,0,0,0,0,True,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,24,,specific_days,0.095336,price_history,,2,0.7405,price_history,,-0.377698,,55.7518,-0.036024,-0.341674,late,mid,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,,0,0.5,,,,,0.7905,,,,,,,,
ACIU,AC Immune SA,4,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.018414,,,0.401163,1,0.401163,62,1,specific_days,,tailwind,,L,momentum_tailwind,,,v1.3.0,081defa4,1,,mid|near_31_90|pos,0.1,,0.193743,0,1,0.43809,1.48998,,0,neutral,-0.9953,,0.0,0.0,0.0,,,0,0,0,0,False,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,62,,specific_days,0.539226,price_history,,,1.6823,price_history,,-0.182,,57.8293,-0.036024,-0.145976,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,sponsor,1,0.5,,,,,0.675,,,,,,,,
VNDA,Vanda Pharmaceuticals Inc.,5,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.491501,,,0.370155,1,0.370155,127,1,specific_days,,tailwind,,M,momentum_tailwind|runway_short,,,v1.3.0,081defa4,1,,late|near_91_180|pos,0.1,,0.73704,0,1,0.869841,1.988502,1,4,neutral,-0.67,,2.3693,1.3468,0.75,46,fresh,0,0,0,0,True,False,True,mid,0.7,short,,,1.0,0,0,1.0,0,1.0,0,127,,specific_days,0.140905,price_history,,1,0.5457,price_history,,-0.101538,,48.1169,-0.036024,-0.065514,late,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
IMMP,Immutep Limited,6,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.936261,,,0.478682,1,0.478682,305,1,specific_days,,headwind,deep_drawdown_rel_xbi,M,catalyst_far_lift|momentum_headwind,,,v1.3.0,081defa4,1,,mid|far_271_540|pos,0.05133853608247423,,0.193743,0,1,0.43809,1.48998,0,1,buying,-0.9953,,0.4667,0.0,0.0,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,305,,specific_days,-0.231987,price_history,,0,-0.0201,price_history,,-0.331269,,49.1562,-0.036024,-0.295245,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,,,,,,,
ACLX,"Arcellx, Inc.",7,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.516997,,,0.591085,1,0.591085,426,1,specific_days,,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short,,,v1.3.0,081defa4,1,,late|far_271_540|pos,0.0961064745762712,,-0.100795,64,1,0.204025,1.219717,6,8,buying,0.9566,,15.2948,14.5481,5.43,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,426,,specific_days,0.053161,price_history,,6,1.1725,price_history,,-0.158933,,56.1266,-0.036024,-0.122909,late,mid,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.612384,,,,,,,,
RCUS,"Arcus Biosciences, Inc.",8,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.573654,,,0.315891,1,0.315891,488,1,specific_days,,headwind,deep_drawdown_rel_xbi,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,081defa4,1,,late|far_271_540|pos,0.0961064745762712,,0.73704,0,1,0.869841,1.988502,3,6,buying,-0.0194,,4.9693,3.5734,1.49,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,488,,specific_days,-0.065663,price_history,,3,1.0841,price_history,,-0.287451,,61.9984,-0.036024,-0.251427,late,mid,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
LRMR,"Larimar Therapeutics, Inc.",9,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.944759,,,0.501938,1,0.501938,884,1,specific_days,,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|high_risk,,,v1.3.0,081defa4,1,,mid|far_271_540|pos,0.05133853608247423,,0.193743,0,1,0.43809,1.48998,5,7,buying,0.6313,,6.8989,5.9698,2.8,32,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,884,,specific_days,-0.137814,price_history,,5,2.1343,price_history,,-0.368223,,42.7716,-0.036024,-0.332199,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,,,,,,,
KURA,"Kura Oncology, Inc.",10,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.941926,,,0.49031,1,0.49031,1091,1,specific_days,,headwind,,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,081defa4,1,,mid|far_271_540|pos,0.05133853608247423,,0.193743,0,1,0.43809,1.48998,10,13,buying,2.2578,,18.7716,17.3758,5.6,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,1091,,specific_days,-0.129265,price_history,,10,1.3491,price_history,,-0.115597,,47.9644,-0.036024,-0.079573,mid,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,,,,,,,
