ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
ARQT,"Arcutis Biotherapeutics, Inc.",81,1.03,C,low_quality+no_catalyst_data,,,C,0.295222,0.380769,1,,0,,,0,no_upcoming,9,tailwind,high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,financial_score:-26.9;momentum_score:+26.6;catalyst_score:-13.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 5625000.0, ""cash_total"": 42907000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 89.4016, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 4}",late|none|pos,0.06958397674418605,48.354926,0.6544,0,1,0.4891,0.5225,4,4,buying,0.3558,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,482.23,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.229007,price_history,,4,2.0695,price_history,,0.0,,65.8938,0.727,-0.163728,0.163728,late,mid,none,commercial_biotech,morningstar,,,,0,0.8793965971722981068775461299,81.78,41.25000000000000000000000000,66.0,55.09,58.42696629213483146067415731,28.26094695621217515129939481,56.536,0.5466,3.0,,7,1.0,0.0,0,0,0.0,0.3,0.5,dermatology,0.6858,highly_crowded,1.0,87,0.06958397674418605,0.704778,0.5382,30.55,0.639932,0.3583,0.951209,0.78375,0.0,0.0,0.16398,0.003479,0.0
CRMD,CorMedix Inc.,82,1.03,C,low_quality+no_catalyst_data,,,C,0.114334,0.503846,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+22.9;catalyst_score:-12.0;clinical_score:-9.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 55716811.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|none|nonpos,0.08036317367458867,52.978056,0.8565,0,1,-0.1917,-0.2018,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,707.46,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.330343,price_history,,2,1.2581,price_history,,-0.197204,,55.0413,0.8522,-0.163728,-0.033476,late,small,none,commercial_biotech,morningstar,,,,0,0.8416931150818443083843558666,76.17,41.25000000000000000000000000,61.0,50.63,43.39870106187490356155928685,44.49679012345679012345679012,42.0868,-0.0674,3.0,651,6,1.0,0.0066,0,0,0.0,0.4,0.55,infectious_disease,-2.1676,uncrowded,1.0,34,0.08036317367458867,0.885666,1.2038,32.80,0.674061,0.4512,0.004018,0.0,0.0,0.0,0.0,0.004018,0.0
ALNY,"Alnylam Pharmaceuticals, Inc.",83,1.21,C,low_quality+no_catalyst_data,,,C,0.069966,0.442308,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-12.3;smart_money_score:+11.4;momentum_score:+10.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1657250000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|none|nonpos,0.08036317367458867,50.249298,0.6297,0,1,-0.1181,-0.1235,6,6,neutral,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,144.92,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.203311,price_history,,6,1.0736,price_history,,-0.057262,,68.8916,0.3472,-0.163728,0.106466,late,large,none,commercial_biotech,morningstar,,,,0,0.9,64.33,41.25000000000000000000000000,65.0,39.49,45.02272440348440853427597526,52.35955056179775280898876404,46.1608,0.1057,3.0,94,57,1.0,2.2468,2,2,0.0,0.4,0.85,cardiovascular,-0.5032,uncrowded,1.0,21,0.08036317367458867,0.930034,1.476,42.15,0.817406,0.9055,0.035728,0.0,0.0,0.0,0.03171,0.004018,0.0
ZLAB,Zai Lab Limited,84,1.03,C,low_quality,,,C,0.742321,0.473077,1,,0,,254,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,momentum_score:+22.9;clinical_score:-19.8;financial_score:+13.4,tier=;reason=;cat_days=254;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 150789000.0, ""cash_total"": 689573000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.87718600163142, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 3}",late|near_181_270|nonpos,0.008340913580246913,50.7175,0.6163,0,1,-0.5614,-0.5952,3,3,selling,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,827.45,0.85,1,0,1.0,0,1.0,0,254,False,specific_days,0.333857,price_history,,3,0.4525,price_history,,-0.085006,,53.1821,0.3972,-0.163728,0.078722,late,mid,none,commercial_biotech,morningstar,,,,0,0.8666717678100263852242744063,77.98,45.56250000000000000000000000,48.0,12.34,35.23643198810475669458121169,68.450,36.2042,-0.3174,3.0,91,34,1.0,2.5668,1,3,0.0,0.7,0.95,oncology,0.6858,highly_crowded,1.0,218,0.008340913580246913,0.257679,-0.6505,25.40,0.53413,0.0857,0.000417,0.0,0.0,0.0,0.0,0.000417,0.0
TECH,Bio-Techne Corporation,85,0.36,C,low_quality,,,C,0.721843,0.111538,1,,0,,11,1,specific_days,9,headwind,,S,momentum_headwind,financial_score:-24.7;clinical_score:+22.6;smart_money_score:+8.5,tier=;reason=;cat_days=11;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 172879000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|near_0_30|pos,0.029295749999999995,34.051398,0.9231,0,1,0.993,1.0586,1,1,buying,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,284.71,1.0,0,0,1.0,0,1.0,0,11,True,specific_days,-0.142161,price_history,,1,0.6258,price_history,,-0.277343,,40.1222,0.3925,-0.163728,-0.113615,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,43.13,44.34240000000000000000000000,55.5,43.95,69.55056179775280898876404494,22.31755072979708081167675330,71.332,1.1754,3.0,10,869,1.0,8.9036,12,15,0.0036,0.9,0.95,oncology,-0.5032,uncrowded,1.0,212,0.029295749999999995,0.278157,-0.5883,36.70,0.728669,0.6088,1.941985,1.5879,0.0,0.0,0.35262,0.001465,0.0
INSM,Insmed Incorporated,86,1.21,C,low_quality+no_catalyst_data,,,C,0.346416,0.265385,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-23.4;smart_money_score:+23.2;catalyst_score:-12.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 935014000.0, ""cash_total"": 1430047000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.84374990798079, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 14}",late|none|pos,0.06958397674418605,43.351799,0.6537,0,1,0.4585,0.49,14,14,buying,4.2171,elite_14,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,156.57,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.170516,price_history,,14,0.789,price_history,,-0.046642,,57.8066,0.5709,-0.163728,0.117086,late,large,none,commercial_biotech,morningstar,,,,0,0.8953065198564889273784485958,62.57,41.25000000000000000000000000,77.0,49.11,57.75280898876404494382022472,30.33177629087236460042923873,57.5496,0.5897,3.0,245,27,1.0,1.4298,1,1,0.0,0.4,0.55,infectious_disease,0.6858,highly_crowded,1.0,102,0.06958397674418605,0.653584,0.395,34.44,0.694539,0.5088,0.915389,0.735,0.0,0.0,0.17691,0.003479,0.0
NTRA,"Natera, Inc.",87,1.21,C,low_quality,,,C,0.6843,0.365385,1,,0,,147,0,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:+18.5;catalyst_score:-9.5;financial_score:-8.4,tier=;reason=;cat_days=147;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",late|near_91_180|nonpos,0.03476938888888889,47.894427,0.9327,0,1,,0.0,5,5,selling,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,210.15,1.0,0,0,1.0,0,1.0,0,147,False,specific_days,-0.013773,price_history,,5,1.153,price_history,,-0.146045,,48.6922,0.3255,-0.163728,0.017683,late,large,none,platform_diagnostics,morningstar,,,,0,0.8245760992108229988726042841,55.99,45.56250000000000000000000000,53.5,44.85,73.59550561797752808988764045,46.66428200704175959825499025,74.4836,1.3093,3.0,89,68,1.0,0.9922,1,1,0.0,0.8,0.95,oncology,0.2102,moderate,1.0,201,0.03476938888888889,0.3157,-0.4798,33.07,0.677474,0.4606,0.394528,0.0,0.0,0.0,0.39279,0.001738,0.0
FOLD,"Amicus Therapeutics, Inc.",88,1.21,C,low_quality+no_catalyst_data,,,C,0.325939,0.311538,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+20.7;catalyst_score:-12.0;momentum_score:-4.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 293536000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|none|pos,0.06958397674418605,46.179085,0.6333,0,1,0.0921,0.1001,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,259.01,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.055673,price_history,,6,0.5476,price_history,,-0.254756,,46.2659,0.6001,-0.163728,-0.091028,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,48.52,41.25000000000000000000000000,74.0,36.29,49.66327203355356366339828024,52.83018867924528301886792453,48.957,0.2245,3.0,437,29,1.0,0.0474,0,0,0.0,0.7,0.75,rare_disease,0.6858,highly_crowded,1.0,96,0.06958397674418605,0.674061,0.4512,42.80,0.834471,0.972,0.220979,0.15015,0.0,0.0,0.06735,0.003479,0.0
GH,"Guardant Health, Inc.",89,1.21,B,mod_quality+catalyst_near,,,B,0.233788,0.634615,1,,0,,9,1,specific_days,9,tailwind,high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+25.9;catalyst_score:-18.5;financial_score:-17.3,tier=;reason=;cat_days=9;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 184760000.0, ""cash_total"": 378203000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.05654706689919, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_0_30|nonpos,0.07316953448275862,56.123295,0.9234,0,1,,0.0,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,236.1,1.0,0,0,1.0,0,1.0,0,9,True,specific_days,0.538665,price_history,,3,1.8231,price_history,,-0.076892,,56.7562,0.6981,-0.163728,0.086836,late,large,none,platform_diagnostics,morningstar,,,,0,0.9,89.37,44.96865600000000000000000000,66.5,49.88,70.22471910112359550561797753,46.20287842444135841434162352,71.9966,1.2036,3.0,9,803,1.0,4.3579,2,7,0.0034,0.8,0.95,oncology,-0.5032,uncrowded,1.0,69,0.07316953448275862,0.766212,0.7264,40.42,0.773038,0.7489,0.364738,0.0,0.0,0.0,0.36108,0.003658,0.0
MEDP,"Medpace Holdings, Inc.",90,0.73,C,low_quality+no_catalyst_data,,,C,0.612628,0.526923,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:+19.1;catalyst_score:-12.5;financial_score:-4.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.03956101067615658,53.094309,-1.9639,,0,,0.0,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.000393,price_history,,0,0.8582,price_history,,-0.290975,,45.4183,0.2643,-0.163728,-0.127247,early,large,none,platform_diagnostics,morningstar,,,,0,0.8532246430216490096729617688,52.02,41.25000000000000000000000000,,58.99,72.88135593220338983050847458,48.98624277825656739761881963,71.3404,1.1758,0.0,,6,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-3.5944,uncrowded,1.0,180,0.03956101067615658,0.387372,-0.2862,42.09,0.807167,0.8675,0.354718,0.0,0.0,0.0,0.35274,0.001978,0.0
TVTX,"Travere Therapeutics, Inc.",91,1.03,C,low_quality,,,C,0.244027,0.319231,1,,0,,10,1,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+27.1;clinical_score:-22.9;momentum_score:+22.1,tier=;reason=;cat_days=10;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 93035000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",late|near_0_30|nonpos,0.07316953448275862,46.199332,0.6053,0,1,-0.9097,-0.9657,5,5,buying,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,403.29,0.85,1,0,1.0,0,1.0,0,10,True,specific_days,0.269406,price_history,,5,1.6339,price_history,,-0.135579,,51.9584,0.7066,-0.163728,0.028149,late,mid,none,commercial_biotech,morningstar,,,,0,0.8770531003112281541776394542,72.54,44.66680177777777777777777778,77.5,52.08,27.54828935740436813533644741,29.91851588149202958743720580,28.3008,-0.6533,3.0,255,11,1.0,1.2529,1,1,0.0,0.7,0.75,rare_disease,0.6858,highly_crowded,1.0,72,0.07316953448275862,0.755973,0.6934,20.76,0.445392,-0.1373,0.003658,0.0,0.0,0.0,0.0,0.003658,0.0
ZYME,Zymeworks Inc.,92,1.03,C,low_quality+no_catalyst_data,,,C,0.226962,0.303846,1,,0,,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+35.1;clinical_score:-30.7;financial_score:-12.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 22746000.0, ""cash_total"": 64834000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.204167765761014, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 7}",late|none|nonpos,0.08036317367458867,45.862342,0.5681,0,1,-1.6535,-1.7571,7,7,buying,1.5142,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,781.08,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.041287,price_history,,7,1.2985,price_history,,-0.268965,,47.1399,0.7975,-0.163728,-0.105237,late,small,none,commercial_biotech,morningstar,,,,0,0.8788968279694373697615188701,50.34,41.25000000000000000000000000,77.0,64.26,11.12836482486779166491324047,29.56298271604938271604938272,10.2874,-1.4188,3.0,802,6,1.0,0.0534,0,0,0.0,0.3,0.95,oncology,-0.5032,uncrowded,1.0,67,0.08036317367458867,0.773038,0.7489,18.48,0.353242,-0.3766,0.004018,0.0,0.0,0.0,0.0,0.004018,0.0
PAHC,Phibro Animal Health Corporatio,93,1.03,C,low_quality+no_catalyst_data,,,C,0.629693,0.273077,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:-18.5;momentum_score:+17.0;catalyst_score:+11.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74508000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.03956101067615658,43.396415,-2.103,,0,-1.4981,-0.9216,0,0,neutral,-1.1887,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,831.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.024505,price_history,,0,0.2144,price_history,,-0.160575,,46.1194,0.4021,-0.163728,0.003153,early,mid,sev1,commercial_pharma,morningstar,,,,0,0.6964777665203197118090735112,55.45,50,,55.92,19.91669060614765871875897731,28.29870088416483130645727600,20.0917,-1.0021,,,,,,,,,,,,-1.6921,unknown,1.0,185,0.03956101067615658,0.370307,-0.331,13.96,0.179181,-0.9185,0.001978,0.0,0.0,0.0,0.0,0.001978,0.0
RARE,Ultragenyx Pharmaceutical Inc.,94,0.15,C,low_quality+no_catalyst_data,,,C,0.390785,0.003846,1,,0,,,0,no_upcoming,9,headwind,high_vol,XS,sponsor_confirmed|momentum_headwind|runway_short|high_risk,financial_score:-33.9;clinical_score:+22.8;smart_money_score:+8.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 466000000.0, ""cash_total"": 421000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.841201716738198, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 5}",late|none|pos,0.06958397674418605,27.49902,0.9054,0,1,0.7487,0.7987,5,5,selling,0.7419,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,402.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.064448,price_history,,5,1.0875,price_history,,-0.33996,,42.9256,1.2539,-0.163728,-0.176232,late,mid,sev2,commercial_biotech,morningstar,,,,0,0.8980125498264112125498264112,44.14,41.25000000000000000000000000,50.0,43.76,64.15730337078651685393258427,7.455599066492622918397215301,64.184,0.8716,3.0,213,58,1.0,0.5648,0,0,0.0,0.8,0.75,rare_disease,-0.5032,uncrowded,1.0,115,0.06958397674418605,0.609215,0.2773,14.20,0.196246,-0.8551,1.463009,1.19805,0.0,0.0,0.26148,0.003479,0.0
BCRX,"BioCryst Pharmaceuticals, Inc.",95,1.03,C,low_quality+no_catalyst_data,,,C,0.308874,0.188462,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-16.1;smart_money_score:+12.5;momentum_score:+7.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|pos,0.06958397674418605,39.734541,0.6346,0,1,-0.1202,0.301,3,3,buying,-0.0303,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.099531,price_history,,3,0.9962,price_history,,-0.15016,,49.6217,0.4141,-0.163728,0.013568,late,mid,none,commercial_pharma,morningstar,,,,0,0.8954064249820531227566403446,55.66,41.25000000000000000000000000,60.5,40.71,50.67415730337078651685393258,31.89786796408369922075867252,49.4832,0.2469,3.0,682,28,1.0,0.0075,0,0,0.0,0.8,0.55,infectious_disease,0.6858,highly_crowded,1.0,91,0.06958397674418605,0.691126,0.499,34.09,0.687713,0.4894,0.529049,0.4515,0.0,0.0,0.07407,0.003479,0.0
MDGL,"Madrigal Pharmaceuticals, Inc.",96,1.21,C,low_quality,,,C,0.015358,0.134615,1,,0,,1016,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,financial_score:-42.0;smart_money_score:+24.9;momentum_score:+21.0,tier=;reason=;cat_days=1016;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 189553000.0, ""cash_total"": 198693000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.363577910292975, ""stage_bucket"": ""late"", ""surv_score"": ""-3.0"", ""tier1_count"": 6}",late|far_271_540|pos,0.09766431818181819,36.794046,0.647,0,1,0.3287,0.3519,6,6,buying,1.1281,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,264.79,1.0,0,0,1.0,0,1.0,0,1016,False,specific_days,0.176256,price_history,,6,1.5081,price_history,,-0.04007,,52.9156,0.4350,-0.163728,0.123658,late,mid,sev1,commercial_biotech,morningstar,,,,0,0.8946691657741282875163632036,73.10,45.56250000000000000000000000,77.0,50.30,54.88764044943820224719101123,10.15343538625845496618013527,53.2257,0.406,3.0,345,4,1.0,0.0935,0,0,0.0,0.4,0.55,metabolic,0.6858,highly_crowded,1.0,5,0.09766431818181819,0.984642,2.1607,23.96,0.517065,0.0428,0.654533,0.52785,0.0,0.0,0.1218,0.004883,0.0
CERS,Cerus Corporation,97,0.26,C,low_quality+no_catalyst_data,,,C,0.09727,0.396154,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,S,cost_haircut_<=2000bps,financial_score:-25.9;clinical_score:+17.8;momentum_score:+5.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 1363000.0, ""cash_total"": 15670000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 137.96038151137196, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|nonpos,0.08036317367458867,49.09082,0.8946,0,1,,0.0,1,1,selling,-0.8026,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1656.9,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.035111,price_history,,1,1.4658,price_history,,-0.359833,,45.8971,,-0.163728,-0.196105,late,small,none,platform_devices,morningstar,,,,0,0.8930032246062259704824507007,50.20,41.25000000000000000000000000,49.5,87.95,62.13483146067415730337078652,18.37404444444444444444444444,63.2977,0.834,3.0,73,17,1.0,0.7472,2,1,0.0,0.5,0.95,oncology,-0.5032,uncrowded,1.0,29,0.08036317367458867,0.90273,1.2973,29.43,0.605802,0.2684,0.254218,0.0,0.0,0.0,0.2502,0.004018,0.0
ETON,"Eton Pharmaceuticals, Inc.",98,0.85,C,low_quality+no_catalyst_data,,,C,0.59215,0.219231,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,momentum_score:+41.0;financial_score:-33.4;clinical_score:-26.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 37121000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",early|none|nonpos,0.03956101067615658,40.451306,-2.103,,0,-1.4981,-0.9216,2,2,buying,-0.4164,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1543.73,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.169188,price_history,,2,0.8327,price_history,,-0.220822,,43.8374,0.4387,-0.163728,-0.057094,early,small,sev1,commercial_pharma,morningstar,,,,0,0.7060664257555847568988173456,87.19,50,61.0,49.28,19.91669060614765871875897731,12.81179138321995464852607710,20.0917,-1.0021,,,,,,,,,,,,-1.6921,unknown,1.0,174,0.03956101067615658,0.40785,-0.2331,11.41,0.104096,-1.2586,0.001978,0.0,0.0,0.0,0.0,0.001978,0.0
