ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
QURE,uniQure N.V.,1,0.82,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.875546,,0,0.661616,1,0.338384,73,0,specific_days,9,neutral,high_vol|drawdown_data_missing,L,tier_a_dev|sponsor_confirmed|high_risk,smart_money_score:+26.3;clinical_score:-19.8;financial_score:+11.4,tier=A;reason=high_opt+catalyst_near;cat_days=73;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 100394000.0, ""cash_total"": 597056000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 71.36553977329322, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|near_31_90|nonpos,-0.015050884615384615,,0.4464,0,1,-0.3821,0.0,9,9,buying,2.4945,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,501.73,0.85,1,0,1.0,0,1.0,0,73,False,specific_days,-0.120178,price_history,,9,0.9857,price_history,,,series_too_short,35.932,1.3016,,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.8013581488933601609657947686,50,45.56250000000000000000000000,83.0,60.34,36.93755739210284664830119376,68.10227272727272727272727273,37.3166,-0.2869,2.0,73,6,1.0,0.5443,1,1,0.0,0.3,0.6,cns,-0.4109,uncrowded,1.0,201,-0.015050884615384615,0.124454,-1.153,27.97,0.582969,0.2095
EYPT,"EyePoint, Inc.",2,0.49,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.216157,,0,0.681818,1,0.318182,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|runway_short,financial_score:-35.5;smart_money_score:+31.5;momentum_score:+9.5,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 175063000.0, ""cash_total"": 204022000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 13.985045383661882, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 4}",late|none|pos,0.1,,-0.2341,,0,-0.4857,1.5186,4,4,buying,0.4887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,660.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.056003,price_history,,4,1.2694,price_history,,,series_too_short,36.0267,0.7147,,,late,small,sev2,drug_developer,morningstar,,,drawdown,1,0.8716017145505097312326227989,50,41.25000000000000000000000000,72.0,38.17,34.41655788932399825956251730,5,33.4079,-0.4541,3.0,,4,1.0,0.0,0,0,0.0,0.4,0.55,ophthalmology,0.2878,moderate,1.0,50,0.1,0.783843,0.7852,11.90,0.08952,-1.3437
CHRS,"Coherus Oncology, Inc.",3,0.2,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.150655,,0,0.671717,1,0.328283,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,financial_score:+17.4;clinical_score:-15.2;catalyst_score:-8.4,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|none|pos,0.1,,0.9287,0,1,-0.4857,1.5186,1,1,buying,-0.7147,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.070018,price_history,,1,1.1652,price_history,,,series_too_short,36.6583,0.9928,,,late,micro,none,drug_developer,morningstar,,,drawdown,1,0.7863618983355825461088618983,50,41.25000000000000000000000000,55.5,80.11,34.41655788932399825956251730,66.98113207547169811320754717,33.4135,-0.4539,3.0,,5,1.0,0.0,0,0,0.0,0.3,0.6,autoimmune,-0.4109,uncrowded,1.0,35,0.1,0.849345,1.0336,23.19,0.5,0.0
VERA,"Vera Therapeutics, Inc.",4,0.82,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.980349,,0,0.621212,1,0.378788,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+18.9;clinical_score:-11.8;catalyst_score:-11.3,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 171110000.0, ""cash_total"": 497389000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.88205248086027, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",mid|none|pos,-0.030114095238095235,,-0.7153,692,1,-0.2261,2.0743,5,5,buying,0.8899,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,439.3,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,5,,,series_too_short,,no_price_series,,0.7858,,,mid,mid,none,drug_developer,morningstar,,,drawdown,1,0.7463214247853281034665535885,50,41.25000000000000000000000000,71.5,50,40.73576675849403122130394858,59.40909090909090909090909091,39.696,-0.1851,2.0,692,1,0.0,0.0031,0,0,0.0,0.4,0.55,infectious_disease,0.7537,highly_crowded,1.0,225,-0.030114095238095235,0.019651,-2.061,33.53,0.670306,0.4408
PVLA,"Palvella Therapeutics, Inc.",5,0.49,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.958515,,0,0.611111,1,0.388889,,0,no_upcoming,9,neutral,high_beta|drawdown_data_missing,M,sponsor_confirmed|high_risk,smart_money_score:+25.1;financial_score:-16.2;clinical_score:-6.2,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 20080000.0, ""cash_total"": 63567000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 37.98824701195219, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|none|pos,-0.030114095238095235,,-0.5636,183,1,-0.2261,2.0743,4,4,buying,0.4887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,491.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.079538,price_history,,4,1.8543,price_history,,,series_too_short,36.1557,,,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.7772841994970662196144174350,50,41.25000000000000000000000000,72.0,50,40.73576675849403122130394858,30.71768824609733700642791552,40.252,-0.1613,2.0,183,1,0.0,0.2176,0,0,0.0,0.4,0.5,other,-3.4388,uncrowded,1.0,220,-0.030114095238095235,0.041485,-1.7337,25.70,0.543668,0.1097
ABSI,Absci Corporation,6,0.41,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.00655,,0,0.742424,1,0.257576,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,clinical_score:-21.9;smart_money_score:+20.0;catalyst_score:-5.2,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 63743000.0, ""cash_total"": 152475000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.70432831840359, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",late|none|pos,0.1,,-0.2443,,0,-0.8873,0.6588,3,3,buying,0.0876,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1036.19,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.9218,,,late,small,none,drug_developer,morningstar,,,drawdown,1,0.8089663629992992291520672740,50,41.25000000000000000000000000,66.5,69.35,24.63846366836754875202721411,50.07692307692307692307692307,24.3571,-0.8414,3.0,,6,1.0,0.1184,0,0,0.0,0.4,0.95,oncology,0.7537,highly_crowded,1.0,2,0.1,0.99345,2.481,18.44,0.329694,-0.4408
RCKT,"Rocket Pharmaceuticals, Inc.",7,0.82,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.962882,,0,0.722222,1,0.277778,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,clinical_score:-20.1;smart_money_score:+18.6;catalyst_score:-6.2,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 155174000.0, ""cash_total"": 222758000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.070450597731686, ""stage_bucket"": ""mid"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",mid|none|pos,-0.030114095238095235,,-0.6773,256,1,-0.7774,0.8941,3,3,buying,0.0876,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,956.37,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.00414,price_history,,3,1.6553,price_history,,,series_too_short,36.4332,0.6262,,,mid,small,sev1,drug_developer,morningstar,,,drawdown,1,0.7990011210762331838565022422,50,41.25000000000000000000000000,66.0,70.69,27.31404958677685950413223141,52.45454545454545454545454545,26.273,-0.7594,2.0,256,5,1.0,0.032,0,0,0.0,0.3,0.5,other,-1.5755,uncrowded,1.0,221,-0.030114095238095235,0.037118,-1.7852,22.25,0.469432,-0.0767
CELC,Celcuity Inc.,8,0.97,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.906114,,0,0.732323,1,0.267677,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+33.6;clinical_score:-24.4;catalyst_score:-8.2,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 116881000.0, ""cash_total"": 454978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.71192067145216, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",mid|none|pos,-0.030114095238095235,,-0.7492,670,1,-0.8715,0.6926,6,6,buying,1.291,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,347.34,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.258488,price_history,,6,0.6853,price_history,,,series_too_short,36.2171,,,,mid,mid,none,drug_developer,morningstar,,,drawdown,1,0.7815456943011122577686045178,50,41.25000000000000000000000000,83.0,18.97,25.02295684113865932047750229,47.96745867768595041322314050,24.6819,-0.8275,2.0,1319,5,1.0,0.001,0,0,0.0,0.3,0.95,oncology,-0.4109,uncrowded,1.0,208,-0.030114095238095235,0.093886,-1.3172,19.94,0.39083,-0.2772
CLDX,"Celldex Therapeutics, Inc.",9,0.82,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.155022,,0,0.762626,1,0.237374,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,clinical_score:-27.0;smart_money_score:+23.1;financial_score:+9.5,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 210945000.0, ""cash_total"": 518573000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 29.49999288914172, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",late|none|pos,0.1,,0.9153,0,1,-1.0201,0.3743,4,4,buying,0.4887,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,652.37,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.00469,price_history,,4,1.1698,price_history,,-0.2393,,34.5205,0.4801,,,late,small,none,drug_developer,morningstar,,,,0,0.8764675685050294831772459244,50,41.25000000000000000000000000,71.5,70.43,21.40302994343578181242830585,57.92307692307692307692307693,22.8206,-0.9072,3.0,,44,1.0,0.5612,1,1,0.0,0.4,0.95,oncology,-0.4109,uncrowded,1.0,36,0.1,0.844978,1.0151,23.04,0.491266,-0.0219
AVIR,"Atea Pharmaceuticals, Inc.",10,0.16,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.89738,,0,0.752525,1,0.247475,,0,no_upcoming,9,neutral,drawdown_data_missing,S,sponsor_confirmed|runway_short|cost_haircut_>2000bps,financial_score:-17.3;clinical_score:-13.7;momentum_score:+13.6,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 103808000.0, ""cash_total"": 77344000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.940813810110974, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",mid|none|pos,-0.030114095238095235,,0.4107,0,1,-0.9637,0.4952,2,2,selling,-0.3136,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,,no_price_series,,0.5268,,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.8110688729874776386404293381,50,41.25000000000000000000000000,49.0,63.79,22.77777777777777777777777778,19.17361111111111111111111111,23.4778,-0.879,2.0,3,1,0.0,0.9756,1,1,0.0,0.4,0.55,infectious_disease,0.7537,highly_crowded,1.0,206,-0.030114095238095235,0.10262,-1.2668,10.88,0.072052,-1.4607
ADCT,ADC Therapeutics SA,11,0.41,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.884279,,0,0.772727,1,0.227273,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,clinical_score:-26.7;smart_money_score:+19.2;financial_score:+10.9,tier=B;reason=high_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 110051000.0, ""cash_total"": 234738000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.035925450397038, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",mid|none|pos,-0.030114095238095235,,0.4066,0,1,-1.054,0.3018,3,3,buying,0.0876,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1472.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.7505,,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.7778496798112571621166161105,50,41.25000000000000000000000000,66.5,87.93,20.57851239669421487603305786,58.25000000000000000000000000,21.3848,-0.9686,2.0,65,10,1.0,0.6217,1,1,0.0,0.3,0.95,oncology,0.7537,highly_crowded,1.0,203,-0.030114095238095235,0.115721,-1.1967,20.22,0.395197,-0.2658
