ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.79,0.998408,2.9493,56.79,0.998408,2.9493,late,small,none,commercial_pharma,94.79,41.25000000000000000000000000,55.5,80.92,77.000,71.42857142857142857142857143,0.9
ALKS,2,56.14,0.979299,2.0395,56.14,0.995223,2.5916,late,mid,none,commercial_pharma,52.18,41.25000000000000000000000000,68.0,78.29,77.000,71.27272727272727272727272727,0.9
TARS,3,54.39,0.969745,1.8771,54.39,0.992038,2.4107,late,mid,none,commercial_biotech,53.14,41.25000000000000000000000000,83.0,38.79,71.87845303867403314917127072,69.20000000000000000000000000,0.9
TBPH,4,53.75,0.934713,1.5118,53.75,0.988854,2.2853,late,small,none,drug_developer,38.22,41.25000000000000000000000000,55.5,90.00,77.000,65.00000000000000000000000000,0.9
VYGR,5,53.13,0.966561,1.8325,53.13,0.985669,2.1881,early,micro,none,drug_developer,27.37,41.25000000000000000000000000,49.5,72.58,76.57142857142857142857142857,58.18571428571428571428571429,0.7984655554383373773604810634
BMRN,6,52.93,0.941083,1.5639,52.93,0.982484,2.108,late,large,none,commercial_biotech,31.42,41.25000000000000000000000000,57.5,79.74,67.73480662983425414364640884,70.76923076923076923076923077,0.9
IRON,7,52.79,0.91879,1.397,52.79,0.976115,1.9794,mid,mid,none,drug_developer,58.95,41.25000000000000000000000000,80.0,11.22,60.00000000000000000000000000,66.20000000000000000000000000,0.8504355701705495485453126742
AMGN,8,52.63,0.960191,1.7529,52.63,0.97293,1.9257,late,large,none,commercial_pharma,51.36,41.25000000000000000000000000,52.5,42.83,73.70165745856353591160220994,77.000,0.9
INCY,9,52.40,0.896497,1.2618,52.40,0.969745,1.8771,late,large,none,commercial_biotech,55.36,41.25000000000000000000000000,60.5,33.33,63.42541436464088397790055248,73.07692307692307692307692308,0.9
ACAD,10,52.36,0.899682,1.2797,52.36,0.966561,1.8325,late,mid,none,commercial_biotech,39.82,45.56250000000000000000000000,71.0,54.61,65.08287292817679558011049724,68.00000000000000000000000000,0.8882094786729857819905213270
SUPN,11,52.22,0.902866,1.2981,52.22,0.963376,1.7913,late,mid,none,commercial_pharma,50.45,41.25000000000000000000000000,55.0,13.82,73.37016574585635359116022100,66.90909090909090909090909091,0.9
BIIB,12,52.19,0.947452,1.6206,52.19,0.960191,1.7529,late,large,none,commercial_pharma,38.11,41.25000000000000000000000000,68.5,63.81,70.71823204419889502762430939,75.38461538461538461538461539,0.9
CAI,13,51.79,0.890127,1.2272,51.79,0.957006,1.717,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,70.38674033149171270718232044,58.18181818181818181818181818,0.9
NVAX,14,51.51,0.995223,2.5916,51.51,0.953822,1.6831,late,small,none,commercial_biotech,87.04,41.25000000000000000000000000,54.5,90.00,77.000,74.28571428571428571428571429,0.8966442690128962275521272749
HRTX,15,51.28,0.992038,2.4107,51.28,0.950637,1.6511,late,micro,none,drug_developer,27.79,41.25000000000000000000000000,58.0,90.00,75.52486187845303867403314917,73.78453038674033149171270719,0.8774101644245142002989536622
XNCR,16,51.22,0.985669,2.1881,51.22,0.947452,1.6206,mid,small,none,drug_developer,51.10,41.25000000000000000000000000,71.5,80.61,69.00000000000000000000000000,80.0,0.8205904201495820501539815222
VNDA,17,51.20,0.928344,1.4636,51.20,0.944268,1.5916,late,small,none,commercial_biotech,42.06,41.25000000000000000000000000,52.5,90.00,75.52486187845303867403314917,66.35714285714285714285714286,0.8782537849566055930568948891
DSGN,18,50.86,0.982484,2.108,50.86,0.941083,1.5639,early,small,none,drug_developer,77.82,41.25000000000000000000000000,72.0,50,77.000,62.70588235294117647058823529,0.7157717773639561349058555762
VRTX,19,50.61,0.823248,0.9278,50.61,0.937898,1.5374,late,large,none,commercial_biotech,47.45,45.56250000000000000000000000,63.0,26.01,77.000,50,0.9
RYTM,20,50.37,0.861465,1.0869,50.37,0.934713,1.5118,late,mid,none,commercial_biotech,62.13,41.25000000000000000000000000,77.0,38.14,76.68508287292817679558011050,54.80000000000000000000000000,0.9
PCVX,21,50.12,0.988854,2.2853,50.12,0.931529,1.4873,mid,mid,none,drug_developer,84.53,41.25000000000000000000000000,85,10.00,67.00000000000000000000000000,76.10000000000000000000000000,0.7891408355795148247978436658
JAZZ,22,49.78,0.909236,1.3361,49.78,0.928344,1.4636,late,large,none,commercial_biotech,47.93,41.25000000000000000000000000,74.0,70.06,67.07182320441988950276243094,68.46153846153846153846153846,0.9
IONS,23,49.75,0.915605,1.3761,49.75,0.925159,1.4407,late,large,none,commercial_biotech,36.22,41.25000000000000000000000000,,24.83,60.77348066298342541436464089,80.0,0.8995732774559349192653765561
NBIX,24,49.42,0.791401,0.8113,49.42,0.921975,1.4185,late,large,none,commercial_pharma,33.43,45.56250000000000000000000000,83.0,41.45,72.37569060773480662983425415,45.45036160420775805391190006,0.9
INDV,25,49.06,0.848726,1.031,49.06,0.91879,1.397,late,mid,none,commercial_pharma,18.39,41.25000000000000000000000000,52.5,58.55,77.000,57.09090909090909090909090909,0.8935429967426710097719869707
ESPR,26,49.02,0.944268,1.5916,49.02,0.915605,1.3761,late,small,none,commercial_pharma,23.66,41.25000000000000000000000000,55.5,54.67,77.000,80.0,0.8257040369649805447470817121
UTHR,27,48.97,0.813694,0.8916,48.97,0.91242,1.3558,late,large,none,commercial_pharma,61.78,41.25000000000000000000000000,77.0,73.03,64.25414364640883977900552486,66.15384615384615384615384615,0.9
NAMS,28,48.86,0.835987,0.9781,48.86,0.909236,1.3361,late,mid,none,drug_developer,35.87,41.25000000000000000000000000,77.5,40.40,59.44751381215469613259668508,68.00000000000000000000000000,0.8732197978389682816312303939
AXSM,29,48.67,0.842357,1.0042,48.67,0.906051,1.3168,late,mid,none,commercial_biotech,54.76,45.56250000000000000000000000,71.0,10.00,71.38121546961325966850828729,50,0.8894961788714066012066721874
CTNM,30,48.55,0.963376,1.7913,48.55,0.902866,1.2981,mid,small,none,drug_developer,49.97,41.25000000000000000000000000,80.0,47.96,74.50000000000000000000000000,66.58823529411764705882352941,0.7740544712757746168265519903
REGN,31,48.21,0.788217,0.8002,48.21,0.899682,1.2797,late,large,none,commercial_biotech,47.02,45.56250000000000000000000000,66.0,55.43,69.72375690607734806629834254,59.23076923076923076923076923,0.9
EWTX,32,48.18,0.91242,1.3558,48.18,0.896497,1.2618,mid,mid,none,drug_developer,79.94,41.25000000000000000000000000,77.0,21.43,73.00000000000000000000000000,57.40000000000000000000000000,0.8073120869272992046600201635
TRVI,33,48.15,0.829618,0.9527,48.15,0.893312,1.2443,mid,small,none,drug_developer,62.30,41.25000000000000000000000000,71.5,41.84,77.000,40.75086505190311418685121107,0.8352698231352301439086015599
HRMY,34,48.00,0.820064,0.9156,48.00,0.890127,1.2272,late,mid,none,commercial_biotech,64.92,41.25000000000000000000000000,54.5,90.00,57.95580110497237569060773481,75.63636363636363636363636364,0.9
AMPH,35,47.19,0.759554,0.7049,47.19,0.886943,1.2104,late,small,none,commercial_pharma,60.19,41.25000000000000000000000000,,76.97,68.39779005524861878453038674,55.71428571428571428571428571,0.9
GH,36,47.02,0.86465,1.1015,47.02,0.883758,1.194,late,large,none,platform_diagnostics,40.97,41.25000000000000000000000000,66.5,10.00,70.05524861878453038674033149,68.23076923076923076923076923,0.9
AARD,37,46.93,0.976115,1.9794,46.93,0.880573,1.1779,mid,micro,none,drug_developer,50,41.25000000000000000000000000,,54.08,76.00000000000000000000000000,71.70000000000000000000000000,0.7770741980775461712927961983
MAZE,38,46.54,0.921975,1.4185,46.54,0.877389,1.162,early,mid,none,drug_developer,50,41.25000000000000000000000000,66.5,50,73.14285714285714285714285714,59.60000000000000000000000000,0.7129807293825113966017405719
SIGA,39,46.46,0.753185,0.6845,46.46,0.874204,1.1465,late,small,none,commercial_pharma,30.32,41.25000000000000000000000000,,90.00,62.76243093922651933701657459,57.14285714285714285714285714,0.9
