ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.620219,0.5204,-0.4745,1.4546,,20,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,185,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170846,0.603825,0.5221,-0.4072,1.6263,,81,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,55,0.1
RNA,"Avidity Biosciences, Inc.",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.26489,0.625683,0.5203,-0.4967,1.3978,,173,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,85,0.1
ALMS,Alumis Inc.,4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,0.521,-0.441,1.5402,,142,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,7,0.1
PRAX,"Praxis Precision Medicines, Inc",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.249216,0.647541,0.5192,-0.5628,1.229,,112,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,80,0.1
IMVT,"Immunovant, Inc.",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.559561,0.691257,0.5101,-0.7137,0.8436,,20,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,179,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.27116,0.680328,0.5115,-0.671,0.9525,,80,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,87,0.1
PHVS,Pharvaris N.V.,8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.696721,0.51,-0.7348,0.7895,,51,specific_days,3,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,79,0.1
KURA,"Kura Oncology, Inc.",9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.18652,0.70765,0.5095,-0.7769,0.6821,,173,specific_days,3,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,60,0.1
CLYM,"Climb Bio, Inc.",10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.076803,0.674863,-0.74,-0.6614,0.9771,,51,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,25,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",11,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.092476,0.713115,0.5247,-0.7978,0.6287,,80,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,30,0.1
PEPG,PepGen Inc.,12,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.816614,0.980874,-0.162,-1.5377,-1.2613,,173,specific_days,3,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,261,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.81348,0.855191,-1.1772,-1.2845,-0.6144,,112,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,260,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.819749,0.920765,-1.1887,-1.4717,-1.0926,,112,specific_days,3,neutral,high_beta,M,tier_a_dev|sponsor_confirmed|runway_short|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,262,0.0646411489361702
