ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
TBPH,"Theravance Biopharma, Inc.",44,0.18,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.21134,,0,0.034161,1,0.965839,,0,no_upcoming,9,neutral,,S,cost_haircut_<=2000bps,clinical_score:+22.0;catalyst_score:-13.8;financial_score:-5.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 174773000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|none|pos,0.09789205095541402,,1.0015,0,1,1.4482,1.3413,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1103.1,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.012181,price_history,,1,1.0041,price_history,,-0.115617,,67.601,0.5264,-0.011891,-0.103726,late,small,none,drug_developer,morningstar,,,,0,0.9,51.38,41.25000000000000000000000000,55.5,90.00,77.000,50,75.916,1.3624,3.0,524,43,1.0,0.2848,0,1,0.0,0.9,0.5,respiratory,0.6892,highly_crowded,1.0,62,0.09789205095541402,0.78866,0.8018,47.75,0.905498,1.3135,2.425565,2.01195,0.0,0.0,0.40872,0.004895,0.0
HRTX,"Heron Therapeutics, Inc.",45,0.47,C,low_opt,C,low_opt,,0.245704,,0,0.083851,1,0.916149,463,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|cost_haircut_>2000bps,financial_score:-30.5;clinical_score:+24.9;smart_money_score:+7.2,tier=C;reason=low_opt;cat_days=463;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 27591000.0, ""cash_total"": 28647000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.459280200065239, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|far_271_540|pos,0.09756627906976745,,1.0015,0,1,1.393,1.2291,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,463,False,specific_days,-0.005929,price_history,,2,1.5914,price_history,,-0.209845,,44.047,0.4900,-0.011891,-0.197954,late,micro,sev1,drug_developer,morningstar,,,,0,0.8825897791353383458646616541,54.39,45.56250000000000000000000000,58.0,90.00,75.68862275449101796407185629,20.26102684849861155931649676,74.804,1.3154,3.0,463,16,1.0,0.0211,0,0,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,72,0.09756627906976745,0.754296,0.6881,27.65,0.575601,0.1907,2.243148,1.84365,0.0,0.0,0.39462,0.004878,0.0
VKTX,"Viking Therapeutics, Inc.",46,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.613402,,0,0.046584,1,0.953416,,0,no_upcoming,9,tailwind,deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-41.5;momentum_score:+24.2;clinical_score:+23.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 278685000.0, ""cash_total"": 165810000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.139673825286614, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 3}",mid|none|pos,0.05942571428571429,,0.2207,0,1,1.4482,1.3413,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=400bps,319.17,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.466099,price_history,,3,1.4654,price_history,,-0.301799,,65.5748,,-0.011891,-0.289908,mid,mid,sev2,drug_developer,morningstar,,,,0,0.7821440129449838187702265372,78.00,41.25000000000000000000000000,60.5,10.00,77.000,12.34027777777777777777777778,76.2507,1.3766,2.0,101,5,1.0,0.2416,1,0,0.0,0.4,0.55,metabolic,-0.4975,uncrowded,1.0,179,0.05942571428571429,0.386598,-0.2882,16.51,0.293814,-0.5423,1.757251,1.3413,0.0,0.0,0.41298,0.002971,0.0
TRVI,"Trevi Therapeutics, Inc.",47,0.73,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.609966,,0,0.040373,1,0.959627,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-21.0;financial_score:-16.4;clinical_score:+14.7,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 34458000.0, ""cash_total"": 194927000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 67.88333623541703, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|none|pos,0.05942571428571429,,0.2243,0,1,1.4482,1.3413,4,4,buying,0.3625,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,718.24,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.144449,price_history,,4,1.2592,price_history,,-0.121622,,67.5543,0.6685,-0.011891,-0.109731,mid,small,none,drug_developer,morningstar,,,,0,0.8441542319749216300940438871,75.65,41.25000000000000000000000000,71.5,44.05,77.000,45.89940828402366863905325444,75.9372,1.3633,2.0,164,6,1.0,0.3586,0,1,0.0,0.4,0.5,respiratory,-0.4975,uncrowded,1.0,178,0.05942571428571429,0.390034,-0.2792,50.21,0.953608,1.6809,1.753261,1.3413,0.0,0.0,0.40899,0.002971,0.0
ENTA,"Enanta Pharmaceuticals, Inc.",48,0.18,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.554983,,0,0.015528,1,0.984472,,0,no_upcoming,9,neutral,,S,cost_haircut_<=2000bps,clinical_score:+27.0;financial_score:-26.8;catalyst_score:-8.7,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 11699000.0, ""cash_total"": 37437000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 38.40020514573895, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,0.05942571428571429,,0.2371,0,1,1.4482,1.3413,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1593.49,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.103869,price_history,,1,1.1587,price_history,,-0.216953,,61.9156,0.5086,-0.011891,-0.205062,mid,small,none,drug_developer,morningstar,,,,0,0.7644271362456259171464047861,53.09,41.25000000000000000000000000,55.5,90.00,77.000,23.15450361604207758053911901,77.4538,1.4275,2.0,24,20,1.0,0.8816,1,1,0.0,0.8,0.55,infectious_disease,-0.4975,uncrowded,1.0,162,0.05942571428571429,0.445017,-0.1383,35.45,0.69244,0.5028,1.772521,1.3413,0.0,0.0,0.42825,0.002971,0.0
AARD,"Aardvark Therapeutics, Inc.",49,0.14,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.541237,,0,0.071429,1,0.928571,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_>2000bps,catalyst_score:-18.8;clinical_score:+15.7;financial_score:+13.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 37362000.0, ""cash_total"": 126350000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 40.581339328729726, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",mid|none|pos,0.05942571428571429,,-0.4171,60,1,1.3941,1.2313,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,0,,,series_too_short,,no_price_series,,0.9146,-0.011891,,mid,micro,none,drug_developer,morningstar,,,drawdown,1,0.7850644060332489265661125179,50,41.25000000000000000000000000,,63.10,75.71428571428571428571428572,73.03571428571428571428571429,75.7065,1.3536,2.0,60,4,1.0,0.847,1,2,0.0,0.4,0.55,metabolic,-0.4975,uncrowded,1.0,158,0.05942571428571429,0.458763,-0.1036,47.26,0.891753,1.2359,1.640351,1.2313,0.0,0.0,0.40608,0.002971,0.0
SLN,Silence Therapeutics Plc - Amer,50,0.07,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.59622,,0,0.108696,1,0.891304,,0,no_upcoming,9,headwind,,XS,momentum_headwind|cost_haircut_>2000bps,clinical_score:+21.7;momentum_score:-14.1;catalyst_score:-11.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 44984000.0, ""cash_total"": 102192000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.26089276187089, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 1}",mid|none|pos,0.05942571428571429,,0.2051,0,1,1.3264,1.0937,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.221727,price_history,,1,0.9031,price_history,,-0.200381,,55.4939,0.6409,-0.011891,-0.18849,mid,micro,none,drug_developer,morningstar,,,,0,0.7518393697341065762118393697,38.27,41.25000000000000000000000000,49.5,84.52,74.10714285714285714285714286,58.89285714285714285714285714,73.2225,1.2485,2.0,,7,1.0,0.0004,0,0,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,174,0.05942571428571429,0.40378,-0.2436,43.57,0.829897,0.9538,1.471221,1.0937,0.0,0.0,0.37455,0.002971,0.0
CTNM,"Contineum Therapeutics, Inc.",51,0.6,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.551546,,0,0.102484,1,0.897516,,0,no_upcoming,9,tailwind,drawdown_data_missing,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,catalyst_score:-23.2;smart_money_score:+15.5;clinical_score:+9.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 42270000.0, ""cash_total"": 182407000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.783392476934, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",mid|none|pos,0.05942571428571429,,0.2051,0,1,1.3264,1.0937,7,7,buying,1.5218,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1652.63,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.401915,price_history,,7,-0.2768,price_history,,,series_too_short,56.3337,0.783,-0.011891,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.7822243452849275036529167135,61.36,41.25000000000000000000000000,80.0,46.43,74.10714285714285714285714286,65.69230769230769230769230769,72.5225,1.2189,2.0,353,3,0.6667,0.0528,0,0,0.0,0.4,0.6,autoimmune,0.6892,highly_crowded,1.0,161,0.05942571428571429,0.448454,-0.1296,48.12,0.908935,1.3342,1.462341,1.0937,0.0,0.0,0.36567,0.002971,0.0
MBX,"MBX Biosciences, Inc.",52,0.73,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.572165,,0,0.127329,1,0.872671,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-22.7;smart_money_score:+21.1;momentum_score:-13.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 61648000.0, ""cash_total"": 391673000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 76.2405268621853, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|pos,0.05942571428571429,,0.1992,0,1,1.2587,0.9562,8,8,buying,1.9082,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,642.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.9974,-0.011891,,mid,small,none,drug_developer,morningstar,,,drawdown,1,0.7935514541387024608501118568,50,41.25000000000000000000000000,85,17.86,72.50000000000000000000000000,70.76923076923076923076923077,70.9831,1.1537,2.0,111,1,0.0,0.1891,0,0,0.0,0.4,0.55,metabolic,0.2145,moderate,1.0,167,0.05942571428571429,0.427835,-0.1819,46.11,0.864261,1.0997,1.305281,0.9562,0.0,0.0,0.34611,0.002971,0.0
SPRY,"ARS Pharmaceuticals, Inc.",53,0.73,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.603093,,0,0.139752,1,0.860248,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-16.3;clinical_score:+13.9;momentum_score:+9.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 127381000.0, ""cash_total"": 288209000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.150893775366814, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|pos,0.05942571428571429,,0.1961,0,1,1.2136,0.8644,6,6,selling,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,859.01,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.009312,price_history,,6,1.2547,price_history,,-0.058319,,60.9058,0.7229,-0.011891,-0.046428,mid,small,none,drug_developer,morningstar,,,,0,0.7939737403209516328133767254,66.52,41.25000000000000000000000000,53.0,22.62,71.42857142857142857142857143,55.53846153846153846153846154,70.1939,1.1204,2.0,,3,0.6667,0.0,0,0,0.0,0.4,0.5,respiratory,-0.4975,uncrowded,1.0,176,0.05942571428571429,0.396907,-0.2614,46.57,0.878007,1.1651,1.203491,0.8644,0.0,0.0,0.33612,0.002971,0.0
OCUL,"Ocular Therapeutix, Inc.",54,0.73,C,low_opt,C,low_opt,,0.957045,,0,0.189441,1,0.810559,128,0,specific_days,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-23.6;momentum_score:+11.7;financial_score:+8.6,tier=C;reason=low_opt;cat_days=128;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 204883000.0, ""cash_total"": 737060000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.169613877188446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|near_91_180|pos,-0.01150522641509434,,0.9823,0,1,1.0299,0.491,5,5,buying,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=1000bps,442.9,0.85,1,0,1.0,0,1.0,0,128,False,specific_days,0.563758,price_history,,5,1.0659,price_history,,-0.228728,,70.0493,0.7517,-0.011891,-0.216837,late,small,none,drug_developer,morningstar,,,,0,0.9,80.82,45.56250000000000000000000000,74.5,67.22,67.06586826347305389221556886,77.75000000000000000000000000,65.9478,0.9407,3.0,642,37,1.0,0.3135,0,0,0.0,0.4,0.55,ophthalmology,-0.4975,uncrowded,1.0,279,-0.01150522641509434,0.042955,-1.7174,51.32,0.967354,1.8433,1.018135,0.7365,0.0,0.0,0.28221,-0.000575,0.0
KYMR,"Kymera Therapeutics, Inc.",55,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.568729,,0,0.164596,1,0.835404,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-25.3;smart_money_score:+16.5;clinical_score:+13.7,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 232891000.0, ""cash_total"": 357011000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.39543820929104, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",mid|none|pos,0.05942571428571429,,0.1899,0,1,1.0783,0.5893,5,5,buying,0.7489,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,334.94,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.007683,price_history,,5,1.6505,price_history,,-0.08146,,63.6346,0.8541,-0.011891,-0.069569,mid,mid,none,drug_developer,morningstar,,,,0,0.8204026819484240687679083095,62.95,41.25000000000000000000000000,71.0,10.00,68.21428571428571428571428572,29.24716553287981859410430840,67.3296,0.9992,2.0,440,6,1.0,0.163,0,0,0.0,0.4,0.95,oncology,0.6892,crowded,1.0,166,0.05942571428571429,0.431271,-0.1731,40.07,0.754296,0.6881,0.892031,0.5893,0.0,0.0,0.29976,0.002971,0.0
PCVX,"Vaxcyte, Inc.",56,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.575601,,0,0.177019,1,0.822981,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+23.3;catalyst_score:-20.4;momentum_score:-6.7,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 655577000.0, ""cash_total"": 1560959000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.57255211821037, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|pos,0.05942571428571429,,-1.0862,395,1,1.0332,0.4976,8,8,buying,1.9082,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,341.6,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.190952,price_history,,8,0.9787,price_history,,-0.013034,,62.7901,0.4931,-0.011891,-0.001143,mid,mid,none,drug_developer,morningstar,,,,0,0.7964069313747991737434014230,55.00,41.25000000000000000000000000,85,10.00,67.14285714285714285714285714,60.07142857142857142857142857,65.6274,0.9272,2.0,395,2,0.3333,0.0372,0,0,0.0,0.3,0.5,other,-3.5832,uncrowded,1.0,168,0.05942571428571429,0.424399,-0.1907,48.68,0.915808,1.3774,0.778731,0.4976,0.0,0.0,0.27816,0.002971,0.0
QURE,uniQure N.V.,57,0.73,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.585911,,0,0.23913,1,0.76087,,0,no_upcoming,9,tailwind,high_vol|high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,catalyst_score:-30.1;momentum_score:+17.3;smart_money_score:+11.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 100394000.0, ""cash_total"": 597056000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 71.36553977329322, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|none|pos,0.05942571428571429,,0.1849,0,1,0.8978,0.2225,9,9,buying,2.2946,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,501.73,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.485394,price_history,,9,2.0086,price_history,,-0.21516,,62.0595,1.3016,-0.011891,-0.203269,mid,small,none,drug_developer,morningstar,,,,0,0.8014266472106858233247278033,88.61,41.25000000000000000000000000,83.0,53.57,63.92857142857142857142857143,80.0,62.9142,0.8124,2.0,,11,1.0,0.0005,0,0,0.0,0.3,0.75,rare_disease,-0.4975,uncrowded,1.0,171,0.05942571428571429,0.414089,-0.217,36.65,0.699313,0.5224,0.469191,0.2225,0.0,0.0,0.24372,0.002971,0.0
PGEN,"Precigen, Inc.",58,0.22,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.579038,,0,0.257764,1,0.742236,,0,no_upcoming,9,neutral,high_beta,S,high_risk,financial_score:-36.1;clinical_score:+19.0;smart_money_score:+11.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|pos,0.05942571428571429,,0.1846,0,1,0.8527,0.1308,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.131579,price_history,,1,2.007,price_history,,-0.106383,,54.8622,0.8424,-0.011891,-0.094492,mid,small,sev1,drug_developer,morningstar,,,,0,0.7519335142469470827679782904,51.97,41.25000000000000000000000000,55.5,34.52,62.85714285714285714285714286,7.822485207100591715976331357,62.5481,0.7969,2.0,1283,7,1.0,0.3153,1,0,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,169,0.05942571428571429,0.420962,-0.1994,21.12,0.445017,-0.1383,0.372841,0.1308,0.0,0.0,0.23907,0.002971,0.0
MAZE,"Maze Therapeutics, Inc.",59,0.73,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.506873,,0,0.096273,1,0.903727,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-18.3;clinical_score:+14.9;momentum_score:-9.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 84210000.0, ""cash_total"": 383935000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.71107944424653, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.07960697368421052,,-0.3658,0,1,1.3413,1.124,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,700.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5761,-0.011891,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7230626691651051426191963356,50,41.25000000000000000000000000,66.5,50,74.46153846153846153846153846,65.69230769230769230769230769,73.646,1.2664,1.0,,1,0.0,0.0,0,0,0.0,0.6,0.5,other,-0.4975,uncrowded,1.0,148,0.07960697368421052,0.493127,-0.0172,49.00,0.93299,1.4984,0.3839,0.0,0.0,0.0,0.37992,0.00398,0.0
VYGR,"Voyager Therapeutics, Inc.",60,0.14,C,low_opt,C,low_opt,,0.537801,,0,0.065217,1,0.934783,157,0,specific_days,9,neutral,,S,cost_haircut_>2000bps,clinical_score:+19.5;catalyst_score:-11.2;smart_money_score:-7.3,tier=C;reason=low_opt;cat_days=157;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102204000.0, ""cash_total"": 208930000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.530938123752495, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|near_91_180|pos,0.07960697368421052,,-0.3521,0,1,1.419,1.2821,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,157,False,specific_days,-0.090582,price_history,,1,1.3701,price_history,,-0.144834,,64.0826,0.56,-0.011891,-0.132943,early,micro,none,drug_developer,morningstar,,,,0,0.8078380536626916524701873935,51.03,45.56250000000000000000000000,49.5,71.74,76.30769230769230769230769231,61.63076923076923076923076923,74.723,1.312,1.0,96,5,1.0,0.1799,0,0,0.0,0.4,0.6,cns,0.6892,highly_crowded,1.0,157,0.07960697368421052,0.462199,-0.0949,54.21,0.991409,2.3828,0.39758,0.0,0.0,0.0,0.3936,0.00398,0.0
