ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
MLYS,"Mineralys Therapeutics, Inc.",42,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.835907,,0,0.5,1,0.5,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+27.1;catalyst_score:-11.7;financial_score:-11.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 104528000.0, ""cash_total"": 217597000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.9805219654064, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",mid|none|nonpos,-0.019119375,,-0.71,306,1,0.2481,-1.2064,7,7,buying,1.5858,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,521.81,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,7,,,series_too_short,,no_price_series,,0.6287,-0.245036,,mid,mid,none,drug_developer,morningstar,,,drawdown,1,0.7444887439511887229118451504,50,41.25000000000000000000000000,80.0,50,51.83673469387755102040816327,41.65532879818594104308390023,51.3277,0.3149,2.0,306,1,0.0,0.0781,0,0,0.0,0.4,0.85,cardiovascular,0.7214,highly_crowded,1.0,217,-0.019119375,0.164093,-0.9778,35.56,0.716216,0.5716
ACLX,"Arcellx, Inc.",43,1.02,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.604247,,0,0.507752,1,0.492248,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+29.7;financial_score:-21.2;catalyst_score:-9.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 152083000.0, ""cash_total"": 461383000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.40509458650868, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",early|none|nonpos,0.00777088622754491,,-1.3157,1063,1,0.2181,-1.277,7,7,buying,1.5858,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,207.9,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,7,,,series_too_short,,no_price_series,,0.5575,-0.245036,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7895967331748164995347875530,50,41.25000000000000000000000000,80.0,50,51.12500000000000000000000000,29.06250000000000000000000000,50.1585,0.2654,1.0,1063,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,157,0.00777088622754491,0.395753,-0.2644,37.28,0.758687,0.7021
ARTV,"Artiva Biotherapeutics, Inc.",44,0.43,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.611969,,0,0.531008,1,0.468992,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+12.5;financial_score:-10.5;catalyst_score:-6.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 62025000.0, ""cash_total"": 122968000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.790665054413545, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",early|none|nonpos,0.00777088622754491,,-1.3179,1030,1,0.1391,-1.4627,2,2,neutral,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1301.68,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,,no_price_series,,,-0.245036,,early,micro,sev1,drug_developer,morningstar,,,drawdown,1,0.7283977505112474437627811861,50,41.25000000000000000000000000,60.0,50,49.25173611111111111111111111,37.06250000000000000000000000,48.2852,0.1862,1.0,1030,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,159,0.00777088622754491,0.388031,-0.2845,24.11,0.515444,0.0387
AURA,"Aura Biosciences, Inc.",45,0.17,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.801158,,0,0.585271,1,0.414729,,0,no_upcoming,9,neutral,drawdown_data_missing,S,sponsor_confirmed|runway_short|cost_haircut_>2000bps,financial_score:-24.3;smart_money_score:+11.3;momentum_score:+9.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64273000.0, ""cash_total"": 47553000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.878315933595756, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",mid|none|nonpos,-0.019119375,,-0.7584,899,1,-0.0828,-1.9842,2,2,selling,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:insufficient_overlap,2,,,insufficient_overlap,,series_too_short,,0.5411,-0.245036,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7895258611262985237834882449,50,41.25000000000000000000000000,52.0,62.12,43.99324355592577166921190245,16.48803739182747929103614235,42.3268,-0.0659,2.0,899,3,0.6667,0.0006,0,0,0.0,0.3,0.55,ophthalmology,0.7214,highly_crowded,1.0,208,-0.019119375,0.198842,-0.8458,11.74,0.094595,-1.313
ALDX,"Aldeyra Therapeutics, Inc.",46,0.21,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.03668,,0,0.375969,1,0.624031,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,momentum_score:-11.3;catalyst_score:-9.9;smart_money_score:+9.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 28046337.0, ""cash_total"": 75297339.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.71376390435585, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|nonpos,0.06322867924528303,,0.2844,74,1,0.5792,-0.4282,2,2,buying,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1320.43,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.114639,price_history,,2,1.2844,price_history,,-0.39798,,53.1275,,-0.245036,-0.152944,late,small,none,drug_developer,morningstar,,,,0,0.8050256937307297019527235355,39.86,41.25000000000000000000000000,61.0,90.00,59.68503937007874015748031496,54.11764705882352941176470588,60.3678,0.6972,3.0,119,14,1.0,1.9486,2,3,0.0,0.8,0.55,ophthalmology,0.2472,moderate,1.0,10,0.06322867924528303,0.96332,1.7906,30.61,0.61583,0.2945
CABA,"Cabaletta Bio, Inc.",47,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.635135,,0,0.562016,1,0.437984,,0,no_upcoming,9,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+29.1;financial_score:-21.1;catalyst_score:-13.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 95737000.0, ""cash_total"": 159931000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 19.747412178708867, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 3}",early|none|nonpos,0.00777088622754491,,-1.3201,2614,1,0.0452,-1.6833,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,998.61,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.674933,price_history,,3,0.8121,price_history,,-0.18038,,50.8005,1.3399,-0.245036,0.064656,early,small,sev1,drug_developer,morningstar,,,,0,0.7216161407139161924469736161,83.37,41.25000000000000000000000000,66.5,50,47.02777777777777777777777778,33.14422530638746854963071180,45.3613,0.0625,1.0,2614,1,0.0,0.0,0,0,0.0,0.3,0.5,other,0.7214,highly_crowded,1.0,165,0.00777088622754491,0.364865,-0.3455,23.93,0.507722,0.0194
PYXS,"Pyxis Oncology, Inc.",48,0.17,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.739382,,0,0.569767,1,0.430233,,0,no_upcoming,9,neutral,high_vol|drawdown_data_missing,S,sponsor_confirmed|high_risk|cost_haircut_>2000bps,smart_money_score:+19.5;financial_score:-15.3;catalyst_score:-5.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 53075000.0, ""cash_total"": 76256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.24111163447951, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",early|none|nonpos,0.00777088622754491,,-1.3221,694,1,-0.0166,-1.8286,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:insufficient_overlap,3,,,insufficient_overlap,,series_too_short,37.5585,1.6279,-0.245036,,early,micro,sev1,drug_developer,morningstar,,,drawdown,1,0.7135883797054009819967266776,50,41.25000000000000000000000000,66.5,50,45.56250000000000000000000000,31.67361111111111111111111111,44.596,0.0301,1.0,694,2,0.3333,0.0008,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,192,0.00777088622754491,0.260618,-0.6414,22.73,0.492278,-0.0194
CCCC,"C4 Therapeutics, Inc.",49,0.43,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.642857,,0,0.484496,1,0.515504,,0,no_upcoming,9,tailwind,,M,sponsor_confirmed|momentum_tailwind|runway_short|cost_haircut_<=2000bps,financial_score:-35.8;smart_money_score:+19.4;momentum_score:+17.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 98694000.0, ""cash_total"": 74603000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 9.070824974162564, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 3}",early|none|nonpos,0.00777088622754491,,-1.3135,1517,1,0.2655,-1.1654,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1461.59,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.114893,price_history,,3,0.6587,price_history,,-0.105941,,50.3098,0.7106,-0.245036,0.139095,early,micro,sev2,drug_developer,morningstar,,,,0,0.7136736582356570018507094386,64.11,41.25000000000000000000000000,66.5,50,52.25000000000000000000000000,11.25000000000000000000000000,51.2835,0.313,1.0,1517,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,167,0.00777088622754491,0.357143,-0.3661,13.31,0.148649,-1.0422
NRIX,"Nurix Therapeutics, Inc.",50,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.704633,,0,0.453488,1,0.546512,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-37.3;momentum_score:+18.4;clinical_score:+11.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 249465000.0, ""cash_total"": 246960000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.879502134567975, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 4}",early|none|nonpos,0.00777088622754491,,-1.2969,550,1,0.3288,-1.0167,4,4,selling,0.4201,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,674.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.047365,price_history,,4,0.7715,price_history,,-0.322304,,61.7364,0.7197,-0.245036,-0.077268,early,small,sev2,drug_developer,morningstar,,,,0,0.7697641380049287474552662595,60.72,41.25000000000000000000000000,51.0,20.21,53.75000000000000000000000000,5,52.7835,0.3764,1.0,550,3,0.6667,0.0026,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,183,0.00777088622754491,0.295367,-0.5378,13.98,0.167954,-0.9623
CHRS,"Coherus Oncology, Inc.",51,0.43,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.090734,,0,0.445736,1,0.554264,,0,no_upcoming,9,tailwind,,M,momentum_tailwind|cost_haircut_<=2000bps,catalyst_score:-15.0;financial_score:+11.5;momentum_score:+6.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|none|nonpos,0.06322867924528303,,0.9245,0,1,0.3301,-1.0138,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.282178,price_history,,1,0.6857,price_history,,-0.167368,,62.0628,0.9928,-0.245036,0.077668,late,micro,none,drug_developer,morningstar,,,,0,0.7801383355467020805666223993,63.03,41.25000000000000000000000000,55.5,86.04,53.77952755905511811023622047,67.71653543307086614173228346,53.163,0.3925,3.0,,8,1.0,0.001,0,0,0.0,0.3,0.95,oncology,-0.4642,uncrowded,1.0,24,0.06322867924528303,0.909266,1.3363,30.05,0.608108,0.2744
BCAX,Bicara Therapeutics Inc.,52,0.43,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.619691,,0,0.430233,1,0.569767,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-16.1;smart_money_score:+14.2;financial_score:+11.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.00777088622754491,,-1.2942,1882,1,0.3921,-0.868,4,4,buying,0.4201,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.245036,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7169584019769357495881383855,50,41.25000000000000000000000000,71.5,50,55.25000000000000000000000000,68.64864864864864864864864865,54.2835,0.4399,1.0,1882,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,161,0.00777088622754491,0.380309,-0.3047,41.05,0.816602,0.9025
TCRX,"TScan Therapeutics, Inc.",53,0.17,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.758687,,0,0.468992,1,0.531008,,0,no_upcoming,9,headwind,drawdown_data_missing,S,sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,financial_score:-18.4;smart_money_score:+16.1;clinical_score:+8.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 103317000.0, ""cash_total"": 184453000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.003529947620134, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 2}",early|none|nonpos,0.00777088622754491,,-1.4109,,0,0.2972,-1.0911,2,2,buying,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.165122,price_history,,2,0.5994,price_history,,,series_too_short,57.2445,,-0.245036,,early,micro,sev1,drug_developer,morningstar,,,drawdown,1,0.7071627045384377894411855511,42.78,41.25000000000000000000000000,61.0,50,53.00000000000000000000000000,26.50694444444444444444444444,51.196,0.3093,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.55,infectious_disease,0.7214,highly_crowded,1.0,197,0.00777088622754491,0.241313,-0.7021,20.90,0.426641,-0.1849
NTLA,"Intellia Therapeutics, Inc.",54,0.52,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.708494,,0,0.391473,1,0.608527,,0,no_upcoming,9,tailwind,high_vol,M,momentum_tailwind|high_risk,financial_score:-19.8;momentum_score:+15.8;catalyst_score:-8.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 325451000.0, ""cash_total"": 511044000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.843168403231207, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.00777088622754491,,-1.2183,258,1,0.5187,-0.5705,1,1,neutral,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,404.59,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.201501,price_history,,1,1.3091,price_history,,-0.233624,,50.2517,1.2984,-0.245036,0.011412,early,small,sev1,drug_developer,morningstar,,,,0,0.7159817824241796915433184970,65.90,41.25000000000000000000000000,55.0,87.50,58.25000000000000000000000000,30.29056083110137164191218245,57.2835,0.5668,1.0,258,2,0.3333,0.0291,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,184,0.00777088622754491,0.291506,-0.549,30.29,0.611969,0.2845
NMRA,"Neumora Therapeutics, Inc.",55,0.11,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.843629,,0,0.437984,1,0.562016,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_<=2000bps,financial_score:-23.9;smart_money_score:+10.8;clinical_score:+10.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 158485000.0, ""cash_total"": 171525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.473010064043915, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|nonpos,-0.019119375,,-0.5352,154,1,0.3514,-0.9636,1,1,neutral,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1324.22,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.9459,-0.245036,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7044120718462823725981620718,50,41.25000000000000000000000000,55.0,50,54.28571428571428571428571428,20.31236984589754269054560599,53.2765,0.3973,2.0,154,1,0.0,0.2771,0,1,0.0,0.4,0.5,other,0.7214,highly_crowded,1.0,219,-0.019119375,0.156371,-1.0095,15.46,0.225869,-0.7525
QURE,uniQure N.V.,56,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.84749,,0,0.337209,1,0.662791,,0,no_upcoming,9,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,catalyst_score:-22.8;smart_money_score:+18.9;financial_score:+12.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 100394000.0, ""cash_total"": 597056000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 71.36553977329322, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|none|nonpos,-0.019119375,,0.4313,0,1,0.6614,-0.2351,9,9,buying,2.363,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,501.73,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.166039,price_history,,9,1.0174,price_history,,-0.304717,,66.5341,1.3016,-0.245036,-0.059681,mid,small,none,drug_developer,morningstar,,,,0,0.7944704975781594011448701013,57.49,41.25000000000000000000000000,83.0,56.06,61.63265306122448979591836734,76.93877551020408163265306122,61.0162,0.7246,2.0,,7,1.0,0.0,0,0,0.0,0.3,0.75,rare_disease,-0.4642,uncrowded,1.0,220,-0.019119375,0.15251,-1.0257,35.50,0.708494,0.549
OABI,"OmniAb, Inc.",57,0.08,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.712355,,0,0.399225,1,0.600775,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_>2000bps,financial_score:-33.4;clinical_score:+19.1;momentum_score:+11.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 30781000.0, ""cash_total"": 28537000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.125174620707579, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.00777088622754491,,-1.391,,0,0.487,-0.6449,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:insufficient_overlap,0,,,insufficient_overlap,,series_too_short,63.3284,0.5798,-0.245036,,early,micro,sev2,drug_developer,morningstar,,,drawdown,1,0.7666966803278688524590163934,50,41.25000000000000000000000000,,50,57.50000000000000000000000000,5,56.046,0.5144,0.0,,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.5982,uncrowded,1.0,185,0.00777088622754491,0.287645,-0.5603,13.60,0.160232,-0.9935
ERAS,"Erasca, Inc.",58,0.31,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.662162,,0,0.321705,1,0.678295,,0,no_upcoming,9,headwind,high_vol|drawdown_data_missing,S,sponsor_confirmed|momentum_headwind|high_risk,smart_money_score:+15.1;financial_score:-11.6;clinical_score:+11.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 73744000.0, ""cash_total"": 288400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.92991972228249, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",early|none|nonpos,0.00777088622754491,,-1.2639,538,1,0.7085,-0.1243,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,374.33,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.009949,price_history,,3,0.4314,price_history,,,series_too_short,52.2115,1.2457,-0.245036,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7559645112127150010886131069,46.71,41.25000000000000000000000000,66.5,14.79,62.75000000000000000000000000,39.84027777777777777777777778,61.7835,0.7571,1.0,538,3,0.6667,0.0028,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,172,0.00777088622754491,0.337838,-0.4184,37.96,0.77027,0.7397
