ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
TENX,143,29.86,0.561321,0.1543,29.89,0.551887,0.1304,late,micro,none,drug_developer,91.49,48.49505600000000000000000000,47.97656976768573060164332060,63.57,32.48665114907481368869191281,57.02030456852791878172588833,0.8372972182654261576301999786,0.392857,0.607143,v1.3.0,96f655ee,1,,1,1,buying,153,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1896.04,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,1,0.53,153,False,specific_days,0.6811,1,,-0.233169,,,-0.023106,-0.210063,morningstar,,,9,0.561321,-0.378951,1.641019,0,0,0,0,0,0,,,32.48665114907481368869191281,0,1.0,0,
CRVS,277,13.62,0.127358,-1.139,13.62,0.130503,-1.124,late,small,none,drug_developer,96.55,42.53634177777777777777777778,59.45205458823811020614488812,54.23,31.94851709654976938339045066,14.74413226962654642155162447,0.8003740785564968643415117175,0.387363,0.612637,v1.3.0,96f655ee,1,,3,3,buying,1,1,specific_days,near,adequate,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,377.62,1.0,0,1.0,0,0,A,high_opt+catalyst_near,2,0.75,1,True,specific_days,2.3297,3,,-0.374,,26.8,-0.023106,-0.350894,morningstar,,,9,0.127358,-0.402203,1.584298,0,0,0,0,0,0,,,31.94851709654976938339045066,0,1.0,0,
RNA,285,12.91,0.080189,-1.4038,12.89,0.105346,-1.2517,late,large,sev2,drug_developer,46.72,50.300,85,21.54,30.87912024988476327083351227,5,0.8704816954581855622926438623,0.376374,0.623626,v1.3.0,96f655ee,1,,11,11,buying,153,0,specific_days,mid,short,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,1.0,<=400bps,0,240.41,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,3,0.75,153,False,specific_days,-0.0456,11,1.1040,-0.0037,,59.4595,-0.023106,0.019406,morningstar,,,9,0.080189,-0.448408,1.471581,0,0,0,0,0,0,,,30.87912024988476327083351227,0,1.0,0,
IRON,114,34.73,0.61478,0.2918,34.76,0.627358,0.3249,late,mid,none,drug_developer,40.01,41.09142044444444444444444444,85,40.82,30.34785745574480146357803603,58.89830508474576271186440678,0.8854555061179087875417130145,0.365385,0.634615,v1.3.0,96f655ee,1,,8,8,buying,3,1,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,471.73,1.0,0,1.0,0,0,A,high_opt+catalyst_near,4,0.64,3,True,specific_days,-0.1388,8,,-0.141539,,,-0.023106,-0.118433,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.61478,-0.471363,1.415585,0,0,0,0,0,0,,,30.34785745574480146357803603,0,1.0,0,
PVLA,180,24.37,0.43239,-0.1703,24.38,0.435535,-0.1623,late,small,none,drug_developer,50.22,50.870,78.97101293370077358016246148,33.43,29.29220312584996034711306942,18.95804267673847972148353695,0.8462179740716326082179740716,0.35989,0.64011,v1.3.0,96f655ee,1,,4,4,buying,3,1,specific_days,near,adequate,neutral,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.64,3,True,specific_days,0.0030,4,,-0.278353,,,-0.023106,-0.255247,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.43239,-0.516974,1.304316,0,0,0,0,0,0,,,29.29220312584996034711306942,0,1.0,0,
NMRA,311,7.22,0.023585,-1.9848,7.22,0.023585,-1.9848,late,small,sev2,drug_developer,30.52,46.13523377777777777777777778,37.74703208643696493508753390,73.78,28.76781159009508103790357907,7.626893282460400046248121166,0.7851789693440281287770574662,0.354396,0.645604,v1.3.0,96f655ee,1,,1,1,neutral,4,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,0.7,<=2000bps,1,1854.56,1.0,0,1.0,0,0,A,high_opt+catalyst_near,6,0.08,4,True,specific_days,-0.2563,1,,-0.294702,,,-0.023106,-0.271596,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.023585,-0.539632,1.249044,0,0,0,0,0,0,,,28.76781159009508103790357907,0,1.0,0,
SRRK,202,20.77,0.281447,-0.5785,20.77,0.363208,-0.3499,late,mid,sev1,drug_developer,59.95,40.86518044444444444444444444,75.01166813530316768545263960,43.86,28.24571047380189589470941734,11.65492036132656644003957994,0.8740289089490694305137635128,0.343407,0.656593,v1.3.0,96f655ee,1,,7,7,buying,124,0,specific_days,mid,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,391.21,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,7,0.75,124,False,specific_days,0.1382,7,,-0.080193,,,-0.023106,-0.057087,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.281447,-0.56219,1.194013,0,0,0,0,0,0,,,28.24571047380189589470941734,0,1.0,0,
PRAX,310,7.41,0.033019,-1.8382,7.41,0.02673,-1.9312,late,mid,sev2,drug_developer,96.55,48.93552044444444444444444444,79.97236165046954203688422752,40.24,27.72589977697040491753058426,5,0.7967933810375670840787119857,0.337912,0.662088,v1.3.0,96f655ee,1,,8,8,buying,55,1,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,209.08,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.75,55,True,specific_days,1.8917,8,,-0.030363,,,-0.023106,-0.007257,morningstar,,,9,0.033019,-0.58465,1.139223,0,0,0,0,0,0,,,27.72589977697040491753058426,0,1.0,0,
ALLO,225,18.60,0.416667,-0.2104,18.60,0.294025,-0.5417,mid,small,none,drug_developer,51.15,50.042,,76.45,28.71074380165289256198347107,49.22765637645970632443057002,0.7487847028654253539971011261,0.348901,0.651099,v1.3.0,96f655ee,1,,0,0,neutral,1,1,specific_days,near,adequate,neutral,deep_drawdown_rel_xbi,M,tier_a_dev|cost_haircut_<=2000bps,0.7,<=2000bps,1,1177.86,1.0,0,1.0,0,0,A,high_opt+catalyst_near,9,0.32,1,True,specific_days,0.0160,0,,-0.3226,,36.7,-0.023106,-0.299494,morningstar,,,9,0.416667,-0.542098,1.243029,0,0,0,0,0,0,,,28.71074380165289256198347107,0,1.0,0,
PHVS,215,19.56,0.259434,-0.6451,19.56,0.325472,-0.4525,late,small,none,drug_developer,49.60,48.70918400000000000000000000,85,38.49,24.40295922194450886249180460,5,0.8161019367545683335157019368,0.293956,0.706044,v1.3.0,96f655ee,1,,9,9,buying,4,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,0.7,<=2000bps,1,1059.54,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.53,4,True,specific_days,-0.0056,9,,-0.054316,,,-0.023106,-0.03121,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.259434,-0.728225,0.788977,0,0,0,0,0,0,,,24.40295922194450886249180460,0,1.0,0,
ALMS,307,8.56,0.042453,-1.7229,8.56,0.039308,-1.7588,late,mid,sev2,drug_developer,96.55,49.28160000000000000000000000,82.31026763105119685261048067,40.27,23.15067238126322359361087491,5,0.8151925438106931577184953678,0.277473,0.722527,v1.3.0,96f655ee,1,,7,7,buying,62,0,specific_days,near,short,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,1.0,<=400bps,0,365.09,1.0,0,1.0,0,0,A,high_opt+catalyst_near,11,0.75,62,False,specific_days,3.9195,7,,-0.033208,,,-0.023106,-0.010102,morningstar,,,9,0.042453,-0.782332,0.656983,0,0,0,0,0,0,,,23.15067238126322359361087491,0,1.0,0,
PRTA,194,22.29,0.378931,-0.3083,22.34,0.397799,-0.259,late,small,none,drug_developer,33.29,16.44454400000000000000000000,51.43007842591957989575356642,82.73,21.66682413300465814058022052,47.05944168240387456481802649,0.8531091828879357747718024854,0.260989,0.739011,v1.3.0,96f655ee,1,,2,2,neutral,25,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1349.39,1.0,0,1.0,0,0,A,high_opt+catalyst_near,12,0.32,25,True,specific_days,-0.2199,2,,-0.2784,,29.5,-0.023106,-0.255294,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.378931,-0.846445,0.500581,0,0,0,0,0,0,,,21.66682413300465814058022052,0,1.0,0,
ACLX,172,25.77,0.448113,-0.1304,25.77,0.460692,-0.0987,mid,mid,none,drug_developer,24.76,49.31744400000000000000000000,85,35.28,23.22314049586776859504132231,30.31364554637281910009182736,0.8468136333259077745600356427,0.282967,0.717033,v1.3.0,96f655ee,1,,7,7,buying,0,1,blended_window,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,1.0,<=400bps,0,376.67,1.0,0,1.0,0,0,A,high_opt+catalyst_window,13,0.75,0,True,blended_window,-0.3340,7,,-0.255386,,,-0.023106,-0.23228,morningstar,,,9,0.448113,-0.779201,0.664621,0,0,0,0,0,0,,,23.22314049586776859504132231,0,1.0,0,
