ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
TKNO,"Alpha Teknova, Inc.",103,0.17,C,low_quality+no_catalyst_data,,,C,0.840611,0.334615,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_>2000bps,clinical_score:-16.6;catalyst_score:+11.6;momentum_score:+11.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 8184000.0, ""cash_total"": 22116000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 32.42815249266862, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.06969944897959185,41.872,-1.4537,,0,-1.0596,1.0964,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,0,,,series_too_short,,no_price_series,,0.5979,,,early,micro,sev1,commercial_pharma,morningstar,,,drawdown,1,0.6804534095591264936135146271,50,50,,50,21.80444444444444444444444444,31.93777777777777777777777778,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,193,0.06969944897959185,0.159389,-0.997,13.67,0.155022,-1.0151
STOK,"Stoke Therapeutics, Inc.",104,0.9,C,low_quality+no_catalyst_data,,,C,0.827511,0.326923,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+32.0;clinical_score:-26.1;financial_score:-13.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 83394000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",early|none|nonpos,0.06969944897959185,41.48,-1.4537,,0,-0.9897,0.9967,6,6,buying,1.2913,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,603.91,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.201797,price_history,,6,1.6803,price_history,,,series_too_short,50.3504,0.7422,,,early,mid,sev1,commercial_biotech,morningstar,,,drawdown,1,0.6916981279251170046801872075,53.88,50,80.0,43.92,21.80444444444444444444444444,34.07111111111111111111111111,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,190,0.06969944897959185,0.172489,-0.9444,19.65,0.377729,-0.3115
EBS,Emergent BioSolutions Inc.,105,0.44,B,high_quality+no_catalyst_data,,,B,0.189956,0.973077,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,M,momentum_tailwind|cost_haircut_<=2000bps,catalyst_score:-19.4;clinical_score:+11.9;financial_score:+8.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 245500000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",late|none|pos,0.1,74.161346,1.1854,0,1,1.1307,-0.6847,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1186.43,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.252576,price_history,,1,1.0898,price_history,,,series_too_short,51.6581,1.0204,,,late,small,none,commercial_pharma,morningstar,,,drawdown,1,0.9,64.87,41.25000000000000000000000000,55.5,85.81,72.64150943396226415094339623,69.23076923076923076923076923,72.3368,1.226,3.0,128,41,1.0,0.8512,0,2,0.0,0.6,0.55,infectious_disease,0.8198,highly_crowded,1.0,44,0.1,0.810044,0.8781,53.23,0.984716,2.1627
RIGL,"Rigel Pharmaceuticals, Inc.",106,0.27,C,mod_quality+no_catalyst_data,,,C,0.412664,0.811538,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,S,momentum_headwind,catalyst_score:-8.9;financial_score:+6.8;momentum_score:-5.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 137143000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|pos,0.1,62.604885,0.9402,0,1,0.3993,-0.4166,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,815.97,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.036443,price_history,,1,1.188,price_history,,,series_too_short,42.0895,0.9981,,,late,small,none,commercial_biotech,morningstar,,,drawdown,1,0.8465731419904328549760821374,44.23,41.25000000000000000000000000,55.5,80.41,52.83018867924528301886792453,56.92307692307692307692307692,53.3844,0.4134,3.0,63,13,1.0,0.8907,1,1,0.0,0.8,0.6,autoimmune,-0.1499,uncrowded,1.0,95,0.1,0.587336,0.2207,40.91,0.827511,0.9444
TEM,"Tempus AI, Inc.",107,1.06,C,low_quality,,,C,0.543668,0.55,1,,0,,822,0,specific_days,9,neutral,drawdown_data_missing,L,catalyst_far_lift|sponsor_confirmed,catalyst_score:-11.6;smart_money_score:+8.8;momentum_score:-7.2,tier=;reason=;cat_days=822;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|far_271_540|nonpos,0.0930939801980198,48.134786,1.1705,0,1,,-0.0,4,4,buying,0.4878,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,822,False,specific_days,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.5816,,,late,mid,none,platform_services,morningstar,,,drawdown,1,0.8459278417173154015259278417,50,45.56250000000000000000000000,66.0,29.38,62.45283018867924528301886793,61.89285714285714285714285714,62.9263,0.8225,3.0,549,132,1.0,0.1848,1,0,0.0,0.8,0.95,oncology,-0.1499,uncrowded,1.0,125,0.0930939801980198,0.456332,-0.1097,38.46,0.783843,0.7852
CDNA,"CareDx, Inc.",108,0.9,C,mod_quality+no_catalyst_data,,,C,0.124454,0.688462,1,,0,,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-14.5;momentum_score:+8.7;clinical_score:+6.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 177208000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",late|none|nonpos,0.1,54.415154,1.1685,0,1,,-0.0,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,851.72,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.292413,price_history,,3,1.3465,price_history,,-0.3517,,52.6081,0.5165,,,late,small,none,platform_diagnostics,morningstar,,,,0,0.8840673411122144985104270109,64.43,41.25000000000000000000000000,60.5,53.38,61.88679245283018867924528302,50.76923076923076923076923077,62.8367,0.8187,3.0,99,180,1.0,1.3957,0,2,0.0,0.6,0.95,oncology,-0.1499,uncrowded,1.0,29,0.1,0.875546,1.153,40.94,0.831878,0.9616
MEDP,"Medpace Holdings, Inc.",109,0.63,C,low_quality+no_catalyst_data,,,C,0.757642,0.403846,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,M,,clinical_score:+11.4;catalyst_score:-10.6;financial_score:-0.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.06969944897959185,44.266,-1.3401,,0,,-0.0,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.083425,price_history,,0,1.1394,price_history,,,series_too_short,46.0886,0.2643,,,early,large,none,platform_diagnostics,morningstar,,,drawdown,1,0.8051755945509120295543754329,51.74,41.25000000000000000000000000,,31.08,63.20000000000000000000000000,51.20000000000000000000000000,61.8,0.7742,0.0,,3,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-2.6712,uncrowded,1.0,174,0.06969944897959185,0.242358,-0.6987,35.43,0.722707,0.5909
TWST,Twist Bioscience Corporation,110,0.9,C,low_quality+no_catalyst_data,,,C,0.849345,0.573077,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,L,momentum_tailwind,momentum_score:+26.6;financial_score:-20.1;catalyst_score:-12.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 24814000.0, ""cash_total"": 197949000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 95.72773434351576, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.06969944897959185,48.374036,-1.3402,,0,,-0.0,1,1,selling,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,402.96,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.679791,price_history,,1,1.2663,price_history,,,series_too_short,55.8313,0.6351,,,early,mid,none,platform_diagnostics,morningstar,,,drawdown,1,0.7637212454212454212454212454,79.80,41.25000000000000000000000000,49.5,50,62.40000000000000000000000000,33.14230123456790123456790123,61.169,0.7472,0.0,,1,0.0,0.0,0,0,0.0,0.0,0.75,cardiovascular,0.8198,highly_crowded,1.0,195,0.06969944897959185,0.150655,-1.0336,28.93,0.600437,0.2545
HROW,"Harrow, Inc.",111,0.27,C,low_quality+no_catalyst_data,,,C,0.914847,0.05,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,S,momentum_headwind,clinical_score:+12.9;financial_score:-12.9;smart_money_score:+12.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74290000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",early|none|pos,0.023322922839506172,25.179,-1.3645,,0,0.4016,-0.4731,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,581.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.265506,price_history,,1,1.1742,price_history,,,series_too_short,38.5057,0.6339,,,early,mid,none,commercial_pharma,morningstar,,,drawdown,1,0.7660661717451523545706371191,31.56,41.25000000000000000000000000,55.5,15.54,55.72000000000000000000000000,29.84000000000000000000000000,53.97,0.4385,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.55,infectious_disease,0.8198,highly_crowded,1.0,210,0.023322922839506172,0.085153,-1.3712,33.76,0.687773,0.4895
APLS,"Apellis Pharmaceuticals, Inc.",112,0.9,C,low_quality+no_catalyst_data,,,C,0.063319,0.557692,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,financial_score:+16.5;catalyst_score:-15.8;smart_money_score:+14.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 466233000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|none|pos,0.1,48.298143,0.7467,16,1,0.298,-0.3134,6,6,buying,1.2913,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,418.5,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.041161,price_history,,6,1.1214,price_history,,-0.3677,,45.349,0.7133,,,late,mid,none,commercial_biotech,morningstar,,,,0,0.8657666826175379830123220481,48.76,41.25000000000000000000000000,71.0,15.54,50.56603773584905660377358491,73.57142857142857142857142857,50.4313,0.2867,3.0,135,8,1.0,1.4804,1,2,0.0,0.3,0.6,autoimmune,0.8198,highly_crowded,1.0,15,0.1,0.936681,1.5275,34.62,0.70524,0.5395
ETON,"Eton Pharmaceuticals, Inc.",113,0.22,C,low_quality+no_catalyst_data,,,C,0.718341,0.173077,1,,0,,,0,no_upcoming,9,headwind,drawdown_data_missing,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,smart_money_score:+23.2;clinical_score:-16.0;financial_score:-15.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 37121000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",early|none|nonpos,0.06969944897959185,33.535315,-1.4537,,0,-1.0596,1.0964,2,2,buying,-0.3158,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1543.73,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.258941,price_history,,2,1.0701,price_history,,,series_too_short,46.6816,0.4387,,,early,small,sev1,commercial_pharma,morningstar,,,drawdown,1,0.7060818062397372742200328407,34.14,50,61.0,47.97,21.80444444444444444444444444,22.03958779716355473931231507,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,165,0.06969944897959185,0.281659,-0.5779,15.10,0.203057,-0.8308
XERS,"Xeris Biopharma Holdings, Inc.",114,0.9,C,low_quality+no_catalyst_data,,,C,0.866812,0.157692,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,clinical_score:-23.4;smart_money_score:+21.3;financial_score:-7.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 91598000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.06969944897959185,32.436704,-1.4537,,0,-0.9897,0.9967,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,895.88,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.6845,,,early,small,sev1,commercial_biotech,morningstar,,,drawdown,1,0.7038885059978189749182115594,50,50,66.5,15.54,21.80444444444444444444444444,37.77267625752474237322722171,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,199,0.06969944897959185,0.133188,-1.1114,18.80,0.342795,-0.4048
NVCR,NovoCure Limited,115,0.9,C,mod_quality+no_catalyst_data,,,C,0.360262,0.603846,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,financial_score:-23.9;momentum_score:+11.5;smart_money_score:+8.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 49031000.0, ""cash_total"": 93548000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.755894902313047, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,48.940789,1.1327,0,1,,-0.0,1,1,selling,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,603.49,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.043682,price_history,,1,0.853,price_history,,-0.2551,,47.8638,0.5194,,,late,small,none,platform_devices,morningstar,,,,0,0.8966169369815525566423176922,55.17,41.25000000000000000000000000,52.0,82.99,50,19.68953174081379209584337789,51.4,0.3283,3.0,1143,37,1.0,2.3118,3,4,0.0,0.5,0.95,oncology,0.4319,moderate,1.0,83,0.1,0.639738,0.3578,27.83,0.578603,0.1983
PAHC,Phibro Animal Health Corporatio,116,0.9,C,low_quality+no_catalyst_data,,,C,0.783843,0.088462,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,L,momentum_tailwind,momentum_score:+18.3;clinical_score:-17.3;financial_score:-12.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 74508000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.06969944897959185,29.117222,-1.4537,,0,-1.0596,1.0964,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,831.95,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.149738,price_history,,0,1.1311,price_history,,,series_too_short,56.7378,0.4021,,,early,mid,sev1,commercial_pharma,morningstar,,,drawdown,1,0.6964113861386138613861386139,57.42,50,,15.54,21.80444444444444444444444444,27.09827160493827160493827160,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,180,0.06969944897959185,0.216157,-0.7852,14.18,0.181223,-0.9107
SERA,"Sera Prognostics, Inc.",117,0.17,C,mod_quality+no_catalyst_data,,,C,0.818777,0.803846,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_>2000bps,catalyst_score:-8.6;smart_money_score:+5.7;financial_score:+1.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 19503000.0, ""cash_total"": 43304000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 26.633591307467583, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.06969944897959185,62.3395,-1.4069,,0,,-0.0,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,,,,early,micro,none,platform_devices,morningstar,,,drawdown,1,0.7541676404971847445022840752,50,41.25000000000000000000000000,55.5,83.61,51.20000000000000000000000000,51.28000000000000000000000000,49.8,0.2597,0.0,1711,3,0.0,0.0,0,0,0.0,0.0,0.5,other,-0.7317,moderate,1.0,188,0.06969944897959185,0.181223,-0.9107,29.67,0.613537,0.2885
LFCR,"Lifecore Biomedical, Inc.",118,0.17,C,low_quality+no_catalyst_data,,,C,0.748908,0.042308,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_>2000bps,financial_score:-16.5;momentum_score:+16.3;catalyst_score:+14.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 18856000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.06969944897959185,24.516556,-1.4537,,0,-1.0596,1.0964,0,0,neutral,-1.1194,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.053454,price_history,,0,0.47,price_history,,,series_too_short,43.3395,0.4595,,,early,micro,sev1,commercial_pharma,morningstar,,,drawdown,1,0.7115407766990291262135922330,52.07,50,,15.54,21.80444444444444444444444444,19.25234567901234567901234568,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,172,0.06969944897959185,0.251092,-0.6711,12.78,0.111354,-1.2194
CMPS,COMPASS Pathways Plc - American,119,0.9,C,low_quality+no_catalyst_data,,,C,0.146288,0.380769,1,,0,,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+26.8;financial_score:-14.7;catalyst_score:-9.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 119452000.0, ""cash_total"": 185937000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 16.924559632728812, ""stage_bucket"": ""mid"", ""surv_score"": ""1.0"", ""tier1_count"": 5}",mid|none|nonpos,0.1,43.698765,-0.715,486,1,,-0.0,5,5,buying,0.8896,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,762.54,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,5,,,series_too_short,,no_price_series,,0.7735,,,mid,small,sev1,platform_services,morningstar,,,drawdown,1,0.7358642040088151957183335082,50,41.25000000000000000000000000,77.5,50,48.67215363511659807956104253,35.99725651577503429355281206,46.9222,0.1363,2.0,486,1,0.0,0.0174,0,0,0.0,0.3,0.6,cns,0.8198,highly_crowded,1.0,34,0.1,0.853712,1.0525,26.75,0.552402,0.1317
BCRX,"BioCryst Pharmaceuticals, Inc.",120,0.54,C,low_quality+no_catalyst_data,,,C,0.106987,0.188462,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+16.7;financial_score:-10.0;momentum_score:-9.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 212873000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|none|pos,0.1,33.658378,0.9343,0,1,0.1066,-0.1562,3,3,buying,0.086,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,517.78,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.152265,price_history,,3,1.4703,price_history,,-0.2161,,42.3575,0.4141,,,late,mid,none,commercial_pharma,morningstar,,,,0,0.8954097715584260255950245186,34.38,41.25000000000000000000000000,60.5,33.11,48.87188006803528341442189787,33.76417233560090702947845804,49.4026,0.2426,3.0,44,21,1.0,1.0955,1,1,0.0,0.8,0.55,infectious_disease,0.8198,highly_crowded,1.0,25,0.1,0.893013,1.2427,33.83,0.69214,0.5019
ADPT,Adaptive Biotechnologies Corpor,121,0.54,C,low_quality+no_catalyst_data,,,C,0.661572,0.003846,1,,0,,,0,no_upcoming,9,tailwind,drawdown_data_missing,M,momentum_tailwind|runway_short,financial_score:-32.8;momentum_score:+20.4;smart_money_score:+17.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 48041000.0, ""cash_total"": 55034000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.101028752308098, ""stage_bucket"": ""early"", ""surv_score"": ""-2.0"", ""tier1_count"": 1}",early|none|nonpos,0.06969944897959185,19.829889,-1.4537,,0,-0.9897,0.9967,1,1,buying,-0.7176,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,539.77,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.137951,price_history,,1,1.2065,price_history,,,series_too_short,57.5599,0.7937,,,early,mid,sev2,commercial_biotech,morningstar,,,drawdown,1,0.6648270252100840336134453782,58.73,50,55.5,15.98,21.80444444444444444444444444,5.535308641975308641975308640,21.9794,-0.9333,,,,,,,,,,,,-1.1196,unknown,1.0,152,0.06969944897959185,0.338428,-0.4168,5.70,0.019651,-2.061
