ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
QURE,uniQure N.V.,54,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.455674,,0,0.358553,1,0.641447,,0,no_upcoming,9,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,catalyst_score:-25.7;smart_money_score:+16.0;financial_score:+10.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 100394000.0, ""cash_total"": 597056000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 71.36553977329322, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|none|nonpos,0.09648795652173912,,0.3671,0,1,0.5684,-0.5795,9,9,buying,2.3527,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,501.73,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.267121,price_history,,9,1.0762,price_history,,-0.113118,,65.8441,1.3016,-0.275419,0.162301,mid,small,none,drug_developer,morningstar,,,,0,0.8014266472106858233247278033,75.68,41.25000000000000000000000000,83.0,50.00,57.95918367346938775510204081,77.000,57.0428,0.5579,2.0,,8,1.0,0.0,0,0,0.0,0.3,0.75,rare_disease,-0.4757,uncrowded,1.0,129,0.09648795652173912,0.544326,0.1113,34.32,0.693262,0.5051
GOSS,"Gossamer Bio, Inc.",55,0.21,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.430851,,0,0.338816,1,0.661184,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,smart_money_score:+30.9;momentum_score:-18.8;catalyst_score:-10.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 122952000.0, ""cash_total"": 180224000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.589693538942026, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|nonpos,0.09648795652173912,,0.3692,0,1,0.6215,-0.4717,6,6,buying,1.1798,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1384.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.381223,price_history,,6,0.4628,price_history,,-0.393817,,40.1426,0.8648,-0.275419,-0.118398,mid,micro,sev1,drug_developer,morningstar,,,,0,0.7866597600872410032715376227,33.32,41.25000000000000000000000000,83.0,90.00,59.18367346938775510204081633,43.99324355592577166921190245,58.4761,0.6183,2.0,1825,7,1.0,0.0659,0,0,0.0,0.4,0.95,oncology,0.701,highly_crowded,1.0,122,0.09648795652173912,0.569149,0.1742,29.29,0.608156,0.2745
KYMR,"Kymera Therapeutics, Inc.",56,1.01,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.193262,,0,0.023026,1,0.976974,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,financial_score:-33.5;clinical_score:+20.7;catalyst_score:-15.1,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 232891000.0, ""cash_total"": 357011000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.39543820929104, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-0.0868,0,1,1.3931,1.0968,5,5,buying,0.7889,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,334.94,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.10073,price_history,,5,1.5331,price_history,,-0.524119,,59.7262,0.8541,-0.275419,-0.2487,early,mid,none,drug_developer,morningstar,,,,0,0.8132792814635221512012342958,69.52,41.25000000000000000000000000,71.0,10.00,77.000,22.77777777777777777777777778,76.2924,1.3695,1.0,238,4,1.0,0.0347,0,0,0.0,0.4,0.85,oncology,0.701,crowded,1.0,55,0.1,0.806738,0.8659,44.21,0.859929,1.08
SPRY,"ARS Pharmaceuticals, Inc.",57,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.328014,,0,0.220395,1,0.779605,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-18.0;momentum_score:+13.5;clinical_score:+7.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 127381000.0, ""cash_total"": 288209000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.150893775366814, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|pos,0.1,,0.378,0,1,0.9397,0.1751,6,6,selling,1.1798,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,859.01,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.31022,price_history,,6,0.5169,price_history,,-0.033241,,66.5259,0.7229,-0.275419,0.242178,mid,small,none,drug_developer,morningstar,,,,0,0.7939737403209516328133767254,72.73,41.25000000000000000000000000,53.0,27.14,66.53061224489795918367346939,62.85714285714285714285714286,65.473,0.9133,2.0,427,3,0.6667,0.0512,0,0,0.0,0.4,0.5,respiratory,-0.4757,uncrowded,1.0,93,0.1,0.671986,0.4454,46.26,0.902482,1.2958
PCVX,"Vaxcyte, Inc.",58,1.01,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.452128,,0,0.411184,1,0.588816,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-25.3;momentum_score:+23.4;smart_money_score:+18.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 655577000.0, ""cash_total"": 1560959000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.57255211821037, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.09648795652173912,,-0.0528,39,1,0.4359,-0.849,8,8,buying,1.9618,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,341.6,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.600646,price_history,,8,0.514,price_history,,-0.024967,,63.7653,0.4931,-0.275419,0.250452,mid,mid,none,drug_developer,morningstar,,,,0,0.7523658432708688245315161840,90.00,41.25000000000000000000000000,85,50,54.89795918367346938775510204,61.63265306122448979591836734,54.8681,0.4662,2.0,39,1,0.0,0.7159,2,1,0.0,0.3,0.5,other,-3.535,uncrowded,1.0,128,0.09648795652173912,0.547872,0.1203,42.76,0.842199,1.0035
LBRX,LB Pharmaceuticals Inc,59,0.21,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.196809,,0,0.075658,1,0.924342,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,catalyst_score:-19.4;clinical_score:+15.1;financial_score:+15.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 17105000.0, ""cash_total"": 314479000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 220.6225080385852, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-0.1208,0,1,1.3374,0.9836,0,0,neutral,-1.166,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1164.84,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,0,,,series_too_short,,no_price_series,,,-0.275419,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7639655165267847891410216558,50,41.25000000000000000000000000,,50,75.71428571428571428571428572,75.60975609756097560975609756,73.8958,1.2685,1.0,,1,0.0,0.0,0,0,0.0,0.3,0.6,cns,0.701,highly_crowded,1.0,56,0.1,0.803191,0.8531,55.82,0.998227,2.9159
LCTX,"Lineage Cell Therapeutics, Inc.",60,0.17,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.200355,,0,0.101974,1,0.898026,,0,no_upcoming,9,neutral,deep_drawdown,S,cost_haircut_>2000bps,clinical_score:+27.7;financial_score:-25.1;catalyst_score:-6.1,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 14041000.0, ""cash_total"": 40486000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.60095434798091, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-0.122,0,1,1.3065,0.9207,0,0,neutral,-1.166,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.139307,price_history,,0,0.5706,price_history,,-0.440299,,62.1287,0.5717,-0.275419,-0.16488,early,small,none,drug_developer,morningstar,,,,0,0.7569431482636722811395300478,50.83,41.25000000000000000000000000,,50,75.00000000000000000000000000,22.18322427126710291493158834,73.5315,1.2531,1.0,,2,0.3333,0.0,0,0,0.0,0.3,0.5,other,-2.3584,uncrowded,1.0,57,0.1,0.799645,0.8404,40.33,0.792553,0.8153
ENTA,"Enanta Pharmaceuticals, Inc.",61,0.11,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.129433,,0,0.009868,1,0.990132,,0,no_upcoming,9,headwind,deep_drawdown,XS,momentum_headwind|cost_haircut_<=2000bps,clinical_score:+27.8;momentum_score:-14.0;financial_score:-12.1,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 11699000.0, ""cash_total"": 37437000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 38.40020514573895, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,0.1,,0.4152,0,1,1.3931,1.0968,1,1,buying,-0.775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1593.49,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.261188,price_history,,1,0.9211,price_history,,-0.452764,,50.3504,0.5086,-0.275419,-0.177345,mid,small,none,drug_developer,morningstar,,,,0,0.7644078130292424071355989613,35.24,41.25000000000000000000000000,55.5,90.00,77.000,37.09056411680318385857744459,77.9815,1.4407,2.0,68,20,1.0,1.1169,2,2,0.0,0.8,0.55,infectious_disease,-0.4757,uncrowded,1.0,37,0.1,0.870567,1.1291,39.15,0.778369,0.7667
IRON,"Disc Medicine, Inc.",62,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.434397,,0,0.404605,1,0.595395,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-20.2;smart_money_score:+18.5;financial_score:+15.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 180393000.0, ""cash_total"": 791152000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.62856097520414, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.09648795652173912,,0.3658,0,1,0.4359,-0.849,8,8,buying,1.9618,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.13,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.184295,price_history,,8,0.3086,price_history,,-0.441558,,51.8874,0.4392,-0.275419,-0.166139,mid,mid,none,drug_developer,morningstar,,,,0,0.8180548258138206739006282125,54.29,41.25000000000000000000000000,80.0,12.86,54.89795918367346938775510204,77.000,53.8404,0.4229,2.0,445,3,0.6667,0.0245,0,0,0.0,0.4,0.5,other,-0.4757,uncrowded,1.0,123,0.09648795652173912,0.565603,0.1652,48.49,0.937943,1.5377
NMRA,"Neumora Therapeutics, Inc.",63,0.11,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.448582,,0,0.430921,1,0.569079,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_<=2000bps,financial_score:-22.0;smart_money_score:+10.7;clinical_score:+8.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 158485000.0, ""cash_total"": 171525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.473010064043915, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|nonpos,0.09648795652173912,,-0.8267,,0,0.3563,-1.0107,1,1,neutral,-0.775,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1324.22,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.9459,-0.275419,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7153062296459712154638092237,50,41.25000000000000000000000000,55.0,50,53.06122448979591836734693878,22.28006848998102642417511222,51.6536,0.3307,2.0,,1,0.0,0.0,0,0,0.0,0.4,0.5,other,0.701,highly_crowded,1.0,127,0.09648795652173912,0.551418,0.1292,13.94,0.171986,-0.9463
MAZE,"Maze Therapeutics, Inc.",64,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.214539,,0,0.180921,1,0.819079,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-16.4;clinical_score:+11.6;smart_money_score:+8.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 84210000.0, ""cash_total"": 383935000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.71107944424653, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-0.3629,19,1,1.059,0.4176,3,3,buying,0.0069,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,700.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5761,-0.275419,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7230626691651051426191963356,50,41.25000000000000000000000000,66.5,50,69.28571428571428571428571428,61.42857142857142857142857143,69.1054,1.0665,1.0,19,1,0.0,0.2134,1,0,0.0,0.6,0.5,other,-0.4757,uncrowded,1.0,61,0.1,0.785461,0.7908,46.37,0.906028,1.3167
MBX,"MBX Biosciences, Inc.",65,0.86,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.218085,,0,0.1875,1,0.8125,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+22.8;catalyst_score:-20.9;momentum_score:-12.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 61648000.0, ""cash_total"": 391673000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 76.2405268621853, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",early|none|pos,0.1,,-1.1978,200,1,1.059,0.4176,8,8,buying,1.9618,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,642.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.9974,-0.275419,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7385901537826401073382185984,50,41.25000000000000000000000000,85,50,69.28571428571428571428571428,65.36585365853658536585365854,67.938,1.0173,1.0,200,1,0.0,0.0472,0,0,0.0,0.4,0.5,other,0.2303,moderate,1.0,62,0.1,0.781915,0.7787,46.23,0.89539,1.2557
CTNM,"Contineum Therapeutics, Inc.",66,0.42,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.108156,,0,0.0625,1,0.9375,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+19.4;catalyst_score:-19.3;clinical_score:+15.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 42270000.0, ""cash_total"": 182407000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.783392476934, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",early|none|pos,0.1,,-0.1195,0,1,1.3684,1.0465,7,7,buying,1.5708,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1652.63,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,7,,,series_too_short,,no_price_series,,0.783,-0.275419,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7312015209125475285171102662,50,41.25000000000000000000000000,80.0,47.50,76.42857142857142857142857143,55.12195121951219512195121951,75.021,1.3159,1.0,,2,0.3333,0.0,0,0,0.0,0.4,0.6,autoimmune,0.701,highly_crowded,1.0,31,0.1,0.891844,1.2364,45.71,0.881206,1.181
DSGN,"Design Therapeutics, Inc.",67,0.21,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.118794,,0,0.121711,1,0.878289,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,momentum_score:-27.2;clinical_score:+19.5;smart_money_score:+17.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 42392000.0, ""cash_total"": 205970000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 58.30439705604831, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-0.334,17,1,1.2446,0.7949,4,4,buying,0.3979,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1688.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.374811,price_history,,4,1.2085,price_history,,-0.452483,,43.2719,0.7359,-0.275419,-0.177064,early,small,none,drug_developer,morningstar,,,,0,0.7264303482587064676616915423,26.87,41.25000000000000000000000000,72.0,50,73.57142857142857142857142857,56.58536585365853658536585366,73.1435,1.2367,1.0,17,1,0.0,0.2442,1,0,0.0,0.4,0.5,other,-1.1817,uncrowded,1.0,34,0.1,0.881206,1.181,48.45,0.934397,1.5094
MLYS,"Mineralys Therapeutics, Inc.",68,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.445035,,0,0.523026,1,0.476974,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+27.9;catalyst_score:-10.8;financial_score:-10.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 104528000.0, ""cash_total"": 217597000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.9805219654064, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",mid|none|nonpos,0.09648795652173912,,-0.8289,,0,0.1185,-1.4942,7,7,buying,1.5708,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,521.81,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,7,,,series_too_short,,no_price_series,,0.6287,-0.275419,,mid,mid,none,drug_developer,morningstar,,,drawdown,1,0.7538642380599385788414698719,50,41.25000000000000000000000000,80.0,50,47.56953121384608265074737378,41.65532879818594104308390023,46.8619,0.1286,2.0,,1,0.0,0.0,0,0,0.0,0.4,0.85,cardiovascular,0.701,highly_crowded,1.0,126,0.09648795652173912,0.554965,0.1382,34.66,0.703901,0.5357
MLTX,MoonLake Immunotherapeutics,69,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.441489,,0,0.516447,1,0.483553,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+22.4;catalyst_score:-16.6;clinical_score:-10.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 196007000.0, ""cash_total"": 334517000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 20.47990122801737, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 4}",mid|none|nonpos,0.09648795652173912,,-0.6232,158,1,0.1185,-1.4942,4,4,selling,0.3979,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,513.23,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.286581,price_history,,4,0.1518,price_history,,-0.241509,,64.6324,,-0.275419,0.03391,mid,small,none,drug_developer,morningstar,,,,0,0.7538429142977468940829648347,80.20,41.25000000000000000000000000,56.0,50,47.56953121384608265074737378,64.08163265306122448979591837,46.2971,0.1048,2.0,158,1,0.0,0.268,0,1,0.0,0.4,0.5,dermatology,0.701,crowded,1.0,125,0.09648795652173912,0.558511,0.1472,28.62,0.593972,0.2378
BCYC,Bicycle Therapeutics plc,70,0.56,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.054965,,0,0.003289,1,0.996711,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind|cost_haircut_>2000bps,momentum_score:+21.9;catalyst_score:-20.9;clinical_score:+14.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 230329000.0, ""cash_total"": 648325000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 33.777335897781, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.2807,353,1,1.3931,1.0968,2,2,neutral,-0.384,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.280519,price_history,,2,0.8134,price_history,,-0.478725,,68.0654,0.6162,-0.275419,-0.203306,early,small,none,drug_developer,morningstar,,,,0,0.7868656521739130434782608696,84.04,41.25000000000000000000000000,57.5,50,77.000,50.73170731707317073170731707,75.8815,1.3522,1.0,353,1,0.0,0.0132,0,0,0.0,0.3,0.85,oncology,0.701,highly_crowded,1.0,16,0.1,0.945035,1.5985,52.36,0.984043,2.1455
XENE,Xenon Pharmaceuticals Inc.,71,0.86,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.391844,,0,0.549342,1,0.450658,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+24.8;catalyst_score:-11.0;financial_score:-7.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 197637000.0, ""cash_total"": 462268000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.067699874011446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|none|nonpos,0.1,,0.8571,0,1,0.0134,-1.7078,8,8,buying,1.9618,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,519.29,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.027029,price_history,,8,0.6563,price_history,,-0.023355,,66.3612,0.341,-0.275419,0.252064,late,mid,none,drug_developer,morningstar,,,,0,0.8874476502082093991671624033,53.44,41.25000000000000000000000000,77.0,39.15,45.14355413773691124038281104,44.38649533887629125724363820,44.5399,0.0307,3.0,165,11,1.0,0.5498,0,1,0.0,0.6,0.6,cns,0.701,highly_crowded,1.0,111,0.1,0.608156,0.2745,32.36,0.657801,0.4065
