ticker,company_name,status,exchange,sector,etf_sources,known_delisted,exclusion_reason,model_classification,is_stale,has_any_price,last_price_date
OCGN,"Ocugen, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
OCS,Oculis Holding AG,pending_coverage,,Healthcare,,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
OCUL,"Ocular Therapeutix, Inc.",active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
OLMA,"Olema Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
OMER,Omeros Corporation,active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
ONC,BeOne Medicines AG,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
OPCH,"Option Care Health, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
OPK,"OPKO Health, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ORIC,"ORIC Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ORKA,"Oruka Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PACB,"Pacific Biosciences of California, Inc.",pending_coverage,NASDAQ,Biotechnology,IBB,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
PAHC,Phibro Animal Health Corporation,pending_coverage,NASDAQ,Biotechnology,NBI,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
PBYI,"Puma Biotechnology, Inc.",active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
PCRX,"Pacira BioSciences, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PCVX,"Vaxcyte, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PEPG,PepGen Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PGEN,"Precigen, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PHAT,"Phathom Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PHVS,Pharvaris N.V.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PRAX,"Praxis Precision Medicines, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PRLD,Prelude Therapeutics Incorporated,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PRME,"Prime Medicine, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PRQR,ProQR Therapeutics N.V.,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PRTA,Prothena Corporation plc,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PRVA,"Privia Health Group, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PSNL,"Personalis, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
PTCT,"PTC Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PTGX,"Protagonist Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PVLA,"Palvella Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
PYXS,"Pyxis Oncology, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
QSI,Quantum-Si incorporated,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
QTRX,Quanterix Corporation,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
QURE,uniQure N.V.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RANI,"Rani Therapeutics Holdings, Inc.",active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
RAPP,"Rapport Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RARE,Ultragenyx Pharmaceutical Inc.,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RCKT,"Rocket Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RCUS,"Arcus Biosciences, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
REGN,"Regeneron Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
REPL,"Replimune Group, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RGEN,Repligen Corporation,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RGNX,REGENXBIO Inc.,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RIGL,"Rigel Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RLAY,"Relay Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
RNA,"Atrium Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
ROIV,Roivant Sciences Ltd.,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RPRX,Royalty Pharma plc,pending_coverage,NASDAQ,Biotechnology,NBI,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
RVMD,"Revolution Medicines, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RXRX,"Recursion Pharmaceuticals, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
RYTM,"Rhythm Pharmaceuticals, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SABS,"SAB Biotherapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SANA,"Sana Biotechnology, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SEPN,"Septerna, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SERA,"Sera Prognostics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SGMO,"Sangamo Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-01
SGMT,Sagimet Biosciences Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SIGA,"SIGA Technologies, Inc.",active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
SION,"Sionna Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SKYE,"Skye Bioscience, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SLDB,Solid Biosciences Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SLN,Silence Therapeutics plc,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SMMT,Summit Therapeutics Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SNDX,"Syndax Pharmaceuticals, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SNY,Sanofi,active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
SPRY,"ARS Pharmaceuticals, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SRPT,"Sarepta Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
SRRK,Scholar Rock Holding Corporation,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SRZN,"Surrozen, Inc.",pending_coverage,NASDAQ,Biotechnology,,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
STOK,"Stoke Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
STRO,"Sutro Biopharma, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
STVN,Stevanato Group S.p.A.,pending_coverage,NASDAQ,Biotechnology,IBB,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
SUPN,"Supernus Pharmaceuticals, Inc.",active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
SVRA,Savara Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SYRE,"Spyre Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TARA,"Protara Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TARS,"Tarsus Pharmaceuticals, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TBPH,"Theravance Biopharma, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TCRX,"TScan Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TECH,Bio-Techne Corporation,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TECX,"Tectonic Therapeutic, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TEM,"Tempus AI, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TENX,"Tenax Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TEVA,Teva Pharmaceutical Industries Limited,active,NYSE,Pharmaceuticals,,False,,ACTIVE_VALID,False,True,2026-07-09
TGTX,"TG Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
TKNO,"Alpha Teknova, Inc.",pending_coverage,NASDAQ,Biotechnology,IBB,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
TNGX,"Tango Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TNYA,"Tenaya Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TRDA,"Entrada Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TRVI,"Trevi Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TSHA,"Taysha Gene Therapies, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TVTX,"Travere Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TWST,Twist Bioscience Corporation,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TXG,"10x Genomics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
TYRA,"Tyra Biosciences, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
UPB,"Upstream Bio, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
URGN,UroGen Pharma Ltd.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
UTHR,United Therapeutics Corporation,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
VCEL,Vericel Corporation,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
VCYT,"Veracyte, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
VERA,"Vera Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
VIR,"Vir Biotechnology, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
VKTX,"Viking Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
VNDA,Vanda Pharmaceuticals Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
VOR,Vor Biopharma Inc.,active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
VRDN,"Viridian Therapeutics, Inc.",active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
VRTX,Vertex Pharmaceuticals Incorporated,active,,Healthcare,,False,,ACTIVE_VALID,False,True,2026-07-09
VTRS,Viatris Inc.,active,NASDAQ,Biotechnology,NBI,False,,ACTIVE_VALID,False,True,2026-07-09
VYGR,"Voyager Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
WVE,Wave Life Sciences Ltd.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
XENE,Xenon Pharmaceuticals Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
XERS,"Xeris Biopharma Holdings, Inc.",pending_coverage,NASDAQ,Biotechnology,NBI,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
XNCR,"Xencor, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ZBIO,ZBIO,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ZLAB,Zai Lab Limited,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ZVRA,"Zevra Therapeutics, Inc.",active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
ZYME,Zymeworks Inc.,active,NASDAQ,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
_XBI_BENCHMARK_,,benchmark,,,,False,,ACTIVE_BUT_STALE_PRICE,,,
KYNB,"Kyntra Bio, Inc.",active,NASDAQ,Biotechnology,,False,,ACTIVE_VALID,False,True,2026-07-09
ABBV,AbbVie Inc.,active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
ACLX,,delisted,,Biotechnology,IBB,True,status=delisted,DELISTED_OR_INACTIVE,True,True,2026-04-29
AKBA,"Akebia Therapeutics, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
CAPR,"Capricor Therapeutics, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
CPRX,"Catalyst Pharmaceuticals, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
DAWN,,delisted,,Biotechnology,IBB,True,status=delisted,DELISTED_OR_INACTIVE,True,True,2026-04-24
DMRA,"Damora Therapeutics, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
FOLD,,delisted,,Biotechnology,IBB,True,status=delisted,DELISTED_OR_INACTIVE,True,True,2026-04-27
IMNM,"Immunome, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
MDXG,"MiMedx Group, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
RNAC,"Cartesian Therapeutics, Inc.",active,,Biotechnology,IBB,False,,ACTIVE_VALID,False,True,2026-07-09
SLS,"SELLAS Life Sciences Group, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
TERN,,delisted,,Biotechnology,IBB,True,status=delisted,DELISTED_OR_INACTIVE,True,True,2026-05-07
TRAX,"First Tracks Biotherapeutics, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
VSTM,"Verastem, Inc.",active,,Biotechnology,XBI,False,,ACTIVE_VALID,False,True,2026-07-09
KLRA,"Kailera Therapeutics, Inc.",pending_coverage,NASDAQ,Biotechnology,,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
PBLS,"Parabilis Medicines, Inc.",active,NASDAQ,Biotechnology,,False,,ACTIVE_VALID,False,True,2026-07-09
GENB,"Generate Biomedicines, Inc.",pending_coverage,NASDAQ,Biotechnology,,False,status=pending_coverage,NEEDS_REVIEW,False,True,2026-07-09
KARD,"Kardigan, Inc.",active,NASDAQ,Biotechnology,,False,,ACTIVE_VALID,False,True,2026-07-09
