ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,valuation_raw_metric,valuation_mcap_mm,valuation_denom_trials_total,valuation_denom_trials_p1,valuation_denom_trials_p2,valuation_denom_trials_p3,valuation_denom_trials_reg,valuation_denom_trials_other,valuation_phase_weighted_trials,valuation_metric_pw,valuation_pct_overall,valuation_pct_in_size_bucket,valuation_size_bucket,valuation_applicable,valuation_notes,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos,pit_trials_total,pit_trials_eligible,pit_trials_filtered,pit_trials_no_date,clinical_lead_phase,clinical_lead_nct_id,clinical_recency_days,clinical_score_raw,catalyst_event_count_upcoming,catalyst_confidence_m3,catalyst_window_days_m3,catalyst_window_bucket_m3,catalyst_next_date,catalyst_top_event_type,catalyst_top_event_date
SLN,69,50.09,0.7583,0.0607,0.6409,,3,0.4239,,0.6409,0.6409,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,mid,micro,True,21.08,60,-0.3924,50.00,36.07,3.57,62.80,1,Tier1_Holder_1,47.00,LOW,LOW,72.12,mcap_per_trial,0.8000,28.34,226.72296,8,7,1,0,0,0,4.5,50.38,0.8047,0.3676,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.53,8,8,0,0,phase 2,NCT05537571,46,62.08,1,LOW,210,181_365,2026-09-01,CT_PRIMARY_COMPLETION,2026-09-01
PTCT,70,50.07,0.7688,0.0615,0.3495,-0.3397,2,0.6350,,0.3495,0.3495,,-0.3397,-0.3397,-0.3397,live,live,missing,0.72,1.00,neutral,def_not_applied; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,52.13,60,0.0296,50.00,39.38,14.60,80.00,6,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6,79.00,LOW,MODERATE,90.00,ev_cfo,0.8000,9.12,6165.339136,74,19,33,17,0,5,77.75,79.3,0.9026,0.9444,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.80,74,74,0,0,phase 3,NCT05218655,4,68.24,1,MED,86,31_90,2026-04-30,CT_PRIMARY_COMPLETION,2026-04-30
SIGA,71,49.72,0.7479,0.0598,0.5084,,2,0.1682,,0.5084,0.5084,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,21.57,60,-0.3841,50.00,50.00,0,64.40,0,,53.00,LOW,LOW,90.00,ev_cfo,0.8000,5.41,496.266336,11,2,2,3,2,2,15.5,32.02,0.9286,0.8793,small,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,61.0,FT; PR,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.95,11,11,0,0,approved,NCT04392739,172,71.78,0,MED,,UNKNOWN,,,
TVTX,72,49.49,0.7272,0.0582,0.7066,,2,0.2672,,0.7066,0.7066,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,mid,True,42.18,60,-0.1086,65.90,55.24,30.37,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,48.00,MEDIUM,LOW,38.43,ev_revenue,0.8000,8.41,2884.588032,19,3,5,5,1,5,20.75,139.02,0.4143,0.4583,mid,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.95,19,19,0,0,approved,NCT07219121,42,71.01,4,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
GH,73,49.33,0.717,0.0574,0.6981,,2,0.1582,,0.6981,0.6981,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,71.97,60,0.2891,50.00,65.00,100.00,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,61.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,14675.161088,1000,68,117,168,72,575,846.75,17.33,0.1,0.2778,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87,1000,1000,0,0,approved,NCT05926570,4,74.26,66,HIGH,12,0_30,2026-02-15,CT_PRIMARY_COMPLETION,2026-03-01
ALDX,74,49.33,0.7069,0.0566,,,2,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_not_applied; def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,38.30,60,-0.1539,50.00,50.00,0,80.00,2,Tier1_Holder_1; Tier1_Holder_2,64.00,LOW,LOW,90.00,mcap_per_trial,0.8000,10.90,326.984672,34,3,19,12,0,0,44.5,7.35,0.9609,0.9954,small,True,valuation_mcap_per_trial,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.78,34,34,0,0,phase 3,NCT04207736,43,72.48,0,MED,,UNKNOWN,,,
TRDA,75,49.24,0.6869,0.055,0.5606,,1,0.3748,,0.5606,0.5606,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,early,small,True,80.29,60,0.4166,50.00,50.00,0,72.40,1,Tier1_Holder_1,60.00,LOW,LOW,37.50,mcap_per_trial,0.8000,148.93,446.782816,3,2,0,0,0,1,1.25,357.43,0.3776,0.2454,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.40,3,3,0,0,phase 1,NCT07037862,50,43.75,0,MED,,UNKNOWN,,,
SYRE,76,49.21,0.677,0.0542,0.5829,,3,0.5938,,0.5829,0.5829,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,mid,mid,True,73.45,60,0.3086,80.00,78.96,76.54,80.00,9,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,81.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,425.46,2552.781056,6,4,2,0,0,0,4.0,638.2,0.1276,0.4333,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.60,6,6,0,0,phase 2,NCT07012395,13,56.25,7,HIGH,15,0_30,2026-02-18,CT_PRIMARY_COMPLETION,2026-02-18
SPRY,77,49.06,0.6969,0.0558,0.7229,-0.4258,2,0.4447,,0.7229,0.7229,,-0.4258,-0.4258,-0.4258,live,live,missing,0.72,1.00,penalty,def_not_applied; def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,27.70,60,-0.2934,65.90,54.50,27.89,80.00,8,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8,84.00,HIGH,HIGH,41.54,mcap_per_trial,0.8000,201.35,1006.77312,5,1,3,0,1,0,6.5,154.89,0.3151,0.1713,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.90,5,5,0,0,approved,NCT06834165,99,70.00,3,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
AARD,78,48.79,0.6573,0.0526,0.9146,,2,0.2477,,0.9146,0.9146,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,50.48,60,0.0067,80.00,70.21,47.37,62.80,1,Tier1_Holder_1,64.00,LOW,MODERATE,75.87,mcap_per_trial,0.8000,46.47,278.806752,6,0,4,2,0,0,8.0,34.85,0.6745,0.1029,micro,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.80,6,6,0,0,phase 3,NCT07197034,26,68.47,2,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
MNKD,79,48.64,0.6671,0.0534,0.4616,,2,0.3317,,0.4616,0.4616,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,48.83,60,-0.0162,65.90,54.04,26.37,69.20,0,,47.00,LOW,LOW,13.64,ev_cfo,0.8000,50.00,1880.805376,63,23,14,14,6,6,73.0,25.76,0.1364,0.1034,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.92,63,63,0,0,approved,NCT05904743,8,75.13,3,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
FHTX,80,48.31,0.6379,0.051,0.9327,,1,0.4168,,0.9327,0.9327,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,early,small,True,53.92,60,0.0544,50.00,50.00,0,67.60,1,Tier1_Holder_1,61.00,LOW,LOW,44.64,mcap_per_trial,0.8000,81.43,325.713728,4,4,0,0,0,0,2.0,162.86,0.5026,0.4491,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40,4,4,0,0,phase 1,NCT04879017,25,41.67,0,MED,,UNKNOWN,,,
GPCR,81,48.16,0.6188,0.0495,2.1948,,3,0.1393,,2.1948,2.1948,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,mid,True,96.55,60,2.0283,50.00,39.82,16.08,80.00,11,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_11; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,57.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,977.18,5863.051776,6,3,3,0,0,0,4.5,1302.9,0.0339,0.1,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.95,0.30,0.58,6,6,0,0,phase 2,NCT06693843,36,58.61,4,LOW,148,91_180,2026-07-01,CT_PRIMARY_COMPLETION,2026-07-01
PBYI,82,48.04,0.6283,0.0503,0.7739,,2,0.2102,,0.7739,0.7739,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,57.84,60,0.1088,50.00,39.76,15.85,72.40,1,Tier1_Holder_1,63.00,LOW,LOW,83.77,ev_cfo,0.8000,10.60,348.706464,58,30,24,2,0,2,43.5,8.02,0.8377,0.7069,small,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.70,58,58,0,0,phase 3,NCT01808573,11,69.51,3,LOW,117,91_180,2026-05-31,CT_PRIMARY_COMPLETION,2026-06-01
MIRM,83,47.87,0.6093,0.0487,0.4303,,2,0.3904,,0.4303,0.4303,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,64.89,60,0.1959,50.00,37.72,9.07,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,71.00,LOW,MODERATE,13.64,ev_cfo,0.8000,50.00,6280.20992,34,3,17,8,1,5,38.75,162.07,0.1364,0.2222,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,43.75,strong,Ipsen,50,,75.0,uncrowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.92,34,34,0,0,approved,NCT07290257,8,74.36,2,LOW,118,91_180,2026-06-01,CT_PRIMARY_COMPLETION,2026-06-01
MLYS,84,47.77,0.5999,0.048,0.6287,,2,0.3093,,0.6287,0.6287,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,mid,True,56.12,60,0.0849,50.00,50.00,0,80.00,7,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7,59.00,MEDIUM,MODERATE,22.14,mcap_per_trial,0.8000,405.06,2430.387968,6,0,4,2,0,0,8.0,303.8,0.1484,0.4778,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.80,6,6,0,0,phase 3,NCT05968430,4,69.03,0,MED,,UNKNOWN,,,
CLDX,85,47.49,0.5812,0.0465,0.4801,-0.2393,2,0.7395,,0.4801,0.4801,,-0.2393,-0.2393,-0.2393,live,live,missing,0.72,1.00,neutral,def_not_applied,alpha,False,,none,late,small,True,36.31,60,-0.1801,80.00,85.45,98.16,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,61.00,MEDIUM,MODERATE,71.39,mcap_per_trial,0.8000,55.86,1675.855616,73,46,20,5,0,2,53.5,31.32,0.6224,0.6343,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70,73,73,0,0,phase 3,NCT01480479,4,67.90,8,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
RCUS,86,47.37,0.5719,0.0458,0.6326,,2,0.5236,,0.6326,0.6326,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,mid,True,71.82,60,0.2872,80.00,86.00,100.00,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,50.00,LOW,LOW,42.13,ev_revenue,0.8000,7.66,2705.324288,50,28,16,6,0,0,42.0,64.41,0.5,0.7083,mid,True,commercial_revenue_threshold; valuation_ev_revenue,48.08,exceptional,Gilead,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70,50,50,0,0,phase 3,NCT05211895,4,67.63,9,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
AMPH,87,47.29,0.5905,0.0472,0.4149,,2,0.2075,,0.4149,0.4149,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,34.76,60,-0.2005,50.00,50.00,0,77.20,1,Tier1_Holder_1,73.00,MEDIUM,MODERATE,75.97,ev_cfo,0.8000,13.50,1301.1648,20,4,8,7,1,0,27.0,48.19,0.7662,0.569,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.90,20,20,0,0,approved,NCT04207840,736,70.00,0,MED,,UNKNOWN,,,
TRVI,88,47.18,0.5627,0.045,0.6685,,3,0.4046,,0.6685,0.6685,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,mid,small,True,39.78,60,-0.1420,50.00,50.00,0,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,67.00,LOW,MODERATE,43.27,mcap_per_trial,0.8000,113.63,1477.211264,13,5,8,0,0,0,10.5,140.69,0.4505,0.3565,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.63,13,13,0,0,phase 2,NCT02143648,13,64.13,0,MED,,UNKNOWN,,,
DNLI,89,47.03,0.5535,0.0443,0.5691,-0.3660,2,0.7116,,0.5691,0.5691,,-0.3660,-0.3660,-0.3660,live,live,missing,0.72,1.00,neutral,def_not_applied; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,58.35,60,0.1160,50.00,54.39,64.62,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,67.00,LOW,MODERATE,49.00,mcap_per_trial,0.8000,135.55,3388.636672,25,17,5,1,0,2,16.0,211.79,0.3984,0.9444,mid,True,valuation_mcap_per_trial,45.82,exceptional,Biogen,50,,75.0,uncrowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80,25,25,0,0,phase 3,NCT05418673,6,68.30,3,HIGH,22,0_30,2026-02-25,CT_PRIMARY_COMPLETION,2026-02-25
EXEL,90,46.90,0.5443,0.0435,0.4304,-0.0824,2,0.2721,0.5070,0.4304,0.4304,,-0.0824,-0.0824,-0.0824,live,live,live,0.9,1.00,neutral,def_not_applied; def_skip_not_elite_vol,alpha,False,,none,late,large,True,39.72,60,-0.1428,50.00,65.00,100.00,80.00,1,Tier1_Holder_1,67.00,LOW,MODERATE,64.29,ev_cfo,0.8000,19.37,11551.480832,146,66,61,15,1,3,127.75,90.42,0.6429,0.6389,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87,146,146,0,0,approved,NCT01896479,4,71.08,23,HIGH,6,0_30,2026-02-09,CT_PRIMARY_COMPLETION,2026-02-09
NAMS,91,46.53,0.5353,0.0428,0.4954,,2,0.4627,,0.4954,0.4954,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,mid,True,31.08,60,-0.2489,50.00,36.07,3.57,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,63.00,LOW,LOW,43.03,mcap_per_trial,0.8000,190.05,3610.92992,19,6,7,6,0,0,22.0,164.13,0.3307,0.8556,mid,True,valuation_mcap_per_trial,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.75,19,19,0,0,phase 3,NCT05425745,54,69.87,1,LOW,210,181_365,2026-09-01,CT_PRIMARY_COMPLETION,2026-09-01
AMLX,92,46.03,0.5262,0.0421,0.6469,,2,0.4341,,0.6469,0.6469,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,59.37,60,0.1302,80.00,72.18,53.94,80.00,10,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,65.00,LOW,MODERATE,50.00,mcap_per_trial,0.8000,130.63,1567.509632,12,2,6,3,0,1,13.25,118.3,0.4089,0.2824,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80,12,12,0,0,phase 3,NCT05021536,117,67.22,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
GILD,93,45.76,0.5172,0.0414,0.2352,-0.1367,2,0.2668,,0.2352,0.2352,,-0.1367,-0.1367,-0.1367,live,live,missing,0.72,1.00,neutral,def_not_applied; def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,44.93,60,-0.0705,50.00,65.00,100.00,80.00,2,Tier1_Holder_1; Tier1_Holder_2,57.00,LOW,LOW,47.40,ev_cfo,0.8000,28.94,179774.308352,1000,200,289,198,124,189,1204.25,149.28,0.474,0.4167,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,46.37,exceptional,Galapagos; Arcus Biosciences,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.95,1000,1000,0,0,approved,NCT00924898,4,73.95,34,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
CERS,94,45.61,0.5082,0.0407,,,2,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_not_applied; def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,82.08,60,0.4507,50.00,39.11,13.70,72.40,1,Tier1_Holder_1,54.00,LOW,LOW,90.00,mcap_per_trial,0.8000,14.60,437.978752,31,2,8,6,3,12,33.0,13.27,0.9297,0.9676,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.95,31,31,0,0,approved,NCT05711524,12,71.56,4,LOW,177,91_180,2026-07-30,CT_PRIMARY_COMPLETION,2026-09-30
CAI,95,45.43,0.4993,0.0399,0.5606,,2,0.1886,,0.5606,0.5606,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,mid,True,24.26,60,-0.3412,50.00,65.00,100.00,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,41.00,LOW,LOW,13.64,ev_cfo,0.8000,50.00,6384.984576,1000,62,87,82,82,687,699.75,9.12,0.1364,0.2222,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.94,1000,1000,0,0,approved,NCT03582761,4,74.14,78,HIGH,7,0_30,2026-02-10,CT_PRIMARY_COMPLETION,2026-03-01
RYTM,96,45.39,0.4904,0.0392,0.4754,-0.1456,2,0.3832,0.8990,0.4754,0.4754,,-0.1456,-0.1456,-0.1456,live,live,live,0.9,1.00,neutral,def_not_applied; def_mult_good_1.10; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,30.62,60,-0.2550,80.00,71.90,52.99,80.00,10,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,65.00,LOW,MODERATE,38.06,mcap_per_trial,0.8000,239.15,7174.626304,32,5,10,9,1,7,35.25,203.54,0.2734,0.8111,mid,True,valuation_mcap_per_trial,50,unknown,,71.0,BTD; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.92,32,32,0,0,approved,NCT05046132,43,75.05,4,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
AXSM,97,44.82,0.4816,0.0385,0.5091,-0.3753,2,0.3828,,0.5091,0.5091,,-0.3753,-0.3753,-0.3753,live,live,missing,0.72,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,63.64,60,0.1795,50.00,55.01,66.69,80.00,10,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,60.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,9422.121984,34,1,8,20,4,1,60.75,155.1,0.1,0.0417,mid,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,69.8,BTD; FT,90.0,moderate,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84,34,34,0,0,approved,NCT04789174,6,74.56,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
NBIX,98,44.79,0.4728,0.0378,0.3467,,2,0.4815,,0.3467,0.3467,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,large,True,30.27,60,-0.2597,50.00,65.00,100.00,80.00,9,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,68.00,LOW,LOW,40.91,ev_cfo,0.8000,33.19,13838.651392,91,23,37,22,5,4,108.5,127.55,0.4091,0.25,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,38.30,strong,Takeda,71.0,BTD; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84,91,91,0,0,approved,NCT03698331,8,74.08,6,HIGH,26,0_30,2026-03-01,FDA_PDUFA_DATE,2026-04-15
CRNX,99,44.65,0.464,0.0371,0.6688,-0.3321,2,0.4161,,0.6688,0.6688,,-0.3321,-0.3321,-0.3321,live,live,missing,0.72,1.00,neutral,def_not_applied; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,62.83,60,0.1689,50.00,35.90,3.00,80.00,6,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6,68.00,MEDIUM,MODERATE,34.58,mcap_per_trial,0.8000,278.95,5021.029888,18,7,7,4,0,0,18.5,271.41,0.2214,0.7,mid,True,valuation_mcap_per_trial,50,unknown,,64.0,FT; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.70,18,18,0,0,phase 3,NCT04837040,8,67.82,1,LOW,240,181_365,2026-10-01,CT_PRIMARY_COMPLETION,2026-10-01
ONC,100,44.50,0.4553,0.0364,0.415,,2,0.4212,,0.415,0.415,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,large,True,40.15,60,-0.1368,50.00,53.66,62.19,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,53.00,LOW,LOW,13.64,ev_cfo,0.8000,50.00,38101.745664,78,39,20,16,1,2,75.0,508.02,0.1364,0.0833,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87,78,78,0,0,approved,NCT07169331,4,70.58,13,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
