ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,valuation_raw_metric,valuation_mcap_mm,valuation_denom_trials_total,valuation_denom_trials_p1,valuation_denom_trials_p2,valuation_denom_trials_p3,valuation_denom_trials_reg,valuation_denom_trials_other,valuation_phase_weighted_trials,valuation_metric_pw,valuation_pct_overall,valuation_pct_in_size_bucket,valuation_size_bucket,valuation_applicable,valuation_notes,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos,pit_trials_total,pit_trials_eligible,pit_trials_filtered,pit_trials_no_date,clinical_lead_phase,clinical_lead_nct_id,clinical_recency_days,clinical_score_raw,catalyst_event_count_upcoming,catalyst_confidence_m3,catalyst_window_days_m3,catalyst_window_bucket_m3,catalyst_next_date,catalyst_top_event_type,catalyst_top_event_date
KMDA,164,35.10,-0.0314,-0.0025,0.3562,,2,0.2202,,0.3562,0.3562,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_elite_1.40; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,49.80,60,-0.0028,50.00,50.00,0,59.60,0,,50.00,LOW,LOW,86.82,mcap_per_trial,0.8000,29.20,467.21952,16,2,9,2,2,1,20.25,23.07,0.7995,0.8472,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.95,16,16,0,0,approved,NCT06958796,43,74.48,0,MED,,UNKNOWN,,,
AQST,165,34.91,-0.0393,-0.0031,0.9486,,2,0.2351,,0.9486,0.9486,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,11.06,60,-0.6088,50.00,50.00,0,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,60.00,MEDIUM,LOW,73.38,mcap_per_trial,0.8000,50.39,503.872864,10,4,5,1,0,0,9.0,55.99,0.638,0.662,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.67,10,10,0,0,phase 3,NCT03428360,130,67.42,0,MED,,UNKNOWN,,,
KYTX,166,34.40,-0.0472,-0.0038,1.2661,,3,0.4745,,1.2661,1.2661,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,sev1,mid,small,True,79.41,60,0.4010,80.00,72.79,55.96,59.60,0,,56.00,LOW,LOW,62.50,mcap_per_trial,0.8000,44.60,490.562336,11,8,3,0,0,0,7.0,70.08,0.6901,0.7269,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.87500,0.95,0.95,0.65,0.53,11,11,0,0,phase 2,NCT06588491,4,57.92,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
OLMA,167,34.36,-0.0708,-0.0057,2.891,,2,0.1662,,2.891,2.891,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,mid,True,96.55,60,2.1103,82.67,69.74,39.56,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,77.00,LOW,MODERATE,26.12,mcap_per_trial,0.8000,344.02,2064.117888,6,4,0,2,0,0,6.0,344.02,0.1797,0.5889,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.70,6,6,0,0,phase 3,NCT06016738,27,65.14,2,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
GMAB,168,34.33,-0.055,-0.0044,0.3342,,2,0.3700,,0.3342,0.3342,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,52.71,60,0.0376,80.00,86.00,100.00,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,59.00,LOW,LOW,90.00,ev_revenue,0.8000,0.50,20398.938112,87,41,29,12,2,3,80.25,254.19,0.9429,0.9444,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.87,87,87,0,0,approved,NCT06952660,4,70.15,8,HIGH,21,0_30,2026-02-24,CT_PRIMARY_COMPLETION,2026-02-24
TCRX,169,34.30,-0.0629,-0.005,,,1,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_not_applied; def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,sev1,early,micro,True,14.35,60,-0.5271,50.00,36.37,4.55,75.60,2,Tier1_Holder_1; Tier1_Holder_2,64.00,LOW,LOW,90.00,mcap_per_trial,0.8000,7.05,56.418852,8,2,0,0,0,6,2.5,22.57,0.987,0.9265,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,80.0,diversified,0.80500,0.95,0.95,0.30,0.40,8,8,0,0,phase 1,NCT05473910,71,46.88,1,LOW,118,91_180,2026-06-01,CT_STUDY_COMPLETION,2026-06-01
NGNE,170,34.29,-0.0865,-0.0069,0.823,,2,0.4812,,0.823,0.823,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,16.04,60,-0.4894,50.00,50.00,0,80.00,9,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,83.00,MEDIUM,HIGH,78.86,mcap_per_trial,0.8000,43.40,260.383536,6,2,0,1,0,3,3.75,69.44,0.6953,0.1324,micro,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.80,6,6,0,0,phase 3,NCT05898620,21,64.31,0,MED,,UNKNOWN,,,
REPL,171,34.28,-0.0787,-0.0063,0.5897,,2,0.2027,,0.5897,0.5897,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,28.39,60,-0.2844,66.20,52.31,19.89,80.00,11,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_11; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,80.00,HIGH,HIGH,83.83,mcap_per_trial,0.8000,34.05,578.911808,17,5,9,1,0,2,14.0,41.35,0.7786,0.8194,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.80,17,17,0,0,phase 3,NCT06264180,20,63.80,2,MED,56,31_90,2026-03-31,CT_PRIMARY_COMPLETION,2026-03-31
ACRV,172,34.16,-0.1023,-0.0082,,,3,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_not_applied; def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,mid,micro,True,42.12,60,-0.1094,50.00,36.96,6.53,75.60,2,Tier1_Holder_1; Tier1_Holder_2,44.00,HIGH,LOW,85.58,mcap_per_trial,0.8000,17.93,53.801492,3,1,2,0,0,0,2.5,21.52,0.8932,0.6324,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.77000,0.95,0.85,0.30,0.53,3,3,0,0,phase 2,NCT05548296,12,55.00,2,LOW,190,181_365,2026-08-12,CT_PRIMARY_COMPLETION,2026-08-12
ANNX,173,33.95,-0.0944,-0.0076,0.9497,,2,0.3724,,0.9497,0.9497,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,sev1,late,small,True,96.31,60,0.8411,50.00,35.76,2.52,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,57.00,LOW,MODERATE,66.42,mcap_per_trial,0.8000,63.75,956.193408,15,8,4,3,0,0,14.0,68.3,0.5755,0.5602,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.77,15,15,0,0,phase 3,NCT04701164,50,70.39,1,LOW,270,181_365,2026-10-31,CT_PRIMARY_COMPLETION,2026-10-31
PCRX,174,33.48,-0.1102,-0.0088,0.3370,-0.2253,2,0.1845,,0.3370,0.3370,,-0.2253,-0.2253,-0.2253,live,live,missing,0.72,1.00,neutral,def_not_applied; def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,20.87,60,-0.3959,50.00,50.00,0,77.20,1,Tier1_Holder_1,78.00,MEDIUM,HIGH,86.36,ev_cfo,0.8000,10.08,903.016576,1,0,0,0,1,0,3.0,301.01,0.8636,0.7759,small,False,denom<2 (trial_count=1); commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.80500,0.95,0.85,0.45,0.84,1,1,0,0,approved,NCT06995352,106,62.50,0,MED,,UNKNOWN,,,
INSM,175,33.41,-0.1181,-0.0094,0.5709,,2,0.3782,,0.5709,0.5709,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,large,True,36.72,60,-0.1747,50.00,54.65,65.50,80.00,17,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_11; Tier1_Holder_12; Tier1_Holder_13; Tier1_Holder_14; Tier1_Holder_15; Tier1_Holder_16; Tier1_Holder_17; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,48.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,33355.97056,50,19,17,11,0,3,49.25,677.28,0.1,0.2778,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.73,50,50,0,0,phase 3,NCT02344004,4,70.30,3,HIGH,39,31_90,2026-03-14,FDA_PDUFA_DATE,2026-03-14
ABUS,176,33.35,-0.1261,-0.0101,0.5389,,3,0.4589,,0.5389,0.5389,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,mid,small,True,32.10,60,-0.2356,65.54,49.76,12.95,64.40,0,,47.00,LOW,LOW,54.81,mcap_per_trial,0.8000,60.14,781.79712,13,7,5,0,0,1,8.75,89.35,0.6016,0.5972,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53,13,13,0,0,phase 2,NCT04820686,104,56.57,1,MED,57,31_90,2026-04-01,CT_STUDY_COMPLETION,2026-04-01
HROW,177,33.09,-0.134,-0.0107,0.6339,,2,0.3194,,0.6339,0.6339,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,small,True,42.24,60,-0.1078,50.00,50.00,0,72.40,1,Tier1_Holder_1,67.00,MEDIUM,MODERATE,13.64,ev_cfo,0.8000,50.00,1702.982016,5,0,0,0,3,2,9.5,179.26,0.1364,0.1034,small,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,68.0,diversified,0.83000,0.95,0.95,0.45,0.95,5,5,0,0,approved,NCT07368595,8,71.67,0,MED,,UNKNOWN,,,
IMCR,178,33.08,-0.1419,-0.0114,0.4195,-0.2341,2,0.4639,,0.4195,0.4195,,-0.2341,-0.2341,-0.2341,live,live,missing,0.72,1.00,neutral,def_not_applied; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.37,60,-0.2188,50.00,35.96,3.20,80.00,6,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6,77.00,MEDIUM,HIGH,13.64,ev_cfo,0.8000,50.00,1621.521152,18,9,5,3,0,1,15.75,102.95,0.1364,0.1034,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.70,18,18,0,0,phase 3,NCT06246149,6,62.82,1,LOW,179,91_180,2026-08-01,CT_STUDY_COMPLETION,2026-08-01
TSHA,179,33.05,-0.1499,-0.012,0.7836,,2,0.4290,,0.7836,0.7836,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,small,True,44.19,60,-0.0807,50.00,50.00,0,80.00,11,Tier1_Holder_1; Tier1_Holder_10; Tier1_Holder_11; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8; Tier1_Holder_9,77.00,MEDIUM,HIGH,30.10,mcap_per_trial,0.8000,320.83,1283.312128,4,2,0,1,0,1,3.25,394.87,0.1901,0.0417,small,True,valuation_mcap_per_trial,50,unknown,,50,,60.0,uncrowded,68.0,focused,0.83000,0.95,0.95,0.45,0.80,4,4,0,0,phase 3,NCT05606614,35,58.75,0,MED,,UNKNOWN,,,
BIOA,180,32.97,-0.1578,-0.0126,1.0312,,3,0.2151,,1.0312,1.0312,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.7396,50.00,50.00,0,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,44.00,LOW,LOW,31.73,mcap_per_trial,0.8000,165.01,825.028864,5,1,4,0,0,0,4.5,183.34,0.3568,0.2083,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.58,5,5,0,0,phase 2,NCT06515418,327,48.83,0,MED,,UNKNOWN,,,
ORKA,181,32.76,-0.1737,-0.0139,0.647,,3,0.5496,,0.647,0.647,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,mid,small,True,81.57,60,0.4408,50.00,37.89,9.64,80.00,7,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7,79.00,MEDIUM,MODERATE,10.58,mcap_per_trial,0.8000,420.80,1683.188992,4,2,2,0,0,0,3.0,561.06,0.1328,0.0139,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.95,0.30,0.60,4,4,0,0,phase 2,NCT07290569,5,52.92,2,LOW,118,91_180,2026-06-01,CT_PRIMARY_COMPLETION,2026-09-01
MCRB,182,32.73,-0.1658,-0.0133,1.1067,-0.5564,2,0.0914,,1.1067,1.1067,,-0.5564,-0.5564,-0.5564,live,live,missing,0.72,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,alpha,False,,none,late,micro,True,33.53,60,-0.2167,50.00,50.00,0,58.00,1,Tier1_Holder_1,71.00,MEDIUM,MODERATE,81.17,ev_cfo,0.8000,11.04,135.33592,9,4,2,2,0,1,8.25,16.4,0.8117,0.1667,micro,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,75.0,uncrowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70,9,9,0,0,phase 3,NCT03183141,490,66.16,0,MED,,UNKNOWN,,,
SGMO,183,32.68,-0.1817,-0.0145,0.7928,-0.4730,3,0.3514,,0.7928,0.7928,,-0.4730,-0.4730,-0.4730,live,live,missing,0.72,1.00,penalty,def_not_applied; def_skip_vol_too_high; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,mid,micro,True,14.81,60,-0.5166,50.00,36.12,3.74,59.60,0,,48.00,LOW,LOW,90.00,mcap_per_trial,0.8000,4.40,131.939496,30,18,7,0,0,5,17.25,7.65,0.9974,0.9853,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,84.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.63,30,30,0,0,phase 2,NCT00476931,61,62.31,1,LOW,202,181_365,2026-08-24,CT_PRIMARY_COMPLETION,2026-08-24
DNTH,184,32.66,-0.1897,-0.0152,,,2,,,,,,,,,missing,missing,missing,0.35,1.00,neutral,def_not_applied; def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,mid,True,85.17,60,0.5160,50.00,36.54,5.13,80.00,8,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8,59.00,MEDIUM,MODERATE,10.20,mcap_per_trial,0.8000,737.67,2213.022208,3,0,2,1,0,0,4.0,553.26,0.0599,0.1889,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.77500,0.95,0.85,0.30,0.80,3,3,0,0,phase 3,NCT06858579,20,60.83,1,LOW,147,91_180,2026-06-30,CT_PRIMARY_COMPLETION,2026-06-30
LXEO,185,32.36,-0.1977,-0.0158,0.8592,,1,0.3715,,0.8592,0.8592,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,sev1,early,small,True,35.62,60,-0.1892,50.00,50.00,0,80.00,2,Tier1_Holder_1; Tier1_Holder_2,57.00,MEDIUM,MODERATE,51.79,mcap_per_trial,0.8000,78.93,552.514112,7,4,0,0,0,3,2.75,200.91,0.513,0.4676,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.50,7,7,0,0,phase 1,NCT05445323,25,47.44,0,MED,,UNKNOWN,,,
SNY,186,32.22,-0.2057,-0.0165,0.194,,2,0.2745,,0.194,0.194,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_elite_1.40; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,29.31,60,-0.2722,50.00,65.00,100.00,75.60,2,Tier1_Holder_1; Tier1_Holder_2,44.00,LOW,LOW,74.54,ev_revenue,0.8000,3.54,115044.409344,1000,178,262,267,148,145,1365.25,84.27,0.6143,0.8333,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.95,1000,1000,0,0,approved,NCT00132938,4,75.36,28,MED,4,0_30,2026-02-07,CT_PRIMARY_COMPLETION,2026-02-23
PYXS,187,32.07,-0.2138,-0.0171,1.6279,,1,0.2622,,1.6279,1.6279,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,micro,True,24.15,60,-0.3429,55.90,45.02,19.62,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,47.00,LOW,LOW,90.00,mcap_per_trial,0.8000,18.55,92.77368,5,5,0,0,0,0,2.5,37.11,0.8828,0.5735,micro,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83500,0.95,0.95,0.45,0.40,5,5,0,0,phase 1,NCT02706353,74,44.08,2,MED,87,31_90,2026-05-01,CT_PRIMARY_COMPLETION,2026-05-01
PRTA,188,32.06,-0.2299,-0.0184,0.4848,-0.2784,2,0.5288,,0.4848,0.4848,,-0.2784,-0.2784,-0.2784,live,live,missing,0.72,1.00,neutral,def_not_applied; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.29,60,-0.2199,50.00,50.00,0,80.00,3,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3,61.00,MEDIUM,MODERATE,87.31,mcap_per_trial,0.8000,27.58,468.859168,17,7,5,3,0,2,15.0,31.26,0.8255,0.8657,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.67,17,17,0,0,phase 3,NCT07174310,22,65.71,0,MED,,UNKNOWN,,,
NUVB,189,31.91,-0.2461,-0.0197,1.2485,,2,0.3108,,1.2485,1.2485,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,60.45,60,0.1452,50.00,50.00,0,80.00,7,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7,74.00,MEDIUM,HIGH,51.49,mcap_per_trial,0.8000,124.06,1985.005568,16,9,2,3,0,2,13.0,152.69,0.4193,0.3009,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70,16,16,0,0,phase 3,NCT05303519,6,64.58,0,MED,,UNKNOWN,,,
CMPS,190,31.80,-0.238,-0.019,0.7735,,2,0.3456,,0.7735,0.7735,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_vol_too_high; def_missing_drawdown,alpha,False,,sev1,late,small,True,49.54,60,-0.0064,65.00,52.56,23.53,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,60.00,LOW,LOW,79.85,mcap_per_trial,0.8000,41.29,619.309888,15,0,11,3,0,1,17.25,35.9,0.7161,0.7546,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,76.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.67,15,15,0,0,phase 3,NCT05711940,22,67.75,3,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-06-30
VERA,191,31.73,-0.2623,-0.021,0.7858,,2,0.5290,,0.7858,0.7858,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_missing_drawdown,alpha,False,,none,late,mid,True,83.44,60,0.4784,50.00,36.07,3.57,80.00,5,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5,77.00,LOW,MODERATE,15.67,mcap_per_trial,0.8000,529.09,3174.533632,6,0,4,2,0,0,8.0,396.82,0.0964,0.3222,mid,True,valuation_mcap_per_trial,46.41,strong,Eli Lilly,50,,100.0,highly_crowded,78.0,diversified,0.80500,0.95,0.95,0.30,0.77,6,6,0,0,phase 3,NCT05609812,14,63.19,1,LOW,210,181_365,2026-09-01,CT_PRIMARY_COMPLETION,2026-09-01
PACB,192,31.73,-0.2218,-0.0177,1.0113,,1,0.4440,,1.0113,1.0113,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,58.98,60,0.1247,50.00,50.00,0,80.00,2,Tier1_Holder_1; Tier1_Holder_2,56.00,LOW,LOW,50,neutral,0.2,,603.814848,0,0,0,0,0,0,,,,,small,False,denom<2 (trial_count=0); trial_count_low; trial_count_0,50,unknown,,50,,50,unknown,35,single_asset,0.68000,0.95,0.65,0.45,0.40,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
CSTL,193,31.63,-0.2704,-0.0216,0.5471,,1,0.1118,,0.5471,0.5471,,,,,live,missing,missing,0.53,1.00,neutral,def_not_applied; def_skip_not_elite_vol; def_missing_drawdown,suppressed,True,single_asset_early_stage,sev1,early,small,True,79.57,60,0.4038,50.00,50.00,0,64.40,0,,68.00,LOW,LOW,50.00,ev_cfo,0.8000,24.10,1147.844096,0,0,0,0,0,0,,,0.5,0.3966,small,False,denom<2 (trial_count=0); commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,50,unknown,35,single_asset,0.74500,0.95,0.65,0.45,0.30,0,0,0,0,preclinical,,,32.92,0,MED,,UNKNOWN,,,
PEPG,194,31.62,-0.2786,-0.0223,0.9917,,3,0.0667,,0.9917,0.9917,,,,,live,missing,missing,0.53,1.00,penalty,def_not_applied; def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,0.9484,50.00,36.28,4.27,80.00,8,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4; Tier1_Holder_5; Tier1_Holder_6; Tier1_Holder_7; Tier1_Holder_8,57.00,LOW,LOW,49.04,mcap_per_trial,0.8000,73.15,365.740576,5,1,4,0,0,0,4.5,81.28,0.5391,0.4954,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.95,0.30,0.53,5,5,0,0,phase 2,NCT07220603,22,50.25,1,LOW,179,91_180,2026-08-01,CT_PRIMARY_COMPLETION,2026-08-01
KALV,195,31.51,-0.2542,-0.0203,0.6376,-0.3637,2,0.4899,,0.6376,0.6376,,-0.3637,-0.3637,-0.3637,live,live,missing,0.72,1.00,neutral,def_not_applied; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,50.10,60,0.0014,50.00,38.08,10.27,80.00,4,Tier1_Holder_1; Tier1_Holder_2; Tier1_Holder_3; Tier1_Holder_4,78.00,HIGH,EXTREME,70.40,mcap_per_trial,0.8000,57.69,807.729728,14,4,3,4,0,3,13.75,58.74,0.612,0.6157,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.78,14,14,0,0,phase 3,NCT05505916,11,67.80,2,LOW,147,91_180,2026-06-30,CT_PRIMARY_COMPLETION,2026-06-30
