ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
LBRX,191,28.65,-0.4106,-0.0328,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,55.88,60,0.0918,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,48.00,LOW,LOW,53.55,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.82000,0.95,0.95,0.45,0.67
IMCR,192,28.50,-0.4199,-0.0336,0.4195,-0.2341,2,0.4639,,1.0,neutral,def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,33.37,60,-0.2188,50.00,50.00,0,72.00,2,Baker Bros Advisors; RTW Investments,77.00,MEDIUM,HIGH,10.94,ev_cfo,0.8000,50,unknown,,67.2,ODD; RMAT,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
IMVT,193,28.45,-0.249,-0.0199,0.5723,-0.4633,2,0.5483,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,mid,True,52.04,60,0.0283,81.33,67.14,34.03,77.40,4,Baker Bros Advisors; Perceptive Advisors; Rock Springs Capital Management,58.00,MEDIUM,MODERATE,33.25,mcap_per_trial,0.8000,50.75,strong,Roche,69.8,BTD; FT,90.0,moderate,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.77
ADMA,194,28.40,-0.4385,-0.0351,0.4754,,2,0.5207,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,32.23,60,-0.2338,50.00,50.00,0,62.00,2,Perceptive Advisors; Tang Capital Partners,63.00,LOW,LOW,10.94,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.95
MESO,195,28.37,-0.4479,-0.0358,0.5347,,2,0.3519,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,mid,True,44.40,60,-0.0778,50.00,50.00,0,50.00,0,,52.00,LOW,LOW,61.17,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.77
LXEO,196,28.35,-0.2665,-0.0213,0.8592,,1,0.3715,,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,sev1,early,small,True,35.62,60,-0.1892,50.00,50.00,0,57.00,1,Perceptive Advisors,57.00,MEDIUM,MODERATE,48.21,mcap_per_trial,0.8000,50,unknown,,50,,100.0,crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.50
PVLA,197,28.20,-0.4573,-0.0366,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,57.36,60,0.1022,80.48,60.93,15.31,61.00,1,Perceptive Advisors,48.00,LOW,LOW,52.03,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,72.0,diversified,0.83000,0.95,0.95,0.45,0.72
PYXS,198,27.96,-0.4668,-0.0373,1.6279,,1,0.2622,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,micro,True,24.15,60,-0.3429,55.30,43.02,14.35,80.00,3,Palo Alto Investors; Perceptive Advisors; Tang Capital Partners,47.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83500,0.95,0.95,0.45,0.40
PEPG,199,27.59,-0.4292,-0.0343,0.9917,,3,0.0667,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,0.9484,50.00,50.00,0,80.00,5,EcoR1 Capital; Opaleye Management; Perceptive Advisors; RA Capital Management; RTW Investments,57.00,LOW,LOW,50.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
IDYA,200,27.21,-0.4954,-0.0396,0.3864,,2,0.6555,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,45.73,60,-0.0593,50.00,50.00,0,80.00,5,Baker Bros Advisors; Deerfield Management; Redmile Group; Sofinnova Investments; Tang Capital Partners,59.00,LOW,MODERATE,10.94,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.70
TXG,201,26.81,-0.505,-0.0404,0.7498,,2,0.2850,,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,74.59,60,0.3245,50.00,50.00,0,64.29,4,Deerfield Management,75.00,MEDIUM,HIGH,49.22,ev_cfo,0.8000,50,unknown,,50,,100.0,crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.73
ZBIO,202,26.69,-0.3739,-0.0299,1.5048,,2,0.4474,,0.921500,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,20.69,60,-0.3992,50.00,50.00,0,80.00,4,Deerfield Management; Rock Springs Capital Management; Sectoral Asset Management,53.00,MEDIUM,MODERATE,55.58,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
DAWN,203,26.63,-0.4858,-0.0389,0.8040,-0.3552,2,0.3713,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,83.22,60,0.4738,50.00,50.00,0,60.00,1,Deerfield Management,48.00,MEDIUM,LOW,46.45,mcap_per_trial,0.8000,50,unknown,,69.8,BTD; FT,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
HUMA,204,26.27,-0.5244,-0.042,0.7852,,2,0.2938,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,sev1,late,micro,True,11.44,60,-0.5989,50.00,50.00,0,50.00,0,,56.00,MEDIUM,MODERATE,90.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.72
ELDN,205,26.24,-0.5342,-0.0427,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,sev1,mid,micro,True,17.93,60,-0.4504,50.00,50.00,0,61.00,1,RA Capital Management,53.00,LOW,LOW,79.41,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.58
VTYX,206,26.21,-0.544,-0.0435,1.2298,,3,0.3215,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.4108,50.00,50.00,0,61.00,1,Baker Bros Advisors,75.00,LOW,LOW,12.75,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.80500,0.95,0.85,0.45,0.53
KALV,207,26.05,-0.5539,-0.0443,0.6376,-0.3637,2,0.4899,,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,50.10,60,0.0014,50.00,50.00,0,50.00,0,,78.00,HIGH,EXTREME,70.30,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.75
JBIO,208,26.01,-0.5638,-0.0451,,,1,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,suppressed,True,single_asset_early_stage,none,early,small,True,81.85,60,0.4461,50.00,50.00,0,50.00,0,,48.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.42
MRSN,209,26.00,-0.3557,-0.0285,3.7130,-0.7581,2,-0.1047,,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,late,micro,True,96.55,60,1.5039,50.00,50.00,0,50.00,0,,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.70
ALVO,210,25.87,-0.5147,-0.0412,0.9498,,2,0.2702,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,small,True,25.74,60,-0.3198,50.00,50.00,0,50.00,0,,38.00,LOW,LOW,20.33,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,broad_portfolio,0.74500,0.65,0.95,0.45,0.77
AVBP,211,25.80,-0.594,-0.0475,0.6474,,2,0.6390,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,48.35,60,-0.0230,50.00,50.00,0,67.00,2,Orbimed Advisors; Sofinnova Investments,80.00,MEDIUM,HIGH,42.89,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.67
NUVB,212,25.67,-0.4762,-0.0381,1.2485,,2,0.3108,,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,60.45,60,0.1452,50.00,50.00,0,61.00,1,Palo Alto Investors,74.00,MEDIUM,HIGH,52.54,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70
TWST,213,25.38,-0.6144,-0.0492,0.6351,,1,0.4094,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,none,early,mid,True,65.18,60,0.1998,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,12.50,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,diversified,0.83500,0.95,0.95,0.45,0.40
AURA,214,25.04,-0.6454,-0.0516,0.5411,,2,0.6194,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,23.46,60,-0.3535,50.00,50.00,0,50.00,0,,68.00,LOW,LOW,76.40,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.70
TNGX,215,24.89,-0.6559,-0.0525,0.8943,,1,0.4193,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,alpha,False,,sev1,early,small,True,73.26,60,0.3061,55.30,43.02,14.35,80.00,4,Bain Capital Life Sciences; EcoR1 Capital; RA Capital Management,68.00,HIGH,HIGH,33.93,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,60.0,focused,0.83500,0.95,0.95,0.45,0.40
DNTH,216,24.83,-0.6665,-0.0533,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,mid,True,85.17,60,0.5160,50.00,50.00,0,80.00,3,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management,59.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.67
VKTX,217,24.68,-0.6772,-0.0542,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,sev1,late,mid,True,21.70,60,-0.3819,50.00,50.00,0,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; Tang Capital Partners,74.00,MEDIUM,HIGH,24.11,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.75
ZYME,218,24.61,-0.6987,-0.0559,0.7975,,2,0.3925,,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,small,True,56.39,60,0.0888,50.00,50.00,0,80.00,10,Acuta Capital Partners; EcoR1 Capital; Opaleye Management; Perceptive Advisors; Redmile Group; Samsara BioCapital; Tang Capital Partners,60.00,LOW,LOW,35.79,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
IKT,219,24.22,-0.7205,-0.0576,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,micro,True,37.58,60,-0.1634,50.00,50.00,0,61.00,1,Perceptive Advisors,49.00,LOW,LOW,68.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.80500,0.95,0.85,0.45,0.72
ILMN,220,24.05,-0.7316,-0.0585,0.6123,,1,0.2979,,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1; def_missing_drawdown,suppressed,True,single_asset_early_stage,none,early,large,True,56.16,60,0.0856,50.00,50.00,0,70.00,5,Casdin Capital; Sectoral Asset Management,68.00,LOW,LOW,42.97,ev_cfo,0.8000,50,unknown,,50,,25.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.40
ZVRA,221,23.90,-0.7428,-0.0594,0.4964,,2,0.2530,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,22.13,60,-0.3747,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,55.08,mcap_per_trial,0.8000,50,unknown,,50,,65.0,moderate,76.0,diversified,0.83500,0.95,0.95,0.45,0.80
NUVL,222,23.81,-0.754,-0.0603,0.5143,,2,0.6290,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,45.05,60,-0.0688,81.33,67.14,34.03,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; RA Capital Management; Tang Capital Partners,67.00,MEDIUM,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.87000,0.95,0.95,0.65,0.70
LYEL,223,23.80,-0.5838,-0.0467,0.9083,,2,0.3940,,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,none,late,small,True,74.34,60,0.3210,50.00,50.00,0,50.00,0,,44.00,LOW,LOW,59.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.83500,0.95,0.95,0.45,0.70
BDTX,224,23.76,-0.5738,-0.0459,0.7908,-0.5010,3,0.3557,,0.9200,penalty,def_skip_vol_too_high; def_mult_drawdown_penalty_0.92,alpha,False,,none,mid,micro,True,22.19,60,-0.3738,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.53
CTMX,225,23.75,-0.7653,-0.0612,0.9241,,3,0.2404,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,87.54,60,0.5726,50.00,50.00,0,80.00,7,Baker Bros Advisors; Perceptive Advisors; RA Capital Management; RTW Investments,61.00,LOW,LOW,46.08,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.53
APGE,226,23.65,-0.7768,-0.0621,0.4778,,3,0.5939,,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,mid,True,66.40,60,0.2158,50.00,50.00,0,80.00,5,Opaleye Management; Perceptive Advisors; RTW Investments; Sofinnova Investments; Tang Capital Partners,78.00,MEDIUM,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.63
ADCT,227,23.64,-0.7883,-0.0631,0.7505,,2,0.2585,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,30.83,60,-0.2522,80.00,70.57,48.58,58.00,1,Opaleye Management,71.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
FULC,228,23.63,-0.6041,-0.0483,1.1313,-0.5212,2,0.2008,,0.91917200,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03; def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,53.23,60,0.0448,50.00,50.00,0,71.00,2,Acuta Capital Partners; RA Capital Management,54.00,LOW,LOW,58.63,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83000,0.95,0.95,0.45,0.70
CVAC,229,23.60,-0.8117,-0.0649,0.3361,-0.2495,2,0.1813,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,22.86,60,-0.3629,98.00,80.39,39.31,50.00,0,,65.00,LOW,LOW,78.93,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.70
CGON,230,23.47,-0.8236,-0.0659,0.7795,,2,0.4430,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,75.34,60,0.3354,50.00,50.00,0,80.00,6,Cormorant Asset Management; Opaleye Management; Orbimed Advisors; RTW Investments; Tang Capital Partners,86.00,LOW,MODERATE,17.01,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.70
GOSS,231,23.39,-0.6879,-0.055,0.8648,-0.3030,2,0.4571,1.8639,0.94914500,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,42.97,60,-0.0976,50.00,50.00,0,80.00,4,Opaleye Management; Palo Alto Investors; Perceptive Advisors; Rock Springs Capital Management,48.00,LOW,LOW,78.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83000,0.95,0.95,0.45,0.70
WVE,232,23.36,-0.6246,-0.05,3.1359,,3,0.1196,,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,sev1,mid,mid,True,61.46,60,0.1508,50.00,50.00,0,80.00,4,Baker Bros Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,28.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.63
SERA,233,23.29,-0.8477,-0.0678,,,1,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,early,micro,True,32.78,60,-0.2265,50.00,50.00,0,61.00,1,Baker Bros Advisors,57.00,LOW,LOW,87.50,mcap_per_trial,0.8000,50,unknown,,50,,45.0,uncrowded,50.0,focused,0.83500,0.95,0.95,0.45,0.32
RVMD,234,23.14,-0.635,-0.0508,0.4254,-0.5018,2,0.5877,,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,large,True,90.53,60,0.6528,55.60,46.74,26.07,80.00,8,Acuta Capital Partners; Baker Bros Advisors; Casdin Capital; Deerfield Management; Opaleye Management; Rock Springs Capital Management; Tang Capital Partners,64.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
GRFS,235,23.07,-0.8599,-0.0688,0.3193,,2,0.2877,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2; def_missing_drawdown,suppressed,True,cash_runway_lt_6m; survivability_critical,sev2,late,unknown,True,27.91,60,-0.2906,80.00,80.92,83.07,50.00,0,,61.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.52000,0.1,0.95,0.45,0.94
PGEN,236,22.90,-0.8,-0.064,0.8424,-0.3633,2,0.3464,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,73.64,60,0.3112,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,40.36,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,diversified,0.83500,0.95,0.95,0.45,0.87
INBX,237,22.87,-0.8723,-0.0698,0.7023,,3,0.1325,,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,sev1,mid,small,True,81.33,60,0.4362,50.00,50.00,0,80.00,3,Acuta Capital Partners; Perceptive Advisors; Sofinnova Investments,53.00,MEDIUM,MODERATE,32.35,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83500,0.95,0.95,0.45,0.53
ARTV,238,22.53,-0.8848,-0.0708,,,3,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,sev1,mid,micro,True,59.20,60,0.1278,65.30,50.83,17.07,65.71,3,RA Capital Management,48.00,LOW,LOW,89.22,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83000,0.95,0.95,0.45,0.60
CDTX,239,22.33,-0.8974,-0.0718,,,2,,,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,suppressed,True,cash_runway_lt_6m; survivability_critical,sev2,late,unknown,True,50,,,55.30,43.02,14.35,80.00,5,Acuta Capital Partners; Baker Bros Advisors; RA Capital Management; Rock Springs Capital Management; Sofinnova Investments,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.455,0.1,0.95,0.45,0.78
NTLA,240,21.73,-0.7096,-0.0568,1.2984,-0.7127,2,0.3471,,0.892400,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,late,small,True,50.85,60,0.0117,65.66,54.94,29.94,65.71,5,Baker Bros Advisors,78.00,HIGH,HIGH,44.42,mcap_per_trial,0.8000,48.08,exceptional,Regeneron,50,,100.0,highly_crowded,84.0,diversified,0.83000,0.95,0.95,0.45,0.80
SANA,241,21.47,-0.8356,-0.0668,1.1156,-0.5084,1,0.5864,,0.91917200,penalty,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03; def_mult_drawdown_penalty_0.92,alpha,False,,sev1,early,small,True,51.32,60,0.0184,50.00,50.00,0,60.00,1,Baker Bros Advisors,80.00,HIGH,HIGH,30.36,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,focused,0.83000,0.95,0.95,0.45,0.40
STOK,242,21.10,-0.9231,-0.0738,0.7422,,2,0.4466,,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,small,True,57.77,60,0.1079,50.00,50.00,0,80.00,8,Baker Bros Advisors; Opaleye Management; Palo Alto Investors; RTW Investments; Redmile Group; Tang Capital Partners,74.00,MEDIUM,HIGH,57.03,ev_cfo,0.8000,50,unknown,,50,,15.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.73
RANI,243,20.21,-0.9362,-0.0749,1.4102,,1,0.0447,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,sev2,early,micro,True,54.17,60,0.0579,80.00,70.05,46.83,50.00,0,,61.00,LOW,MODERATE,83.93,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.78000,0.65,0.95,0.65,0.45
KRYS,244,19.70,-0.9102,-0.0728,0.3475,-0.4581,2,0.5000,,0.9200,penalty,def_corr_placeholder_0.50; def_mult_drawdown_penalty_0.92,alpha,False,,none,late,mid,True,71.61,60,0.2844,83.33,81.37,76.81,80.00,7,Acuta Capital Partners; Orbimed Advisors; Perceptive Advisors; Redmile Group,71.00,MEDIUM,MODERATE,10.94,ev_cfo,0.8000,50,unknown,,69.0,ODD; BTD,75.0,uncrowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70
RAPT,245,19.65,-0.9765,-0.0781,1.4599,,3,0.3343,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3; def_missing_drawdown,alpha,False,,none,mid,small,True,96.55,60,1.8502,50.00,50.00,0,80.00,6,Deep Track Capital; Perceptive Advisors; RTW Investments,44.00,LOW,LOW,24.51,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
KURA,246,19.31,-0.9495,-0.076,0.617,,2,0.6478,,0.9500,penalty,def_mult_momentum_penalty_0.95; def_missing_drawdown,alpha,False,,sev1,late,small,True,33.40,60,-0.2185,50.00,50.00,0,61.00,1,EcoR1 Capital,59.00,LOW,MODERATE,85.53,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
SRRK,247,19.03,-1.0184,-0.0815,0.7098,,2,0.4457,,1.00,neutral,def_missing_drawdown,alpha,False,,sev1,late,mid,True,59.95,60,0.1382,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,13.96,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83000,0.95,0.95,0.45,0.80
AZN,248,18.69,-1.0328,-0.0826,0.2344,,2,0.3439,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,sev2,late,large,True,45.48,60,-0.0628,80.00,86.00,100.00,61.00,1,Sofinnova Investments,38.00,LOW,LOW,50.00,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.87
CRBU,249,17.98,-0.9629,-0.077,0.8544,-0.4401,1,0.6833,,0.892400,penalty,def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,early,micro,True,16.99,60,-0.4694,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.40
CRVS,250,17.98,-1.0622,-0.085,0.6118,-0.3740,2,0.6206,,1.0,neutral,def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,96.55,60,2.3297,55.60,43.25,14.44,72.00,2,Perceptive Advisors; RTW Investments,53.00,MEDIUM,MODERATE,41.37,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.70
