ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,vol_blended,vol_63d,vol_252d,max_drawdown_blended,max_drawdown_252d,max_drawdown_2y,risk_data_state_vol,risk_data_state_drawdown,risk_data_state_beta,confidence_risk,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,valuation_raw_metric,valuation_mcap_mm,valuation_denom_trials_total,valuation_denom_trials_p1,valuation_denom_trials_p2,valuation_denom_trials_p3,valuation_denom_trials_reg,valuation_denom_trials_other,valuation_phase_weighted_trials,valuation_metric_pw,valuation_pct_overall,valuation_pct_in_size_bucket,valuation_size_bucket,valuation_applicable,valuation_notes,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos,pit_trials_total,pit_trials_eligible,pit_trials_filtered,pit_trials_no_date,clinical_lead_phase,clinical_lead_nct_id,clinical_recency_days,clinical_score_raw,catalyst_event_count_upcoming,catalyst_confidence_m3,catalyst_window_days_m3,catalyst_window_bucket_m3,catalyst_next_date,catalyst_top_event_type,catalyst_top_event_date
KYMR,70,50.24,0.717,0.0574,0.8541,-0.2367,3,0.4055,1.2991,0.8541,0.8541,0.9591254944638062,-0.2367,-0.2367,-0.2367,live,live,live,0.9,0.999100,neutral,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03,alpha,False,,none,mid,mid,True,54.97,60,0.0690,50.00,50.00,0,80.00,8,Baker Bros Advisors; Boxer Capital; Deerfield Management; Logos Global Management; Perceptive Advisors; Redmile Group; Rock Springs Capital Management; Suvretta Capital Management,70.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,528.65,5815.129088,11,6,4,0,0,1,7.25,802.09,0.0859,0.2778,mid,True,valuation_mcap_per_trial,60.46,exceptional,Sanofi; Vertex,64.0,FT; ODD,100.0,crowded,78.0,diversified,0.83000,0.95,0.95,0.45,0.53,11,11,0,0,phase 2,NCT06028230,8,62.01,0,MED,,UNKNOWN,,,
TARS,71,50.15,1.0548,0.0844,0.4256,-0.4018,2,0.4285,0.596,0.4256,0.4256,0.36258399133867625,-0.4018,-0.4018,-0.4018,live,live,live,0.9,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,mid,True,35.48,60,-0.1911,50.00,50.00,0,80.00,11,Ally Bridge Group; Cormorant Asset Management; Ghost Tree Capital; Orbimed Advisors; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management; Tang Capital Partners,86.00,LOW,MODERATE,38.43,ev_revenue,0.8000,8.08,2739.665152,10,3,5,1,1,0,11.5,238.23,0.4143,0.5,mid,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.89,10,10,0,0,approved,NCT06182358,125,74.58,0,MED,,UNKNOWN,,,
MNKD,72,50.07,0.7272,0.0582,0.4616,-0.11213514442268052,2,0.3317,0.811,0.4616,0.4616,0.45329203824549663,-0.11213514442268052,-0.11213514442268052,-0.11213514442268052,live,live,live,0.9,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,small,True,48.83,60,-0.0162,65.90,54.04,26.37,50.00,3,,47.00,LOW,LOW,12.99,ev_cfo,0.8000,50.00,1774.866176,63,23,14,14,6,6,73.0,24.31,0.1299,0.0862,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.92,63,63,0,0,approved,NCT05904743,8,75.13,3,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
GH,73,49.72,0.7069,0.0566,0.6981,-0.05549113039980662,2,0.1582,1.591,0.6981,0.6981,0.40176611182489147,-0.05549113039980662,-0.05549113039980662,-0.05549113039980662,live,live,live,0.9,1.0,neutral,def_skip_not_elite_vol; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,71.97,60,0.2891,50.00,65.00,100.00,80.00,7,Casdin Capital; Deep Track Capital; RTW Investments,61.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,14810.878976,1000,68,117,168,72,575,846.75,17.49,0.1,0.25,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87,1000,1000,0,0,approved,NCT05926570,4,74.26,66,HIGH,12,0_30,2026-02-15,CT_PRIMARY_COMPLETION,2026-03-01
DNLI,74,49.69,0.6969,0.0558,0.5691,-0.3660,2,0.7116,1.046,0.5691,0.5691,0.6279229191643483,-0.3660,-0.3660,-0.3660,live,live,live,0.9,1.0,neutral,def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,58.35,60,0.1160,50.00,54.39,64.62,80.00,4,Baker Bros Advisors; Casdin Capital; Palo Alto Investors,67.00,LOW,MODERATE,49.00,mcap_per_trial,0.8000,135.80,3394.882816,25,17,5,1,0,2,16.0,212.18,0.3932,0.9444,mid,True,valuation_mcap_per_trial,45.82,exceptional,Biogen,50,,75.0,uncrowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.80,25,25,0,0,phase 3,NCT05418673,6,68.30,3,HIGH,22,0_30,2026-02-25,CT_PRIMARY_COMPLETION,2026-02-25
ARVN,75,49.45,0.9758,0.0781,0.6174,-0.4354,2,0.5162,1.895,0.6174,0.6174,0.6758373970225213,-0.4354,-0.4354,-0.4354,live,live,live,0.9,0.9200,penalty,def_mult_drawdown_penalty_0.92,alpha,False,,none,late,small,True,70.51,60,0.2699,80.00,75.22,64.08,80.00,8,Boxer Capital; Ghost Tree Capital; Logos Global Management; Opaleye Management; Tang Capital Partners,76.00,LOW,LOW,90.00,ev_revenue,0.8000,0.50,982.32736,26,23,1,2,0,0,16.5,59.53,0.9429,0.9231,small,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70,26,26,0,0,phase 3,NCT05909397,78,69.39,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
PBYI,76,49.44,0.6869,0.055,0.7739,-0.10124826365138885,2,0.2102,1.175,0.7739,0.7739,0.7560847471825441,-0.10124826365138885,-0.10124826365138885,-0.10124826365138885,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,57.84,60,0.1088,50.00,39.76,15.85,65.71,3,Tang Capital Partners,63.00,LOW,LOW,85.06,ev_cfo,0.8000,9.98,326.534368,58,30,24,2,0,2,43.5,7.51,0.8506,0.7414,small,True,commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.70,58,58,0,0,phase 3,NCT01808573,11,69.51,3,LOW,117,91_180,2026-05-31,CT_PRIMARY_COMPLETION,2026-06-01
TRDA,77,48.87,0.6671,0.0534,0.5606,-0.19831817937047644,1,0.3748,-0.123,0.5606,0.5606,0.5514854746613059,-0.19831817937047644,-0.19831817937047644,-0.19831817937047644,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,early,small,True,80.29,60,0.4166,50.00,50.00,0,61.43,3,Baker Bros Advisors,60.00,LOW,LOW,37.50,mcap_per_trial,0.8000,145.74,437.228,3,2,0,0,0,1,1.25,349.78,0.3724,0.2361,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,64.0,focused,0.80500,0.95,0.85,0.45,0.40,3,3,0,0,phase 1,NCT07037862,50,43.75,0,MED,,UNKNOWN,,,
NRIX,78,48.78,0.6573,0.0526,0.7197,-0.2657777574327257,3,0.5306,1.935,0.7197,0.7197,0.7322932864942319,-0.2657777574327257,-0.2657777574327257,-0.2657777574327257,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,small,True,68.65,60,0.2455,50.00,36.08,3.59,80.00,6,Baker Bros Advisors; Boxer Capital; Perceptive Advisors; Redmile Group,67.00,MEDIUM,MODERATE,22.12,mcap_per_trial,0.8000,212.37,1698.966528,8,7,1,0,0,0,4.5,377.55,0.2995,0.1435,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.95,0.30,0.53,8,8,0,0,phase 2,NCT07221500,48,57.92,1,LOW,209,181_365,2026-08-31,CT_PRIMARY_COMPLETION,2026-08-31
NAMS,79,48.34,0.6283,0.0503,0.4954,-0.2590475990658715,2,0.4627,0.073,0.4954,0.4954,0.4679074975009628,-0.2590475990658715,-0.2590475990658715,-0.2590475990658715,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,31.08,60,-0.2489,50.00,36.07,3.57,80.00,3,Cormorant Asset Management; RA Capital Management; Rock Springs Capital Management,63.00,LOW,LOW,43.53,mcap_per_trial,0.8000,185.72,3528.721664,19,6,7,6,0,0,22.0,160.4,0.3307,0.8556,mid,True,valuation_mcap_per_trial,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.75,19,19,0,0,phase 3,NCT05425745,54,69.87,1,LOW,210,181_365,2026-09-01,CT_PRIMARY_COMPLETION,2026-09-01
MLYS,80,48.02,0.5999,0.048,0.6287,-0.3517313874155627,2,0.3093,0.495,0.6287,0.6287,0.625715827018561,-0.3517313874155627,-0.3517313874155627,-0.3517313874155627,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_missing_drawdown,alpha,False,,none,late,mid,True,56.12,60,0.0849,50.00,50.00,0,80.00,11,Orbimed Advisors; RA Capital Management; Rock Springs Capital Management; Samsara BioCapital; Sectoral Asset Management; Suvretta Capital Management; Tang Capital Partners,59.00,MEDIUM,MODERATE,21.64,mcap_per_trial,0.8000,407.44,2444.633088,6,0,4,2,0,0,8.0,305.58,0.138,0.4556,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.80,6,6,0,0,phase 3,NCT05968430,4,69.03,0,MED,,UNKNOWN,,,
AMPH,81,47.94,0.6188,0.0495,0.4149,-0.22971794791747124,2,0.2075,0.892,0.4149,0.4149,0.41271342687097573,-0.22971794791747124,-0.22971794791747124,-0.22971794791747124,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,small,True,34.76,60,-0.2005,50.00,50.00,0,65.71,4,Deerfield Management,73.00,MEDIUM,MODERATE,78.57,ev_cfo,0.8000,12.96,1231.654656,20,4,8,7,1,0,27.0,45.62,0.7857,0.6034,small,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.90,20,20,0,0,approved,NCT04207840,736,70.00,0,MED,,UNKNOWN,,,
MIRM,82,47.92,0.6093,0.0487,0.4303,-0.005683448408601072,2,0.3904,0.488,0.4303,0.4303,0.4272543771906357,-0.005683448408601072,-0.005683448408601072,-0.005683448408601072,live,live,live,0.9,1.0,neutral,def_mult_good_1.10; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,mid,True,64.89,60,0.1959,50.00,37.72,9.07,80.00,7,Palo Alto Investors; Rock Springs Capital Management; Tang Capital Partners,71.00,LOW,MODERATE,12.99,ev_cfo,0.8000,50.00,6180.809728,34,3,17,8,1,5,38.75,159.5,0.1299,0.2222,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,43.75,strong,Ipsen,50,,75.0,uncrowded,83.0,broad_portfolio,0.80500,0.95,0.95,0.30,0.92,34,34,0,0,approved,NCT07290257,8,74.36,2,LOW,118,91_180,2026-06-01,CT_PRIMARY_COMPLETION,2026-06-01
AARD,83,47.88,0.677,0.0542,0.9146,-0.3365679381451397,2,0.2477,,0.9146,0.9146,0.913262819360858,-0.3365679381451397,-0.3365679381451397,-0.3365679381451397,live,live,missing,0.72,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,late,micro,True,50.48,60,0.0067,80.00,70.21,47.37,50.00,1,,64.00,LOW,MODERATE,74.88,mcap_per_trial,0.8000,47.14,282.834784,6,0,4,2,0,0,8.0,35.35,0.6484,0.0735,micro,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,75.0,diversified,0.87000,0.95,0.95,0.65,0.80,6,6,0,0,phase 3,NCT07197034,26,68.47,2,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
SYRE,84,47.76,0.5905,0.0472,0.5829,-0.09430757456141813,3,0.5938,3.18,0.5829,0.5829,0.5868075650109453,-0.09430757456141813,-0.09430757456141813,-0.09430757456141813,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,mid,mid,True,73.45,60,0.3086,80.00,78.96,76.54,80.00,9,Baker Bros Advisors; Boxer Capital; Deerfield Management; Ghost Tree Capital; Opaleye Management; Perceptive Advisors; RTW Investments; Tang Capital Partners,81.00,MEDIUM,MODERATE,10.58,mcap_per_trial,0.8000,413.57,2481.396224,6,4,2,0,0,0,4.0,620.35,0.1328,0.4333,mid,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.87500,0.95,0.95,0.65,0.60,6,6,0,0,phase 2,NCT07012395,13,56.25,7,HIGH,15,0_30,2026-02-18,CT_PRIMARY_COMPLETION,2026-02-18
EXEL,85,47.57,0.5812,0.0465,0.4304,-0.0824,2,0.2721,0.5070,0.4304,0.4304,0.3504570015362877,-0.0824,-0.0824,-0.0824,live,live,live,0.9,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,large,True,39.72,60,-0.1428,50.00,65.00,100.00,61.43,5,Krensavage Asset Management,67.00,LOW,MODERATE,64.29,ev_cfo,0.8000,18.66,11134.217216,146,66,61,15,1,3,127.75,87.16,0.6429,0.6944,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,75.8,BTD; FT; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.87,146,146,0,0,approved,NCT01896479,4,71.08,23,HIGH,6,0_30,2026-02-09,CT_PRIMARY_COMPLETION,2026-02-09
RYTM,86,47.37,0.5719,0.0458,0.4754,-0.1456,2,0.3832,0.8990,0.4754,0.4754,0.5311933565321452,-0.1456,-0.1456,-0.1456,live,live,live,0.9,1.0,neutral,def_mult_good_1.10; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,30.62,60,-0.2550,80.00,71.90,52.99,80.00,13,Baker Bros Advisors; Ghost Tree Capital; Logos Global Management; Opaleye Management; Orbimed Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management; Samsara BioCapital; Sofinnova Investments,65.00,LOW,MODERATE,38.06,mcap_per_trial,0.8000,228.06,6841.780224,32,5,10,9,1,7,35.25,194.09,0.2839,0.8111,mid,True,valuation_mcap_per_trial,50,unknown,,71.0,BTD; ODD,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.92,32,32,0,0,approved,NCT05046132,43,75.05,4,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
GILD,87,47.21,0.5627,0.045,0.2352,-0.1367,2,0.2668,0.349,0.2352,0.2352,0.27269003773290706,-0.1367,-0.1367,-0.1367,live,live,live,0.9,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,44.93,60,-0.0705,50.00,65.00,100.00,61.00,1,Sofinnova Investments,57.00,LOW,LOW,46.10,ev_cfo,0.8000,28.76,176132.538368,1000,200,289,198,124,189,1204.25,146.26,0.461,0.4167,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,46.37,exceptional,Galapagos; Arcus Biosciences,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.95,1000,1000,0,0,approved,NCT00924898,4,73.95,34,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
FHTX,88,47.10,0.6379,0.051,0.9327,-0.17841726069827735,1,0.4168,3.048,0.9327,0.9327,0.9090222527957195,-0.17841726069827735,-0.17841726069827735,-0.17841726069827735,live,live,live,0.9,0.9700,penalty,def_mult_high_vol_0.97; def_missing_drawdown,alpha,False,,none,early,small,True,53.92,60,0.0544,50.00,50.00,0,61.30,2,Deerfield Management,61.00,LOW,LOW,44.64,mcap_per_trial,0.8000,83.63,334.50096,4,4,0,0,0,0,2.0,167.25,0.4974,0.4398,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,63.0,focused,0.83000,0.95,0.95,0.45,0.40,4,4,0,0,phase 1,NCT04879017,25,41.67,0,MED,,UNKNOWN,,,
CAI,89,47.08,0.5535,0.0443,0.5606,-0.45505882711971507,2,0.1886,,0.5606,0.5606,0.576579294040753,-0.45505882711971507,-0.45505882711971507,-0.45505882711971507,live,live,missing,0.72,1.00,neutral,def_skip_not_elite_vol; def_missing_drawdown,alpha,False,,none,late,mid,True,24.26,60,-0.3412,50.00,65.00,100.00,80.00,6,Perceptive Advisors; Rock Springs Capital Management,41.00,LOW,LOW,12.99,ev_cfo,0.8000,50.00,6534.522368,1000,62,87,82,82,687,699.75,9.34,0.1299,0.2222,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.94,1000,1000,0,0,approved,NCT03582761,4,74.14,78,HIGH,7,0_30,2026-02-10,CT_PRIMARY_COMPLETION,2026-03-01
NBIX,90,47.01,0.5443,0.0435,0.3467,-0.15058061207021012,2,0.4815,0.284,0.3467,0.3467,0.31750018264865065,-0.15058061207021012,-0.15058061207021012,-0.15058061207021012,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,large,True,30.27,60,-0.2597,50.00,65.00,100.00,80.00,12,Deerfield Management; Logos Global Management; Orbimed Advisors; Palo Alto Investors; Perceptive Advisors; RTW Investments; Rock Springs Capital Management; Sectoral Asset Management; Tang Capital Partners,68.00,LOW,LOW,39.61,ev_cfo,0.8000,32.79,13565.95712,91,23,37,22,5,4,108.5,125.03,0.3961,0.25,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,38.30,strong,Takeda,71.0,BTD; ODD,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84,91,91,0,0,approved,NCT03698331,8,74.08,6,HIGH,26,0_30,2026-03-01,FDA_PDUFA_DATE,2026-04-15
RCUS,91,46.82,0.5353,0.0428,0.6326,-0.20303026835123694,2,0.5236,0.776,0.6326,0.6326,0.6294659723861893,-0.20303026835123694,-0.20303026835123694,-0.20303026835123694,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,71.82,60,0.2872,80.00,86.00,100.00,72.00,2,RA Capital Management; Sofinnova Investments,50.00,LOW,LOW,42.13,ev_revenue,0.8000,7.35,2603.248384,50,28,16,6,0,0,42.0,61.98,0.4714,0.6818,mid,True,commercial_revenue_threshold; valuation_ev_revenue,48.08,exceptional,Gilead,50,,100.0,highly_crowded,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70,50,50,0,0,phase 3,NCT05211895,4,67.63,9,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
CLDX,92,46.71,0.5262,0.0421,0.4801,-0.2393,2,0.7395,1.196,0.4801,0.4801,0.49545079014573,-0.2393,-0.2393,-0.2393,live,live,live,0.9,1.00,neutral,,alpha,False,,none,late,small,True,36.31,60,-0.1801,80.00,85.45,98.16,80.00,7,Baker Bros Advisors; Deep Track Capital; Rock Springs Capital Management,61.00,MEDIUM,MODERATE,71.39,mcap_per_trial,0.8000,54.49,1634.657024,73,46,20,5,0,2,53.5,30.55,0.6172,0.625,small,True,valuation_mcap_per_trial,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.70,73,73,0,0,phase 3,NCT01480479,4,67.90,8,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
TEM,93,45.79,0.4993,0.0399,0.5816,-0.42657208881495184,2,0.4642,,0.5816,0.5816,0.578651717662019,-0.42657208881495184,-0.42657208881495184,-0.42657208881495184,live,live,missing,0.72,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,large,True,27.00,60,-0.3026,80.00,86.00,100.00,78.00,3,Casdin Capital; Perceptive Advisors; RTW Investments,50.00,MEDIUM,LOW,22.69,ev_revenue,0.8000,12.40,10642.412544,236,27,20,16,9,164,133.5,79.72,0.3,0.65,large,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.87,236,236,0,0,approved,NCT05071781,4,73.55,26,HIGH,25,0_30,2026-02-28,CT_PRIMARY_COMPLETION,2026-03-01
KNSA,94,45.60,0.4728,0.0378,0.3477,-0.024000040690104165,2,0.4817,0.037,0.3477,0.3477,0.33933499663979716,-0.024000040690104165,-0.024000040690104165,-0.024000040690104165,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,mid,True,46.61,60,-0.0470,50.00,50.00,0,61.00,1,Baker Bros Advisors,58.00,LOW,LOW,37.01,ev_cfo,0.8000,35.52,3328.94976,15,1,12,1,0,1,14.75,225.69,0.3701,0.537,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,75.0,uncrowded,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.77,15,15,0,0,phase 3,NCT03737110,8,70.25,0,MED,,UNKNOWN,,CT_RESULTS_POSTED,2026-01-13
ONC,95,45.54,0.4816,0.0385,0.415,-0.11640100492494555,2,0.4212,0.471,0.415,0.415,0.4245212419906109,-0.11640100492494555,-0.11640100492494555,-0.11640100492494555,live,live,live,0.9,1.00,neutral,def_missing_drawdown,alpha,False,,none,late,large,True,40.15,60,-0.1368,50.00,53.66,62.19,80.00,4,Baker Bros Advisors; Boxer Capital; Sectoral Asset Management,53.00,LOW,LOW,12.99,ev_cfo,0.8000,50.00,37665.75104,78,39,20,16,1,2,75.0,502.21,0.1299,0.0833,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87,78,78,0,0,approved,NCT07169331,4,70.58,13,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
ROIV,96,45.40,0.4553,0.0364,0.3407,-0.4372,3,0.3790,1.224,0.3407,0.3407,0.32651310997888533,-0.4372,-0.4372,-0.4372,live,live,live,0.9,1.0,neutral,def_mult_good_1.10; def_mult_drawdown_penalty_0.92; def_boost_gated_below_51_in_3,alpha,False,,none,mid,large,True,57.51,60,0.1042,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,48.00,LOW,LOW,50,neutral,0.2,7518.26432,15036.52864,2,1,1,0,0,0,1.5,10024.35,0.0556,,large,True,trial_count_low; trial_count_2,50,unknown,,50,,100.0,highly_crowded,49.0,concentrated,0.74000,0.95,0.85,0.45,0.53,2,2,0,0,phase 2,NCT04351243,1512,57.08,0,MED,,UNKNOWN,,,
HALO,97,45.32,0.4904,0.0392,0.2835,-0.2096,2,0.1622,0.942,0.2835,0.2835,0.3147964302794964,-0.2096,-0.2096,-0.2096,live,live,live,0.9,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_overbought_0.98; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,39.68,60,-0.1434,50.00,35.90,3.00,50.00,2,,68.00,MEDIUM,MODERATE,59.09,ev_cfo,0.8000,21.43,8432.88064,47,21,11,3,11,1,60.75,138.81,0.5909,0.8333,mid,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,71.0,BTD; ODD,75.0,uncrowded,88.0,broad_portfolio,0.80000,0.95,0.95,0.30,0.87,47,47,0,0,approved,NCT03662334,50,74.51,1,LOW,240,181_365,2026-10-01,CT_PRIMARY_COMPLETION,2026-10-01
CRL,98,45.22,0.464,0.0371,0.3443,-0.08039149018027321,2,0.3502,1.616,0.3443,0.3443,0.3291375005086593,-0.08039149018027321,-0.08039149018027321,-0.08039149018027321,live,live,live,0.9,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2; def_missing_drawdown,alpha,False,,none,late,large,True,52.14,60,0.0298,65.00,75.50,100.00,61.00,1,Rock Springs Capital Management,54.00,LOW,LOW,57.79,ev_cfo,0.8000,21.74,10358.872064,119,14,15,4,1,85,54.25,190.95,0.5779,0.5278,large,True,commercial_revenue_threshold; commercial_cfo_positive; valuation_ev_cfo,50,unknown,,50,,90.0,moderate,88.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.87,119,119,0,0,approved,NCT06896617,4,72.56,17,MED,57,31_90,2026-04-01,CT_PRIMARY_COMPLETION,2026-04-01
IMTX,99,45.08,0.4293,0.0343,0.7338623350407043,-0.23045929164102633,2,,1.362,0.7338623350407043,0.7338623350407043,0.7338623350407043,-0.23045929164102633,-0.23045929164102633,-0.23045929164102633,live,live,live,0.9,1.00,neutral,def_corr_missing; def_missing_volatility; def_missing_drawdown,alpha,False,,none,late,small,True,44.67,60,-0.0741,50.00,50.00,0,80.00,4,Baker Bros Advisors; Perceptive Advisors; RTW Investments; Sofinnova Investments,69.00,LOW,LOW,63.43,mcap_per_trial,0.8000,71.13,1280.309632,18,13,2,2,0,1,12.75,100.42,0.5286,0.4769,small,True,valuation_mcap_per_trial,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.70,18,18,0,0,phase 3,NCT01265901,26,68.94,0,MED,,UNKNOWN,,,
AXSM,100,44.97,0.4466,0.0357,0.5091,-0.3753,2,0.3828,0.433,0.5091,0.5091,0.5572985899146784,-0.3753,-0.3753,-0.3753,live,live,live,0.9,1.00,neutral,def_skip_vol_too_high; def_warn_drawdown_gt_30pct,alpha,False,,none,late,mid,True,63.64,60,0.1795,50.00,55.01,66.69,80.00,12,Boxer Capital; Cormorant Asset Management; Ghost Tree Capital; Orbimed Advisors; Perceptive Advisors; RTW Investments; Sectoral Asset Management; Sofinnova Investments,60.00,LOW,LOW,10.00,ev_revenue,0.8000,20.00,9288.528896,34,1,8,20,4,1,60.75,152.9,0.1,0.0455,mid,True,commercial_revenue_threshold; valuation_ev_revenue,50,unknown,,69.8,BTD; FT,90.0,moderate,83.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.84,34,34,0,0,approved,NCT04789174,6,74.56,3,HIGH,26,0_30,2026-03-01,CT_PRIMARY_COMPLETION,2026-03-01
