rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
221,ABVX,17.37,17.37,-0.0685,-0.8563,late,mid,sev2,,,,,,,,0.78000,0.95,0.65,13.1685,13.1685,8,8,True,strong,,,,,True,0.0248,,,197,,48.00,,unknown,0,,,False,,88.0,,,,
222,ARTV,17.36,17.36,-0.055,-0.6869,mid,micro,sev1,,,,,,,,0.83000,0.95,0.45,2.61,2.61,2,2,False,,True,thesis_gate_triggered,,,True,0.1278,,,51,,48.00,,unknown,0,,,False,,67.0,,,,
223,PEPG,17.24,16.72,-0.0392,-0.4904,mid,small,none,,,,,,,,0.80500,0.95,0.30,5.5014,5.5014,7,7,False,,True,thesis_gate_triggered,,,False,0.9484,,,51,,57.00,,unknown,0,,,False,,64.0,,,,
224,OLMA,17.17,16.65,-0.0407,-0.5082,late,mid,none,,,,,,,,0.87500,0.95,0.65,6.2023,6.2023,3,3,False,,True,thesis_gate_triggered,,,True,2.1103,,,197,,77.00,,unknown,0,,,False,,72.0,,,,
225,LEGN,17.12,15.75,-0.0399,-0.4993,mid,mid,none,,,,,,,,0.74500,0.95,0.45,5.2764,5.2764,4,4,False,,True,thesis_gate_triggered,,,False,-0.6388,,,108,,59.00,,unknown,2,,,False,,84.0,,,,
226,AZN,17.00,17.00,-0.0713,-0.8908,late,large,sev2,,,,,,,,0.74000,0.95,0.45,5.1385,5.1385,4,4,False,,,stage_pivotal_not_active,,,True,-0.0628,,,108,,38.00,,unknown,0,,,False,,88.0,,,,
227,KROS,16.98,16.98,-0.0414,-0.5172,mid,small,none,,,,,,,,0.80000,0.85,0.45,4.1678,4.1678,4,4,False,,True,thesis_gate_triggered,,,False,-0.0732,,,77,,68.00,,unknown,0,,,True,,53.0,,,,
228,TECX,16.96,16.96,-0.0421,-0.5262,mid,small,none,,,,,,,,0.71500,0.85,0.30,3.5424,3.5424,4,4,False,,True,thesis_gate_triggered,,,False,-0.2113,,,0,,91.00,,unknown,0,,,False,,35.0,,,,
229,SRRK,16.89,16.89,-0.0428,-0.5353,late,mid,sev1,,,,,,,,0.80000,0.95,0.30,8.8017,8.8017,7,7,False,,True,thesis_gate_triggered,,,False,0.1382,,,197,,84.00,,unknown,0,,,False,,82.0,,,,
230,RVMD,16.80,15.46,-0.0435,-0.5443,late,large,none,,,,,,,,0.83500,0.95,0.45,14.6707,14.6707,8,8,False,,True,thesis_gate_triggered,,,False,0.6528,,,197,,64.00,,unknown,0,,,False,,79.0,,,,
231,BDTX,16.53,15.21,-0.045,-0.5627,mid,micro,none,,,,,,,,0.77500,0.85,0.30,0.7328,0.7328,1,1,False,,True,thesis_gate_triggered,,,False,-0.3738,,,77,,75.00,,unknown,0,,,False,,64.0,,,,
232,ZYME,16.47,16.47,-0.0443,-0.5535,late,small,none,,,,,,,,0.83000,0.95,0.45,10.5332,10.5332,7,7,False,,True,thesis_gate_triggered,,,False,0.0888,,,197,,60.00,,unknown,0,,,False,,79.0,,,,
233,AURA,16.16,16.16,-0.0472,-0.5905,late,small,none,,,,,,,,0.83500,0.95,0.45,1.4367,1.4367,2,2,False,,True,thesis_gate_triggered,,,False,-0.3535,,,197,,68.00,,unknown,0,,,False,,76.0,,,,
234,FDMT,15.97,15.49,-0.0487,-0.6093,late,small,none,,,,,,,,0.80500,0.95,0.30,0.932,0.932,1,1,False,,True,thesis_gate_triggered,,,False,-0.1648,,,197,,59.00,,unknown,0,,,False,,76.0,,,,
235,MRVI,15.93,15.93,-0.0465,-0.5812,early,small,sev1,,,,,,,,0.68000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0531,,,0,,73.00,,unknown,0,,,False,,35,,,,
236,LGND,15.90,15.90,-0.048,-0.5999,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1399,,,77,,55.00,,unknown,0,,,False,,35,,,,
237,VERA,15.79,15.79,-0.0503,-0.6283,late,mid,none,,,,,,,,0.80500,0.95,0.30,7.9536,7.9536,5,5,False,,True,thesis_gate_triggered,,,False,0.4784,,,197,,77.00,,unknown,1,,,False,,78.0,,,,
238,PSNL,15.74,15.74,-0.0495,-0.6188,early,small,sev1,,,,,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.2669,,,0,,62.00,,unknown,0,,,False,,35,,,,
239,CTMX,15.72,15.72,-0.0518,-0.6476,mid,small,none,,,,,,,,0.83500,0.95,0.45,5.8752,5.8752,6,6,False,,True,thesis_gate_triggered,,,False,0.5726,,,51,,61.00,,unknown,0,,,False,,72.0,,,,
240,VTYX,15.70,15.70,-0.0534,-0.6671,mid,small,none,,,,,,,,0.80500,0.85,0.45,4.1827,4.1827,4,4,False,,True,thesis_gate_triggered,,,False,1.4108,,,51,,75.00,,unknown,0,,,False,,63.0,,,,
241,MRSN,15.51,13.84,-0.0526,-0.6573,late,micro,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,1.5039,,,197,,71.00,,unknown,0,,,False,,75.0,,,,
242,IDYA,15.50,15.50,-0.0542,-0.677,late,mid,none,,,,,,,,0.80000,0.95,0.30,7.0957,7.0957,6,6,False,,True,thesis_gate_triggered,,,False,-0.0593,,,77,,59.00,,unknown,0,,,False,,76.0,,,,
243,VTRS,15.48,15.48,-0.051,-0.6379,early,large,sev1,,,,,,,,0.74000,0.65,0.45,3.2112,3.2112,2,2,False,,True,thesis_gate_triggered,,,False,0.0418,,,77,,64.00,,unknown,0,,,False,,35,,,,
244,APGE,15.37,15.37,-0.0732,-0.9144,mid,mid,none,,,,,,,,0.80500,0.95,0.30,9.1964,9.1964,6,6,False,,True,thesis_gate_triggered,,,False,0.2158,,,51,,78.00,,unknown,0,,,False,,67.0,,,,
245,RAPT,15.28,15.28,-0.0558,-0.6969,mid,small,none,,,,,,,,0.83500,0.95,0.45,5.2107,5.2107,5,5,False,,True,thesis_gate_triggered,,,False,1.8502,,,51,,44.00,,unknown,0,,,False,,78.0,,,,
246,AVBP,15.21,15.21,-0.0566,-0.7069,late,small,none,,,,,,,,0.83000,0.95,0.45,4.0868,4.0868,4,4,False,,True,thesis_gate_triggered,,,False,-0.0230,,,197,,80.00,,unknown,0,,,False,,75.0,,,,
247,FULC,15.19,13.96,-0.0574,-0.717,late,small,none,,,,,,,,0.83000,0.95,0.45,3.9194,3.9194,3,3,False,,True,thesis_gate_triggered,,,False,0.0448,,,197,,54.00,,unknown,0,,,False,,79.0,,,,
248,PRVA,15.02,15.02,-0.0582,-0.7272,early,mid,sev1,,,,,,,,0.74500,0.65,0.45,0.9986,0.9986,1,1,False,,True,thesis_gate_triggered,,,False,-0.2607,,,77,,68.00,,unknown,0,,,False,,35,,,,
249,CVAC,15.02,15.02,-0.059,-0.7375,late,small,none,,,,,,,,0.78500,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,,,True,-0.3629,,,197,,65.00,,unknown,0,,,False,,86.0,,,,
250,EYPT,14.99,14.99,-0.0822,-1.0277,late,small,sev2,,,,,,,,0.83000,0.95,0.45,6.3702,6.3702,4,4,False,,,stage_pivotal_not_active,,,True,-0.0232,,,197,,65.00,,unknown,0,,,False,,86.0,,,,
251,LYEL,14.97,13.79,-0.0607,-0.7583,late,small,none,,,,,,,,0.83500,0.95,0.45,3.3333,3.3333,2,2,False,,True,thesis_gate_triggered,,,False,0.3210,,,197,,44.00,,unknown,0,,,False,,71.0,,,,
252,PRLD,14.97,14.97,-0.0801,-1.0014,mid,micro,sev2,,,,,,,,0.80500,0.95,0.30,1.4768,1.4768,2,2,True,weak,,,,,False,0.3212,,,51,,44.00,,unknown,0,,,False,,72.0,,,,
253,ZVRA,14.89,14.89,-0.0598,-0.7479,late,small,none,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.3747,,,197,,75.00,,unknown,0,,,False,,76.0,,,,
254,LBRX,14.54,14.54,-0.0632,-0.7901,late,small,none,,,,,,,,0.82000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0918,,,197,,48.00,,unknown,0,,,False,,76.0,,,,
255,FTRE,14.48,14.05,-0.0615,-0.7688,early,small,sev1,,,,,,,,0.74500,0.65,0.45,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,0.5283,,,108,,77.00,,unknown,0,,,False,,35,,,,
256,TNYA,14.48,14.05,-0.0855,-1.0686,early,micro,sev2,,,,,,,,0.83500,0.95,0.45,0.6667,0.6667,1,1,True,moderate,,,,,False,-0.5235,,,28,,50.00,,unknown,0,,,False,,54.0,,,,
257,VCYT,14.46,14.46,-0.0624,-0.7794,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,2.0082,2.0082,2,2,False,,True,thesis_gate_triggered,,,False,-0.0874,,,77,,63.00,,unknown,0,,,False,,35,,,,
258,LRMR,14.31,14.31,-0.0781,-0.9758,mid,micro,sev2,,,,,,,,0.83500,0.95,0.45,5.0833,5.0833,5,5,False,,True,thesis_gate_triggered,,,False,-0.2704,,,51,,68.00,,unknown,0,,,False,,72.0,,,,
259,EDIT,14.17,13.02,-0.0877,-1.0968,early,micro,sev2,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,,False,-0.4197,,,28,,59.00,,unknown,1,,,True,,64.0,,,,
260,DAWN,14.10,13.68,-0.0658,-0.8227,late,small,none,,,,,,,,0.87500,0.95,0.65,0.9488,0.9488,1,1,False,,True,thesis_gate_triggered,,,True,0.4738,,,197,,48.00,,unknown,0,,,True,,79.0,,,,
261,PHVS,14.09,14.09,-0.0649,-0.8118,late,small,none,,,,,,,,0.78000,0.95,0.65,14.3958,14.3958,9,9,False,,True,thesis_gate_triggered,,,True,-0.0056,,,197,,48.00,,unknown,0,,,False,,72.0,,,,
262,NUVL,14.02,14.02,-0.0694,-0.8677,late,mid,none,,,,,,,,0.87000,0.95,0.65,8.1703,8.1703,5,5,False,,True,thesis_gate_triggered,,,True,-0.0688,,,197,,67.00,,unknown,0,,,False,,76.0,,,,
263,IKT,14.02,14.02,-0.0676,-0.845,late,micro,none,,,,,,,,0.80500,0.85,0.45,0.4029,0.4029,1,1,False,,True,thesis_gate_triggered,,,False,-0.1634,,,197,,49.00,,unknown,0,,,False,,71.0,,,,
264,KURA,13.96,13.26,-0.0667,-0.8338,late,small,sev1,,,,,,,,0.80500,0.95,0.30,4.9222,4.9222,4,4,False,,True,thesis_gate_triggered,,,False,-0.2185,,,197,,59.00,,unknown,0,,,False,,83.0,,,,
265,BRKR,13.92,13.92,-0.0641,-0.8009,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0366,,,108,,68.00,,unknown,0,,,False,,35,,,,
266,RPRX,13.82,13.82,-0.0703,-0.8792,early,large,sev1,,,,,,,,0.74000,0.65,0.45,0.5333,0.5333,1,1,False,,True,thesis_gate_triggered,,,False,-0.1482,,,77,,63.00,,unknown,0,,,False,,35,,,,
267,EOLS,13.67,12.99,-0.0913,-1.1409,late,small,sev2,,,,,,,,0.87500,0.95,0.65,0.9111,0.9111,1,1,True,weak,,,,,True,-0.4594,,,108,,66.00,,unknown,0,,,False,,76.0,,,,
268,STOK,13.62,13.62,-0.0722,-0.9025,late,small,none,,,,,,,,0.80000,0.85,0.45,9.28,9.28,6,6,False,,True,thesis_gate_triggered,,,False,0.1079,,,77,,74.00,,unknown,0,,,False,,68.0,,,,
269,AVTR,13.36,13.09,-0.0741,-0.9264,early,mid,sev1,,,,,,,,0.74500,0.65,0.45,0.5333,0.5333,1,1,False,,True,thesis_gate_triggered,,,False,-0.2338,,,77,,54.00,,unknown,0,,,False,,35,,,,
270,PHAT,13.20,12.54,-0.0925,-1.1561,late,small,sev2,,,,,,,,0.83000,0.95,0.45,0.7243,0.7243,1,1,False,,,stage_commercial_not_active,,,False,-0.1263,,,197,,86.00,,unknown,0,,,False,,88.0,,,,
271,ADPT,13.02,13.02,-0.0751,-0.9385,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,-0.0056,,,108,,64.00,,unknown,1,,,True,,35,,,,
272,NTLA,13.02,11.62,-0.0761,-0.9508,late,small,sev1,,,,,,,,0.83000,0.95,0.45,0.7806,0.7806,1,1,False,,True,thesis_gate_triggered,,,True,0.0117,,,197,,78.00,,unknown,1,,,False,,84.0,,,,
273,CGON,12.89,12.89,-0.0771,-0.9632,late,mid,none,,,,,,,,0.80500,0.95,0.30,10.0578,10.0578,6,6,False,,True,thesis_gate_triggered,,,False,0.3354,,,197,,86.00,,unknown,0,,,False,,76.0,,,,
274,KRYS,12.42,11.43,-0.0791,-0.9885,late,mid,none,,,,,,,,0.87500,0.95,0.65,6.0556,6.0556,4,4,False,,True,thesis_gate_triggered,,,True,0.2844,,,77,,71.00,,unknown,0,,,True,,83.0,,,,
275,ADCT,11.92,11.92,-0.0833,-1.0412,late,small,none,,,,,,,,0.87500,0.95,0.65,4.4886,4.4886,3,3,False,,True,thesis_gate_triggered,,,True,-0.2522,,,197,,71.00,,unknown,0,,,False,,83.0,,,,
276,AKRO,11.78,11.78,-0.0812,-1.0145,late,unknown,none,,,,,,,,0.455,0.95,0.45,13.8829,13.8829,11,11,False,,True,thesis_gate_triggered,,,True,,,,0,,50,,unknown,0,,,False,,75.0,,,,
277,TXG,11.66,11.66,-0.0844,-1.0548,late,mid,none,,,,,,,,0.80500,0.95,0.30,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,False,0.3245,,,77,,75.00,,unknown,0,,,False,,75.0,,,,
278,XERS,11.43,11.43,-0.0866,-1.0826,early,small,sev1,,,,,,,,0.74500,0.65,0.45,2.1303,2.1303,3,3,False,,True,thesis_gate_triggered,,,False,-0.3788,,,77,,62.00,,unknown,0,,,False,,35,,,,
279,OPCH,11.43,11.43,-0.0889,-1.1113,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0111,,,77,,68.00,,unknown,0,,,False,,35,,,,
280,RGEN,11.33,11.10,-0.0901,-1.1259,early,mid,sev1,,,,,,,,0.74000,0.65,0.45,2.7024,2.7024,3,3,False,,True,thesis_gate_triggered,,,False,-0.0725,,,77,,61.00,,unknown,0,,,False,,35,,,,
281,BLTE,11.29,11.29,-0.1031,-1.2887,late,mid,sev2,,,,,,,,0.74500,0.95,0.45,2.5693,2.5693,3,3,False,,,stage_pivotal_not_active,,,False,0.4775,,,197,,38.00,,unknown,0,,,False,,76.0,,,,
282,ABOS,11.13,11.13,-0.0989,-1.2364,mid,micro,sev2,,,,,,,,0.77500,0.85,0.30,0.7479,0.7479,1,1,False,,True,thesis_gate_triggered,,,False,0.2258,,,51,,53.00,,unknown,0,,,False,,64.0,,,,
283,ACLX,10.97,10.97,-0.0937,-1.1715,late,mid,none,,,,,,,,0.80500,0.95,0.30,12.0365,12.0365,7,7,False,,True,thesis_gate_triggered,,,False,-0.3340,,,197,,74.00,,unknown,0,,,False,,74.0,,,,
284,CNTA,10.64,10.64,-0.095,-1.1873,late,mid,sev1,,,,,,,,0.83000,0.95,0.45,9.2854,9.2854,7,7,False,,True,thesis_gate_triggered,,,False,-0.0577,,,197,,55.00,,unknown,0,,,False,,83.0,,,,
285,CRVS,10.22,10.22,-0.0963,-1.2034,late,small,none,,,,,,,,0.83500,0.95,0.45,2.8897,2.8897,3,3,False,,True,thesis_gate_triggered,,,False,2.3297,,,197,,53.00,,unknown,0,,,False,,78.0,,,,
286,RNA,10.00,10.00,-0.0976,-1.2197,late,large,sev2,,,,,,,,0.80000,0.95,0.30,19.3794,19.3794,11,11,False,,True,thesis_gate_triggered,,,False,-0.0456,,,197,,68.00,,unknown,0,,,False,,76.0,,,,
287,IMMP,9.71,8.93,-0.1003,-1.2535,late,small,none,,,,,,,,0.74500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,True,0.3056,,,197,,55.00,,unknown,0,,,False,,83.0,,,,
288,LENZ,9.66,9.66,-0.1061,-1.3257,late,small,sev2,,,,,,,,0.83500,0.95,0.45,9.2899,9.2899,6,6,False,,True,thesis_gate_triggered,,,False,-0.4887,,,197,,66.00,,unknown,0,,,False,,76.0,,,,
289,ALMS,9.30,9.30,-0.1076,-1.3448,late,mid,sev2,,,,,,,,0.80500,0.95,0.30,8.3505,8.3505,7,7,False,,True,thesis_gate_triggered,,,False,3.9195,,,197,,44.00,,unknown,0,,,False,,79.0,,,,
290,TKNO,8.84,8.84,-0.1046,-1.307,early,micro,sev1,,,,,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5576,,,0,,75.00,,unknown,0,,,False,,35,,,,
291,MRUS,8.83,8.83,-0.1017,-1.2709,late,unknown,none,,,,,,,,0.495,0.95,0.65,13.4249,13.4249,8,8,False,,True,thesis_gate_triggered,,,True,,,,0,,50,,unknown,0,,,False,,76.0,,,,
292,BBIO,8.42,8.42,-0.1092,-1.3645,late,large,sev1,,,,,,,,0.80000,0.95,0.30,6.9141,6.9141,5,5,False,,True,thesis_gate_triggered,,,False,0.0779,,,108,,71.00,,unknown,0,,,False,,86.0,,,,
293,IVVD,8.21,7.57,-0.1108,-1.3847,late,small,sev1,,,,,,,,0.87500,0.95,0.65,2.0,2.0,3,3,False,,True,thesis_gate_triggered,,,True,0.3146,,,197,,75.00,,unknown,0,,,False,,76.0,,,,
294,SVRA,8.02,8.02,-0.1142,-1.4269,late,small,sev1,,,,,,,,0.83500,0.95,0.45,4.4629,4.4629,3,3,False,,True,thesis_gate_triggered,,,False,0.2647,,,197,,65.00,,unknown,0,,,False,,88.0,,,,
295,OABI,7.99,7.99,-0.1124,-1.4055,early,micro,sev2,,,,,,,,0.74000,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0811,,,0,,55.00,,unknown,0,,,False,,35.0,,,,
296,PAHC,7.70,7.70,-0.1177,-1.4718,early,small,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1187,,,77,,54.00,,unknown,0,,,False,,35,,,,
297,CNTX,7.67,7.67,-0.1159,-1.449,mid,unknown,none,,,,,,,,0.455,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,,,,0,,50,,unknown,0,,,False,,72.0,,,,
298,CELC,7.55,7.55,-0.1196,-1.4955,late,mid,none,,,,,,,,0.80500,0.95,0.30,9.6411,9.6411,6,6,False,,True,thesis_gate_triggered,,,False,0.5527,,,197,,68.00,,unknown,0,,,False,,79.0,,,,
299,COGT,7.39,7.17,-0.1257,-1.5718,late,mid,none,,,,,,,,0.80500,0.95,0.30,10.9323,10.9323,7,7,False,,True,thesis_gate_triggered,,,False,1.2828,,,197,,63.00,,unknown,0,,,False,,79.0,,,,
300,ETON,7.26,7.26,-0.1216,-1.5199,early,small,sev1,,,,,,,,0.74500,0.65,0.45,4.6068,4.6068,2,2,False,,True,thesis_gate_triggered,,,False,-0.3889,,,77,,67.00,,unknown,0,,,False,,35,,,,
301,URGN,7.22,7.22,-0.1236,-1.5454,late,small,sev2,,,,,,,,0.83500,0.95,0.45,4.002,4.002,4,4,False,,True,thesis_gate_triggered,,,True,-0.1558,,,197,,68.00,,unknown,0,,,False,,83.0,,,,
302,KOD,7.20,6.98,-0.128,-1.5995,late,small,sev1,,,,,,,,0.87500,0.95,0.65,3.3049,3.3049,3,3,False,,True,thesis_gate_triggered,,,True,0.5126,,,197,,57.00,,unknown,0,,,False,,80.0,,,,
303,LQDA,6.73,6.73,-0.1303,-1.6284,late,mid,sev1,,,,,,,,0.80500,0.95,0.30,4.7442,4.7442,3,3,False,,True,thesis_gate_triggered,,,False,0.4480,,,197,,71.00,,unknown,0,,,False,,79.0,,,,
304,SLDB,6.50,6.50,-0.1327,-1.6587,late,small,sev2,,,,,,,,0.80000,0.95,0.30,10.2484,10.2484,6,6,False,,True,thesis_gate_triggered,,,False,-0.0688,,,197,,79.00,,unknown,0,,,False,,79.0,,,,
305,LFCR,6.11,6.11,-0.1352,-1.6906,early,small,sev1,,,,,,,,0.74000,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0737,,,77,,76.00,,unknown,0,,,False,,35,,,,
306,PRAX,6.06,6.06,-0.138,-1.7244,late,mid,sev2,,,,,,,,0.80500,0.95,0.30,10.654,10.654,8,8,False,,True,thesis_gate_triggered,,,False,1.8917,,,197,,69.00,,unknown,0,,,False,,83.0,,,,
307,ERAS,5.63,5.63,-0.1408,-1.7602,late,mid,none,,,,,,,,0.83500,0.95,0.45,4.1601,4.1601,3,3,False,,True,thesis_gate_triggered,,,True,3.5946,,,197,,48.00,,unknown,0,,,False,,75.0,,,,
308,NMRA,5.48,5.48,-0.1472,-1.8396,late,small,sev2,,,,,,,,0.87500,0.95,0.65,0.6667,0.6667,1,1,False,,True,thesis_gate_triggered,,,True,-0.2563,,,197,,64.00,,unknown,0,,,False,,79.0,,,,
309,STRO,5.42,5.42,-0.1507,-1.884,mid,micro,sev2,,,,,,,,0.83500,0.95,0.45,2.0,2.0,3,3,False,,True,thesis_gate_triggered,,,False,0.3875,,,51,,60.00,,unknown,0,,,False,,75.0,,,,
310,SMMT,5.39,5.39,-0.1439,-1.7985,late,large,sev2,,,,,,,,0.83500,0.95,0.45,6.6429,6.6429,5,5,False,,True,thesis_gate_triggered,,,True,-0.4627,,,197,,70.00,,unknown,0,,,False,,86.0,,,,
311,VRDN,4.97,4.97,-0.1546,-1.9326,late,mid,sev2,,,,,,,,0.87500,0.95,0.65,6.4173,6.4173,4,4,False,,True,thesis_gate_triggered,,,True,0.2978,,,197,,65.00,,unknown,0,,,False,,68.0,,,,
312,VOR,4.66,4.66,-0.1692,-2.1144,late,small,sev1,,,,,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5883,,,197,,47.00,,unknown,0,,,False,,82.0,,,,
313,STVN,4.55,4.55,-0.1589,-1.9861,early,mid,sev1,,,,,,,,0.68500,0.65,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5429,,,0,,60.00,,unknown,0,,,False,,35,,,,
314,SION,4.37,4.37,-0.1833,-2.2913,mid,small,sev2,,,,,,,,0.71500,0.85,0.30,8.2754,8.2754,6,6,False,,True,thesis_gate_triggered,,,False,0.2942,,,0,,68.00,,unknown,0,,,False,,46.0,,,,
315,BMEA,4.37,4.37,-0.1637,-2.046,mid,micro,sev2,,,,,,,,0.83500,0.95,0.45,0.9407,0.9407,1,1,False,,True,thesis_gate_triggered,,,False,-0.3066,,,108,,64.00,,unknown,0,,,False,,70.0,,,,
316,IOVA,4.09,3.97,-0.1755,-2.1943,late,small,sev2,,,,,,,,0.83000,0.95,0.45,2.7321,2.7321,2,2,False,,True,thesis_gate_triggered,,,False,0.0732,,,197,,74.00,,unknown,0,,,False,,83.0,,,,
317,NAUT,3.76,3.76,-0.1933,-2.4164,mid,micro,none,,,,,,,,0.77500,0.85,0.30,0.7391,0.7391,1,1,False,,True,thesis_gate_triggered,,,False,0.7329,,,77,,57.00,,unknown,0,,,False,,35.0,,,,
318,OCGN,3.49,3.21,-0.2078,-2.597,late,small,sev2,,,,,,,,0.87000,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,,,True,-0.0565,,,197,,69.00,,unknown,0,,,False,,79.0,,,,
319,IBRX,0.67,0.67,-0.2363,-2.9542,late,mid,sev2,,,,,,,,0.83500,0.95,0.45,0.5333,0.5333,1,1,False,,True,thesis_gate_triggered,,,True,1.3459,,,197,,53.00,,unknown,0,,,False,,86.0,,,,
