rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,momentum_score,valuation_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,catalyst_window_days,nearest_catalyst_type,in_optimal_window,alpha_60d,momentum_bucket,ev_trial_ratio,peer_count,si_pct,si_score,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,has_top_tier_partner,has_fda_designations,designation_count,pipeline_diversity_score,is_single_asset,competitive_intensity,cash_runway_months,burn_trajectory
98,RIGL,39.50,38.32,0.051,0.6379,late,small,none,49.10,62.68,42.30,48.01,,,41.97943406368360030360296275,0.80000,0.95,0.30,0.6528,0.6528,1,1,True,weak,,,,,False,-0.1061,,,77,,57.00,,unknown,0,,,False,,88.0,,,,
99,CRL,39.46,39.46,0.0269,0.3363,late,mid,none,64.48,29.16,52.42,93.53,,,,0.83000,0.95,0.45,,,0,0,False,,,below_threshold,,,True,0.0298,,,77,,54.00,,unknown,0,,,False,,88.0,,,,
100,DSGN,39.42,39.42,0.0658,0.8227,mid,small,none,52.07,62.21,42.95,25.86,,,78.26562811682955107881813921,0.80500,0.95,0.30,4.2941,4.2941,4,4,False,,True,thesis_gate_triggered,,,False,0.5700,,,52,,53.00,,unknown,0,,,False,,64.0,,,,
101,EPRX,39.24,39.24,0.0243,0.3032,mid,small,none,58.27,33.18,36.21,93.97,,,66.17023009911423415374641373,0.80500,0.85,0.45,5.4986,5.4986,3,3,False,,,no_catalyst_data,,,False,0.2082,,,52,,44.00,,unknown,0,,,False,,64.0,,,,
102,RCKT,38.84,38.84,0.0223,0.2786,mid,small,sev1,60.34,25.60,50.47,93.97,,,65.67023009911423415374641373,0.83500,0.95,0.45,2.4926,2.4926,3,3,True,moderate,,,,,False,-0.1850,,,52,,63.00,,unknown,1,,,False,,79.0,,,,
103,ALNY,38.53,38.53,0.0392,0.4904,late,large,none,45.00,43.86,54.03,61.69,,,70.05181485540922543945505183,0.87500,0.95,0.65,8.4118,8.4118,6,6,True,moderate,,,,,True,-0.4163,,,77,,48.00,,unknown,2,,,True,,88.0,,,,
104,GERN,38.31,38.31,0.0566,0.7069,late,small,none,55.52,68.45,42.30,10.70,,,52.79265157857066813316711989,0.80500,0.95,0.30,2.3637,2.3637,2,2,False,,True,thesis_gate_triggered,,,False,-0.1648,,,201,,75.00,,unknown,0,,,False,,86.0,,,,
105,ACIU,37.54,37.54,0.019,0.238,mid,small,none,65.52,13.91,70.00,55.17,,,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,,,True,0.0198,,,52,,57.00,,unknown,0,,,False,,75.0,,,,
106,BCRX,37.52,37.52,0.0197,0.2461,late,small,none,51.34,35.49,49.52,58.46,,,60.17023009911423415374641373,0.83500,0.95,0.45,2.5947,2.5947,3,3,True,moderate,,,,,False,-0.3558,,,77,,68.00,,unknown,0,,,False,,86.0,,,,
107,ARVN,37.50,34.50,0.0607,0.7583,late,small,none,53.13,68.45,54.87,10.70,,,72.26562811682955107881813921,0.87500,0.95,0.65,5.8675,5.8675,4,4,False,,True,thesis_gate_triggered,,,True,0.2699,,,108,,76.00,,unknown,0,,,False,,83.0,,,,
108,GHRS,37.44,37.44,0.0177,0.2218,mid,small,none,59.31,17.04,42.43,63.79,,,84.36102613454486800388986470,0.74000,0.95,0.45,5.8131,5.8131,5,5,False,,,no_catalyst_data,,,False,0.0008,,,52,,54.00,,unknown,0,,,False,,72.0,,,,
109,ORIC,37.20,37.20,0.0165,0.2057,early,small,sev1,77.00,9.48,51.81,67.54,,,65.67023009911423415374641373,0.83000,0.95,0.45,5.9298,5.9298,3,3,True,strong,,,,,False,-0.1331,,,28,,74.00,,unknown,0,,,False,,63.0,,,,
110,CERS,36.95,36.95,0.0158,0.1977,late,small,none,61.20,37.70,42.30,95.00,,,35.97943406368360030360296275,0.80500,0.95,0.30,0.3917,0.3917,1,1,True,weak,,,,,False,0.4507,,,201,,54.00,,unknown,0,,,False,,83.0,,,,
111,PTCT,36.87,36.87,0.048,0.5999,late,mid,none,43.28,77.00,43.65,39.80,,,71.92422164866795787787831586,0.83000,0.95,0.45,9.0426,9.0426,5,5,False,,True,thesis_gate_triggered,,,False,0.0296,,,77,,79.00,,unknown,0,,,False,,88.0,,,,
112,NRIX,36.87,36.87,0.045,0.5627,mid,small,none,56.73,49.79,42.95,25.86,,,57.26562811682955107881813921,0.80500,0.95,0.30,3.4443,3.4443,4,4,False,,True,thesis_gate_triggered,,,False,0.2455,,,52,,67.00,,unknown,0,,,False,,67.0,,,,
113,ARGX,36.86,36.86,0.0145,0.1817,late,large,none,65.37,12.06,40.28,82.09,,,85,0.78000,0.95,0.65,11.9574,11.9574,6,6,True,moderate,,,,,True,-0.1382,,,108,,61.00,,unknown,0,,,False,,88.0,,,,
114,VCEL,36.63,36.63,0.0139,0.1737,late,small,none,71.04,26.62,34.98,82.09,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,,False,-0.2125,,,77,,65.00,,unknown,0,,,False,,80.0,,,,
115,BNTX,36.61,36.61,0.012,0.1499,late,large,none,62.54,24.62,43.16,82.09,,,52.66987298107780676618138415,0.78000,0.95,0.65,3.1445,3.1445,4,4,True,weak,,,,,True,-0.0906,,,201,,58.00,,unknown,2,,,False,,86.0,,,,
116,AARD,36.54,35.44,0.0435,0.5443,late,micro,none,46.17,59.33,54.87,39.80,,,,0.87000,0.95,0.65,,,0,0,False,,True,thesis_gate_triggered,,,True,0.0067,,,201,,64.00,,unknown,0,,,False,,75.0,,,,
117,CRMD,36.39,33.53,0.0126,0.1578,late,small,none,51.79,30.72,56.38,63.43,,,59.29265157857066813316711989,0.83500,0.95,0.45,1.6557,1.6557,2,2,False,,,stage_pivotal_not_active,,,True,-0.5495,,,77,,53.00,,unknown,0,,,False,,75.0,,,,
118,PYXS,36.23,36.23,0.0107,0.134,early,micro,sev1,56.84,20.95,51.81,67.54,,,85,0.83500,0.95,0.45,2.1579,2.1579,3,3,True,moderate,,,,,False,-0.3429,,,28,,47.00,,unknown,0,,,False,,63.0,,,,
119,TGTX,36.00,36.00,0.0088,0.1102,late,mid,none,57.01,26.11,43.65,82.09,,,49.25812631029911623622462983,0.80500,0.95,0.30,2.9015,2.9015,3,3,True,weak,,,,,False,-0.2387,,,108,,73.00,,unknown,1,,,False,,86.0,,,,
120,DNLI,35.66,35.66,0.0378,0.4728,late,mid,none,43.86,62.12,34.33,39.80,,,49.25812631029911623622462983,0.87000,0.95,0.65,3.1047,3.1047,3,3,False,,True,thesis_gate_triggered,,,True,0.1160,,,201,,67.00,,unknown,1,,,False,,83.0,,,,
121,SGMO,35.63,32.78,0.0069,0.0865,mid,micro,sev1,75.86,18.49,42.95,93.97,,,,0.80500,0.95,0.30,,,0,0,False,,,below_threshold,,,False,-0.5166,,,52,,48.00,,unknown,0,,,False,,84.0,,,,
122,FATE,35.58,32.70,0.0385,0.4816,mid,micro,none,55.17,42.92,37.85,25.86,,,77.82050807568877293527446342,0.83000,0.95,0.45,2.2928,2.2928,2,2,False,,True,thesis_gate_triggered,,,False,-0.0967,,,52,,59.00,,unknown,0,,,False,,84.0,,,,
123,FOLD,35.49,35.49,0.0076,0.0944,late,mid,none,52.84,31.23,43.07,55.97,,,80.25726931785237869870515887,0.80500,0.95,0.30,7.5941,7.5941,6,6,True,moderate,,,,,False,0.4044,,,77,,60.00,,unknown,1,,,True,,83.0,,,,
124,MDGL,35.40,35.40,0.0282,0.3529,late,large,none,59.25,35.38,28.29,33.83,,,82.05181485540922543945505183,0.87000,0.95,0.65,12.6719,12.6719,6,6,True,moderate,,,,,True,-0.0340,,,201,,73.00,,unknown,0,,,False,,83.0,,,,
125,TCRX,34.99,34.99,0.005,0.0629,early,micro,sev1,70.53,18.82,43.96,67.54,,,63.71607238127555592808465094,0.80500,0.95,0.30,1.3056,1.3056,2,2,False,,,stage_pivotal_not_active,,,False,-0.5271,,,28,,64.00,,unknown,0,,,False,,80.0,,,,
126,ROIV,34.84,34.84,0.0428,0.5353,mid,large,none,47.74,68.45,36.21,25.86,,,77.86084391824351610281821799,0.74000,0.85,0.45,7.4626,7.4626,5,5,False,,True,thesis_gate_triggered,,,False,0.1042,,,0,,48.00,,unknown,0,,,False,,49.0,,,,
127,AUPH,34.67,34.67,0.0216,0.2704,late,small,none,46.75,53.73,34.98,48.01,,,47.28846711598273721189900519,0.83000,0.95,0.45,2.6111,2.6111,1,1,False,,,stage_pivotal_not_active,,,False,-0.1171,,,77,,59.00,,unknown,0,,,False,,86.0,,,,
128,PTGX,34.60,32.79,0.0249,0.3114,late,mid,none,47.93,33.34,50.81,48.01,,,71.92422164866795787787831586,0.83000,0.95,0.45,8.8847,8.8847,5,5,True,strong,,,,,True,-0.0228,,,77,,59.00,,unknown,0,,,False,,80.0,,,,
129,SGMT,34.60,34.60,0.0289,0.3613,late,micro,none,44.42,60.47,34.98,33.83,,,47.06785523744888814383069811,0.83500,0.95,0.45,0.5222,0.5222,1,1,False,,True,thesis_gate_triggered,,,False,-0.4727,,,201,,59.00,,unknown,0,,,False,,84.0,,,,
130,LXEO,34.46,31.75,0.0025,0.0314,early,small,sev1,71.58,14.70,38.16,93.86,,,55.0,0.83500,0.95,0.45,0.6528,0.6528,1,1,False,,,stage_early_not_active,,,False,-0.1892,,,28,,57.00,,unknown,0,,,False,,75.0,,,,
131,CLDX,34.03,34.03,0.0399,0.4993,late,small,none,41.58,64.40,60.28,10.70,,,77.76562811682955107881813921,0.87500,0.95,0.65,4.7695,4.7695,4,4,False,,True,thesis_gate_triggered,,,True,-0.1801,,,201,,61.00,,unknown,0,,,False,,86.0,,,,
132,SNY,33.06,33.06,-0.0013,-0.0157,late,large,none,76.72,15.61,45.22,95.00,,,38.95827107251909057712305627,0.74500,0.95,0.45,0.3917,0.3917,1,1,False,,,stage_pivotal_not_active,,,True,-0.2722,,,108,,44.00,,unknown,0,,,False,,88.0,,,,
133,AMLX,32.51,32.51,0.0276,0.3446,late,small,none,32.82,56.03,54.87,39.80,,,85,0.87000,0.95,0.65,14.9102,14.9102,9,9,False,,True,thesis_gate_triggered,,,True,0.1302,,,201,,65.00,,unknown,0,,,False,,83.0,,,,
134,CYTK,32.45,32.45,0.0229,0.2868,late,mid,none,52.24,19.08,54.87,28.11,,,77.42422164866795787787831586,0.87000,0.95,0.65,8.2122,8.2122,5,5,False,,True,thesis_gate_triggered,,,True,0.0694,,,201,,69.00,,unknown,1,,,False,,88.0,,,,
135,TWST,32.42,32.42,0.0184,0.2299,early,mid,none,54.73,32.25,38.16,40.35,,,49.5,0.83500,0.95,0.45,0.3917,0.3917,1,1,False,,True,thesis_gate_triggered,,,False,0.1998,,,28,,84.00,,unknown,0,,,False,,71.0,,,,
136,PBYI,32.30,32.30,0.0302,0.3781,late,small,none,53.43,60.90,42.30,10.70,,,41.97943406368360030360296275,0.80000,0.95,0.30,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,0.1088,,,77,,63.00,,unknown,0,,,False,,83.0,,,,
137,IRON,31.90,31.90,0.0171,0.2138,late,mid,none,27.88,56.54,42.88,48.01,,,85,0.80000,0.95,0.30,11.1752,11.1752,8,8,False,,True,thesis_gate_triggered,,,False,-0.1388,,,201,,57.00,,unknown,0,,,False,,76.0,,,,
138,KMDA,31.89,31.89,-0.005,-0.0629,late,small,none,71.64,14.27,40.59,66.42,,,,0.74000,0.95,0.45,,,0,0,False,,,stage_commercial_not_active,,,False,-0.0028,,,201,,50.00,,unknown,0,,,False,,86.0,,,,
139,HROW,31.84,31.84,-0.0044,-0.055,late,small,none,61.64,22.17,35.53,65.17,,,55.5,0.83000,0.95,0.45,2.6111,2.6111,1,1,False,,,stage_commercial_not_active,,,False,-0.1078,,,77,,67.00,,unknown,0,,,False,,68.0,,,,
140,RCUS,31.70,31.70,0.0262,0.328,late,mid,none,38.22,68.45,60.28,10.70,,,66.59117397948353705705147284,0.87500,0.95,0.65,5.6717,5.6717,4,4,False,,True,thesis_gate_triggered,,,True,0.2872,,,108,,50.00,,unknown,1,,,False,,83.0,,,,
141,CLYM,31.55,31.55,-0.0069,-0.0865,mid,small,none,25.34,39.60,52.83,83.62,,,60.17023009911423415374641373,0.83500,0.95,0.45,1.6972,1.6972,3,3,True,moderate,,,,,True,1.1803,,,52,,61.00,,unknown,0,,,False,,67.0,,,,
142,SERA,31.48,31.48,0.0256,0.3197,early,micro,none,42.80,47.29,38.16,27.19,,,55.5,0.83500,0.95,0.45,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,-0.2265,,,28,,57.00,,unknown,0,,,False,,50.0,,,,
143,TNGX,31.42,31.42,-0.0057,-0.0708,early,small,sev1,66.31,5.78,51.81,67.54,,,85,0.83500,0.95,0.45,6.7357,6.7357,5,5,True,strong,,,,,False,0.3061,,,28,,68.00,,unknown,0,,,False,,60.0,,,,
144,IMTX,31.35,31.35,0.0236,0.295,late,small,none,50.00,63.64,34.98,10.70,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0741,,,201,,69.00,,unknown,0,,,False,,83.0,,,,
145,PCVX,31.27,31.27,0.0101,0.1261,late,mid,none,19.78,62.88,35.53,58.46,,,85,0.83000,0.95,0.45,10.3942,10.3942,8,8,False,,True,thesis_gate_triggered,,,False,0.0886,,,201,,67.00,,unknown,1,,,False,,76.0,,,,
146,INSM,31.25,31.25,0.0082,0.1023,late,large,none,57.31,17.88,32.29,30.60,,,85,0.87500,0.95,0.65,23.001,23.001,14,14,True,strong,,,,,True,-0.1747,,,108,,48.00,,unknown,0,,,False,,88.0,,,,
147,MAZE,30.85,30.85,0.0013,0.0157,mid,mid,none,33.36,44.61,42.95,68.97,,,55.25812631029911623622462983,0.71500,0.85,0.30,6.0842,6.0842,3,3,True,weak,,,,,False,0.5911,,,0,,55.00,,unknown,0,,,False,,46.0,,,,
148,ANNX,30.75,30.75,-0.0088,-0.1102,late,small,sev1,57.61,15.94,42.30,48.01,,,77.76562811682955107881813921,0.80500,0.95,0.30,5.1661,5.1661,4,4,True,weak,,,,,False,0.8411,,,201,,57.00,,unknown,0,,,False,,83.0,,,,
149,GMAB,30.70,30.70,-0.0094,-0.1181,late,large,none,56.42,16.99,62.20,82.09,,,51.47890204391209742954455031,0.78000,0.95,0.65,2.5215,2.5215,3,3,True,weak,,,,,True,0.0376,,,108,,59.00,,unknown,0,,,False,,86.0,,,,
150,MEDP,30.46,30.46,0.021,0.2623,early,large,none,58.95,36.90,38.16,11.40,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1168,,,77,,61.00,,unknown,0,,,False,,68.0,,,,
151,CADL,30.38,30.38,0.0203,0.2542,late,small,none,51.04,53.24,42.30,10.70,,,,0.80500,0.95,0.30,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.1888,,,201,,67.00,,unknown,0,,,False,,79.0,,,,
159,ILMN,29.41,30.33,0.0152,0.1897,early,large,none,40.81,50.53,38.16,40.35,,,52.0,0.80000,0.85,0.45,2.0889,2.0889,2,2,False,,True,thesis_gate_triggered,,,False,0.0856,,,77,,68.00,,unknown,0,,,False,,35.0,,,,
152,AVXL,29.96,29.96,0.0063,0.0787,late,small,none,50.00,43.42,34.98,24.13,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5013,,,201,,79.00,,unknown,0,,,False,,83.0,,,,
153,VIR,29.63,29.63,-0.0006,-0.0079,late,small,sev1,42.71,35.84,59.12,58.46,,,54.07483208139891722867468824,0.87500,0.95,0.65,1.3907,1.3907,2,2,True,weak,,,,,True,0.2528,,,201,,66.00,,unknown,0,,,False,,86.0,,,,
154,CRBU,29.57,26.39,-0.0133,-0.1658,early,micro,sev1,53.68,20.95,38.16,67.54,,,,0.83500,0.95,0.45,,,0,0,False,,,stage_early_not_active,,,False,-0.4694,,,28,,51.00,,unknown,0,,,False,,70.0,,,,
160,CRNX,29.41,29.41,0.0133,0.1658,late,mid,none,40.45,59.84,42.58,10.70,,,71.92422164866795787787831586,0.80500,0.95,0.30,5.9289,5.9289,5,5,False,,True,thesis_gate_triggered,,,False,0.1689,,,201,,68.00,,unknown,0,,,False,,83.0,,,,
161,SANA,29.36,26.99,-0.0139,-0.1737,early,small,sev1,60.00,8.23,38.16,67.54,,,61.0,0.83000,0.95,0.45,1.9744,1.9744,2,2,False,,,stage_early_not_active,,,False,0.0184,,,28,,80.00,,unknown,0,,,False,,72.0,,,,
162,ALVO,29.27,28.39,-0.0158,-0.1977,late,small,none,63.28,8.24,40.59,48.01,,,,0.74500,0.95,0.45,,,0,0,False,,,stage_pivotal_not_active,,,False,-0.3198,,,108,,38.00,,unknown,0,,,False,,79.0,,,,
163,AQST,29.09,26.81,0.0114,0.1419,late,small,none,35.76,60.09,34.98,24.13,,,83.30102050374652997570334929,0.83500,0.95,0.45,4.7327,4.7327,4,4,False,,True,thesis_gate_triggered,,,False,-0.6088,,,201,,60.00,,unknown,0,,,False,,79.0,,,,
164,ALLO,28.99,28.99,0.0094,0.1181,mid,small,none,42.93,54.29,38.46,25.86,,,,0.83000,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,0.0160,,,52,,56.00,,unknown,0,,,False,,78.0,,,,
165,WVE,28.53,26.29,-0.0203,-0.2542,mid,mid,sev1,47.95,10.58,42.95,93.97,,,77.92422164866795787787831586,0.80500,0.95,0.30,4.5503,4.5503,5,5,True,weak,,,,,False,0.1508,,,52,,60.00,,unknown,0,,,False,,78.0,,,,
166,ABCL,28.42,28.42,0.0031,0.0393,late,small,none,33.61,62.37,42.88,39.80,,,53.57483208139891722867468824,0.80500,0.95,0.30,2.2322,2.2322,2,2,False,,True,thesis_gate_triggered,,,False,-0.3638,,,201,,77.00,,unknown,0,,,False,,79.0,,,,
167,CLLS,28.37,27.52,-0.021,-0.2623,early,small,none,52.63,8.08,47.65,67.54,,,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,,,False,0.0181,,,28,,39.00,,unknown,0,,,False,,63.0,,,,
168,ABSI,28.20,27.35,0.0057,0.0708,late,small,none,34.96,52.48,52.52,10.70,,,66.17023009911423415374641373,0.83500,0.95,0.45,3.9971,3.9971,3,3,False,,True,thesis_gate_triggered,,,True,-0.4056,,,201,,70.00,,unknown,0,,,False,,88.0,,,,
169,XENE,28.01,28.01,0.0044,0.055,late,mid,none,42.14,28.24,42.30,24.13,,,85,0.80500,0.95,0.30,8.8332,8.8332,8,8,False,,True,thesis_gate_triggered,,,False,-0.1610,,,201,,65.00,,unknown,0,,,False,,83.0,,,,
170,MESO,28.01,28.01,-0.0243,-0.3032,late,mid,none,58.21,5.38,45.22,48.01,,,,0.71000,0.95,0.30,,,0,0,False,,,below_threshold,,,False,-0.0778,,,201,,52.00,,unknown,0,,,False,,88.0,,,,
171,TENX,27.94,27.94,0.0038,0.0472,late,micro,none,29.93,57.30,42.30,28.11,,,55.5,0.80500,0.95,0.30,0.6528,0.6528,1,1,False,,True,thesis_gate_triggered,,,False,0.7537,,,201,,75.00,,unknown,0,,,False,,75.0,,,,
172,ARWR,27.80,25.58,0.0006,0.0079,late,mid,none,29.16,41.58,54.51,39.80,,,54.60691313737819428524814761,0.83500,0.95,0.45,1.7865,1.7865,2,2,False,,True,thesis_gate_triggered,,,True,1.0073,,,77,,57.00,,unknown,2,,,False,,88.0,,,,
173,ZLAB,27.48,27.48,0.0019,0.0236,late,small,none,35.76,68.45,61.12,10.70,,,47.67023009911423415374641373,0.87500,0.95,0.65,2.1487,2.1487,3,3,False,,True,thesis_gate_triggered,,,True,-0.5676,,,108,,68.00,,unknown,0,,,False,,88.0,,,,
174,TYRA,27.46,27.46,-0.0019,-0.0236,mid,small,none,52.07,36.36,42.95,25.86,,,53.57483208139891722867468824,0.80500,0.95,0.30,2.546,2.546,2,2,False,,True,thesis_gate_triggered,,,False,0.8774,,,52,,65.00,,unknown,0,,,False,,75.0,,,,
175,ABEO,26.81,26.81,-0.0025,-0.0314,late,micro,none,21.93,64.78,34.98,39.80,,,57.71607238127555592808465094,0.83500,0.95,0.45,1.1503,1.1503,2,2,False,,True,thesis_gate_triggered,,,False,-0.2639,,,201,,76.00,,unknown,0,,,False,,76.0,,,,
176,NGNE,26.68,25.88,0.0,0.0,late,micro,none,15.17,60.47,34.98,39.80,,,85,0.83500,0.95,0.45,11.5102,11.5102,8,8,False,,True,thesis_gate_triggered,,,False,-0.4894,,,201,,83.00,,unknown,0,,,False,,79.0,,,,
177,ADMA,26.49,26.49,-0.0282,-0.3529,late,mid,none,40.28,20.73,34.98,62.44,,,49.0,0.83500,0.95,0.45,1.1504,1.1504,2,2,False,,,stage_commercial_not_active,,,False,-0.2338,,,77,,63.00,,unknown,0,,,False,,75.0,,,,
178,RAPP,26.47,26.47,-0.0031,-0.0393,mid,small,none,16.24,67.48,42.95,55.17,,,77.86102613454486800388986470,0.77000,0.85,0.30,7.153,7.153,5,5,False,,True,thesis_gate_triggered,,,False,-0.0361,,,52,,59.00,,unknown,0,,,False,,63.0,,,,
179,ABUS,26.34,26.34,-0.0063,-0.0787,mid,small,none,45.91,28.58,51.69,25.86,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,True,-0.2356,,,52,,47.00,,unknown,0,,,False,,78.0,,,,
180,ACRV,26.07,26.07,-0.0038,-0.0472,mid,micro,none,25.34,59.57,42.95,25.86,,,78.32050807568877293527446342,0.77000,0.85,0.30,1.3056,1.3056,2,2,False,,True,thesis_gate_triggered,,,False,-0.1094,,,52,,44.00,,unknown,0,,,False,,64.0,,,,
181,CRSP,25.81,25.81,-0.0076,-0.0944,late,mid,none,16.53,68.45,42.30,60.70,,,54.75812631029911623622462983,0.80500,0.95,0.30,4.1819,4.1819,3,3,False,,True,thesis_gate_triggered,,,False,-0.3106,,,201,,80.00,,unknown,2,,,True,,86.0,,,,
182,DRUG,25.23,25.23,-0.0216,-0.2704,mid,small,none,42.93,22.69,42.95,55.17,,,66.17023009911423415374641373,0.77500,0.85,0.30,6.3804,6.3804,3,3,False,,True,thesis_gate_triggered,,,False,0.4962,,,52,,44.00,,unknown,0,,,False,,67.0,,,,
183,KYTX,25.21,24.45,-0.0126,-0.1578,mid,small,sev1,56.73,24.13,62.86,25.86,,,41.97943406368360030360296275,0.87500,0.95,0.65,1.5121,1.5121,1,1,False,,True,thesis_gate_triggered,,,True,0.4010,,,52,,56.00,,unknown,0,,,False,,78.0,,,,
184,HUMA,25.13,25.13,-0.012,-0.1499,late,micro,sev1,54.63,21.50,42.30,28.11,,,,0.80500,0.95,0.30,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.5989,,,201,,56.00,,unknown,0,,,False,,80.0,,,,
185,ELDN,25.08,25.08,-0.0256,-0.3197,mid,micro,sev1,39.02,20.56,36.21,68.97,,,52.5,0.83500,0.95,0.45,0.5222,0.5222,1,1,False,,,no_catalyst_data,,,False,-0.4504,,,52,,53.00,,unknown,0,,,False,,75.0,,,,
186,MLTX,24.98,24.98,-0.0082,-0.1023,late,small,none,16.53,66.18,51.57,48.01,,,62.26562811682955107881813921,0.83000,0.95,0.45,2.5391,2.5391,4,4,False,,True,thesis_gate_triggered,,,True,-0.0925,,,201,,44.00,,unknown,0,,,False,,80.0,,,,
187,PGEN,24.55,23.81,-0.0371,-0.464,late,small,sev1,60.90,10.68,42.30,64.43,,,47.28846711598273721189900519,0.80500,0.95,0.30,1.6361,1.6361,1,1,False,,,stage_pivotal_not_active,,,False,0.3112,,,201,,59.00,,unknown,0,,,False,,80.0,,,,
188,RGNX,24.52,22.56,-0.0101,-0.1261,late,small,none,18.84,68.45,42.30,39.80,,,41.97943406368360030360296275,0.80000,0.95,0.30,2.6111,2.6111,1,1,False,,True,thesis_gate_triggered,,,False,-0.0123,,,201,,69.00,,unknown,0,,,False,,80.0,,,,
189,CCCC,24.45,24.45,-0.0107,-0.134,mid,micro,none,28.84,34.76,53.65,25.86,,,77.36428952510222371233860378,0.83500,0.95,0.45,1.9878,1.9878,3,3,False,,True,thesis_gate_triggered,,,True,-0.3736,,,52,,60.00,,unknown,0,,,False,,57.0,,,,
190,ASND,24.12,24.12,-0.0184,-0.2299,late,large,none,41.01,10.77,36.26,39.80,,,85,0.78000,0.95,0.65,16.7778,16.7778,9,9,False,,True,thesis_gate_triggered,,,True,-0.0988,,,108,,65.00,,unknown,0,,,False,,83.0,,,,
191,CMPS,23.86,23.86,-0.0152,-0.1897,late,small,sev1,39.34,26.94,50.19,24.13,,,85,0.83000,0.95,0.45,6.6599,6.6599,5,5,False,,True,thesis_gate_triggered,,,True,-0.0064,,,201,,60.00,,unknown,0,,,False,,76.0,,,,
192,ORKA,23.83,23.83,-0.0262,-0.328,mid,small,none,9.40,52.53,44.12,83.62,,,85,0.80500,0.95,0.30,9.0851,9.0851,7,7,False,,True,thesis_gate_triggered,,,False,0.4408,,,52,,79.00,,unknown,0,,,False,,67.0,,,,
193,PVLA,23.68,23.68,-0.0177,-0.2218,late,small,none,33.61,20.28,56.38,28.11,,,83.30102050374652997570334929,0.83000,0.95,0.45,6.1138,6.1138,4,4,False,,True,thesis_gate_triggered,,,True,0.1022,,,201,,48.00,,unknown,0,,,False,,72.0,,,,
194,IMVT,23.66,21.77,-0.0171,-0.2138,late,mid,none,21.21,16.71,63.25,48.01,,,68.25726931785237869870515887,0.87000,0.95,0.65,7.0253,7.0253,6,6,False,,True,thesis_gate_triggered,,,True,0.0283,,,201,,58.00,,unknown,1,,,False,,79.0,,,,
195,BCAX,23.66,23.66,-0.0145,-0.1817,mid,small,none,16.24,63.97,36.21,25.86,,,77.76562811682955107881813921,0.74000,0.85,0.45,5.7364,5.7364,4,4,False,,True,thesis_gate_triggered,,,False,-0.0327,,,0,,77.00,,unknown,0,,,False,,46.0,,,,
196,SNDX,23.62,23.62,-0.0114,-0.1419,late,small,sev1,38.78,25.24,62.72,10.70,,,64.67023009911423415374641373,0.87500,0.95,0.65,3.5694,3.5694,3,3,False,,True,thesis_gate_triggered,,,True,0.2260,,,201,,83.00,,unknown,1,,,False,,88.0,,,,
197,VKTX,23.56,23.56,-0.0276,-0.3446,late,mid,sev1,50.45,12.90,34.98,33.83,,,59.53135047536033246746184055,0.83500,0.95,0.45,2.2692,2.2692,3,3,False,,True,thesis_gate_triggered,,,False,-0.3819,,,201,,74.00,,unknown,0,,,False,,79.0,,,,
198,COLL,23.41,23.41,-0.0296,-0.3697,late,small,none,14.72,58.51,34.98,62.44,,,,0.80000,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.0024,,,77,,80.00,,unknown,0,,,False,,64.0,,,,
199,PACB,23.21,23.21,-0.0165,-0.2057,early,small,sev1,18.17,68.45,45.34,40.35,,,58.0,0.68000,0.65,0.45,1.175,1.175,2,2,False,,True,thesis_gate_triggered,,,False,0.1247,,,0,,56.00,,unknown,0,,,False,,35,,,,
200,PRTA,23.04,23.04,-0.0197,-0.2461,late,small,none,24.13,53.49,34.98,24.13,,,53.29265157857066813316711989,0.83500,0.95,0.45,2.4106,2.4106,2,2,False,,True,thesis_gate_triggered,,,False,-0.2199,,,201,,61.00,,unknown,0,,,False,,86.0,,,,
201,MCRB,23.02,20.54,-0.019,-0.238,late,micro,none,27.12,55.23,34.98,10.70,,,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,,False,-0.2167,,,77,,71.00,,unknown,0,,,False,,82.0,,,,
