ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.9,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,8,2,headwind,,137,31.07,drug_developer,0.673077,v1.3.0,96f655ee
TENX,A,2,L,4.86,high_opt+catalyst_mid,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,158,9,tailwind,,150,29.30,drug_developer,0.612637,v1.3.0,96f655ee
CRSP,A,3,L,6.94,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,49,9,headwind,,164,28.06,drug_developer,0.771978,v1.3.0,96f655ee
ABEO,A,4,M,2.92,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,5,9,headwind,deep_drawdown_rel_xbi,169,26.85,drug_developer,0.766484,v1.3.0,96f655ee
ACLX,A,5,L,6.94,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,5,9,headwind,,175,25.90,drug_developer,0.728022,v1.3.0,96f655ee
PVLA,A,6,L,5.9,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,8,2,tailwind,,183,23.90,drug_developer,0.656593,v1.3.0,96f655ee
AARD,A,7,M,2.92,high_opt+catalyst_near,tier_a_dev|cost_haircut_<=2000bps,specific_days,37,3,neutral,,189,22.78,drug_developer,0.607143,v1.3.0,96f655ee
ORKA,A,8,L,5.9,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,129,3,tailwind,,195,22.32,drug_developer,0.909341,v1.3.0,96f655ee
PRTA,A,9,M,2.92,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,30,2,headwind,deep_drawdown_rel_xbi,200,21.44,drug_developer,0.755495,v1.3.0,96f655ee
SRRK,A,10,L,6.94,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,129,3,tailwind,,202,21.29,drug_developer,0.634615,v1.3.0,96f655ee
ATXS,A,11,L,5.9,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,8,2,neutral,,213,19.91,drug_developer,0.892857,v1.3.0,96f655ee
DNTH,A,12,L,5.9,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,158,3,tailwind,,217,19.66,drug_developer,0.942308,v1.3.0,96f655ee
PHVS,A,13,L,4.86,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,9,3,neutral,,220,19.16,drug_developer,0.722527,v1.3.0,96f655ee
RAPP,A,14,L,5.9,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,68,2,neutral,,225,18.78,drug_developer,0.843407,v1.3.0,96f655ee
ALLO,A,15,L,4.86,high_opt+catalyst_near,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,6,9,tailwind,deep_drawdown_rel_xbi,226,18.62,drug_developer,0.662088,v1.3.0,96f655ee
ARTV,A,16,L,4.86,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,68,3,neutral,,229,18.42,drug_developer,0.760989,v1.3.0,96f655ee
NUVL,A,17,L,5.9,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,159,2,headwind,,243,16.74,drug_developer,0.975275,v1.3.0,96f655ee
CGON,A,18,L,5.9,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,129,3,tailwind,,245,16.49,drug_developer,0.898352,v1.3.0,96f655ee
AURA,A,19,M,2.29,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,159,2,headwind,deep_drawdown_rel_xbi,251,15.96,drug_developer,0.832418,v1.3.0,96f655ee
FDMT,A,20,S,1.46,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,8,2,headwind,deep_drawdown|deep_drawdown_rel_xbi,256,15.31,drug_developer,0.914835,v1.3.0,96f655ee
