ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.74,0.998423,2.9523,56.74,0.998423,2.9523,late,small,none,commercial_pharma,54.41,41.25000000000000000000000000,55.5,49.21,77.000,72.08791208791208791208791209,0.9
ALKS,2,55.98,0.976341,1.9834,55.98,0.995268,2.5948,late,mid,none,commercial_pharma,44.53,41.25000000000000000000000000,68.0,43.29,77.000,70.84745762711864406779661017,0.9
TBPH,3,54.20,0.938486,1.5422,54.20,0.988959,2.289,late,small,none,drug_developer,63.70,41.25000000000000000000000000,55.5,89.20,77.000,66.15384615384615384615384615,0.9
BIIB,4,53.72,0.973186,1.9298,53.72,0.985804,2.1918,late,large,none,commercial_pharma,43.91,41.25000000000000000000000000,68.5,79.73,71.95876288659793814432989691,75.55555555555555555555555555,0.9
VYGR,5,53.39,0.979495,2.0434,53.39,0.98265,2.1118,early,micro,none,drug_developer,36.20,41.25000000000000000000000000,49.5,80.77,77.000,58.50000000000000000000000000,0.7984655554383373773604810634
BMRN,6,53.33,0.94164,1.5687,53.33,0.979495,2.0434,late,large,none,commercial_biotech,39.44,41.25000000000000000000000000,57.5,79.52,68.55670103092783505154639175,71.11111111111111111111111111,0.9
TARS,7,53.28,0.94795,1.6253,53.28,0.976341,1.9834,late,mid,none,commercial_biotech,34.71,41.25000000000000000000000000,83.0,64.16,73.19587628865979381443298969,64.84745762711864406779661017,0.9
ACAD,8,52.62,0.90694,1.3221,52.62,0.973186,1.9298,late,mid,none,commercial_biotech,67.72,45.56250000000000000000000000,71.0,56.30,64.53608247422680412371134021,67.79661016949152542372881356,0.8881759336099585062240663900
AMGN,9,52.56,0.966877,1.8368,52.56,0.970032,1.8813,late,large,none,commercial_pharma,46.95,41.25000000000000000000000000,52.5,59.28,73.50515463917525773195876288,77.000,0.9
VNDA,10,52.50,0.932177,1.4922,52.50,0.966877,1.8368,late,small,none,commercial_biotech,54.13,41.25000000000000000000000000,52.5,92.78,75.36082474226804123711340206,65.00000000000000000000000000,0.8782537849566055930568948891
CAI,11,52.20,0.903785,1.3034,52.20,0.963722,1.7956,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,41.25,70.41237113402061855670103093,56.61016949152542372881355932,0.9
