Rank,Ticker,Composite_Score,Clinical_Score,Financial_Score,Momentum_Score,Momentum_Pct,Momentum_Bucket,Stage_Bucket,Cash,Runway_Months
52,TEM,21.50,10.0,30,30,0.0,NEUTRAL,commercial,0,0
53,VIR,21.50,20.0,20,30,-6.4,NEGATIVE,late,653757000,26.267168901612173
54,XENE,21.50,20.0,20,30,-1.7,NEUTRAL,late,551774000,229.6108471755037
55,ACRS,22.75,10.0,40,10,-50.6,NEGATIVE,commercial,27349000,6.433166715671861
56,ADCT,22.75,20.0,30,10,-56.4,NEGATIVE,late,0,0
57,AMRX,22.75,20.0,30,10,-38.5,NEGATIVE,late,341378000,0
58,ASND,22.75,20.0,30,10,-32.2,NEGATIVE,late,0,0
59,CLDX,22.75,20.0,30,10,-35.5,NEGATIVE,late,408250000,0
60,ESPR,22.75,20.0,30,10,-82.1,NEGATIVE,late,382310000,17.047876688913
61,IBRX,22.75,20.0,30,10,-59.3,NEGATIVE,late,170930000,9.245664883187365
62,IVVD,22.75,30.0,20,10,-44.5,NEGATIVE,mid,542224000,28.690365536399312
63,NBP,22.75,30.0,20,10,-48.6,NEGATIVE,unknown,554023000,42.53753231131472
64,RIGL,22.75,20.0,30,10,-31.3,NEGATIVE,late,230865000,93.14080150618612
65,RYTM,22.75,10.0,40,10,-35.9,NEGATIVE,commercial,63245000,5.663900414937759
66,TKNO,22.75,10.0,40,10,-61.1,NEGATIVE,commercial,5955000,7.289605222890952
67,AMPH,23.00,10.0,30,40,45.6,STRONG_POSITIVE,commercial,126353000,11.453144592328494
68,APLS,23.00,20.0,20,40,55.6,STRONG_POSITIVE,late,626137000,21.786635118912994
69,ILMN,23.00,20.0,20,40,10.4,POSITIVE,late,769000000,5.685767097966728
70,MYGN,23.00,10.0,30,40,20.0,POSITIVE,commercial,245100000,14.742857142857144
71,OCUL,23.00,10.0,30,40,27.4,STRONG_POSITIVE,commercial,228057000,17.583875195970084
72,OMER,23.00,10.0,30,40,118.2,STRONG_POSITIVE,commercial,100808000,8.762039967840302
73,PHAT,23.00,10.0,30,40,13.5,POSITIVE,commercial,183259000,15.284001584620839
74,SNY,23.00,10.0,30,40,12.7,POSITIVE,commercial,0,0
75,TGTX,23.00,20.0,20,40,57.8,STRONG_POSITIVE,late,553439000,159.9188037275157
76,BRKR,23.53,31.25,10,40,23.0,STRONG_POSITIVE,preclinical,1226100000,21.277223427331887
77,CNTA,23.62,25.0,20,30,1.5,NEUTRAL,late,595082000,8613.973462002412
78,ALNY,24.25,20.0,30,20,-12.8,NEGATIVE,late,496580000,6.942900984642559
79,ALVO,24.25,20.0,30,20,-14.0,NEGATIVE,late,0,0
80,ANIP,24.25,10.0,40,20,-8.2,NEGATIVE,commercial,62332000,33.1729643427355
81,ARWR,24.25,20.0,30,20,-17.5,NEGATIVE,late,328928000,62.78050642575391
82,AVXL,24.25,20.0,30,20,-24.7,NEGATIVE,late,149157861,164.47656396811465
83,CSTL,24.25,20.0,30,20,-16.6,NEGATIVE,late,329633000,126.40917806468107
84,CVAC,24.25,20.0,30,20,-20.3,NEGATIVE,late,0,0
85,CYTK,24.25,20.0,30,20,-18.6,NEGATIVE,late,112666000,10.621352816403489
86,FOLD,24.25,20.0,30,20,-8.2,NEGATIVE,late,400539000,17.361146027480387
87,GH,24.25,30.0,20,20,-21.3,NEGATIVE,mid,932748000,134.4970139748381
88,GLPG,24.25,20.0,30,20,-20.1,NEGATIVE,late,0,0
89,IMCR,24.25,20.0,30,20,-11.3,NEGATIVE,late,0,0
90,IOVA,24.25,20.0,30,20,-12.3,NEGATIVE,late,360441000,16.662590867590463
91,MRSN,24.25,20.0,30,20,-27.8,NEGATIVE,late,343237000,46.781123289227104
92,NUVB,24.25,30.0,20,20,-23.1,NEGATIVE,mid,765392000,105.75607958732499
93,PRTA,24.25,20.0,30,20,-9.7,NEGATIVE,late,295380000,31.891600086374435
94,RGNX,24.25,20.0,30,20,-19.2,NEGATIVE,late,450656000,48.61008539325843
95,RVMD,24.25,30.0,20,20,-19.1,NEGATIVE,mid,572825000,63.553657115912685
96,SIGA,24.25,10.0,40,20,-21.8,NEGATIVE,commercial,80248422,30.945982131509254
97,VNDA,24.25,10.0,40,20,-15.1,NEGATIVE,commercial,52071000,0
98,ZLAB,24.25,20.0,30,20,-14.7,NEGATIVE,late,442116000,19.72961454788866
99,ABCL,24.88,25.0,30,10,-30.0,NEGATIVE,late,476142000,74.084642912712
100,DAWN,24.88,25.0,30,10,-47.3,NEGATIVE,late,284309000,84.22514627101488
101,HRMY,24.88,25.0,30,10,-35.7,NEGATIVE,late,234309000,76.10729753139887
102,TSHA,24.88,25.0,30,10,-62.2,NEGATIVE,late,149103000,10.252150146399043
103,ABVX,25.75,20.0,30,30,0.0,NEUTRAL,late,0,0
104,ANRO,25.75,20.0,30,30,0.0,NEUTRAL,commercial,0,0
105,ARGX,25.75,20.0,30,30,-3.4,NEUTRAL,late,0,0
106,AXSM,25.75,10.0,40,30,0.5,NEUTRAL,commercial,86472854,10.084239042337945
107,BBOT,25.75,20.0,30,30,0.0,NEUTRAL,late,0,0
108,CMPS,25.75,20.0,30,30,2.6,NEUTRAL,late,190327000,37.85467563894321
109,DVAX,25.75,20.0,30,30,-2.0,NEUTRAL,late,114093000,18.19665071770335
110,KMDA,25.75,20.0,30,30,-6.7,NEGATIVE,late,0,0
111,LGND,25.75,10.0,40,30,4.8,NEUTRAL,commercial,19522000,78.48040201005026
112,MESO,25.75,20.0,30,30,4.6,NEUTRAL,late,0,0
113,MRVI,25.75,30.0,20,30,2.5,NEUTRAL,unknown,551272000,0
114,PACB,25.75,10.0,40,30,-6.8,NEGATIVE,commercial,81611000,7.150966404042322
115,TBPH,25.75,10.0,40,30,4.2,NEUTRAL,commercial,81467000,3.5163461227191144
116,TVTX,25.75,20.0,30,30,-2.2,NEUTRAL,late,366989000,25.99210297997415
117,VCEL,25.75,10.0,40,30,1.9,NEUTRAL,commercial,33620000,4.928655199374512
118,XNCR,25.75,30.0,20,30,3.3,NEUTRAL,mid,622950000,107.81878759032496
119,COGT,26.38,25.0,30,20,-18.9,NEGATIVE,late,232375000,38.58287327217633
120,COLL,26.38,25.0,30,20,-19.2,NEGATIVE,commercial,174116000,16.90391896702372
121,IMVT,26.38,25.0,30,20,-21.0,NEGATIVE,late,493817000,194.47356502904398
122,KNSA,26.38,25.0,30,20,-21.3,NEGATIVE,late,122470000,9.106648242358146
123,SRRK,26.38,25.0,30,20,-27.6,NEGATIVE,late,252994000,23.034529852275057
124,TARS,26.38,25.0,30,20,-20.4,NEGATIVE,late,171815000,149.112605771317
125,VOR,26.38,25.0,30,20,-22.1,NEGATIVE,late,207469000,36.13445768443664
126,ABSI,27.00,30.0,30,10,-38.2,NEGATIVE,unknown,252569000,30.020087163232965
127,ANNX,27.00,20.0,40,10,-29.7,NEGATIVE,late,74843000,6.8914619829193615
128,CADL,27.00,20.0,40,10,-35.5,NEGATIVE,late,82642000,27.45277377920496
129,CTMX,27.00,30.0,30,10,-37.8,NEGATIVE,mid,384987000,34.781434217955955
130,GOSS,27.00,30.0,30,10,-50.9,NEGATIVE,mid,325218000,16.036390532544377
131,PBYI,27.00,20.0,40,10,-34.5,NEGATIVE,late,82106000,16.422568547378948
132,PEPG,27.00,30.0,30,10,-40.2,NEGATIVE,unknown,132895000,58.45606832594113
133,PRAX,27.00,30.0,30,10,-74.6,NEGATIVE,mid,138704000,60.80619588645746
134,RAPT,27.00,30.0,30,10,-37.3,NEGATIVE,mid,189654000,32.88607594936709
135,REPL,27.00,30.0,30,10,-41.9,NEGATIVE,mid,105948000,46.551792318113584
136,RNA,27.00,30.0,30,10,-31.9,NEGATIVE,mid,405543000,109.71741630030436
137,RXRX,27.00,30.0,30,10,-35.3,NEGATIVE,mid,285116000,39.3236328529067
138,SLN,27.00,30.0,30,10,-54.1,NEGATIVE,mid,0,0
139,TRVI,27.00,30.0,30,10,-33.0,NEGATIVE,mid,144751000,51.178903948143784
140,ARDX,27.25,10.0,40,40,42.3,STRONG_POSITIVE,commercial,72428000,9.215442197788215
141,AUPH,27.25,20.0,30,40,29.9,STRONG_POSITIVE,late,272350000,31.828983248928708
142,PTGX,27.25,20.0,30,40,60.9,STRONG_POSITIVE,late,320593000,58.15746031746032
143,TXG,27.25,30.0,20,40,24.6,STRONG_POSITIVE,unknown,663603000,14.672528379620845
144,DNA,27.53,31.25,30,10,-34.7,NEGATIVE,preclinical,495287000,46.94329786981968
145,CGON,27.88,25.0,30,30,0.0,NEUTRAL,late,0,0
146,EOLS,27.88,25.0,30,30,-0.8,NEUTRAL,late,146256000,37.493527024140135
147,FTRE,27.88,25.0,30,30,0.0,NEUTRAL,late,0,0
148,KRYS,27.88,25.0,30,30,7.0,POSITIVE,late,349337000,130.32126091957596
149,NTLA,27.88,35.0,20,30,3.0,NEUTRAL,early,785302000,19.873264921359972
150,ZBIO,27.88,25.0,30,30,0.0,NEUTRAL,late,0,0
151,BCYC,28.06,32.5,30,10,-29.6,NEGATIVE,early,438680000,103.19858851205646
152,BEAM,28.06,32.5,30,10,-29.7,NEGATIVE,early,162171000,10.000678342377899
153,DSGN,28.06,32.5,30,10,-39.5,NEGATIVE,early,384064000,129.70388089944558
154,TNGX,28.06,32.5,30,10,-46.3,NEGATIVE,early,485255000,99.99244440628489
155,TWST,28.06,32.5,30,10,-48.0,NEGATIVE,early,378687000,99.73539933718149
156,ADPT,28.50,30.0,30,20,-21.8,NEGATIVE,mid,139065000,11.412256286458724
157,AKRO,28.50,30.0,30,20,-21.0,NEGATIVE,mid,0,0
158,ANAB,28.50,30.0,30,20,-15.5,NEGATIVE,mid,495729000,298.46711153479504
159,AURA,28.50,30.0,30,20,-22.3,NEGATIVE,mid,149063000,50.74341153442456
160,BHVN,28.50,20.0,40,20,-24.0,NEGATIVE,late,82506000,8.343209626858126
161,CRNX,28.50,20.0,40,20,-16.6,NEGATIVE,late,93087000,15.13363680702325
162,CTKB,28.50,30.0,30,20,-13.2,NEGATIVE,unknown,364618000,114.98820004730494
163,ENTA,28.50,30.0,30,20,-24.2,NEGATIVE,mid,167473000,66.73338867673917
164,FDMT,28.50,30.0,30,20,-23.2,NEGATIVE,mid,247777000,41.691658370374526
165,GHRS,28.50,30.0,30,20,-16.5,NEGATIVE,mid,0,0
166,INVA,28.50,30.0,30,20,-10.4,NEGATIVE,unknown,201525000,226.7085403581138
167,KROS,28.50,30.0,30,20,-22.2,NEGATIVE,unknown,230042000,46.992101320985974
168,KURA,28.50,30.0,30,20,-18.7,NEGATIVE,mid,407205000,54.52117154811716
169,MDGL,28.50,20.0,40,20,-18.8,NEGATIVE,late,79169000,4.697434781748779
170,MLYS,28.50,30.0,30,20,-28.4,NEGATIVE,mid,0,0
171,PCVX,28.50,30.0,30,20,-18.8,NEGATIVE,mid,386200000,51.94525706984095
172,PRME,28.50,20.0,40,20,-15.8,NEGATIVE,late,36975000,130.11730205278593
173,PRVA,28.50,30.0,30,20,-7.3,NEGATIVE,unknown,320577000,4.8590985164741465
174,QTRX,28.50,30.0,30,20,-8.6,NEGATIVE,unknown,181584000,69.10903901046622
175,QURE,28.50,30.0,30,20,-13.2,NEGATIVE,mid,244932000,125.82661929020935
176,RCKT,28.50,30.0,30,20,-19.1,NEGATIVE,mid,232694000,19.98803149606299
177,SNDX,28.50,30.0,30,20,-24.4,NEGATIVE,mid,115243000,18.903141146559502
178,STOK,28.50,30.0,30,20,-12.0,NEGATIVE,mid,144895000,20.263854087757124
179,SVRA,28.50,20.0,40,20,-7.4,NEGATIVE,late,34012000,9.488631608313572
180,VTYX,28.50,30.0,30,20,-11.8,NEGATIVE,mid,258576000,37.051465144603924
181,WVE,28.50,30.0,30,20,-16.4,NEGATIVE,mid,150564000,14.77989283815289
182,FLGT,29.03,31.25,30,20,-7.2,NEGATIVE,preclinical,184888000,53.14527990035212
183,CCCC,29.12,35.0,30,10,-57.4,NEGATIVE,early,309279000,44.2395937634101
184,CLLS,29.12,35.0,30,10,-39.6,NEGATIVE,early,0,0
185,DYN,29.12,35.0,30,10,-32.5,NEGATIVE,early,200825000,16.142299267872815
186,FULC,29.12,25.0,40,10,-82.8,NEGATIVE,late,35412000,5.256150506512301
187,SLDB,29.12,35.0,30,10,-29.1,NEGATIVE,early,112141000,20.106862701152
188,SMMT,29.12,25.0,40,10,-65.8,NEGATIVE,late,71791000,9.723166519943117
189,BBIO,29.38,35.0,20,40,69.8,STRONG_POSITIVE,early,749825000,130404.34782608695
190,LENZ,29.38,25.0,30,40,21.5,STRONG_POSITIVE,late,376976000,63.9303561334087
191,MCRB,29.38,25.0,30,40,9.3,POSITIVE,late,180002000,24.235349557373183
192,NAMS,29.38,25.0,30,40,35.8,STRONG_POSITIVE,late,0,0
193,ATXS,29.56,32.5,30,20,-22.0,NEGATIVE,early,101439000,6.245218354949927
194,CABA,29.56,32.5,30,20,-27.3,NEGATIVE,early,122222000,31.684935945905075
195,GLUE,29.56,32.5,30,20,-13.1,NEGATIVE,early,346071000,56.15149138700343
196,IMMP,29.56,32.5,30,20,-21.3,NEGATIVE,early,0,0
197,LYEL,29.56,32.5,30,20,-22.9,NEGATIVE,early,461372000,27.07688094213389
198,NUVL,29.56,32.5,30,20,-14.9,NEGATIVE,early,288111000,74.61116146575165
199,VCYT,29.56,32.5,30,20,-17.8,NEGATIVE,preclinical,349364000,120.09418774528058
200,AARD,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
201,ABUS,30.00,30.0,30,30,2.5,NEUTRAL,mid,109282000,17.19915537660498
202,ACIU,30.00,30.0,30,30,-4.7,NEUTRAL,mid,0,0
203,ACLX,30.00,30.0,30,30,-3.1,NEUTRAL,mid,104617000,19.32312333574474
204,ADMA,30.00,20.0,40,30,-7.0,NEGATIVE,commercial,51089118,8.556731306824464
205,ALMS,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
206,APGE,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
207,ARQT,30.00,20.0,40,30,-5.3,NEGATIVE,late,96449000,8.530402865608279
208,ATAI,30.00,30.0,30,30,-3.1,NEUTRAL,unknown,362266000,25.90574942791762
209,AVTR,30.00,30.0,30,30,-7.1,NEGATIVE,unknown,301700000,0
210,BIOA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
211,CAI,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
212,EPRX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
213,INBX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
214,LEGN,30.00,30.0,30,30,-3.9,NEUTRAL,mid,0,0
215,MENS,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
216,NMRA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
217,PHVS,30.00,30.0,30,30,-5.4,NEGATIVE,mid,0,0
218,RAPP,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
219,SEPN,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
220,SGMT,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
221,SION,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
222,TECH,30.00,30.0,30,30,5.5,POSITIVE,unknown,296835000,15.546661545579134
223,TECX,30.00,30.0,30,30,5.6,POSITIVE,unknown,189567000,19.095780937830533
224,ZVRA,30.00,30.0,30,30,5.5,POSITIVE,mid,112346000,157.5864406779661
225,ZYME,30.00,30.0,30,30,-0.7,NEUTRAL,mid,201867000,13.416655589525455
226,OPCH,30.44,27.5,30,40,9.2,POSITIVE,late,119423000,177.4487369985141
227,AMLX,30.62,25.0,40,20,-19.8,NEGATIVE,late,50191000,6.849597980234503
228,EDIT,30.62,35.0,30,20,-8.9,NEGATIVE,early,499845000,51.718803890460094
229,ERAS,30.62,35.0,30,20,-27.4,NEGATIVE,early,414475000,40.51432015900427
230,FHTX,30.62,35.0,30,20,-9.6,NEGATIVE,early,101136000,11.978207658902488
231,IDYA,30.62,35.0,30,20,-24.3,NEGATIVE,early,226761000,78.88482388751993
232,MNMD,30.62,35.0,30,20,-11.7,NEGATIVE,preclinical,133539000,17.224171288533473
233,OLMA,30.62,35.0,30,20,-17.0,NEGATIVE,early,287250000,48.48374029481265
234,RLAY,30.62,35.0,30,20,-14.7,NEGATIVE,early,447646000,102.49087995115623
235,VYGR,30.62,35.0,30,20,-12.4,NEGATIVE,early,119546000,9.979908726625112
236,AVBP,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
237,BCAX,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
238,GPCR,31.06,32.5,30,30,-6.6,NEGATIVE,early,0,0
239,GRAL,31.06,32.5,30,30,0.0,NEUTRAL,preclinical,0,0
240,KYTX,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
241,LXEO,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
242,MAZE,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
243,MBX,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
244,UPB,31.06,32.5,30,30,0.0,NEUTRAL,early,0,0
245,EWTX,31.25,30.0,40,10,-48.7,NEGATIVE,mid,15566000,4.362973863078972
246,LFCR,31.25,30.0,40,10,-47.2,NEGATIVE,unknown,1905000,0.5985703437982771
247,SYRE,31.25,30.0,40,10,-75.4,NEGATIVE,unknown,67194000,9.967834052390195
248,ARCT,31.50,30.0,30,40,43.3,STRONG_POSITIVE,mid,370492000,21.828529905633513
249,KALV,31.50,20.0,40,40,10.9,POSITIVE,late,30732000,22.89304115711714
250,MIRM,31.50,20.0,40,40,11.9,POSITIVE,late,31340000,4.4777825403629095
251,STVN,31.50,30.0,30,40,36.7,STRONG_POSITIVE,unknown,0,0
252,TERN,31.50,30.0,30,40,29.3,STRONG_POSITIVE,mid,165982000,39.710195781330995
253,URGN,31.50,20.0,40,40,10.7,POSITIVE,late,44360000,4.803465078505685
254,XERS,31.50,20.0,40,40,73.6,STRONG_POSITIVE,late,67271000,6.577730698716643
255,VERA,31.69,27.5,40,20,-18.0,NEGATIVE,late,79674000,29.31975834892208
256,SANA,32.03,31.25,30,40,10.0,POSITIVE,preclinical,422773000,17.781938627083296
257,TRDA,32.03,31.25,30,40,24.4,STRONG_POSITIVE,preclinical,291064000,68.27413112318699
258,CTNM,32.12,35.0,30,30,0.0,NEUTRAL,early,0,0
259,LQDA,32.12,25.0,40,30,5.0,NEUTRAL,late,57494000,19.95222533907863
260,NRIX,32.12,35.0,30,30,2.5,NEUTRAL,early,323447000,91.25535466578891
261,ORIC,32.12,35.0,30,30,3.1,NEUTRAL,early,441160000,67.25427173982087
262,BDTX,32.31,32.5,40,10,-45.4,NEGATIVE,early,65799000,6.28672887671582
263,JANX,32.31,32.5,40,10,-33.5,NEGATIVE,early,35582000,13.068805093046032
264,IMRX,32.56,32.5,30,40,197.4,STRONG_POSITIVE,early,149199348,53.387572449554426
265,TYRA,32.56,32.5,30,40,77.2,STRONG_POSITIVE,early,302182000,137.90918080170383
266,MGTX,32.75,40.0,30,20,-23.2,NEGATIVE,early,137703000,20.769422204346352
267,ORKA,32.75,30.0,40,20,-14.5,NEGATIVE,unknown,53359000,33.13880550667633
268,SPRY,32.75,30.0,40,20,-21.4,NEGATIVE,mid,60063000,35.605196858173194
269,PGEN,33.38,35.0,40,10,-49.8,NEGATIVE,early,36423000,2.563179901595698
270,AQST,33.62,25.0,40,40,27.0,STRONG_POSITIVE,late,28024000,4.767405265172458
271,CRMD,33.62,25.0,40,40,19.8,POSITIVE,late,53317405,22.680033119904817
272,CRVS,33.62,25.0,40,40,17.5,POSITIVE,late,63458000,127.02185154295246
273,NGNE,33.62,35.0,30,40,38.6,STRONG_POSITIVE,early,198520000,39.25130165425426
274,ETON,34.25,30.0,40,30,-5.4,NEGATIVE,unknown,14406000,6.180622095101895
275,LRMR,34.25,30.0,40,30,-5.4,NEGATIVE,mid,70097000,16.61197566948416
276,IRON,35.75,30.0,40,40,14.4,POSITIVE,mid,88036000,29.370624704606747
277,OBIO,35.75,30.0,40,40,114.1,STRONG_POSITIVE,unknown,1754460,55.586411196743
278,PAHC,35.75,30.0,40,40,7.5,POSITIVE,unknown,74248000,0
279,PSNL,35.75,30.0,40,40,15.0,POSITIVE,unknown,68525000,19.920058139534884
280,HROW,36.28,31.25,40,40,57.5,STRONG_POSITIVE,preclinical,57656000,38.42239129227522
281,CGEM,36.38,35.0,40,30,-6.6,NEGATIVE,early,59774000,10.939271008082965
282,KYMR,36.38,35.0,40,30,-5.1,NEGATIVE,early,31004000,8.160200030706468
283,CATX,36.81,32.5,40,40,128.6,STRONG_POSITIVE,early,61690000,330.0401248328132
284,ELVN,36.81,32.5,40,40,7.3,POSITIVE,early,48309000,11.281877627276973
