ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
PYXS,"Pyxis Oncology, Inc.",55,0.46,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.900673,,0,0.326347,1,0.673653,189,0,specific_days,9,tailwind,high_vol|high_beta|deep_drawdown_rel_xbi,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_>2000bps,momentum_score:+37.5;financial_score:-29.0;catalyst_score:-13.4,tier=C;reason=mod_opt+catalyst_far;cat_days=189;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 53075000.0, ""cash_total"": 76256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.24111163447951, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 3}",early|near_181_270|nonpos,-0.009274156862745098,,-1.8595,189,1,0.6514,-0.3517,3,3,buying,-0.0451,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,189,False,specific_days,1.558001,price_history,,3,1.9995,price_history,,-0.270042,,63.0395,1.6279,-0.016157,-0.253885,early,micro,sev1,drug_developer,morningstar,,,,0,0.7689334043686734150239744273,96.55,45.56250000000000000000000000,66.5,45.56,56.42857142857142857142857143,29.98866213151927437641723356,55.2395,0.4904,1.0,189,4,1.0,0.1147,0,0,0.0,0.3,0.85,oncology,0.679,highly_crowded,1.0,268,-0.009274156862745098,0.099327,-1.2854,25.69,0.530303,0.076,0.146656,0.0,0.0,0.0,0.14712,-0.000464,0.0
PGEN,"Precigen, Inc.",56,0.71,C,low_opt,C,low_opt,,0.755892,,0,0.266467,1,0.733533,224,0,specific_days,9,tailwind,high_beta,L,catalyst_far_lift|momentum_tailwind|high_risk,momentum_score:+41.9;financial_score:-38.6;catalyst_score:-9.1,tier=C;reason=low_opt;cat_days=224;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",late|near_181_270|nonpos,0.010071680672268908,,0.8485,0,1,0.7951,-0.1021,1,1,buying,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,224,False,specific_days,1.025723,price_history,,1,1.906,price_history,,-0.090336,,66.449,0.8424,-0.016157,-0.074179,late,small,sev1,drug_developer,morningstar,,,,0,0.8246065162907268170426065163,96.55,45.56250000000000000000000000,55.5,43.04,59.78260869565217391304347826,16.10417123237636058148878662,58.747,0.639,2.0,828,8,1.0,0.0397,0,0,0.0,0.4,0.95,oncology,0.679,highly_crowded,1.0,225,0.010071680672268908,0.244108,-0.6931,18.60,0.368687,-0.3353,0.192204,0.0,0.0,0.0,0.1917,0.000504,0.0
GLUE,"Monte Rosa Therapeutics, Inc.",57,0.71,C,low_opt,C,low_opt,,0.510101,,0,0.020958,1,0.979042,69,0,specific_days,9,tailwind,high_vol|overbought_rsi,L,sponsor_confirmed|momentum_tailwind|high_risk,financial_score:-31.1;momentum_score:+29.4;catalyst_score:-14.4,tier=C;reason=low_opt;cat_days=69;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 208343000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|near_31_90|pos,0.07385909090909092,,-0.57,0,1,1.5328,1.1795,3,3,buying,-0.0451,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,598.18,0.85,1,0,1.0,0,1.0,0,69,False,specific_days,0.954346,price_history,,3,1.1146,price_history,,0.0,,71.6101,1.2054,-0.016157,0.016157,early,small,none,drug_developer,morningstar,,,,0,0.7225755097590230073056373351,93.03,49.25770844444444444444444444,66.5,64.49,77.000,32.59040105193951347797501644,76.3185,1.3835,1.0,69,2,0.3333,0.1924,1,0,0.0,0.4,0.85,oncology,0.679,highly_crowded,1.0,152,0.07385909090909092,0.489899,-0.0253,35.62,0.708754,0.5497,0.418743,0.0,0.0,0.0,0.41505,0.003693,0.0
EDIT,"Editas Medicine, Inc.",58,0.09,C,low_opt,C,low_opt,,0.506734,,0,0.068862,1,0.931138,38,1,specific_days,9,tailwind,high_beta,XS,momentum_tailwind|runway_short|high_risk|cost_haircut_<=2000bps,financial_score:-39.8;momentum_score:+28.8;clinical_score:+24.6,tier=C;reason=low_opt;cat_days=38;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 128854000.0, ""cash_total"": 165648000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 14.22828421495472, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 0}",early|near_31_90|pos,0.07385909090909092,,-0.586,0,1,1.4777,1.0838,0,0,neutral,-1.1941,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,short,<=2000bps,1626.3,0.7,1,0,1.0,0,1.0,0,38,True,specific_days,-0.431674,price_history,,0,3.4389,price_history,,-0.103614,,52.9142,0.8096,-0.016157,-0.087457,early,micro,sev2,drug_developer,morningstar,,,,0,0.7741403320835565077664702732,79.85,37.45907600000000000000000000,,45.42,75.71428571428571428571428572,11.25000000000000000000000000,74.1793,1.2928,1.0,38,4,1.0,0.1821,1,0,0.0,0.3,0.55,ophthalmology,0.679,highly_crowded,1.0,151,0.07385909090909092,0.493266,-0.0169,14.87,0.213805,-0.7933,0.391533,0.0,0.0,0.0,0.38784,0.003693,0.0
TBPH,"Theravance Biopharma, Inc.",59,0.18,C,low_opt,C,low_opt,,0.43266,,0,0.032934,1,0.967066,69,0,specific_days,9,neutral,,S,cost_haircut_<=2000bps,clinical_score:+21.4;catalyst_score:-10.1;financial_score:-7.1,tier=C;reason=low_opt;cat_days=69;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 174773000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|near_31_90|pos,0.08206888732394367,,0.8945,0,1,1.5328,1.1795,1,1,buying,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1103.1,0.7,1,0,1.0,0,1.0,0,69,False,specific_days,0.156095,price_history,,1,0.4647,price_history,,-0.021918,,54.6639,0.5264,-0.016157,-0.005761,late,small,none,drug_developer,morningstar,,,,0,0.9,51.56,45.56250000000000000000000000,55.5,81.62,77.000,48.46884359704872525385345898,76.8161,1.4046,3.0,38,43,1.0,0.8441,1,1,0.0,0.9,0.5,respiratory,0.679,highly_crowded,1.0,129,0.08206888732394367,0.56734,0.1696,48.34,0.924242,1.4342,2.194733,1.76925,0.0,0.0,0.42138,0.004103,0.0
BDTX,"Black Diamond Therapeutics, Inc.",60,0.18,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.799663,,0,0.452096,1,0.547904,,0,no_upcoming,9,tailwind,high_beta,S,momentum_tailwind|high_risk|cost_haircut_<=2000bps,momentum_score:+21.3;catalyst_score:-13.8;clinical_score:-7.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 30864000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|nonpos,-0.004239863247863248,,-0.8158,10,1,0.2848,-0.9887,1,1,buying,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1969.35,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.200379,price_history,,1,2.551,price_history,,-0.090278,,54.9214,0.7908,-0.016157,-0.074121,early,micro,none,drug_developer,morningstar,,,,0,0.7487296312086975058622894905,76.37,41.25000000000000000000000000,55.5,51.54,47.87131519274376417233560090,54.28571428571428571428571428,47.0363,0.1428,1.0,10,2,0.3333,0.23,1,0,0.0,0.3,0.85,oncology,0.679,highly_crowded,1.0,238,-0.004239863247863248,0.200337,-0.8404,37.63,0.732323,0.6199,0.042628,0.0,0.0,0.0,0.04284,-0.000212,0.0
CMPX,"Compass Therapeutics, Inc.",61,0.71,C,low_opt,C,low_opt,,0.641414,,0,0.296407,1,0.703593,38,1,specific_days,9,tailwind,,L,momentum_tailwind,catalyst_score:-17.5;momentum_score:+14.4;clinical_score:+2.9,tier=C;reason=low_opt;cat_days=38;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 35889000.0, ""cash_total"": 219895000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 73.5250355262058, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",mid|near_31_90|nonpos,0.024965142857142856,,-0.0111,0,1,0.7093,-0.2513,0,0,neutral,-1.1941,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=1000bps,913.08,0.85,1,0,1.0,0,1.0,0,38,True,specific_days,0.169835,price_history,,0,0.628,price_history,,-0.167715,,51.5043,,-0.016157,-0.151558,mid,small,none,drug_developer,morningstar,,,,0,0.8411800818553888130968622101,69.29,37.45907600000000000000000000,,36.90,57.77777777777777777777777778,55.17241379310344827586206897,57.4607,0.5845,2.0,38,6,1.0,0.7397,1,1,0.0,0.3,0.95,oncology,0.679,highly_crowded,1.0,191,0.024965142857142856,0.358586,-0.3622,37.29,0.725589,0.5995,0.176598,0.0,0.0,0.0,0.17535,0.001248,0.0
LXEO,"Lexeo Therapeutics, Inc.",62,0.59,C,low_opt,C,low_opt,,0.53367,,0,0.152695,1,0.847305,1104,0,specific_days,9,tailwind,,L,catalyst_far_lift|momentum_tailwind|cost_haircut_<=2000bps,financial_score:-34.7;momentum_score:+33.8;clinical_score:+11.5,tier=C;reason=low_opt;cat_days=1104;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 78482000.0, ""cash_total"": 111914000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.111796335465456, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|far_271_540|pos,0.07330509589041095,,-0.6102,0,1,1.1105,0.4458,1,1,neutral,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=2000bps,1098.2,0.7,1,0,1.0,0,1.0,0,1104,False,specific_days,0.813631,price_history,,1,0.5184,price_history,,-0.074223,,69.1935,0.8592,-0.016157,-0.058066,early,small,sev1,drug_developer,morningstar,,,,0,0.7699347471451876019575856444,89.44,45.56250000000000000000000000,55.0,57.48,67.14285714285714285714285714,20.91387245233399079552925707,65.6037,0.9295,1.0,403,6,1.0,0.0087,0,0,0.0,0.3,0.6,cns,-0.5143,uncrowded,1.0,159,0.07330509589041095,0.46633,-0.0845,26.10,0.537037,0.093,0.282515,0.0,0.0,0.0,0.27885,0.003665,0.0
ANRO,"Alto Neuroscience, Inc.",63,0.59,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.658249,,0,0.314371,1,0.685629,281,0,specific_days,9,tailwind,high_beta|overbought_rsi,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,momentum_score:+33.0;catalyst_score:-18.0;clinical_score:-6.4,tier=C;reason=mod_opt+catalyst_far;cat_days=281;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 40253000.0, ""cash_total"": 137816000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.08493776861352, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",late|far_271_540|nonpos,0.015022652542372882,,0.84,0,1,0.6834,-0.2962,2,2,buying,-0.4281,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=2000bps,1346.61,0.7,1,0,1.0,0,1.0,0,281,False,specific_days,1.630576,price_history,,2,3.5847,price_history,,-0.0161,,76.1665,0.9516,-0.016157,5.7e-05,late,small,none,drug_developer,morningstar,,,,0,0.8332774580935701776332249187,96.55,45.56250000000000000000000000,61.0,61.27,57.17391304347826086956521739,57.69230769230769230769230769,55.7342,0.5113,2.0,100,4,1.0,0.5656,0,1,0.0,0.4,0.6,cns,0.679,highly_crowded,1.0,196,0.015022652542372882,0.341751,-0.4077,34.33,0.695286,0.5109,0.154141,0.0,0.0,0.0,0.15339,0.000751,0.0
NKTX,"Nkarta, Inc.",64,0.14,C,low_opt,C,low_opt,,0.537037,,0,0.188623,1,0.811377,4786,0,specific_days,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,S,catalyst_far_lift|sponsor_confirmed|momentum_headwind|high_risk|cost_haircut_>2000bps,momentum_score:-15.3;catalyst_score:-12.2;financial_score:+11.5,tier=C;reason=low_opt;cat_days=4786;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 67052000.0, ""cash_total"": 282331000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 50.52753087156237, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|far_271_540|pos,0.07330509589041095,,-0.6168,0,1,1.0187,0.2863,3,3,buying,-0.0451,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,4786,False,specific_days,-0.489557,price_history,,3,2.2587,price_history,,-0.377261,,55.9012,,-0.016157,-0.361104,early,micro,none,drug_developer,morningstar,,,,0,0.8134432900893236920459378988,42.47,45.56250000000000000000000000,66.5,61.88,65.00000000000000000000000000,69.28571428571428571428571428,63.8109,0.8535,1.0,524,4,1.0,0.0032,0,0,0.0,0.3,0.85,oncology,0.679,highly_crowded,1.0,160,0.07330509589041095,0.462963,-0.093,50.66,0.961279,1.7657,0.259715,0.0,0.0,0.0,0.25605,0.003665,0.0
VYGR,"Voyager Therapeutics, Inc.",65,0.07,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.368687,,0,0.04491,1,0.95509,,0,no_upcoming,9,neutral,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,high_risk|cost_haircut_>2000bps,clinical_score:+21.0;catalyst_score:-14.5;smart_money_score:-6.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102204000.0, ""cash_total"": 208930000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.530938123752495, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-0.5703,0,1,1.5236,1.1636,1,1,selling,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.139766,price_history,,1,2.2485,price_history,,-0.361264,,48.7172,0.56,-0.016157,-0.345107,early,micro,none,drug_developer,morningstar,,,,0,0.8078380536626916524701873935,51.55,41.25000000000000000000000000,49.5,64.31,76.78571428571428571428571428,59.64285714285714285714285714,75.5966,1.3529,1.0,554,6,1.0,0.0025,0,0,0.0,0.8,0.6,cns,0.679,highly_crowded,1.0,110,0.1,0.631313,0.3353,53.62,0.988215,2.2641,0.41087,0.0,0.0,0.0,0.40587,0.005,0.0
SGMT,Sagimet Biosciences Inc. - Seri,66,0.59,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.762626,,0,0.571856,1,0.428144,220,0,specific_days,9,tailwind,,L,catalyst_far_lift|momentum_tailwind|cost_haircut_<=2000bps,clinical_score:-17.8;momentum_score:+14.1;financial_score:+14.0,tier=C;reason=mod_opt+catalyst_far;cat_days=220;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 33817000.0, ""cash_total"": 116693000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.40864062453795, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|near_181_270|nonpos,0.010071680672268908,,0.5672,0,1,-0.2115,-1.8509,1,1,neutral,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=2000bps,1650.31,0.7,1,0,1.0,0,1.0,0,220,False,specific_days,-0.333388,price_history,,1,1.4496,price_history,,-0.107422,,67.0257,0.6734,-0.016157,-0.091265,late,micro,none,drug_developer,morningstar,,,,0,0.7947541723049165539016689220,68.21,45.56250000000000000000000000,52.5,48.45,36.28754463348036126864104180,68.09782608695652173913043478,35.2519,-0.3565,3.0,220,7,1.0,0.3319,0,0,0.0,0.4,0.95,oncology,0.679,highly_crowded,1.0,227,0.010071680672268908,0.237374,-0.7148,26.46,0.547138,0.1184,0.000504,0.0,0.0,0.0,0.0,0.000504,0.0
TRVI,"Trevi Therapeutics, Inc.",67,0.71,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.341751,,0,0.038922,1,0.961078,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:+18.6;financial_score:-18.4;catalyst_score:-17.1,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 34458000.0, ""cash_total"": 194927000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 67.88333623541703, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",mid|none|pos,0.1,,0.0552,0,1,1.5328,1.1795,4,4,buying,0.3378,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,718.24,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.163168,price_history,,4,0.964,price_history,,-0.034894,,62.065,0.6685,-0.016157,-0.018737,mid,small,none,drug_developer,morningstar,,,,0,0.8441542319749216300940438871,62.12,41.25000000000000000000000000,71.5,42.57,77.000,39.98546703659664420663231602,75.6144,1.3536,2.0,100,6,1.0,0.1086,0,0,0.0,0.4,0.5,respiratory,-0.5143,uncrowded,1.0,102,0.1,0.658249,0.4077,48.90,0.934343,1.5089,1.59058,1.1795,0.0,0.0,0.40608,0.005,0.0
CHRS,"Coherus Oncology, Inc.",68,0.18,C,low_opt,C,low_opt,,0.469697,,0,0.218563,1,0.781437,5,1,specific_days,9,tailwind,high_beta,S,momentum_tailwind|high_risk|cost_haircut_<=2000bps,catalyst_score:-14.9;momentum_score:+10.9;financial_score:+6.2,tier=C;reason=low_opt;cat_days=5;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|near_0_30|pos,0.07406860714285714,,0.8622,0,1,0.9349,0.1407,1,1,buying,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,5,True,specific_days,0.267026,price_history,,1,1.8377,price_history,,-0.093407,,51.9957,0.9928,-0.016157,-0.07725,late,micro,none,drug_developer,morningstar,,,,0,0.8252720605630470783061272770,71.36,45.56250000000000000000000000,55.5,81.21,63.04347826086956521739130435,66.63043478260869565217391304,62.7986,0.8107,3.0,,21,1.0,0.4015,1,0,0.0,0.4,0.95,oncology,-0.5143,uncrowded,1.0,140,0.07406860714285714,0.530303,0.076,42.63,0.829966,0.954,0.457963,0.21105,0.0,0.0,0.24321,0.003703,0.0
XENE,Xenon Pharmaceuticals Inc.,69,0.71,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.708754,,0,0.517964,1,0.482036,281,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,smart_money_score:+24.8;clinical_score:-11.7;catalyst_score:-6.6,tier=C;reason=mod_opt+catalyst_far;cat_days=281;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 197637000.0, ""cash_total"": 462268000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.067699874011446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|far_271_540|nonpos,0.015022652542372882,,0.5713,0,1,-0.0304,-1.5364,8,8,buying,1.8698,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,519.29,0.85,1,0,1.0,0,1.0,0,281,False,specific_days,0.041487,price_history,,8,1.1033,price_history,,-0.108876,,53.2725,0.341,-0.016157,-0.092719,late,mid,none,drug_developer,morningstar,,,,0,0.8874476502082093991671624033,46.90,45.56250000000000000000000000,77.0,47.61,40.51275992438563327032136106,51.07142857142857142857142857,40.7278,-0.1245,3.0,38,14,1.0,1.399,1,1,0.0,0.6,0.6,cns,0.679,highly_crowded,1.0,211,0.015022652542372882,0.291246,-0.5497,31.75,0.644781,0.3713,0.000751,0.0,0.0,0.0,0.0,0.000751,0.0
CRNX,"Crinetics Pharmaceuticals, Inc.",70,0.71,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.671717,,0,0.58982,1,0.41018,342,0,specific_days,9,neutral,deep_drawdown_rel_xbi,L,catalyst_far_lift|sponsor_confirmed,clinical_score:-20.8;financial_score:+19.3;smart_money_score:+16.2,tier=C;reason=mod_opt+catalyst_far;cat_days=342;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 285021000.0, ""cash_total"": 1092291000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 45.98781142442136, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.015022652542372882,,0.5645,0,1,-0.2873,-1.9828,5,5,buying,0.7208,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=1000bps,459.18,0.85,1,0,1.0,0,1.0,0,342,False,specific_days,0.012729,price_history,,5,1.5844,price_history,,-0.3246,,51.5044,0.6688,-0.016157,-0.308443,late,mid,none,drug_developer,morningstar,,,,0,0.8739267504488330341113105925,50.32,45.56250000000000000000000000,71.5,56.56,34.51612056290695232094097878,74.64285714285714285714285714,34.2232,-0.4001,3.0,100,8,1.0,0.4874,0,1,0.0,0.5,0.95,oncology,0.679,highly_crowded,1.0,200,0.015022652542372882,0.328283,-0.4447,26.59,0.550505,0.1269,0.000751,0.0,0.0,0.0,0.0,0.000751,0.0
SABS,"SAB Biotherapeutics, Inc.",71,0.28,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.301347,,0,0.122754,1,0.877246,,0,no_upcoming,9,tailwind,deep_drawdown_rel_xbi,M,momentum_tailwind|cost_haircut_>2000bps,catalyst_score:-18.7;momentum_score:+12.9;clinical_score:+11.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 27998784.0, ""cash_total"": 110880633.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 47.52233511283919, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,0.1,,0.0213,0,1,1.2805,0.7412,1,1,buying,-0.8111,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.201421,price_history,,1,1.5441,price_history,,-0.348387,,68.1974,,-0.016157,-0.33223,mid,micro,none,drug_developer,morningstar,,,,0,0.7639888500218627022299956275,72.84,41.25000000000000000000000000,55.5,84.33,71.11111111111111111111111111,58.88888888888888888888888889,69.3755,1.0893,2.0,738,6,1.0,0.0021,0,0,0.0,0.4,0.55,infectious_disease,0.679,highly_crowded,1.0,90,0.1,0.698653,0.5205,44.39,0.860269,1.0815,1.07299,0.7412,0.0,0.0,0.32679,0.005,0.0
