ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.183962,0.623626,0.5348,-0.4476,1.83,,92,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,59,0.1
PVLA,"Palvella Therapeutics, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.275157,0.629121,0.5343,-0.4933,1.704,,31,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,88,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.268868,0.651099,0.5325,-0.561,1.517,,123,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,86,0.1
PHVS,Pharvaris N.V.,4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.602201,0.695055,0.5245,-0.7048,1.1202,,3,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,192,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.294025,0.684066,0.5248,-0.672,1.2108,,91,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,94,0.1
ALMS,Alumis Inc.,6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.711538,0.5235,-0.7589,0.9706,,153,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.111635,0.733516,0.5385,-0.8316,0.7699,,91,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,36,0.1
OCGN,"Ocugen, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.599057,0.760989,0.5099,-0.9695,0.3893,,19,specific_days,3,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,191,0.09254273684210526
CRSP,CRISPR Therapeutics AG,9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.108491,0.75,0.5147,-0.9074,0.5609,,122,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,35,0.1
IMVT,"Immunovant, Inc.",10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.168239,0.755495,0.5114,-0.9489,0.4462,,31,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,54,0.1
ORKA,"Oruka Therapeutics, Inc.",11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.806604,0.870879,-1.1782,-1.3426,-0.6404,,123,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,257,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",12,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.809748,0.909341,-1.1885,-1.4771,-1.0117,,123,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,258,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.687107,0.947802,0.4618,-1.5617,-1.2452,,152,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,219,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.680818,0.942308,0.4558,-1.5617,-1.2452,,91,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,217,0.0743638577586207
CGON,"CG Oncology, Inc.",15,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.887363,0.4901,-1.3982,-0.7941,,123,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,216,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.693396,0.903846,0.4871,-1.453,-0.9453,,123,specific_days,3,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,221,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",17,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.744505,-0.0844,-0.9074,0.5609,,62,specific_days,3,neutral,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,21,0.1
