ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ERAS,"Erasca, Inc.",64,0.95,C,mod_opt+catalyst_far,C,mod_opt+catalyst_far,,0.980427,,0,0.31457,1,0.68543,841,0,specific_days,9,tailwind,high_vol|deep_drawdown,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk,financial_score:-14.8;smart_money_score:+13.6;clinical_score:+7.5,tier=C;reason=mod_opt+catalyst_far;cat_days=841;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 73744000.0, ""cash_total"": 288400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.92991972228249, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",early|far_271_540|nonpos,-0.019798807692307695,,-1.1685,167,1,0.6881,-1.1685,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,374.33,1.0,0,0,1.0,0,1.0,0,841,False,specific_days,-0.011432,price_history,,3,1.1703,price_history,,-0.574177,,59.5278,1.2457,-0.330172,-0.244005,early,mid,none,drug_developer,morningstar,,,,0,0.7635127949484878697241608508,53.99,45.56250000000000000000000000,66.5,12.50,60.48192771084337349397590361,38.17696488766310220802890276,59.3633,0.6559,1.0,167,5,1.0,0.0627,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,276,-0.019798807692307695,0.019573,-2.0626,36.16,0.731317,0.6168
LXEO,"Lexeo Therapeutics, Inc.",65,0.2,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.766904,,0,0.301325,1,0.698675,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,financial_score:-25.6;clinical_score:+15.7;smart_money_score:+9.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 78482000.0, ""cash_total"": 111914000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.111796335465456, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",early|none|nonpos,0.0032132440476190477,,-1.3497,727,1,0.7193,-1.3497,1,1,neutral,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1098.2,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.8592,-0.330172,,early,small,sev1,drug_developer,morningstar,,,drawdown,1,0.7257200304314748396913378981,50,41.25000000000000000000000000,55.0,52.50,61.20481927710843373493975904,19.83805935620331813074228304,59.7362,0.6717,1.0,727,2,0.3333,0.0006,0,0,0.0,0.3,0.6,cns,-0.4728,uncrowded,1.0,216,0.0032132440476190477,0.233096,-0.7287,25.78,0.542705,0.1072
RNA,"Avidity Biosciences, Inc.",66,0.29,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.297153,,0,0.281457,1,0.718543,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|runway_short,smart_money_score:+36.4;financial_score:-30.9;clinical_score:+13.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 650441000.0, ""cash_total"": 382517000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.0570643609489565, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 11}",mid|none|nonpos,0.1,,-0.3962,95,1,0.7688,-0.3962,11,11,buying,3.1297,elite_11,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=400bps,298.2,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.27711,price_history,,11,0.6434,price_history,,-0.482205,,48.1137,0.7513,-0.330172,-0.152033,mid,mid,sev2,drug_developer,morningstar,,,,0,0.8006534279500972873984205105,36.67,41.25000000000000000000000000,85,17.57,62.35294117647058823529411765,17.63467042590456661967619292,61.3034,0.7377,2.0,1029,3,0.6667,0.1135,0,0,0.0,0.4,0.5,other,-0.4728,uncrowded,1.0,84,0.1,0.702847,0.5326,19.36,0.393238,-0.2709
MAZE,"Maze Therapeutics, Inc.",67,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.208185,,0,0.175497,1,0.824503,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-16.4;clinical_score:+11.8;smart_money_score:+8.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 84210000.0, ""cash_total"": 383935000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.71107944424653, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-0.5545,40,1,1.0779,-0.5545,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,700.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5761,-0.330172,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7230626691651051426191963356,50,41.25000000000000000000000000,66.5,50,69.51807228915662650602409639,61.20481927710843373493975904,69.2456,1.0726,1.0,40,1,0.0,0.1791,1,0,0.0,0.6,0.5,other,-0.4728,uncrowded,1.0,59,0.1,0.791815,0.8127,46.37,0.905694,1.3147
UPB,"Upstream Bio, Inc.",68,0.4,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.350534,,0,0.188742,1,0.811258,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-19.6;financial_score:+11.1;momentum_score:-10.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102644000.0, ""cash_total"": 372427000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.540041307821205, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-1.2631,277,1,1.0779,-1.2631,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1072.05,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6702,-0.330172,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7738801197357555739058629232,50,41.25000000000000000000000000,71.5,50,69.51807228915662650602409639,71.95121951219512195121951220,68.1772,1.0275,1.0,277,1,0.0,0.0249,0,0,0.0,0.4,0.5,respiratory,0.2326,moderate,1.0,99,0.1,0.649466,0.3839,53.85,0.991103,2.3699
PGEN,"Precigen, Inc.",69,0.49,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.265125,,0,0.155629,1,0.844371,,0,no_upcoming,9,neutral,deep_drawdown,M,,financial_score:-36.6;clinical_score:+25.8;smart_money_score:+10.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 64371000.0, ""cash_total"": 121135000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 22.581908002050614, ""stage_bucket"": ""early"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-0.126,0,1,1.1558,-0.126,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,775.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.115485,price_history,,1,1.5213,price_history,,-0.575058,,53.2994,0.8424,-0.330172,-0.244886,early,small,sev1,drug_developer,morningstar,,,,0,0.7474074074074074074074074074,50.73,41.25000000000000000000000000,55.5,37.50,71.32530120481927710843373494,8.905413444378346222486615115,70.6257,1.1308,1.0,572,5,1.0,0.0039,0,0,0.0,0.4,0.85,oncology,0.7029,highly_crowded,1.0,75,0.1,0.734875,0.6276,27.93,0.578292,0.1975
AARD,"Aardvark Therapeutics, Inc.",70,0.16,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.379004,,0,0.142384,1,0.857616,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_>2000bps,catalyst_score:-18.0;financial_score:+14.8;clinical_score:+12.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 37362000.0, ""cash_total"": 126350000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 40.581339328729726, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 0}",mid|none|pos,0.0896402027027027,,-0.3302,84,1,1.1748,-0.3302,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,0,,,series_too_short,,no_price_series,,0.9146,-0.330172,,mid,micro,none,drug_developer,morningstar,,,drawdown,1,0.7382386050104844939852113453,50,41.25000000000000000000000000,,63.51,71.76470588235294117647058823,74.11764705882352941176470588,71.6063,1.1721,2.0,84,3,0.6667,0.5,1,1,0.0,0.4,0.55,metabolic,-0.4728,uncrowded,1.0,107,0.0896402027027027,0.620996,0.3081,43.68,0.848754,1.0311
DSGN,"Design Therapeutics, Inc.",71,0.2,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.1121,,0,0.122517,1,0.877483,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,clinical_score:+16.7;momentum_score:-16.2;catalyst_score:-15.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 42392000.0, ""cash_total"": 205970000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 58.30439705604831, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-0.5301,38,1,1.2494,-0.5301,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1688.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.262085,price_history,,4,1.2677,price_history,,-0.403598,,45.6537,0.7359,-0.330172,-0.073426,early,small,none,drug_developer,morningstar,,,,0,0.7264455958549222797927461140,40.62,41.25000000000000000000000000,72.0,50,73.49397590361445783132530120,56.58536585365853658536585366,72.9724,1.2297,1.0,38,1,0.0,0.205,1,0,0.0,0.4,0.5,other,-1.1781,uncrowded,1.0,32,0.1,0.8879,1.2154,48.43,0.941281,1.5656
MBX,"MBX Biosciences, Inc.",72,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.211744,,0,0.182119,1,0.817881,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,smart_money_score:+22.8;catalyst_score:-21.0;momentum_score:-12.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 61648000.0, ""cash_total"": 391673000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 76.2405268621853, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",early|none|pos,0.1,,-1.2158,221,1,1.0779,-1.2158,8,8,buying,1.9576,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,642.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,8,,,series_too_short,,no_price_series,,0.9974,-0.330172,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7385901537826401073382185984,50,41.25000000000000000000000000,85,50,69.51807228915662650602409639,65.36585365853658536585365854,68.1772,1.0275,1.0,221,1,0.0,0.0396,0,0,0.0,0.4,0.5,other,0.2326,moderate,1.0,60,0.1,0.788256,0.8004,46.31,0.902135,1.2938
LCTX,"Lineage Cell Therapeutics, Inc.",73,0.31,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.201068,,0,0.102649,1,0.897351,,0,no_upcoming,9,tailwind,deep_drawdown,M,momentum_tailwind|cost_haircut_>2000bps,clinical_score:+26.9;financial_score:-25.8;catalyst_score:-6.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 14041000.0, ""cash_total"": 40486000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.60095434798091, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-0.112,0,1,1.3117,-0.112,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.02168,price_history,,0,0.6179,price_history,,-0.462687,,67.6295,0.5717,-0.330172,-0.132515,early,small,none,drug_developer,morningstar,,,,0,0.7569431482636722811395300478,53.75,41.25000000000000000000000000,,50,74.93975903614457831325301205,22.18322427126710291493158834,73.4711,1.2507,1.0,,2,0.3333,0.0,0,0,0.0,0.3,0.5,other,-2.3537,uncrowded,1.0,57,0.1,0.798932,0.8378,40.33,0.802491,0.8506
VYGR,"Voyager Therapeutics, Inc.",74,0.16,C,low_opt,C,low_opt,,0.862989,,0,0.109272,1,0.890728,780,0,specific_days,9,headwind,deep_drawdown,S,catalyst_far_lift|momentum_headwind|cost_haircut_>2000bps,clinical_score:+20.7;momentum_score:-12.9;catalyst_score:-7.9,tier=C;reason=low_opt;cat_days=780;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102204000.0, ""cash_total"": 208930000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.530938123752495, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",early|far_271_540|pos,0.0017533793103448275,,-0.1183,0,1,1.2806,-0.1183,1,1,selling,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,780,False,specific_days,-0.043534,price_history,,1,1.189,price_history,,-0.455897,,50.3909,0.56,-0.330172,-0.125725,early,micro,none,drug_developer,morningstar,,,,0,0.8078380536626916524701873935,40.65,45.56250000000000000000000000,49.5,82.50,74.21686746987951807228915663,57.59036144578313253012048193,72.8173,1.2232,1.0,719,5,1.0,0.001,0,0,0.0,0.4,0.6,cns,0.7029,highly_crowded,1.0,243,0.0017533793103448275,0.137011,-1.0938,52.08,0.980427,2.0626
ZBIO,"Zenas BioPharma, Inc.",75,0.49,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.368327,,0,0.135762,1,0.864238,,0,no_upcoming,9,neutral,high_vol|drawdown_data_missing,M,sponsor_confirmed|high_risk,clinical_score:+19.4;financial_score:-18.3;smart_money_score:+13.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 119919000.0, ""cash_total"": 290884000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 29.10804793235434, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.0746,144,1,1.2026,-1.0746,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,681.58,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,1.5048,-0.330172,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7218145161290322580645161290,50,41.25000000000000000000000000,66.5,50,72.40963855421686746987951807,34.70222751007997884856897349,70.591,1.1293,1.0,144,1,0.0,0.0753,0,0,0.0,0.3,0.5,other,0.7029,highly_crowded,1.0,104,0.1,0.631673,0.3363,35.04,0.717082,0.5742
ABOS,"Acumen Pharmaceuticals, Inc.",76,0.08,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.005338,,0,0.129139,1,0.870861,,0,no_upcoming,9,tailwind,high_beta|deep_drawdown,XS,momentum_tailwind|runway_short|high_risk|cost_haircut_>2000bps,financial_score:-35.7;momentum_score:+22.4;clinical_score:+20.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 96442000.0, ""cash_total"": 126609000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.753592832998072, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-1.2033,213,1,1.2026,-1.2033,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.400185,price_history,,1,2.1083,price_history,,-0.474903,,46.1963,,-0.330172,-0.144731,early,micro,sev2,drug_developer,morningstar,,,,0,0.7056526662548898497014618077,74.38,41.25000000000000000000000000,55.5,50,72.40963855421686746987951807,16.21731907549878227770519830,71.0101,1.147,1.0,213,1,0.0,0.0424,0,0,0.0,0.4,0.6,cns,0.7029,highly_crowded,1.0,2,0.1,0.994662,2.5531,15.97,0.258007,-0.6495
LBRX,LB Pharmaceuticals Inc,77,0.2,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.197509,,0,0.089404,1,0.910596,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,catalyst_score:-19.4;clinical_score:+15.0;financial_score:+15.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 17105000.0, ""cash_total"": 314479000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 220.6225080385852, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 0}",early|none|pos,0.1,,-0.1107,0,1,1.3429,-0.1107,0,0,neutral,-1.1679,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1164.84,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,0,,,series_too_short,,no_price_series,,,-0.330172,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7639655165267847891410216558,50,41.25000000000000000000000000,,50,75.66265060240963855421686747,75.60975609756097560975609756,73.844,1.2664,1.0,,1,0.0,0.0,0,0,0.0,0.3,0.6,cns,0.7029,highly_crowded,1.0,56,0.1,0.802491,0.8506,55.81,0.998221,2.9148
CTNM,"Contineum Therapeutics, Inc.",78,0.4,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.101423,,0,0.062914,1,0.937086,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+19.4;catalyst_score:-19.3;clinical_score:+15.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 42270000.0, ""cash_total"": 182407000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.783392476934, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",early|none|pos,0.1,,-0.1104,0,1,1.3741,-0.1104,7,7,buying,1.5669,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1652.63,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,7,,,series_too_short,,no_price_series,,0.783,-0.330172,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7312015209125475285171102662,50,41.25000000000000000000000000,80.0,47.50,76.38554216867469879518072289,55.12195121951219512195121951,74.986,1.3146,1.0,,2,0.3333,0.0,0,0,0.0,0.4,0.6,autoimmune,0.7029,highly_crowded,1.0,29,0.1,0.898577,1.2735,45.70,0.884342,1.197
PRLD,Prelude Therapeutics Incorporated,79,0.31,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.272242,,0,0.029801,1,0.970199,,0,no_upcoming,9,tailwind,deep_drawdown|overbought_rsi,M,sponsor_confirmed|momentum_tailwind|runway_short|cost_haircut_>2000bps,financial_score:-42.5;clinical_score:+24.7;momentum_score:+20.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 79421000.0, ""cash_total"": 54957000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.303647649865905, ""stage_bucket"": ""early"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-0.0917,0,1,1.4006,-0.0917,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.036426,price_history,,2,0.8384,price_history,,-0.475309,,70.0003,,-0.330172,-0.145137,early,micro,sev2,drug_developer,morningstar,,,,0,0.7584115138592750533049040512,72.33,41.25000000000000000000000000,61.0,87.50,77.000,9.826454412025612490121127084,76.9274,1.3964,1.0,5,7,1.0,0.4589,2,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,77,0.1,0.727758,0.606,12.35,0.129893,-1.1269
KYMR,"Kymera Therapeutics, Inc.",80,0.95,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.19395,,0,0.023179,1,0.976821,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,financial_score:-36.1;momentum_score:+20.9;clinical_score:+19.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 232891000.0, ""cash_total"": 357011000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.39543820929104, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",early|none|pos,0.1,,-0.0777,0,1,1.4006,-0.0777,5,5,buying,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,334.94,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.131054,price_history,,5,1.4958,price_history,,-0.522418,,60.6218,0.8541,-0.330172,-0.192246,early,mid,none,drug_developer,morningstar,,,,0,0.8132792814635221512012342958,78.89,41.25000000000000000000000000,71.0,10.00,77.000,21.89787261495782326091514652,76.3004,1.37,1.0,259,4,1.0,0.0291,0,0,0.0,0.4,0.85,oncology,0.7029,crowded,1.0,55,0.1,0.80605,0.8634,40.29,0.795374,0.8252
BCYC,Bicycle Therapeutics plc,81,0.52,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.048043,,0,0.003311,1,0.996689,,0,no_upcoming,9,tailwind,deep_drawdown|overbought_rsi,L,sponsor_confirmed|momentum_tailwind|cost_haircut_>2000bps,catalyst_score:-18.4;clinical_score:+17.3;momentum_score:+12.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 230329000.0, ""cash_total"": 648325000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 33.777335897781, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|pos,0.1,,-1.2767,374,1,1.4006,-1.2767,2,2,neutral,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.144872,price_history,,2,0.62,price_history,,-0.525515,,71.2296,0.6162,-0.330172,-0.195343,early,small,none,drug_developer,morningstar,,,,0,0.7868656521739130434782608696,71.99,41.25000000000000000000000000,57.5,50,77.000,50.73170731707317073170731707,75.8814,1.3523,1.0,374,1,0.0,0.0111,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,14,0.1,0.951957,1.6641,52.36,0.983986,2.1441
