ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_bucket,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,inst_delta_nonzero_pct,has_coinvest_signal,has_inst_delta,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,catalyst_type_tier,catalyst_type_mult,catalyst_type_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,next_earnings_date,aact_execution_score,stage_bucket,development_stage,development_stage_source,lead_program_phase_raw,cohort_membership,cohort_membership_streak,market_cap_bucket,severity,archetype,industry_group,returns_source,catalyst_source,catalyst_event_type,is_hard_catalyst,catalyst_family,next_catalyst_date,catalyst_date_lower,catalyst_date_upper,catalyst_date_precision,calendar_confidence,has_catalyst_signal,has_tradeable_calendar,catalyst_quality,inst_delta_regime,inst_flow_abs_positive,inst_flow_abs_negative,inst_relative_underperformance,inst_relative_outperformance,inst_flow_diagnostic,binary_quality_score,regulatory_quality,clinical_quality,has_adcom,single_asset_risk,clinical_days_precision,clinical_date_confidence,clinical_design_quality,clinical_program_depth,clinical_quality_composite,adcom_vote_score,adcom_vote_signal,adcom_vote_n,adcom_vote_recency_days,adcom_vote_basis,opt_has_data,opt_quote_ts,opt_nearest_expiry,opt_dte,opt_atm_iv,opt_front_iv,opt_back_iv,opt_term_slope,opt_put_call_skew,opt_rr_25d,opt_diagnostic_basis,opt_iv_regime,opt_event_premium,opt_liquidity_ok,opt_liquidity_state,opt_use_for_judgment,options_quality_composite,options_quality_score,options_quality_status,event_premium_iv_pp,event_premium_ratio,expectation_gap_score,options_shadow_verdict,implied_event_move,pos_divergence,market_model_disagreement,iv_crush_breakeven_pct,crush_adjusted_implied_move,short_interest_pct,close_price,market_cap_mm,priced_move_pct,insider_net_buy_value_90d,base_rate_gap_score,conditional_misprice_score,slippage_penalty_score,divergence_score,crowding_bias_score,timing_decay_risk_score,expectation_error_score,expectation_confidence,expectation_notes,quality_overlay_score,trap_overlay_score,ees_v2_score,ees_quality_gate,ees_trap_gate,ees_eligible,ees_v3_score,ees_v3_gate,ees_v3_pctile,ees_v3_misprice_available,conditional_misprice_z,conditional_expected_move_z,conditional_bucket,conditional_base_rate,conditional_expected_move,conditional_gap_score,conditional_confidence,conditional_notes,dollar_volume,adv_20d,adv_60d,median_dollar_volume_20d,execution_capacity_score,max_position_dollars,max_position_weight,execution_bucket,execution_notes,runway_severity_score,ev_severity_score,runway_buffer_months,financing_truth_gate,dilution_haircut,size_multiplier,severity_bucket,severity_notes,transition_runway_state,transition_p_runway_worse_60d,transition_p_financing_90d,transition_p_distress_90d,cheap_vol_score,vol_classification,straddle_price,pre_event_put_call_ratio,ts_flag,ts_flag_type,ts_flag_reason,regulatory_days,regulatory_event_type,regulatory_confidence,has_regulatory_upcoming_180d,missing_components,missingness_penalty,confidence_overall,source_reliability_action,source_reliability_penalty,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,ms_volatility_3yr,ms_volatility_5yr,ms_star_rating,ms_return_ytd,ms_return_annualized_3yr,ms_return_annualized_5yr,atm_iv_change_5d,actual_implied_move_pctile,surface_move_extreme,iv_ramp_flag,post_event_drift_risk,rr_25d_trend_7d,rr_trend_flag,surface_signal_quality,surface_validation_basis,ovf_agreement_count,ovf_severity_score,ovf_near_catalyst,ovf_has_event_premium,ovf_has_iv_ramp,ovf_has_quiet_before,ovf_surface_confirmed,ovf_composite,ovf11_ep,ovf11_sr,ovf11_sk,ovf11_dv,ovf11_quality,ovf11_confidence,ovf11_score,ovf11_primary_factor,ovf11_monitor_verdict,ovf11_trade_bias,ovf11_event_window_flag,ovf11_catalyst_class,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_cohort_tb,de_sort_contrib_catalyst_bonus,de_sort_contrib_binary_quality,de_sort_contrib_binary_institutional,de_sort_contrib_clinical_quality_91_180,de_sort_contrib_options_quality_91_180,de_sort_contrib_binary_quality_now,de_sort_contrib_binary_institutional_now,de_sort_contrib_clinical_build_window,de_sort_contrib_pcr_penalty_bw,de_sort_contrib_oncology_crowding,de_sort_contrib_options_verdict,de_sort_contrib_event_ev,selector_score,selector_rank_bucket,selector_clinical_block,selector_catalyst_block,selector_survivability_block,selector_institutional_block,selector_market_block,ranker_active,ranker_adjustment,final_score,ranker_options_block,ranker_inst_block,ranker_aact_block,regime_label,ranker_v2_score,ranker_v2_rank,event_ev_score,event_ev_score_z,event_ev_bucket,event_ev_analog_confidence,clinical_quality_score,clinical_quality_confidence,endpoint_strength_tier,design_rigor_tier,prior_evidence_tier,mechanism_maturity_tier,clinical_quality_notes
NRIX,"Nurix Therapeutics, Inc.",2,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.717391,,0,0.741597,1,0.258403,32,1,specific_days,build_window,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,smart_money_score:+37.4;financial_score:-37.2;momentum_score:+23.9,tier=A;reason=high_opt+catalyst_near;cat_days=32;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 71914000.0, ""cash_total"": 71195000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.880023361237033, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 12}",late|near_31_90|pos,0.06906039393939394,,0.3646,0,1,-0.8672,0.3269,12,12,buying,1.4087,elite_12,21.2484,21.2484,7.94,7,fresh,0.0,0,0,0,0.0,True,False,near,1.0,short,<=400bps,21.53,1.0,0,0,1.2,1,T3,1.0,0,1.0,0,32,True,specific_days,0.290192,price_history,,12,0.8481,price_history,,-0.044147,,58.6544,0.7197,-0.099647,0.0555,,,late,phase_3,module_4_lead_phase,phase 3,in,1,unknown,sev2,drug_developer,Biotechnology,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,0,CLINICAL,2026-08-31,2026-08-31,2026-08-31,DAY,0.75,1,1,registry_only,clean,0,0,0,0,,0.68,0.0,0.785,0,0,DAY,0.4845,0.7975,1.0,0.7128,,,,,,1,2026-07-30T19:51:13.364000+00:00,2026-08-21,22,1.0032,1.2489,0.6301,-0.4954,,,tt_market_metrics,ELEVATED,YES,0,thin,NO,,0.1,OPTIONS_STALE,61.88,1.9821,-0.3469,DATA_WARN,0.297,0.2159,low,,,0.189,23.600000381469727,1770.3,29.7,,-0.0715,-0.0077,0.0,1.0,0.2568,0.0,0.1155,1.0,option-stock divergence,-0.0,0.0396,0.0198,True,True,True,0.1273,True,62.87625418060201,1,0.0408364815088036,0.32919365511037596,CLINICAL|phase3|unselected|semi_validated,0.4857142857142857,35.42857142857142,0.0961427101919093,0.65,bucket n=60,26734646.83213806,17552121.56958842,31765117.49838184,18628535.8195343,1.0,877606.078479421,0.2925353594931403,unrestricted,ADV20 $17.6mm; max $878K; max weight 29.3%,0.0,0.0,10.828775003812591,True,0.0,1.0,safe,runway 12mo; catalyst 1mo (T2<-T3); buffer +11mo,SAFE,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.0594,RICH,0.297,,,,,,,,0,,0,0.8189744356841991575764121395,,,66.58,38.75590400000000000000000000,80.0,50,22.42409391117645686013675932,5.401111111111111111111111112,22.0347,-0.908,3.0,520,9,1.0,0.2987,1,0,0.0,0.45,0.95,oncology,0.6066,highly_crowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.2240,0.1036,SR,NONE,NO_ACTION,0,clinical,215,0.06906039393939394,0.282609,-0.5751,7.08,0.051839,-1.6273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.868293,top30,0.5,0.561446,0.336353,0.719776,0.503579,1,0.0,0.648808,,,,UNKNOWN,0.648808,2,,,,,,,,,,,
ORIC,"ORIC Pharmaceuticals, Inc.",4,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.720736,,0,0.766807,1,0.233193,33,1,specific_days,build_window,3,neutral,,L,tier_a_dev|sponsor_confirmed,financial_score:-29.1;clinical_score:-21.4;smart_money_score:+20.9,tier=A;reason=high_opt+catalyst_near;cat_days=33;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 32438000.0, ""cash_total"": 56396000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 20.862938528885874, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 13}",late|near_31_90|pos,0.06906039393939394,,0.3606,0,1,-0.9493,0.0898,13,13,buying,1.8103,elite_13,16.2127,16.2127,3.62,2,fresh,0.0,0,0,0,0.0,True,False,near,1.0,adequate,<=400bps,27.58,1.0,0,0,1.2,1,T3,1.0,0,1.0,0,33,True,specific_days,-0.022692,price_history,,13,1.3217,price_history,,-0.21721,,57.9048,0.596,-0.099647,-0.117563,,,late,phase_3,module_4_lead_phase,phase 3,in,1,unknown,none,drug_developer,Biotechnology,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,0,CLINICAL,2026-09-01,2026-09-01,2026-09-01,DAY,0.75,1,1,registry_only,clean,0,0,0,0,,0.665,0.0,0.765,0,0,DAY,0.4845,0.7625,1.0,0.6988,,,,,,1,2026-07-30T19:55:05.766000+00:00,2026-08-21,22,1.8855,1.9646,1.7945,-0.0866,,,tt_market_metrics,ELEVATED,NO,0,thin,NO,,0.1,OPTIONS_STALE,17.01,1.0948,-0.4846,DATA_WARN,0.5669,-0.1387,low,,,0.2142,11.279999732971191,894.9,56.69,,0.285,-0.2375,0.0,1.0,0.3434,0.0,0.1895,1.0,option-stock divergence,-0.0,-0.0238,-0.0119,True,True,True,-0.4879,False,20.066889632107024,1,-0.4933630066903772,-0.4752963163437022,CLINICAL|phase3|selected|novel,0.6545454545454545,30.363636363636363,-0.22811096265606887,0.85,biomarker-selected subgroup; L1 fallback applied; bucket n=100; novel mechanism,20690948.63018799,11192589.788708223,12120630.848608617,9817922.705718994,1.0,559629.4894354112,0.18654316314513705,unrestricted,ADV20 $11.2mm; max $560K; max weight 18.7%,0.0,0.0,19.778838660291918,True,0.0,1.0,safe,runway 21mo; catalyst 1mo (T2<-T3); buffer +20mo,SAFE,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.0311,RICH,0.5669,,,,,,,,0,,0,0.8051212494595763078253350627,,,51.52,61.850,62.825,50,20.55748740408825825054908581,12.86662465868515017853392145,19.8877,-0.9977,3.0,580,5,1.0,0.3103,1,0,0.0,0.35,0.95,oncology,0.6066,highly_crowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.2240,0.1036,SR,NONE,NO_ACTION,0,clinical,216,0.06906039393939394,0.279264,-0.585,13.35,0.145485,-1.056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.926829,top30,0.5,0.556948,0.534845,0.784182,0.416352,1,0.0,0.647614,,,,UNKNOWN,0.647614,4,,,,,,,,,,,
STOK,"Stoke Therapeutics, Inc.",6,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.593645,,0,0.834034,1,0.165966,62,0,specific_days,build_window,1,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,smart_money_score:+45.5;financial_score:-27.4;clinical_score:-24.8,tier=A;reason=high_opt+catalyst_near;cat_days=62;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 84220000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 11}",late|near_31_90|nonpos,0.07256448739495798,,0.3469,0,1,-1.2063,-0.6515,11,11,buying,1.1841,elite_11,21.4917,21.4917,8.98,7,fresh,0.0,0,0,0,0.0,True,False,near,1.0,adequate,<=400bps,29.11,1.0,0,0,1.2,1,T1,1.0,0,1.0,0,62,False,specific_days,-0.221905,price_history,,11,0.8432,price_history,,-0.257337,,46.9801,0.7422,-0.099647,-0.15769,,,late,phase_3,module_4_lead_phase,phase 3,in,1,unknown,none,drug_developer,Biotechnology,morningstar,SEC_8K_FILING,FDA_PDUFA_DATE,1,REGULATORY,2026-09-30,,,DAY,1.0,1,1,binary_alpha,clean,0,0,0,0,,0.925,1.0,0.0,0,0,,,,,,,,,,,1,2026-07-30T19:52:43.351000+00:00,2026-08-21,22,0.8139,0.8131,0.8149,0.0022,,,tt_market_metrics,ELEVATED,NO,0,thin,NO,,0.1,OPTIONS_STALE,-0.18,0.9978,0.0639,DATA_WARN,0.3354,0.2634,low,,,0.1875,29.479999542236328,1918.6,33.54,,0.2629,-0.2676,0.0,1.0,0.2515,1.0,0.0631,0.8,high timing decay risk; option-stock divergence,-1.0,0.0023,-0.4988,True,True,True,-1.3046,False,2.6755852842809364,1,-0.5633343060585032,-3.034290975339818,REGULATORY|phase3|unselected|novel,0.7157894736842105,14.25263157894737,-0.2798578578900174,0.65,L1 fallback applied; bucket n=85; novel mechanism,20235337.005786896,13173179.751144927,18619411.39879614,15707861.625486374,1.0,658658.9875572463,0.21955299585241544,unrestricted,ADV20 $13.2mm; max $659K; max weight 22.0%,0.35,0.35,,True,0.12249999999999998,0.79,moderate,no runway data; catalyst 2mo (T1); revenue/partner backed,WATCH,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.1747,RICH,0.3354,,,,,,,,0,,0,0.7746304042179261862917398946,,,33.89,51.980,85,50,14.72024499469714060486307213,12.14437780215277939845607702,13.879,-1.2488,3.0,214,2,0.3333,0.2524,0,0,0.0,0.5,0.5,other,-4.0022,uncrowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.2800,0.1083,SR,NONE,NO_ACTION,0,regulatory,178,0.07256448739495798,0.406355,-0.2369,17.93,0.259197,-0.6458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887805,top30,0.5,0.700456,0.533056,0.683756,0.45657,1,0.0,0.643355,,,,UNKNOWN,0.643355,6,,,,,,,,,,,
RCUS,"Arcus Biosciences, Inc.",9,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.285953,,0,0.640756,1,0.359244,2,1,specific_days,binary_now,2,neutral,,L,tier_a_dev|sponsor_confirmed,financial_score:-30.7;smart_money_score:+30.2;clinical_score:-10.5,tier=A;reason=high_opt+catalyst_near;cat_days=2;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 138000000.0, ""cash_total"": 201000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.106382978723403, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 9}",late|near_0_30|pos,0.1,,0.3928,0,1,-0.4793,1.4458,9,9,buying,0.6807,elite_9,14.8065,14.8065,2.78,7,fresh,0.0,0,0,0,0.0,True,False,near,1.0,adequate,<=400bps,23.99,1.0,0,0,1.2,1,T2,1.0,0,1.0,0,2,True,specific_days,-0.121018,price_history,,9,1.126,price_history,,-0.14897,,42.8762,0.6326,-0.099647,-0.049323,,,late,phase_3,module_4_lead_phase,phase 3,in,1,unknown,sev1,drug_developer,Biotechnology,morningstar,CTGOV_CALENDAR,DATA_READOUT,1,CLINICAL,2026-08-01,2026-08-01,2026-08-01,DAY,0.95,1,1,registry_only,clean,0,0,0,0,,0.75,0.0,0.86,0,0,DAY,0.57,0.7975,1.0,0.747,,,,,,1,2026-07-30T19:54:14.587000+00:00,2026-08-21,22,0.8045,0.7857,0.8247,0.0496,,,tt_market_metrics,ELEVATED,NO,0,thin,NO,,0.1,OPTIONS_STALE,-3.9,0.9527,1.2586,DATA_WARN,0.0596,1.3931,medium,,,0.1532,26.450000762939453,3042.5,5.96,,-0.3735,0.9606,0.0,1.0,0.1267,0.0,0.1991,1.0,scenario EV underpriced; option-stock divergence,-0.0,-0.2935,-0.1468,True,False,False,1.4357,True,90.96989966555184,1,2.2917736635073536,-0.5619336978849103,CLINICAL|phase3|selected|validated,0.6727272727272727,29.81818181818182,0.96413516324366,0.85,biomarker-selected subgroup; bucket n=45; uplift vs unselected +12 pts,19262371.755615234,16931179.56131338,25697040.316526935,17026925.09052658,1.0,846558.9780656691,0.2821863260218897,unrestricted,ADV20 $16.9mm; max $847K; max weight 28.2%,0.0,0.0,17.040679956384373,True,0.0,1.0,safe,runway 17mo; catalyst 0mo (T2); buffer +17mo,SAFE,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.2964,RICH,0.0596,,1,MARKET_NOT_PRICING_EVENT,term_slope=0.050 (flat/contango) and catalyst_days=2 (model says near-term) but IV=0.80 not elevated vs baseline=1.00. Possible stale catalyst date.,,,,0,,0,0.8270441888096781162238064377,,,47.94,46.48694044444444444444444444,71.950,50,31.23456790123456790123456790,11.00960219478737997256515774,32.215,-0.4826,3.0,2,36,1.0,4.19,2,7,0.0,0.45,0.95,oncology,0.6066,highly_crowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.4000,0.1260,SR,NONE,NO_ACTION,1,clinical,86,0.1,0.714047,0.5652,17.43,0.245819,-0.6877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.75122,top60,0.5,0.600208,0.530245,0.603024,0.499749,1,0.0,0.640228,,,,UNKNOWN,0.640228,9,,,,,,,,,,,
ERAS,"Erasca, Inc.",13,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.158863,,0,0.842437,1,0.157563,94,0,specific_days,less_binary,3,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,clinical_score:-36.9;smart_money_score:+34.7;momentum_score:+29.5,tier=A;reason=high_opt+catalyst_near;cat_days=94;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 95455000.0, ""cash_total"": 276075000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.70640615997067, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 14}",late|near_91_180|nonpos,0.1,,0.3402,0,1,-1.2634,-0.8163,14,14,buying,1.7339,elite_14,35.6258,35.6258,16.34,2,fresh,0.0,0,0,0,0.0,True,False,near,1.0,adequate,<=400bps,15.11,1.0,0,0,1.2,1,T3,1.0,0,1.0,0,94,False,specific_days,0.637624,price_history,,14,0.9625,price_history,,-0.211393,,48.9224,1.2457,-0.099647,-0.111746,,,late,phase_3,module_4_lead_phase,phase 3,in,1,unknown,none,drug_developer,Biotechnology,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,0,CLINICAL,2026-11-01,2026-11-01,2026-11-01,DAY,0.75,1,1,registry_only,clean,0,0,0,0,,0.665,0.0,0.765,0,0,DAY,0.4845,0.7625,1.0,0.6988,,,,,,1,2026-07-30T19:57:58.100000+00:00,2026-08-21,22,1.024,1.0747,0.9651,-0.102,,,tt_market_metrics,ELEVATED,YES,0,thin,NO,,0.1,OPTIONS_STALE,10.96,1.1136,1.4839,DATA_WARN,0.5197,0.7885,medium,,,0.115,17.719999313354492,4305.6,51.97,,0.2254,-0.2153,0.0,1.0,-0.017,0.0,0.122,1.0,option-stock divergence,-0.0,-0.0051,-0.0025,True,True,True,-0.0879,True,53.84615384615385,1,-0.44175626762152687,0.7376270252332169,CLINICAL|phase3|unselected|novel,0.4,38.0,-0.133600947955241,0.65,bucket n=40; novel mechanism,73743744.0624485,65146689.01745807,63166708.21305148,61284305.51815033,1.0,3257334.4508729037,1.0857781502909678,unrestricted,ADV20 $65.1mm; max $3257K; max weight 108.6%,0.0,0.0,31.61836411003637,True,0.0,1.0,safe,runway 35mo; catalyst 3mo (T2<-T3); buffer +32mo,SAFE,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.034,RICH,0.5197,,1,MARKET_SEES_SOONER,term_slope=-0.102 (front elevated) but catalyst_days=94 (model says >90d). Market may see a nearer event.,,,,0,,0,0.8214919878735383282806409701,,,79.79,39.04574044444444444444444444,85,50,13.42297629142129597216063645,34.21667820589615730692535284,12.373,-1.3117,3.0,124,7,1.0,0.2141,0,0,0.0,0.35,0.95,oncology,0.6066,highly_crowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.2240,0.1036,SR,NONE,NO_ACTION,0,clinical,48,0.1,0.841137,0.9991,12.52,0.128763,-1.1323,1.014400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.665000,0.000000,0.349400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.917073,top30,0.5,0.556948,0.587731,0.771929,0.37831,1,0.0,0.635001,,,,UNKNOWN,0.635001,13,,,,,,,,,,,
DRUG,Bright Minds Biosciences Inc.,24,0.64,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.138796,,0,0.712185,1,0.287815,94,0,specific_days,less_binary,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,smart_money_score:+38.8;clinical_score:-21.2;momentum_score:-9.5,tier=A;reason=high_opt+catalyst_near;cat_days=94;strength=near;decay_w=1.0,v1.4.0,8887576e,1,,0,,"{""burn_ttm"": 8691619.0, ""cash_total"": 82908589.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 114.46694430577318, ""stage_bucket"": ""mid"", ""surv_score"": ""4.0"", ""tier1_count"": 10}",mid|near_91_180|pos,0.1,,-0.4267,0,1,-0.7528,0.6569,10,10,buying,1.2346,elite_10,20.8141,20.8141,5.76,2,fresh,0.0,0,0,0,0.0,True,False,near,1.0,adequate,<=400bps,28.64,1.0,0,0,1.2,1,T3,1.0,0,1.0,0,94,False,specific_days,-0.348919,price_history,,10,1.2384,price_history,,-0.259676,,47.77,0.6758,-0.099647,-0.160029,,,mid,phase_2,module_4_lead_phase,phase 2,in,1,unknown,none,drug_developer,Biotechnology,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,0,CLINICAL,2026-11-01,2026-11-01,2026-11-01,DAY,0.75,1,1,registry_only,clean,0,0,0,0,,0.5225,0.0,0.48,0,1,DAY,0.4845,0.5,0.0,0.3938,,,,,,1,2026-07-30T19:58:25.374000+00:00,2026-08-21,22,0.7083,0.7074,0.7094,0.0029,,,tt_market_metrics,ELEVATED,NO,0,thin,NO,,0.1,OPTIONS_STALE,-0.2,0.9972,1.6284,DATA_WARN,0.3594,0.999,medium,,,0.1066,71.05999755859375,586.5,35.94,,0.0117,-0.0448,0.0,1.0,-0.0487,0.0,0.0873,1.0,option-stock divergence,-0.0,0.0165,0.0083,True,True,True,0.1704,True,74.24749163879598,1,-0.0454072130612121,0.6740929454363297,CLINICAL|phase2|unselected|novel,0.24,37.599999999999994,0.023089940244549478,0.65,bucket n=40; novel mechanism,13976506.67980957,12670927.439862462,17968964.475721933,13985096.696228027,1.0,633546.3719931231,0.2111821239977077,unrestricted,ADV20 $12.7mm; max $634K; max weight 21.1%,0.0,0.0,111.37890225583888,True,0.0,1.0,safe,runway 114mo; catalyst 3mo (T2<-T3); buffer +111mo,SAFE,0.6000000000000001,0.4000000000000001,0.20000000000000004,0.0756,RICH,0.3594,,,,,,,,0,,0,0.7400571899946780202235231506,,,36.66,41.35203600000000000000000000,85,50,25.02295684113865932047750229,42.96000000000000000000000000,23.3455,-0.8533,2.0,94,1,0.0,0.4569,0,1,0.0,0.4,0.6,cns,0.6066,highly_crowded,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.5000,0.0000,0.1000,0.4000,0.2240,0.1036,SR,NONE,NO_ACTION,0,clinical,42,0.1,0.861204,1.0857,25.41,0.43311,-0.1685,0.719400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.522500,0.000000,0.196900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.863415,top30,0.5,0.514216,0.609389,0.691855,0.426578,1,0.0,0.626224,,,,UNKNOWN,0.626224,24,,,,,,,,,,,
