ticker,tier_dev,actionable_rank,size_band,target_weight_pct,tier_reason,size_reasons,catalyst_mode,catalyst_days,cat_priority,mom_state,risk_flags,composite_rank,composite_score,archetype,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id
IRON,A,1,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,2,2,headwind,,114,34.97,drug_developer,0.629121,v1.3.0,96f655ee
TENX,A,2,L,4.63,high_opt+catalyst_mid,tier_a_dev|momentum_tailwind|cost_haircut_<=2000bps,specific_days,152,9,tailwind,,141,30.18,drug_developer,0.601648,v1.3.0,96f655ee
CRSP,A,3,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,43,9,headwind,,158,28.78,drug_developer,0.75,v1.3.0,96f655ee
PVLA,A,4,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,2,2,tailwind,,178,24.55,drug_developer,0.634615,v1.3.0,96f655ee
ORKA,A,5,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,123,3,tailwind,,186,23.26,drug_developer,0.870879,v1.3.0,96f655ee
PRTA,A,6,M,2.78,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,specific_days,24,2,headwind,deep_drawdown_rel_xbi,192,22.52,drug_developer,0.733516,v1.3.0,96f655ee
SRRK,A,7,L,6.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,123,3,tailwind,,201,20.91,drug_developer,0.651099,v1.3.0,96f655ee
ATXS,A,8,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,2,2,neutral,,206,20.20,drug_developer,0.881868,v1.3.0,96f655ee
DNTH,A,9,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,152,3,tailwind,,213,19.69,drug_developer,0.947802,v1.3.0,96f655ee
PHVS,A,10,L,4.63,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,3,3,neutral,,214,19.68,drug_developer,0.700549,v1.3.0,96f655ee
RAPP,A,11,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed,specific_days,62,2,neutral,,220,18.93,drug_developer,0.821429,v1.3.0,96f655ee
ALLO,A,12,M,2.78,high_opt+catalyst_window,tier_a_dev|cost_haircut_<=2000bps,blended_window,0,9,neutral,deep_drawdown_rel_xbi,222,18.81,drug_developer,0.64011,v1.3.0,96f655ee
ARTV,A,13,L,4.63,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,specific_days,62,3,neutral,deep_drawdown_rel_xbi,224,18.75,drug_developer,0.744505,v1.3.0,96f655ee
NUVL,A,14,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,153,2,headwind,,237,16.92,drug_developer,0.975275,v1.3.0,96f655ee
CGON,A,15,L,5.62,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_tailwind,specific_days,123,3,tailwind,,241,16.81,drug_developer,0.887363,v1.3.0,96f655ee
AURA,A,16,M,2.18,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,specific_days,153,2,headwind,deep_drawdown_rel_xbi,243,16.70,drug_developer,0.81044,v1.3.0,96f655ee
ACLX,A,17,L,6.61,high_opt+catalyst_mid,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,123,3,headwind,,244,16.62,drug_developer,0.92033,v1.3.0,96f655ee
FDMT,A,18,S,1.39,high_opt+catalyst_near,tier_a_dev|momentum_headwind|cost_haircut_<=2000bps,specific_days,2,2,headwind,deep_drawdown_rel_xbi,254,15.45,drug_developer,0.903846,v1.3.0,96f655ee
CNTA,A,19,L,5.62,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_headwind,specific_days,61,9,headwind,,256,15.10,drug_developer,0.942308,v1.3.0,96f655ee
OLMA,A,20,L,6.61,high_opt+catalyst_near,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,specific_days,31,3,tailwind,high_vol|deep_drawdown_rel_xbi,265,14.39,drug_developer,0.815934,v1.3.0,96f655ee
