ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.206625,0.616022,0.5612,-0.429,2.0367,,165,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,66,0.1
PVLA,"Palvella Therapeutics, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.298107,0.643646,0.5548,-0.5601,1.6586,,44,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,95,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.291798,0.665746,0.5516,-0.6302,1.4563,,136,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,93,0.1
PHVS,Pharvaris N.V.,4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.591483,0.71547,0.5453,-0.7789,1.0276,,16,specific_days,3,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,188,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.31388,0.720994,0.5444,-0.8125,0.9305,,104,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,100,0.1
ALMS,Alumis Inc.,6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.026814,0.726519,0.5443,-0.8348,0.8662,,166,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,9,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.115142,0.754144,0.5589,-0.923,0.612,,104,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,37,0.1
ORKA,"Oruka Therapeutics, Inc.",8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.793375,0.914365,-1.2216,-1.4683,-0.9606,,136,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,252,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.79653,0.930939,-1.224,-1.5256,-1.1256,,136,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,253,0.0646411489361702
CRSP,CRISPR Therapeutics AG,10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.111987,0.765193,0.5355,-0.9664,0.4868,,135,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,36,0.1
