ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.74,0.998382,2.9444,56.74,0.998382,2.9444,late,small,none,commercial_pharma,53.97,41.25000000000000000000000000,55.5,80.92,77.000,71.21951219512195121951219512,0.9
ALKS,2,55.95,0.995146,2.586,55.95,0.995146,2.586,late,mid,none,commercial_pharma,39.93,41.25000000000000000000000000,68.0,78.29,77.000,70.76923076923076923076923077,0.9
TBPH,3,53.89,0.975728,1.9726,53.89,0.991909,2.4048,late,small,none,drug_developer,28.41,41.25000000000000000000000000,55.5,90.00,77.000,65.36585365853658536585365854,0.9
ACAD,4,52.82,0.959547,1.7455,52.82,0.988673,2.2792,late,mid,none,commercial_biotech,30.35,45.56250000000000000000000000,71.0,54.61,65.08670520231213872832369942,67.30769230769230769230769231,0.8881759336099585062240663900
AMGN,5,52.22,0.988673,2.2792,52.22,0.985437,2.1818,late,large,none,commercial_pharma,33.26,41.25000000000000000000000000,52.5,42.83,72.71676300578034682080924855,77.000,0.9
BIIB,6,51.75,0.972492,1.9187,51.75,0.982201,2.1015,late,large,none,commercial_pharma,25.57,41.25000000000000000000000000,68.5,63.81,69.59537572254335260115606937,75.20000000000000000000000000,0.9
SUPN,7,51.45,0.933657,1.5036,51.45,0.978964,2.0328,late,mid,none,commercial_pharma,36.15,41.25000000000000000000000000,55.0,13.82,71.67630057803468208092485549,66.15384615384615384615384615,0.9
TARS,8,51.22,0.923948,1.4321,51.22,0.975728,1.9726,late,mid,none,commercial_biotech,96.55,41.25000000000000000000000000,83.0,38.79,70.80924855491329479768786127,57.26923076923076923076923077,0.9
INCY,9,51.14,0.914239,1.3673,51.14,0.972492,1.9187,late,large,none,commercial_biotech,33.43,41.25000000000000000000000000,60.5,33.33,62.31213872832369942196531792,72.80000000000000000000000000,0.9
BMRN,10,51.06,0.943366,1.5837,51.06,0.969256,1.87,late,large,none,commercial_biotech,28.80,41.25000000000000000000000000,57.5,79.74,67.16763005780346820809248555,70.40000000000000000000000000,0.9
CAI,11,51.01,0.920712,1.4099,51.01,0.966019,1.8253,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,69.24855491329479768786127168,56.92307692307692307692307692,0.9
XNCR,12,50.11,0.982201,2.1015,50.11,0.959547,1.7455,mid,small,none,drug_developer,47.10,41.25000000000000000000000000,71.5,79.81,67.21311475409836065573770492,67.81250000000000000000000000,0.8205904201495820501539815222
VYGR,13,49.88,0.956311,1.7094,49.88,0.956311,1.7094,early,micro,none,drug_developer,36.98,41.25000000000000000000000000,49.5,77.59,74.16666666666666666666666667,50.81250000000000000000000000,0.7984655554383373773604810634
IRON,14,49.84,0.88835,1.2178,49.84,0.953074,1.6754,mid,mid,none,drug_developer,49.17,41.25000000000000000000000000,80.0,16.35,57.37704918032786885245901640,56.78688524590163934426229508,0.8504355701705495485453126742
VRTX,15,49.84,0.849515,1.0344,49.84,0.949838,1.6433,late,large,none,commercial_biotech,45.29,45.56250000000000000000000000,63.0,26.01,76.87861271676300578034682081,47.61777777777777777777777778,0.9
PCVX,16,49.38,0.985437,2.1818,49.38,0.943366,1.5837,mid,mid,none,drug_developer,57.08,41.25000000000000000000000000,85,10.00,65.24590163934426229508196721,64.31147540983606557377049180,0.7891412213740458015267175573
JAZZ,17,49.38,0.940129,1.5559,49.38,0.946602,1.6128,late,large,none,commercial_biotech,28.86,41.25000000000000000000000000,74.0,70.06,66.47398843930635838150289017,68.00000000000000000000000000,0.9
