ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.600313,0.631148,0.5378,-0.4931,1.6779,,30,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,192,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.161442,0.620219,0.5382,-0.4474,1.8026,,91,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,52,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.224138,0.653005,0.5359,-0.5608,1.4927,,122,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,72,0.1
PHVS,Pharvaris N.V.,4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.597179,0.696721,0.5278,-0.7155,1.0702,,2,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,191,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.680328,0.5283,-0.6718,1.1895,,90,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,78,0.1
IMVT,"Immunovant, Inc.",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.740437,0.5201,-0.8654,0.6607,,30,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,185,0.09254273684210526
ALMS,Alumis Inc.,7,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.70765,0.5268,-0.7588,0.9518,,152,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,7,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.095611,0.729508,0.5418,-0.8315,0.7532,,90,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,31,0.1
OCGN,"Ocugen, Inc.",9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.594044,0.762295,0.5134,-0.9695,0.3764,,18,specific_days,3,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,190,0.09254273684210526
ORKA,"Oruka Therapeutics, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.804075,0.849727,-1.1682,-1.2823,-0.4782,,122,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,257,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.80721,0.915301,-1.1786,-1.482,-1.0237,,122,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,258,0.0646411489361702
CRSP,CRISPR Therapeutics AG,12,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.092476,0.756831,0.5181,-0.9385,0.461,,121,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,30,0.1
DNTH,"Dianthus Therapeutics, Inc.",13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.684953,0.948087,0.4654,-1.5618,-1.2418,,151,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,219,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.051724,0.734973,-0.0802,-0.8485,0.7069,,61,specific_days,3,neutral,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,17,0.1
CGON,"CG Oncology, Inc.",15,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.678683,0.893443,0.4936,-1.4167,-0.8453,,122,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,217,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.691223,0.909836,0.4906,-1.4712,-0.9942,,122,specific_days,3,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,221,0.0743638577586207
VRDN,"Viridian Therapeutics, Inc.",17,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.412226,0.844262,0.5018,-1.267,-0.4365,,30,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,132,0.09603160592255125
OLMA,"Olema Pharmaceuticals, Inc.",18,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.393417,0.81694,0.5067,-1.1309,-0.0647,,30,specific_days,3,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,126,0.09603160592255125
KOD,Kodiak Sciences Inc,19,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.377743,0.964481,0.4697,-1.5618,-1.2418,,1,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,121,0.09603160592255125
IVVD,"Invivyd, Inc.",20,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.374608,0.959016,0.4634,-1.5618,-1.2418,,30,specific_days,3,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,120,0.09603160592255125
ERAS,"Erasca, Inc.",21,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.365204,0.860656,0.4995,-1.305,-0.5403,,2,specific_days,3,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,117,0.09603160592255125
ADCT,ADC Therapeutics SA,22,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.336991,0.882514,0.4956,-1.3799,-0.7447,,2,specific_days,3,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,108,0.09603160592255125
VERA,"Vera Therapeutics, Inc.",23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.277429,0.920765,0.4879,-1.507,-1.0921,,44,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,89,0.1
IBRX,"ImmunityBio, Inc.",24,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.145768,0.806011,0.5092,-1.0912,0.044,,44,specific_days,3,tailwind,high_vol|overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,47,0.1
CNTA,Centessa Pharmaceuticals plc,25,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.083072,0.942623,0.4592,-1.5618,-1.2418,,90,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,27,0.1
NAMS,NewAmsterdam Pharma Company N.V,26,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.587774,0.308743,0.5856,0.6782,1.6733,,2,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,188,0.09254273684210526
ABVX,Abivax SA,27,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.518809,0.346995,0.5755,0.5731,1.5301,,30,specific_days,3,neutral,,M,sponsor_confirmed|runway_short,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,166,0.09254273684210526
XENE,Xenon Pharmaceuticals Inc.,28,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.625392,0.385246,0.5708,0.4811,1.4048,,2,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,200,0.09254273684210526
KYTX,"Kyverna Therapeutics, Inc.",29,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.666144,0.336066,-0.0774,0.602,1.5695,,2,specific_days,3,tailwind,high_vol|high_beta,M,momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_0_30|pos,0.07679787341772153,,drug_developer,213,0.07679787341772153
PTGX,"Protagonist Therapeutics, Inc.",30,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.227273,0.456284,0.5669,0.259,1.1021,,61,specific_days,3,neutral,,L,sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,73,0.1
DNLI,Denali Therapeutics Inc.,31,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.556426,0.483607,0.5591,0.1061,0.8937,,26,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,178,0.09254273684210526
GPCR,Structure Therapeutics Inc.,32,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.126959,0.314208,-0.0437,0.6493,1.6339,,152,specific_days,3,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,41,0.1
VIR,"Vir Biotechnology, Inc.",33,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.619122,0.516393,0.5573,0.0559,0.8253,,2,specific_days,3,tailwind,high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,198,0.09254273684210526
CLDX,"Celldex Therapeutics, Inc.",34,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.547022,0.489071,0.5577,0.0809,0.8594,,30,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,175,0.09254273684210526
FATE,"Fate Therapeutics, Inc.",35,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.11442,0.352459,-0.0481,0.5547,1.505,,91,specific_days,9,neutral,deep_drawdown_rel_xbi,M,sponsor_confirmed|cost_haircut_>2000bps,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,37,0.1
CRNX,"Crinetics Pharmaceuticals, Inc.",36,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.550157,0.543716,0.5532,-0.0923,0.6233,,2,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,176,0.09254273684210526
COGT,"Cogent Biosciences, Inc.",37,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.086207,0.434426,-0.0534,0.342,1.2152,,122,specific_days,3,tailwind,high_vol|high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,28,0.1
IMMP,Immutep Limited,38,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.575235,0.565574,0.5489,-0.1892,0.4913,,2,specific_days,9,tailwind,,M,momentum_tailwind|cost_haircut_>2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,184,0.09254273684210526
STRO,"Sutro Biopharma, Inc.",39,B,high_opt+catalyst_far,B,high_opt+catalyst_far,,0.819749,0.603825,-0.0685,-0.3688,0.2465,,334,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short|cost_haircut_>2000bps,v1.3.0,6e0bf8fb,mid|far_271_540|pos,0.05133853608247423,,drug_developer,262,0.05133853608247423
WVE,Wave Life Sciences Ltd.,40,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.289969,0.527322,-0.0627,-0.0236,0.717,,148,specific_days,3,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,93,0.1
