ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.74,0.998433,2.9542,56.74,0.998433,2.9542,late,small,none,commercial_pharma,44.29,41.25000000000000000000000000,55.5,43.68,77.000,72.08791208791208791208791209,0.9
ALKS,2,55.95,0.976489,1.9861,55.95,0.995298,2.597,late,mid,none,commercial_pharma,37.38,41.25000000000000000000000000,68.0,45.96,77.000,70.84745762711864406779661017,0.9
TBPH,3,54.22,0.929467,1.4718,54.22,0.989028,2.2913,late,small,none,drug_developer,55.43,41.25000000000000000000000000,55.5,88.93,77.000,66.15384615384615384615384615,0.9
TARS,4,53.88,0.95768,1.7244,53.88,0.985893,2.1943,late,mid,none,commercial_biotech,33.95,41.25000000000000000000000000,83.0,65.41,73.19587628865979381443298969,66.98305084745762711864406780,0.9
VYGR,5,53.79,0.985893,2.1943,53.79,0.982759,2.1144,early,micro,none,drug_developer,37.00,41.25000000000000000000000000,49.5,80.37,77.000,59.70312500000000000000000000,0.7984655554383373773604810634
BIIB,6,53.72,0.973354,1.9326,53.72,0.979624,2.046,late,large,none,commercial_pharma,48.16,41.25000000000000000000000000,68.5,78.85,71.95876288659793814432989691,75.55555555555555555555555555,0.9
BMRN,7,53.33,0.935737,1.5199,53.33,0.976489,1.9861,late,large,none,commercial_biotech,44.24,41.25000000000000000000000000,57.5,77.67,68.55670103092783505154639175,71.11111111111111111111111111,0.9
INCY,8,53.10,0.913793,1.3645,53.10,0.973354,1.9326,late,large,none,commercial_biotech,58.09,41.25000000000000000000000000,60.5,56.81,62.68041237113402061855670103,73.33333333333333333333333333,0.9
ACAD,9,52.78,0.904389,1.307,52.78,0.970219,1.884,late,mid,none,commercial_biotech,79.05,45.56250000000000000000000000,71.0,50.90,64.84536082474226804123711340,67.79661016949152542372881356,0.8881759336099585062240663900
AMGN,10,52.68,0.954545,1.6906,52.68,0.967085,1.8396,late,large,none,commercial_pharma,51.25,41.25000000000000000000000000,52.5,56.38,73.81443298969072164948453608,77.000,0.9
CAI,11,52.20,0.901254,1.2887,52.20,0.96395,1.7985,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,38.94,70.41237113402061855670103093,56.61016949152542372881355932,0.9
VNDA,12,52.15,0.948276,1.6284,52.15,0.960815,1.7602,late,small,none,commercial_biotech,41.89,41.25000000000000000000000000,52.5,92.78,75.05154639175257731958762886,67.14285714285714285714285714,0.8782537849566055930568948891
SUPN,13,52.07,0.894984,1.2535,52.07,0.95768,1.7244,late,mid,none,commercial_pharma,49.80,41.25000000000000000000000000,55.0,48.17,74.43298969072164948453608247,65.76271186440677966101694915,0.9
NVAX,14,51.79,0.995298,2.597,51.79,0.954545,1.6906,late,small,none,commercial_biotech,46.47,41.25000000000000000000000000,54.5,91.92,77.000,74.72527472527472527472527473,0.8965845977842003853564547206
HRTX,15,51.36,0.992163,2.4164,51.36,0.951411,1.6587,late,micro,none,drug_developer,32.92,41.25000000000000000000000000,58.0,73.10,77.000,73.92268041237113402061855670,0.8774101644245142002989536622
XNCR,16,50.99,0.982759,2.1144,50.99,0.948276,1.6284,mid,small,none,drug_developer,34.66,41.25000000000000000000000000,71.5,85.19,67.58620689655172413793103448,80.0,0.8205891505281690140845070423
JAZZ,17,50.97,0.926332,1.449,50.97,0.945141,1.5995,late,large,none,commercial_biotech,48.07,41.25000000000000000000000000,74.0,80.88,67.31958762886597938144329897,68.88888888888888888888888889,0.9
VRTX,18,50.42,0.810345,0.8792,50.42,0.942006,1.5718,late,large,none,commercial_biotech,47.17,45.56250000000000000000000000,63.0,34.29,77.000,47.79301935680536503581771072,0.9
RYTM,19,50.40,0.860502,1.0826,50.40,0.938871,1.5454,late,mid,none,commercial_biotech,75.18,41.25000000000000000000000000,77.0,52.77,76.13402061855670103092783505,52.44067796610169491525423729,0.9
UTHR,20,50.22,0.844828,1.0145,50.22,0.935737,1.5199,late,large,none,commercial_pharma,39.30,41.25000000000000000000000000,77.0,65.99,63.60824742268041237113402062,66.66666666666666666666666667,0.9
NKTX,21,49.32,0.938871,1.5454,49.32,0.932602,1.4955,early,micro,none,drug_developer,50,41.25000000000000000000000000,66.5,67.09,63.12500000000000000000000000,70.53125000000000000000000000,0.8043715739769150052465897167
OPK,22,49.13,0.88558,1.2034,49.13,0.929467,1.4718,late,small,none,platform_diagnostics,42.01,41.25000000000000000000000000,,73.09,59.89690721649484536082474227,78.02197802197802197802197802,0.9
EWTX,23,49.05,0.923197,1.4269,49.05,0.926332,1.449,mid,mid,none,drug_developer,37.78,41.25000000000000000000000000,77.0,64.12,73.79310344827586206896551724,58.68965517241379310344827587,0.8073120869272992046600201635
ESPR,24,49.02,0.932602,1.4955,49.02,0.923197,1.4269,late,small,none,commercial_pharma,62.05,41.25000000000000000000000000,55.5,72.98,77.000,80.0,0.8257040369649805447470817121
ELVN,25,48.98,0.942006,1.5718,48.98,0.920063,1.4055,early,small,none,drug_developer,41.21,41.25000000000000000000000000,62.0,52.19,62.18750000000000000000000000,74.35294117647058823529411765,0.8065380021367521367521367521
NBIX,26,48.84,0.785266,0.7901,48.84,0.916928,1.3847,late,large,none,commercial_pharma,50.99,45.56250000000000000000000000,83.0,23.74,71.64948453608247422680412371,43.47050754458161865569272976,0.9
IONS,27,48.83,0.876176,1.1561,48.83,0.913793,1.3645,late,large,none,commercial_biotech,68.80,41.25000000000000000000000000,,55.74,58.96907216494845360824742268,80.0,0.8995732774559349192653765561
NRIX,28,48.67,0.869906,1.1259,48.67,0.910658,1.3448,early,small,none,drug_developer,42.93,41.25000000000000000000000000,51.0,61.17,71.56250000000000000000000000,51.05882352941176470588235294,0.8179079572192513368983957219
HRMY,29,48.62,0.832288,0.9632,48.62,0.907524,1.3257,late,mid,none,commercial_biotech,50.84,41.25000000000000000000000000,54.5,80.61,59.27835051546391752577319587,75.93220338983050847457627118,0.9
CGEM,30,48.50,0.873041,1.1409,48.50,0.904389,1.307,early,small,none,drug_developer,41.68,41.25000000000000000000000000,47.5,75.16,65.93750000000000000000000000,60.76470588235294117647058824,0.8137094952951240376390076989
KYMR,31,48.38,0.89185,1.2364,48.38,0.901254,1.2887,mid,mid,none,drug_developer,70.90,41.25000000000000000000000000,71.0,51.01,72.75862068965517241379310345,51.86206896551724137931034482,0.8107446064139941690962099125
REGN,32,48.37,0.797806,0.8338,48.37,0.898119,1.2709,late,large,none,commercial_biotech,41.48,45.56250000000000000000000000,66.0,74.92,69.17525773195876288659793815,60.00000000000000000000000000,0.9
BEAM,33,48.22,0.945141,1.5995,48.22,0.894984,1.2535,early,mid,none,drug_developer,49.37,41.25000000000000000000000000,66.0,57.23,59.37500000000000000000000000,80.0,0.8136872679908824487137740150
ASMB,34,48.20,0.857367,1.0686,48.20,0.89185,1.2364,mid,small,none,drug_developer,50,41.25000000000000000000000000,55.5,80.82,64.48275862068965517241379310,63.31250000000000000000000000,0.8117586787706442086842393088
INDV,35,48.19,0.826019,0.9385,48.19,0.888715,1.2197,late,mid,none,commercial_pharma,92.77,41.25000000000000000000000000,52.5,69.07,77.000,54.57627118644067796610169492,0.8935429967426710097719869707
AXSM,36,48.09,0.816614,0.9025,48.09,0.88558,1.2034,late,mid,none,commercial_biotech,42.37,45.56250000000000000000000000,71.0,51.84,70.10309278350515463917525773,45.98327428261355293817230042,0.8894961788714066012066721874
CTNM,37,47.88,0.951411,1.6587,47.88,0.882445,1.1873,mid,small,none,drug_developer,68.93,41.25000000000000000000000000,80.0,76.81,76.89655172413793103448275862,61.25000000000000000000000000,0.7740679461725126847562320759
GH,38,47.35,0.87931,1.1715,47.35,0.87931,1.1715,late,large,none,platform_diagnostics,42.06,41.25000000000000000000000000,66.5,51.63,70.72164948453608247422680413,68.88888888888888888888888889,0.9
NAMS,39,47.15,0.788401,0.8009,47.15,0.876176,1.1561,late,mid,none,drug_developer,55.76,41.25000000000000000000000000,77.5,59.58,57.11340206185567010309278351,65.86440677966101694915254237,0.8732400836042731072921504877
QSI,40,46.85,0.967085,1.8396,46.85,0.873041,1.1409,late,micro,none,platform_devices,45.69,41.25000000000000000000000000,,67.02,77.000,76.13402061855670103092783506,0.8539354011194029850746268657
TWST,41,46.80,0.81348,0.8908,46.80,0.869906,1.1259,early,mid,none,platform_diagnostics,38.09,49.10250000000000000000000000,49.5,49.01,68.75000000000000000000000000,41.78222656250000000000000000,0.7966136269711799891245241979
AGIO,42,46.67,0.920063,1.4055,46.67,0.866771,1.1113,late,small,none,drug_developer,62.12,41.25000000000000000000000000,65.5,51.87,73.50515463917525773195876288,72.94505494505494505494505494,0.8446440677966101694915254237
PCVX,43,46.56,0.916928,1.3847,46.56,0.863636,1.0968,mid,mid,none,drug_developer,40.17,41.25000000000000000000000000,85,57.22,58.27586206896551724137931034,76.89655172413793103448275862,0.7891412213740458015267175573
SIGA,44,46.48,0.775862,0.7583,46.48,0.860502,1.0826,late,small,none,commercial_pharma,62.26,41.25000000000000000000000000,,77.40,62.37113402061855670103092783,57.58241758241758241758241758,0.9
ARDX,45,46.45,0.822884,0.9264,46.45,0.857367,1.0686,late,small,none,commercial_biotech,44.64,41.25000000000000000000000000,55.5,72.91,77.000,51.18681318681318681318681319,0.8813912619018922502109196095
SABS,46,46.26,0.888715,1.2197,46.26,0.854232,1.0548,mid,micro,none,drug_developer,50,41.25000000000000000000000000,55.5,84.98,74.82758620689655172413793103,61.37931034482758620689655173,0.7569806064502303653701917926
NVCR,47,45.90,0.835423,0.9758,45.90,0.851097,1.0412,late,small,none,platform_devices,20.82,41.25000000000000000000000000,52.0,85.41,57.73195876288659793814432989,80.0,0.8911063222543352601156069364
ENTA,48,45.84,0.96395,1.7985,45.84,0.847962,1.0277,mid,small,none,drug_developer,77.52,41.25000000000000000000000000,55.5,90.01,77.000,71.56250000,0.7576494023904382470119521912
BBOT,49,45.70,0.829154,0.9508,45.70,0.844828,1.0145,early,small,none,drug_developer,45.97,41.25000000000000000000000000,72.0,17.74,60.31250000000000000000000000,68.52941176470588235294117647,0.7563313612004287245444801715
RARE,50,45.66,0.898119,1.2709,45.66,0.841693,1.0014,late,mid,none,commercial_biotech,24.99,41.25000000000000000000000000,50.0,61.68,64.22680412371134020618556701,79.28813559322033898305084746,0.8941816573208722741433021807
ANAB,51,45.08,0.80094,0.845,45.08,0.835423,0.9758,mid,small,none,commercial_biotech,71.60,41.25000000000000000000000000,71.5,66.61,62.41379310344827586206896552,55.06250000000000000000000000,0.8224276598085597975574870723
ACRS,52,44.95,0.838558,0.9885,44.95,0.832288,0.9632,late,small,none,drug_developer,46.89,41.25000000000000000000000000,63.5,92.78,75.67010309278350515463917526,59.16483516483516483516483516,0.8533676310374046725578017189
UPB,53,44.60,0.794671,0.8227,44.60,0.829154,0.9508,mid,small,none,drug_developer,93.63,41.25000000000000000000000000,71.5,61.40,57.24137931034482758620689655,57.12500000000000000000000000,0.8171274097711267605633802817
KNSA,54,44.28,0.738245,0.6379,44.28,0.826019,0.9385,late,mid,none,commercial_pharma,65.71,41.25000000000000000000000000,61.0,61.54,55.87628865979381443298969072,52.54237288135593220338983051,0.8800984075322561897012669999
GLUE,55,44.25,0.847962,1.0277,44.25,0.822884,0.9264,early,small,none,drug_developer,48.88,41.25000000000000000000000000,66.5,63.06,74.37500000000000000000000000,53.52941176470588235294117647,0.7116795615731785944551901999
CATX,56,44.23,0.960815,1.7602,44.23,0.819749,0.9144,early,small,none,platform_devices,77.96,41.25000000000000000000000000,58.0,67.89,69.68750000000000000000000000,76.29411764705882352941176471,0.7492054971011380717199914108
LBRX,57,44.20,0.80721,0.8677,44.20,0.816614,0.9025,mid,small,none,drug_developer,50,41.25000000000000000000000000,,27.55,63.44827586206896551724137931,77.75000000000000000000000000,0.7480283115154204570667850011
AMPH,58,44.14,0.744514,0.6573,44.14,0.81348,0.8908,late,small,none,commercial_pharma,32.97,41.25000000000000000000000000,,84.28,60.08247422680412371134020619,56.26373626373626373626373626,0.9
AVIR,59,44.12,0.769592,0.7375,44.12,0.810345,0.8792,late,small,none,commercial_biotech,63.18,41.25000000000000000000000000,49.0,77.48,51.54639175257731958762886598,75.84615384615384615384615385,0.8792634560906515580736543909
CHRS,60,44.09,0.863636,1.0968,44.09,0.80721,0.8677,late,micro,none,commercial_biotech,46.51,41.25000000000000000000000000,55.5,92.62,66.08247422680412371134020619,69.02061855670103092783505155,0.8224502775208140610545790934
ROIV,61,43.89,0.841693,1.0014,43.89,0.804075,0.8563,mid,large,none,drug_developer,49.68,41.25000000000000000000000000,77.5,78.84,55.37931034482758620689655173,80.0,0.8264448931371496079905488132
AUPH,62,43.84,0.716301,0.5719,43.84,0.80094,0.845,late,small,none,commercial_biotech,58.74,41.25000000000000000000000000,55.5,77.00,61.44329896907216494845360825,44.17461659219900978142736384,0.8678169670180210812648758926
MDGL,63,43.68,0.725705,0.5999,43.68,0.797806,0.8338,late,large,none,commercial_biotech,46.40,41.25000000000000000000000000,77.0,47.70,55.25773195876288659793814433,54.22222222222222222222222222,0.8917288728149487643158529234
