Rank,Ticker,Composite_Score,Clinical_Score,Financial_Score,Momentum_Score,Momentum_Pct,Momentum_Bucket,Stage_Bucket,Cash,Runway_Months
31,PACB,20.00,10.0,30,20,-18.3,NEGATIVE,commercial,304433000,15.892858385828143
32,PHAT,20.00,10.0,30,20,-17.6,NEGATIVE,commercial,155385000,45.85319070453707
33,ALKS,20.30,10.0,30,30,2.0,NEUTRAL,commercial,292473000,97.7543937832493
34,ANIP,20.30,10.0,30,30,-2.8,NEUTRAL,commercial,100300000,27.571988179506562
35,AZN,20.30,10.0,30,30,0.2,NEUTRAL,commercial,0,0
36,BNTX,20.30,10.0,30,30,7.2,POSITIVE,commercial,0,0
37,CRL,20.30,10.0,30,30,10.2,POSITIVE,commercial,245070000,0
38,DVAX,20.30,20.0,20,30,-3.4,NEUTRAL,late,518209000,79.84730354391371
39,GMAB,20.30,10.0,30,30,-1.0,NEUTRAL,commercial,0,0
40,ILMN,20.30,20.0,20,30,4.7,NEUTRAL,late,769000000,1.4527707808564232
41,IONS,20.30,20.0,20,30,10.4,POSITIVE,late,678773000,37.48539292748928
42,PCRX,20.30,10.0,30,30,7.9,POSITIVE,commercial,104139000,4.010912580600641
43,RCUS,20.30,20.0,20,30,6.2,POSITIVE,late,773231000,136.45252941176471
44,ROIV,20.30,30.0,10,30,8.5,POSITIVE,mid,1676813000,32.277491622540296
45,RPRX,20.30,30.0,10,30,0.4,NEUTRAL,mid,1710751000,0
46,SIGA,20.30,10.0,30,30,-1.1,NEUTRAL,commercial,113789972,43.88051942325967
47,SNY,20.30,10.0,30,30,-2.9,NEUTRAL,commercial,0,0
48,SUPN,20.30,10.0,30,30,8.8,POSITIVE,commercial,229366000,0
49,TBPH,20.30,10.0,30,30,5.4,POSITIVE,commercial,418538000,45.156631272308786
50,TEM,20.30,10.0,30,30,0.0,NEUTRAL,commercial,0,0
51,ACAD,20.60,10.0,30,40,22.8,STRONG_POSITIVE,commercial,197503000,13.601354375896701
52,ALT,20.60,10.0,30,40,354.5,STRONG_POSITIVE,commercial,111097000,68.61369016984045
53,AMPH,20.60,10.0,30,40,12.8,POSITIVE,commercial,156098000,17.339887250409618
54,APLS,20.60,20.0,20,40,50.1,STRONG_POSITIVE,late,644547000,55.670378234426174
55,AXSM,20.60,10.0,30,40,29.1,STRONG_POSITIVE,commercial,200842000,60.812071053693984
56,CDNA,20.60,10.0,30,40,90.5,STRONG_POSITIVE,commercial,286127000,174.751832247557
57,ESPR,20.60,10.0,30,40,221.3,STRONG_POSITIVE,commercial,382310000,80.86795579136627
58,EYPT,20.60,10.0,30,40,183.1,STRONG_POSITIVE,commercial,124290000,25.364443386279376
59,MYGN,20.60,10.0,30,40,33.3,STRONG_POSITIVE,commercial,166700000,97.58048780487803
60,OCUL,20.60,10.0,30,40,67.4,STRONG_POSITIVE,commercial,120950000,115.7231701483017
61,RARE,20.60,10.0,30,40,24.1,STRONG_POSITIVE,commercial,391651000,8.45916758461306
62,RGEN,20.60,20.0,20,40,18.7,POSITIVE,late,545251550,132.2810706993106
63,RYTM,20.60,10.0,30,40,79.4,STRONG_POSITIVE,commercial,131674000,29.94632704116443
64,TARS,20.60,10.0,30,40,64.8,STRONG_POSITIVE,commercial,217026000,128.6842573376816
65,XENE,20.60,20.0,20,40,27.8,STRONG_POSITIVE,late,592087000,361.21220132180986
66,DNA,20.61,31.25,10,20,-25.3,NEGATIVE,preclinical,1550004000,9.640022783564945
67,MRNA,21.81,32.5,10,40,22.7,STRONG_POSITIVE,early,3027000000,78.57779469917882
68,NTLA,22.72,25.0,20,30,-4.8,NEUTRAL,late,810310000,66.20540334440874
69,BEAM,23.02,35.0,10,40,15.0,POSITIVE,early,1001878000,173.7009275580085
70,ACRS,24.55,10.0,40,10,-83.3,NEGATIVE,commercial,45277000,28.917132364681464
71,VTYX,24.55,30.0,20,10,-87.2,NEGATIVE,mid,516392000,84.64055072938862
72,ARGX,24.85,20.0,30,20,-24.9,NEGATIVE,late,0,0
73,CVAC,24.85,20.0,30,20,-33.1,NEGATIVE,late,0,0
74,MESO,24.85,20.0,30,20,-18.1,NEGATIVE,late,0,0
75,MNKD,24.85,10.0,40,20,-19.1,NEGATIVE,commercial,70282000,32.440341564735746
76,MRVI,24.85,30.0,20,20,-14.0,NEGATIVE,unknown,632138000,0
77,PRTA,24.85,20.0,30,20,-26.4,NEGATIVE,late,495628000,163.88911545880407
78,VNDA,24.85,10.0,40,20,-14.3,NEGATIVE,commercial,49397000,92.18724727838259
79,ANRO,25.15,20.0,30,30,0.0,NEUTRAL,commercial,0,0
80,AVXL,25.15,20.0,30,30,0.0,NEUTRAL,late,149158000,47.21559524123559
81,BBOT,25.15,20.0,30,30,0.0,NEUTRAL,late,0,0
82,BCRX,25.15,20.0,30,30,8.4,POSITIVE,late,304767000,49.29112081513828
83,CNTA,25.15,20.0,30,30,4.7,NEUTRAL,late,393644000,27.299420923055585
84,GH,25.15,30.0,20,30,-11.4,NEGATIVE,mid,598856000,13.963307387098906
85,RGNX,25.15,20.0,30,30,-8.4,NEGATIVE,late,386234000,21.030410280144835
86,RVMD,25.15,30.0,20,30,-11.2,NEGATIVE,mid,662472000,137.9024754106892
87,TXG,25.15,30.0,20,30,12.3,POSITIVE,unknown,663603000,187.75460354136703
88,VCEL,25.15,10.0,40,30,7.2,POSITIVE,commercial,65216000,110.36412353687774
89,XNCR,25.15,30.0,20,30,5.5,POSITIVE,mid,533412000,148.37951737406988
90,ABVX,25.45,20.0,30,40,36.0,STRONG_POSITIVE,late,0,0
91,ADCT,25.45,20.0,30,40,178.1,STRONG_POSITIVE,late,0,0
92,ALVO,25.45,20.0,30,40,34.5,STRONG_POSITIVE,late,0,0
93,ANNX,25.45,20.0,30,40,137.3,STRONG_POSITIVE,late,140020000,47.500636078364856
94,ARDX,25.45,10.0,40,40,161.7,STRONG_POSITIVE,commercial,96140000,14.809375882519063
95,ARWR,25.45,20.0,30,40,34.8,STRONG_POSITIVE,late,232028000,19.768374417812108
96,ASND,25.45,20.0,30,40,38.8,STRONG_POSITIVE,late,0,0
97,AVIR,25.45,20.0,30,40,15.6,POSITIVE,late,176410000,50.31062100434917
98,BHVN,25.45,20.0,30,40,62.4,STRONG_POSITIVE,late,311132000,10.113399716121483
99,CLDX,25.45,20.0,30,40,70.8,STRONG_POSITIVE,late,304952000,0
100,CMPS,25.45,20.0,30,40,35.3,STRONG_POSITIVE,late,173076000,98.10174295026215
101,CSTL,25.45,20.0,30,40,47.6,STRONG_POSITIVE,late,122948000,59.918612679202376
102,FOLD,25.45,20.0,30,40,22.3,STRONG_POSITIVE,late,422374000,28.048720829205937
103,GLPG,25.45,20.0,30,40,13.0,POSITIVE,late,0,0
104,GOSS,25.45,20.0,30,40,52.4,STRONG_POSITIVE,late,255678000,53.09571688154365
105,IBRX,25.45,20.0,30,40,165.5,STRONG_POSITIVE,late,106704000,4.152552926525529
106,IMCR,25.45,20.0,30,40,42.3,STRONG_POSITIVE,late,0,0
107,IMVT,25.45,20.0,30,40,13.2,POSITIVE,late,376532000,111.91598345428875
108,IOVA,25.45,20.0,30,40,148.2,STRONG_POSITIVE,late,411478000,16.993041359515992
109,KMDA,25.45,20.0,30,40,25.3,STRONG_POSITIVE,late,0,0
110,LGND,25.45,10.0,40,40,29.3,STRONG_POSITIVE,commercial,45006000,35.10380240493988
111,MDGL,25.45,20.0,30,40,67.8,STRONG_POSITIVE,late,374449000,78.12142285893111
112,MEDP,25.45,10.0,40,40,18.9,POSITIVE,commercial,28265000,0
113,MRSN,25.45,20.0,30,40,98.7,STRONG_POSITIVE,late,266090000,67.56697278767615
114,NAMS,25.45,20.0,30,40,134.4,STRONG_POSITIVE,late,0,0
115,NUVB,25.45,30.0,20,40,31.7,STRONG_POSITIVE,mid,661014000,372.524679472127
116,OMER,25.45,10.0,40,40,124.8,STRONG_POSITIVE,commercial,11009000,4.001938747690164
117,PCVX,25.45,30.0,20,40,30.6,STRONG_POSITIVE,mid,834657000,256.90976247883856
118,PTCT,25.45,20.0,30,40,32.6,STRONG_POSITIVE,late,410705000,12.698027454860252
119,PTGX,25.45,20.0,30,40,67.2,STRONG_POSITIVE,late,264427000,34.0467601583708
120,RIGL,25.45,20.0,30,40,38.5,STRONG_POSITIVE,late,236434000,47.3072998299263
121,RXRX,25.45,30.0,20,40,71.2,STRONG_POSITIVE,mid,549912000,36.26112185686654
122,SMMT,25.45,20.0,30,40,53.5,STRONG_POSITIVE,late,348607000,70.24472318774873
123,TGTX,25.45,20.0,30,40,130.4,STRONG_POSITIVE,late,109860000,19.102487937055336
124,TKNO,25.45,10.0,40,40,48.6,STRONG_POSITIVE,commercial,44047000,15.466846140340609
125,TVTX,25.45,20.0,30,40,30.5,STRONG_POSITIVE,late,262924000,14.836371844126042
126,BRKR,26.06,31.25,20,40,13.8,POSITIVE,preclinical,803400000,15.108603667136812
127,COGT,27.27,25.0,30,20,-45.9,NEGATIVE,late,152577000,59.76770908141281
128,MCRB,27.27,25.0,30,20,-17.2,NEGATIVE,late,163030000,34.55001412828483
129,CGON,27.57,25.0,30,30,0.0,NEUTRAL,late,0,0
130,FTRE,27.57,25.0,30,30,-0.7,NEUTRAL,late,112000000,0
131,KRYS,27.57,25.0,30,30,10.8,POSITIVE,late,169991000,40.82641849294506
132,OLMA,27.57,25.0,30,30,5.7,POSITIVE,late,204421000,31.20613677997151
133,VOR,27.57,25.0,30,30,3.8,NEUTRAL,late,233366000,123.16453357962791
134,ZBIO,27.57,25.0,30,30,0.0,NEUTRAL,late,0,0
135,ABCL,27.87,25.0,30,40,22.5,STRONG_POSITIVE,late,386535000,22.130922276826183
136,AKRO,27.87,25.0,30,40,56.1,STRONG_POSITIVE,late,0,0
137,BBIO,27.87,35.0,20,40,44.5,STRONG_POSITIVE,early,534815000,93011.30434782608
138,COLL,27.87,25.0,30,40,48.0,STRONG_POSITIVE,commercial,134126000,123.1549468207208
139,HRMY,27.87,25.0,30,40,35.5,STRONG_POSITIVE,late,243784000,16.218208428965838
140,KNSA,27.87,25.0,30,40,13.5,POSITIVE,late,122715000,58.41253470844903
141,KOD,27.87,25.0,30,40,98.8,STRONG_POSITIVE,late,466913000,58.541579161834306
142,LYEL,27.87,35.0,20,40,40.5,STRONG_POSITIVE,early,632909000,43.46877593420367
143,NMRA,27.87,25.0,30,40,44.4,STRONG_POSITIVE,late,383450000,106.9048836020631
144,PHVS,27.87,25.0,30,40,38.0,STRONG_POSITIVE,late,0,0
145,SRRK,27.87,25.0,30,40,87.7,STRONG_POSITIVE,late,345161000,520.9977358490565
146,VERA,27.87,25.0,30,40,75.5,STRONG_POSITIVE,late,114653000,80.52888498683056
147,AVBP,28.79,27.5,30,30,0.0,NEUTRAL,late,0,0
148,OPCH,28.79,27.5,30,30,-3.4,NEUTRAL,late,294186000,7.611572279311251
149,GHRS,29.70,30.0,30,20,-24.2,NEGATIVE,mid,0,0
150,REPL,29.70,30.0,30,20,-43.0,NEGATIVE,mid,146590000,41.63207346223937
151,STVN,29.70,30.0,30,20,-18.6,NEGATIVE,unknown,0,0
152,TRVI,29.70,30.0,30,20,-26.8,NEGATIVE,mid,120510000,61.1544804837823
153,AARD,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
154,ALMS,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
155,ARQT,30.00,20.0,40,30,-5.5,NEGATIVE,late,53641000,10.007026926186184
156,AUPH,30.00,20.0,40,30,-1.3,NEUTRAL,late,85341000,12.468551391628315
157,AVTR,30.00,30.0,30,30,2.1,NEUTRAL,unknown,372900000,0
158,BIOA,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
159,CAI,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
160,CTNM,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
161,EPRX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
162,INBX,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
163,LEGN,30.00,30.0,30,30,-10.3,NEGATIVE,mid,0,0
164,MENS,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
165,MIRM,30.00,20.0,40,30,-5.6,NEGATIVE,late,28003000,9.179806589083757
166,PRME,30.00,20.0,40,30,3.8,NEUTRAL,late,47947000,24.134395973154362
167,PRVA,30.00,30.0,30,30,-8.7,NEGATIVE,unknown,347992000,158.41219984067374
168,QURE,30.00,30.0,30,30,-3.0,NEUTRAL,mid,440313000,226.19786805942036
169,RAPP,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
170,SEPN,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
171,SION,30.00,30.0,30,30,0.0,NEUTRAL,unknown,0,0
172,TECH,30.00,30.0,30,30,5.7,POSITIVE,unknown,304839000,29.673323707393045
173,TECX,30.00,30.0,30,30,-11.3,NEGATIVE,unknown,115968000,17.21104185218166
174,TERN,30.00,30.0,30,30,4.8,NEUTRAL,mid,283114000,246.6686996297103
175,UPB,30.00,30.0,30,30,0.0,NEUTRAL,mid,0,0
176,ACIU,30.30,30.0,30,40,63.2,STRONG_POSITIVE,mid,0,0
177,ACLX,30.30,30.0,30,40,58.0,STRONG_POSITIVE,mid,247419000,114.01359394800507
178,ADMA,30.30,20.0,40,40,45.1,STRONG_POSITIVE,commercial,86521542,41.51729210543711
179,AMRX,30.30,20.0,40,40,45.2,STRONG_POSITIVE,late,87335000,4.053326526349987
180,APGE,30.30,30.0,30,40,51.1,STRONG_POSITIVE,mid,386475000,1077.2822299651568
181,ARCT,30.30,30.0,30,40,47.5,STRONG_POSITIVE,mid,237676000,55.739060759444186
182,ATAI,30.30,30.0,30,40,48.5,STRONG_POSITIVE,unknown,190613000,21.302698977406077
183,CADL,30.30,20.0,40,40,47.8,STRONG_POSITIVE,late,70058000,61.31544015753774
184,CRNX,30.30,20.0,40,40,29.6,STRONG_POSITIVE,late,30912000,3.1190898618480243
185,CTKB,30.30,30.0,30,40,60.0,STRONG_POSITIVE,unknown,296601000,1244.4797202797204
186,CTMX,30.30,30.0,30,40,28.1,STRONG_POSITIVE,mid,402092000,150.87408148588224
187,CYTK,30.30,20.0,40,40,141.9,STRONG_POSITIVE,late,65582000,8.798524232768742
188,ENTA,30.30,30.0,30,40,13.0,POSITIVE,mid,167473000,25.44022482150995
189,FDMT,30.30,30.0,30,40,92.6,STRONG_POSITIVE,mid,213554000,97.2985040625712
190,IDYA,30.30,30.0,30,40,50.2,STRONG_POSITIVE,mid,398151000,138.67220061531316
191,INVA,30.30,30.0,30,40,22.4,STRONG_POSITIVE,unknown,300789000,338.37705071716505
192,IRON,30.30,30.0,30,40,31.7,STRONG_POSITIVE,mid,194611000,237.01735512026792
193,KALV,30.30,20.0,40,40,36.6,STRONG_POSITIVE,late,56238000,29.288082631715994
194,KROS,30.30,30.0,30,40,74.3,STRONG_POSITIVE,mid,239426000,118.79235921607543
195,KURA,30.30,30.0,30,40,76.3,STRONG_POSITIVE,mid,133514000,49.36887190706561
196,KYMR,30.30,30.0,30,40,134.1,STRONG_POSITIVE,mid,155658000,15.573197268702634
197,MGTX,30.30,30.0,30,40,42.6,STRONG_POSITIVE,mid,115516000,44.65105492027702
198,NBP,30.30,30.0,30,40,47.5,STRONG_POSITIVE,unknown,465987000,15.382239509691193
199,PBYI,30.30,20.0,40,40,90.4,STRONG_POSITIVE,late,81074000,7.546388873806439
200,PEPG,30.30,30.0,30,40,22.1,STRONG_POSITIVE,mid,195783000,128.7622492601118
201,PRAX,30.30,20.0,40,40,115.0,STRONG_POSITIVE,late,62440000,10.903852030792963
202,QTRX,30.30,30.0,30,40,12.7,POSITIVE,unknown,343743000,52.80298006886929
203,RAPT,30.30,30.0,30,40,96.9,STRONG_POSITIVE,mid,249068000,146.0238420949775
204,RCKT,30.30,30.0,30,40,63.8,STRONG_POSITIVE,mid,140517000,39.23046856823787
205,RNA,30.30,30.0,30,40,87.6,STRONG_POSITIVE,mid,425491000,149.14245655031402
206,SLN,30.30,30.0,30,40,113.3,STRONG_POSITIVE,mid,0,0
207,SPRY,30.30,30.0,30,40,61.0,STRONG_POSITIVE,mid,210518000,124.73292845504369
208,STOK,30.30,30.0,30,40,29.0,STRONG_POSITIVE,mid,113396000,55.2051604527567
209,SVRA,30.30,20.0,40,40,22.3,STRONG_POSITIVE,late,52100000,75.32530120481928
210,URGN,30.30,20.0,40,40,20.9,STRONG_POSITIVE,late,55408000,8.217317151543615
211,VCYT,30.30,30.0,30,40,23.2,STRONG_POSITIVE,mid,154247000,56.576720870522074
212,XERS,30.30,20.0,40,40,48.9,STRONG_POSITIVE,late,84109000,29.93735540131696
213,ZYME,30.30,30.0,30,40,50.1,STRONG_POSITIVE,mid,400912000,66.24363511187607
214,BCAX,31.21,32.5,30,30,0.0,NEUTRAL,early,0,0
215,BCYC,31.21,32.5,30,30,-4.6,NEUTRAL,early,361469000,157.3656943839791
216,DSGN,31.21,32.5,30,30,10.9,POSITIVE,early,330387000,86.24791159067178
217,GRAL,31.21,32.5,30,30,0.0,NEUTRAL,preclinical,0,0
218,IMRX,31.21,32.5,30,30,9.3,POSITIVE,early,146948089,136.73433075064355
219,KYTX,31.21,32.5,30,30,0.0,NEUTRAL,early,0,0
220,MAZE,31.21,32.5,30,30,0.0,NEUTRAL,early,0,0
221,MBX,31.21,32.5,30,30,0.0,NEUTRAL,early,0,0
222,GLUE,31.51,32.5,30,40,49.5,STRONG_POSITIVE,early,112394000,56.35667725221461
223,IMMP,31.51,32.5,30,40,41.0,STRONG_POSITIVE,early,0,0
224,NUVL,31.51,32.5,30,40,40.6,STRONG_POSITIVE,early,472163000,322.86489258647214
225,SANA,31.51,32.5,30,40,103.4,STRONG_POSITIVE,early,423963000,161.7767743576698
226,TWST,31.51,32.5,30,40,96.1,STRONG_POSITIVE,early,378687000,29.877079251535193
227,ERAS,32.12,35.0,30,20,-20.6,NEGATIVE,early,370663000,122.00219430577653
228,HROW,32.12,25.0,40,20,-39.2,NEGATIVE,commercial,96270000,76.29879136120468
229,TSHA,32.12,25.0,40,20,-28.9,NEGATIVE,late,34306000,3.710896372683349
230,TYRA,32.12,35.0,30,20,-12.9,NEGATIVE,early,263211000,213.04006475111288
231,AMLX,32.42,25.0,40,30,-11.7,NEGATIVE,late,62526000,15.681156997157668
232,AURA,32.42,25.0,40,30,-2.7,NEUTRAL,late,61110000,57.13439813011298
233,CRMD,32.42,25.0,40,30,1.2,NEUTRAL,late,43254116,24.149971287997808
234,MLYS,32.42,25.0,40,30,-0.6,NEUTRAL,late,87701000,139.042409829568
235,VYGR,32.42,35.0,30,30,4.0,NEUTRAL,early,118848000,66.896946385853
236,AQST,32.73,25.0,40,40,48.6,STRONG_POSITIVE,late,27273000,24.756127080181543
237,CCCC,32.73,35.0,30,40,256.0,STRONG_POSITIVE,early,282706000,107.2888045540797
238,CGEM,32.73,35.0,30,40,17.4,POSITIVE,early,156152000,18.826914768559917
239,CLLS,32.73,35.0,30,40,114.1,STRONG_POSITIVE,early,0,0
240,CRVS,32.73,25.0,40,40,69.6,STRONG_POSITIVE,late,13159000,19.031939255152466
241,DAWN,32.73,25.0,40,40,33.0,STRONG_POSITIVE,late,85262000,25.25844915693584
242,DYN,32.73,35.0,30,40,116.2,STRONG_POSITIVE,early,172147000,58.054801450130675
243,EDIT,32.73,35.0,30,40,33.2,STRONG_POSITIVE,early,344274000,81.78339107195882
244,EOLS,32.73,25.0,40,40,24.4,STRONG_POSITIVE,late,53922000,36.972972972972975
245,FULC,32.73,25.0,40,40,83.9,STRONG_POSITIVE,late,90938000,42.087935822277075
246,IVVD,32.73,25.0,40,40,153.9,STRONG_POSITIVE,late,92076000,10.976019708739793
247,LENZ,32.73,25.0,40,40,13.2,POSITIVE,late,56391000,26.192839171666346
248,LQDA,32.73,25.0,40,40,103.6,STRONG_POSITIVE,late,93283000,70.21238160948378
249,LXEO,32.73,35.0,30,40,55.3,STRONG_POSITIVE,early,135860000,130.4047352423612
250,MNMD,32.73,35.0,30,40,34.7,STRONG_POSITIVE,preclinical,142142000,32.86963559632321
251,NGNE,32.73,25.0,40,40,111.4,STRONG_POSITIVE,late,93940000,73.43365253077975
252,NRIX,32.73,35.0,30,40,54.1,STRONG_POSITIVE,early,292223000,82.446006630146
253,ORIC,32.73,35.0,30,40,52.8,STRONG_POSITIVE,early,244230000,42.92581471988283
254,RLAY,32.73,35.0,30,40,47.3,STRONG_POSITIVE,early,354643000,68.58969151919544
255,SLDB,32.73,35.0,30,40,244.2,STRONG_POSITIVE,early,155234000,27.833430454076833
256,TNGX,32.73,35.0,30,40,51.9,STRONG_POSITIVE,early,366133000,174.29371628054585
257,ORKA,34.55,30.0,40,20,-20.1,NEGATIVE,unknown,42445000,155.66625916870416
258,WVE,34.55,30.0,40,20,-15.1,NEGATIVE,mid,88497000,28.0838842756651
259,ADPT,34.85,30.0,40,30,-0.9,NEUTRAL,mid,90030000,6.749592348012969
260,ETON,34.85,30.0,40,30,5.3,POSITIVE,unknown,16305000,19.69797644216249
261,LFCR,34.85,30.0,40,30,-6.1,NEGATIVE,unknown,2704000,3.4123461983384162
262,PAHC,34.85,30.0,40,30,-6.2,NEGATIVE,unknown,41281000,0
263,ABSI,35.15,30.0,40,40,169.6,STRONG_POSITIVE,unknown,59955000,24.393435953075205
264,ABUS,35.15,30.0,40,40,22.2,STRONG_POSITIVE,mid,30776000,23.426070409134155
265,ANAB,35.15,30.0,40,40,22.4,STRONG_POSITIVE,mid,71308000,23.602151427389323
266,ATXS,35.15,30.0,40,40,21.8,STRONG_POSITIVE,mid,60903000,47.69224745497259
267,EWTX,35.15,30.0,40,40,38.7,STRONG_POSITIVE,mid,21993000,18.002455661664392
268,LRMR,35.15,30.0,40,40,46.8,STRONG_POSITIVE,mid,26825000,35.99463267359947
269,SGMT,35.15,30.0,40,40,44.9,STRONG_POSITIVE,mid,32345000,44.4350314825415
270,SNDX,35.15,30.0,40,40,79.9,STRONG_POSITIVE,mid,74356000,24.005811294358203
271,SYRE,35.15,30.0,40,40,56.8,STRONG_POSITIVE,unknown,86915000,42.68210836470781
272,ZVRA,35.15,30.0,40,40,30.7,STRONG_POSITIVE,mid,65466000,421.45493562231763
273,FLGT,35.46,31.25,40,30,11.6,POSITIVE,preclinical,99500000,8.600136853099002
274,TRDA,35.46,31.25,40,30,5.5,POSITIVE,preclinical,45157000,25.00502976327811
275,OBIO,35.76,31.25,40,40,36.7,STRONG_POSITIVE,preclinical,83699000,175.31646011520337
276,PSNL,35.76,31.25,40,40,54.0,STRONG_POSITIVE,preclinical,83522000,12.18602502218926
277,ELVN,36.06,32.5,40,30,-6.2,NEGATIVE,early,86159000,119.26496712423577
278,BDTX,36.36,32.5,40,40,27.4,STRONG_POSITIVE,early,53960000,25.385972478143252
279,JANX,36.36,32.5,40,40,29.5,STRONG_POSITIVE,early,51426000,13.131718942843767
280,GPCR,36.98,35.0,40,20,-29.5,NEGATIVE,early,26091000,23.93486736488036
281,CABA,37.58,35.0,40,40,45.0,STRONG_POSITIVE,early,81607000,75.6437509655492
282,CATX,37.58,35.0,40,40,96.6,STRONG_POSITIVE,early,18989000,169.16703786191536
283,FHTX,37.58,35.0,40,40,46.9,STRONG_POSITIVE,early,87604000,39.059522924871814
284,PGEN,37.58,35.0,40,40,19.1,POSITIVE,early,4858000,0.20374881604378625
