ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall,clinical_rank_pct_dev,clinical_optionality_pct_dev,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,catalyst_days,catalyst_in_window,catalyst_mode,catalyst_strength,runway_bucket,mom_state,risk_flags,size_band,size_reasons,cost_mult,cost_bucket,cost_haircut_applied,est_cost_bps,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,dd_rel_margin_rescued,tier_dev,tier_reason,actionable_rank,target_weight_pct,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_tier1_count,de_beta_xbi_60d,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,returns_source,catalyst_source,catalyst_event_type,cat_priority,alpha_cohort_pct,clinical_score_z,clinical_score_z_tier,coinvest_score_z,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,missingness_penalty,missing_components,commercial_quality_pct,clinical_score_v2,competitive_intensity_z,sizing_multiplier_clinical,clinical_score_v2_z,de_vol_60d
IRON,106,36.67,0.653605,0.3951,36.67,0.663009,0.4207,late,mid,none,drug_developer,40.01,48.34058711111111111111111111,85,46.33,31.23456790123456790123456790,60.01538461538461538461538461,0.8854555061179087875417130145,0.39071,0.60929,v1.3.0,96f655ee,1,,8,8,buying,80,0,specific_days,near,adequate,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,471.73,1.0,0,1.0,0,0,A,high_opt+catalyst_near,1,0.64,80,False,specific_days,-0.1388,8,,-0.141539,,,-0.023106,-0.118433,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.653605,-0.413021,1.756137,0,0,0,0,0,0,,,31.23456790123456790123456790,0,1.0,0,
ALMS,300,9.71,0.051724,-1.6284,9.71,0.061129,-1.5454,late,mid,sev2,drug_developer,96.55,47.66507377777777777777777778,82.21944838332021297760555426,44.24,30.45207901894617569972140404,7.312925706771860618014464170,0.8151925438106931577184953678,0.379781,0.620219,v1.3.0,96f655ee,1,,7,7,buying,49,1,specific_days,near,short,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,1.0,<=400bps,0,365.09,1.0,0,1.0,0,0,A,high_opt+catalyst_near,2,0.75,49,True,specific_days,3.9195,7,,-0.033208,,,-0.023106,-0.010102,morningstar,,,9,0.051724,-0.446637,1.665594,0,0,0,0,0,0,,,30.45207901894617569972140404,0,1.0,0,
PVLA,179,24.37,0.418495,-0.2057,24.37,0.440439,-0.1499,late,small,none,drug_developer,47.58,52.514,85,34.79,29.67454050917331529197572118,19.38509079716835949522930132,0.8432369934344577767715644102,0.374317,0.625683,v1.3.0,96f655ee,1,,4,4,buying,19,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed,0.85,<=1000bps,1,696.14,1.0,0,1.0,0,0,A,high_opt+catalyst_near,3,0.64,19,True,specific_days,-0.0336,4,,-0.246356,,,-0.023106,-0.22325,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.418495,-0.480041,1.575623,0,0,0,0,0,0,,,29.67454050917331529197572118,0,1.0,0,
RNA,289,12.67,0.083072,-1.3847,12.66,0.095611,-1.307,late,large,sev2,drug_developer,46.72,47.41692844444444444444444444,85,21.21,29.15893170961114823890497760,5,0.8704816954581855622926438623,0.368852,0.631148,v1.3.0,96f655ee,1,,11,11,buying,140,0,specific_days,mid,short,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,1.0,<=400bps,0,240.41,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,4,0.75,140,False,specific_days,-0.0456,11,1.1040,-0.0037,,59.4595,-0.023106,0.019406,morningstar,,,9,0.083072,-0.502193,1.515961,0,0,0,0,0,0,,,29.15893170961114823890497760,0,1.0,0,
NMRA,314,6.80,0.014107,-2.1943,6.80,0.017241,-2.1144,late,small,sev2,drug_developer,30.52,39.97500844444444444444444444,41.66517368209220296931695132,75.96,28.64552307561143976084200336,8.227146814404432132963988913,0.7814989802849002849002849003,0.357923,0.642077,v1.3.0,96f655ee,1,,1,1,neutral,19,1,specific_days,near,short,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,0.7,<=2000bps,1,1854.56,1.0,0,1.0,0,0,A,high_opt+catalyst_near,5,0.08,19,True,specific_days,-0.2563,1,,-0.294702,,,-0.023106,-0.271596,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,3,0.014107,-0.52425,1.456553,0,0,0,0,0,0,,,28.64552307561143976084200336,0,1.0,0,
SRRK,195,21.33,0.315047,-0.4816,21.33,0.390282,-0.2786,late,mid,sev1,drug_developer,59.95,39.53760177777777777777777778,74.84061750422469699373857029,43.13,28.13431460717418985778679846,15.24000000000000000000000000,0.8740289089490694305137635128,0.352459,0.647541,v1.3.0,96f655ee,1,,7,7,buying,111,0,specific_days,near,adequate,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,1.0,<=400bps,0,391.21,1.0,0,1.0,0,0,A,high_opt+catalyst_near,6,0.75,111,False,specific_days,0.1382,7,,-0.080193,,,-0.023106,-0.057087,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.315047,-0.546212,1.397401,0,0,0,0,0,0,,,28.13431460717418985778679846,0,1.0,0,
PRAX,311,7.55,0.026646,-1.9326,7.15,0.023511,-1.9861,late,mid,sev2,drug_developer,96.55,53.642,79.47279912114748343884606058,41.53,27.62530630429939852973936288,5,0.7967933810375670840787119857,0.346995,0.653005,v1.3.0,96f655ee,1,,8,8,buying,30,1,specific_days,near,short,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,1.0,<=400bps,0,209.08,1.0,0,1.0,0,0,A,high_opt+catalyst_near,7,0.75,30,True,specific_days,1.8917,8,,-0.030363,,,-0.023106,-0.007257,morningstar,,,9,0.026646,-0.568079,1.338502,0,0,0,0,0,0,,,27.62530630429939852973936288,0,1.0,0,
PHVS,221,18.89,0.224138,-0.7583,18.88,0.308777,-0.4993,late,small,none,drug_developer,49.60,46.53389511111111111111111111,85,45.29,23.63244584154957660563957438,5,0.8027847173531989482909728309,0.297814,0.702186,v1.3.0,96f655ee,1,,9,9,buying,4,1,specific_days,near,adequate,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,0.7,<=2000bps,1,1059.54,1.0,0,1.0,0,0,A,high_opt+catalyst_near,8,0.52,4,True,specific_days,-0.0056,9,,-0.054316,,,-0.023106,-0.03121,morningstar,,,9,0.224138,-0.739618,0.87648,0,0,0,0,0,0,,,23.63244584154957660563957438,0,1.0,0,
KURA,225,18.29,0.249216,-0.677,18.29,0.296238,-0.5353,late,small,sev1,drug_developer,33.40,39.53760177777777777777777778,67.01653514634550336724311319,75.13,22.89946068441650234180122054,21.95753770390889504462911666,0.8638692788936450444517616068,0.29235,0.70765,v1.3.0,96f655ee,1,,4,4,buying,172,0,specific_days,mid,adequate,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,0.85,<=1000bps,1,852.72,1.0,0,1.0,0,0,A,high_opt+catalyst_mid,9,0.64,172,False,specific_days,-0.2185,4,,-0.326606,,,-0.023106,-0.3035,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,3,0.249216,-0.771108,0.791665,0,0,0,0,0,0,,,22.89946068441650234180122054,0,1.0,0,
PRTA,187,23.01,0.402821,-0.2461,23.03,0.415361,-0.2138,late,small,none,drug_developer,33.29,36.37126400000000000000000000,50.64661262937777028478623770,85.59,22.17142589979895987173034770,47.99155432440751000307787011,0.8516792257780710436599582096,0.281421,0.718579,v1.3.0,96f655ee,1,,2,2,neutral,12,1,specific_days,near,adequate,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,0.7,<=2000bps,1,1349.39,1.0,0,1.0,0,0,A,high_opt+catalyst_near,10,0.31,12,True,specific_days,-0.2199,2,,-0.2784,,29.5,-0.023106,-0.255294,morningstar,CTGOV_CALENDAR,DATA_READOUT,2,0.402821,-0.802386,0.707423,0,0,0,0,0,0,,,22.17142589979895987173034770,0,1.0,0,
