ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ORIC,"Oric Pharmaceuticals, Inc.",1,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.970255,,,0.738372,1,0.738372,305,1,specific_days,,tailwind,high_beta,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,,,v1.3.0,081defa4,1,,early|far_271_540|pos,0.0,,-0.656379,0,1,-0.178804,0.01096,5,8,buying,0.6262,,5.7827,4.4761,1.52,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,305,,specific_days,0.701848,price_history,,5,1.8613,price_history,,-0.19059,,66.0968,-0.203834,0.013244,early,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.5595,,,,,,,,
TSHA,"Taysha Gene Therapies, Inc.",2,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565156,,,0.784884,1,0.784884,620,1,specific_days,,tailwind,,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind,,,v1.3.0,081defa4,1,,late|far_271_540|nonpos,0.0930939801980198,,-1.320123,620,1,-0.643453,-1.230188,5,9,buying,0.6262,,5.3503,3.6719,1.31,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,620,,specific_days,0.705764,price_history,,5,1.5189,price_history,,-0.287037,,40.4054,-0.203834,-0.083203,late,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.440857,,,,,,,,
QURE,uniQure N.V.,3,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.933428,,,0.614341,1,0.614341,1340,1,specific_days,,tailwind,high_vol,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,081defa4,1,,mid|far_271_540|pos,0.05133853608247423,,-0.010219,0,1,0.273535,1.219228,5,8,selling,0.6262,,6.2613,5.4213,2.59,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,1340,,specific_days,0.261055,price_history,,5,1.7705,price_history,,-0.228982,,43.4189,-0.203834,-0.025148,mid,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.675,,,,,,,,
VNDA,Vanda Pharmaceuticals Inc.,4,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.604816,,,0.443798,1,0.443798,1,1,specific_days,,neutral,,M,sponsor_confirmed|runway_short,,,v1.3.0,081defa4,1,,late|near_0_30|pos,0.09254273684210526,,0.635941,0,1,0.725875,0.994433,2,6,buying,-0.4132,,4.6064,3.1143,1.91,46,fresh,0,0,0,0,True,False,True,near,1.0,short,,,1.0,0,0,1.0,0,1.0,0,1,,specific_days,0.028288,price_history,,2,0.6275,price_history,,-0.255521,,59.648,-0.203834,-0.051687,late,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
PBYI,Puma Biotechnology Inc,5,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.593484,,,0.331395,1,0.331395,1,1,specific_days,,tailwind,,L,momentum_tailwind,,,v1.3.0,081defa4,1,,late|near_0_30|pos,0.09254273684210526,,0.635941,0,1,0.725875,0.994433,,0,neutral,-1.1061,,0.0,0.0,0.0,,,0,0,0,0,False,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,1,,specific_days,0.117553,price_history,,,0.7548,price_history,,-0.148883,,53.1359,-0.203834,0.054951,late,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,sponsor,1,0.5,,,,,0.7905,,,,,,,,
REPL,"Replimune Group, Inc.",6,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.392351,,,0.366279,1,0.366279,63,1,specific_days,,neutral,deep_drawdown,M,sponsor_confirmed|runway_short,,,v1.3.0,081defa4,1,,late|near_31_90|pos,0.1,,0.635941,0,1,0.725875,0.994433,7,11,selling,1.3191,,8.558,7.2526,4.51,46,fresh,0,0,0,0,True,False,True,near,1.0,short,,,1.0,0,0,1.0,0,1.0,0,63,,specific_days,0.027637,price_history,,7,1.7199,price_history,,-0.377763,,48.9391,-0.203834,-0.173929,late,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
ZLAB,Zai Lab Limited,7,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.454674,,,0.463178,1,0.463178,153,1,specific_days,,headwind,,M,sponsor_confirmed|momentum_headwind,,,v1.3.0,081defa4,1,,late|near_91_180|pos,0.1,,0.635941,0,1,0.725875,0.994433,4,8,buying,0.2797,,7.8525,6.2671,1.87,46,fresh,0,0,0,0,True,False,True,mid,0.7,adequate,,,1.0,0,0,1.0,0,1.0,0,153,,specific_days,-0.081342,price_history,,4,1.4169,price_history,,-0.187311,,47.8686,-0.203834,0.016523,late,mid,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,,0,0.5,,,,,0.7905,,,,,,,,
TVTX,"Travere Therapeutics, Inc.",8,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.437677,,,0.424419,1,0.424419,154,1,specific_days,,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,,,v1.3.0,081defa4,1,,late|near_91_180|pos,0.1,,0.635941,0,1,0.725875,0.994433,3,8,selling,-0.0667,,4.9748,3.1102,3.0,46,fresh,0,0,0,0,True,False,True,mid,0.7,adequate,,,1.0,0,0,1.0,0,1.0,0,154,,specific_days,-0.209094,price_history,,3,1.1697,price_history,,-0.376842,,44.0585,-0.203834,-0.173008,late,mid,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
PHVS,Pharvaris N.V.,9,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.364023,,,0.339147,1,0.339147,216,1,specific_days,,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,,,v1.3.0,081defa4,1,,late|near_181_270|pos,0.1,,0.635941,0,1,0.725875,0.994433,6,7,selling,0.9726,,7.4059,7.1259,54.5,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,216,,specific_days,0.147706,price_history,,6,1.0147,price_history,,-0.296281,,54.1997,-0.203834,-0.092447,late,small,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
OCUL,"Ocular Therapeutix, Inc.",10,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.51983,,,0.319767,1,0.319767,303,1,specific_days,,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,,,v1.3.0,081defa4,1,,late|far_271_540|pos,0.0961064745762712,,0.635941,0,1,0.725875,0.994433,5,8,selling,0.6262,,9.5806,8.3694,10.37,46,fresh,0,0,0,0,True,False,True,far,0.3,adequate,,,1.0,0,0,1.0,0,1.0,0,303,,specific_days,0.218293,price_history,,5,1.5799,price_history,,-0.190933,,62.6552,-0.203834,0.012901,late,mid,NONE,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.7905,,,,,,,,
