ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
JANX,"Janux Therapeutics, Inc.",53,0.24,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.7625,,0,0.51,1,0.49,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,S,sponsor_confirmed|momentum_headwind|high_risk,financial_score:+22.4;catalyst_score:-13.3;momentum_score:-10.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 53693000.0, ""cash_total"": 988993000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 221.0328348201814, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 7}",early|none|nonpos,0.0033383283582089558,,-1.3695,1728,1,0.1575,-1.4358,7,7,selling,1.5632,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,600.15,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.192705,price_history,,7,1.2214,price_history,,-0.547584,,44.4966,1.2694,-0.410362,-0.137222,early,small,none,drug_developer,morningstar,,,,0,0.7309516412964688826757792275,44.10,41.25000000000000000000000000,62.0,50,48.61066041704224505738837810,77.000,47.4875,0.1552,1.0,1728,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,214,0.0033383283582089558,0.2375,-0.7144,35.44,0.723214,0.5924
ELVN,"Enliven Therapeutics, Inc.",54,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.744643,,0,0.483333,1,0.516667,,0,no_upcoming,9,tailwind,high_vol|deep_drawdown,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+32.7;catalyst_score:-22.6;clinical_score:-13.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 54463000.0, ""cash_total"": 477565000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 105.22336264987239, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",early|none|nonpos,0.0033383283582089558,,-1.3619,1516,1,0.2483,-1.2377,6,6,selling,1.1731,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,575.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,1.021947,price_history,,6,1.117,price_history,,-0.424691,,64.2961,1.2673,-0.410362,-0.014329,early,small,none,drug_developer,morningstar,,,,0,0.7705896626655629139072847682,96.55,41.25000000000000000000000000,62.0,50,50.69767441860465116279069767,68.83720930232558139534883721,49.5745,0.2432,1.0,1516,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,209,0.0033383283582089558,0.255357,-0.6577,40.02,0.791071,0.8101
XENE,Xenon Pharmaceuticals Inc.,55,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.391071,,0,0.503333,1,0.496667,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+22.3;catalyst_score:-13.4;financial_score:-10.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 197637000.0, ""cash_total"": 462268000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.067699874011446, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",late|none|nonpos,0.09811690510948905,,0.8738,0,1,0.1813,-1.384,8,8,buying,1.9533,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,519.29,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.169624,price_history,,8,0.8185,price_history,,-0.078604,,48.284,0.341,-0.410362,0.331758,late,mid,none,drug_developer,morningstar,,,,0,0.8874528564627469650083313497,61.46,41.25000000000000000000000000,77.0,37.20,49.15713372567171416606052591,44.38649533887629125724363820,47.9939,0.1765,3.0,221,10,1.0,0.3447,0,0,0.0,0.4,0.6,cns,0.7047,highly_crowded,1.0,110,0.09811690510948905,0.608929,0.2765,33.58,0.676786,0.4587
NUVL,"Nuvalent, Inc.",56,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.798214,,0,0.49,1,0.51,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-18.7;smart_money_score:+14.1;momentum_score:+11.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 275209000.0, ""cash_total"": 1371952000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 59.82153199931688, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",early|none|nonpos,0.0033383283582089558,,-1.3677,1881,1,0.218,-1.304,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,435.14,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.075723,price_history,,5,1.3397,price_history,,-0.382724,,53.975,0.5143,-0.410362,0.027638,early,mid,none,drug_developer,morningstar,,,,0,0.8090419593538301198540906722,71.07,41.25000000000000000000000000,74.0,50,50,63.25581395348837209302325581,48.8769,0.2138,1.0,1881,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,224,0.0033383283582089558,0.201786,-0.8353,43.69,0.851786,1.0441
ZBIO,"Zenas BioPharma, Inc.",57,0.49,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.194643,,0,0.15,1,0.85,,0,no_upcoming,9,neutral,high_vol|drawdown_data_missing,M,sponsor_confirmed|high_risk,clinical_score:+18.7;financial_score:-17.6;smart_money_score:+13.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 119919000.0, ""cash_total"": 290884000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 29.10804793235434, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-1.1325,179,1,1.1591,0.7489,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,681.58,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,1.5048,-0.410362,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7218145161290322580645161290,50,41.25000000000000000000000000,66.5,50,71.62790697674418604651162791,35.37828255513490775794723875,69.8048,1.0965,1.0,179,1,0.0,0.0562,0,0,0.0,0.3,0.5,other,0.7047,highly_crowded,1.0,55,0.1,0.805357,0.8609,35.01,0.7125,0.5607
ARTV,"Artiva Biotherapeutics, Inc.",58,0.4,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.701786,,0,0.55,1,0.45,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+13.1;financial_score:-8.9;catalyst_score:-5.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 62025000.0, ""cash_total"": 122968000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.790665054413545, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",early|none|nonpos,0.0033383283582089558,,-1.3759,694,1,0.0087,-1.7605,2,2,neutral,-0.3873,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1301.68,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,,no_price_series,,,-0.410362,,early,micro,sev1,drug_developer,morningstar,,,drawdown,1,0.7385926609266092660926609266,50,41.25000000000000000000000000,60.0,50,45.18989243434889730184484106,37.92861005949161709031909140,44.0667,0.0109,1.0,694,1,0.0,0.0008,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,197,0.0033383283582089558,0.298214,-0.5295,23.64,0.483929,-0.0403
CHRS,"Coherus Oncology, Inc.",59,0.2,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.255357,,0,0.456667,1,0.543333,,0,no_upcoming,9,neutral,deep_drawdown,S,cost_haircut_<=2000bps,financial_score:+13.9;catalyst_score:-11.8;momentum_score:-3.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|none|nonpos,0.09811690510948905,,0.8769,0,1,0.2915,-1.1435,1,1,buying,-0.7774,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.095613,price_history,,1,1.332,price_history,,-0.538705,,38.2042,0.9928,-0.410362,-0.128343,late,micro,none,drug_developer,morningstar,,,,0,0.7863141857578151450174923823,49.77,41.25000000000000000000000000,55.5,90.00,51.69014084507042253521126761,66.90140845070422535211267606,51.4317,0.3215,3.0,,11,1.0,0.2405,0,1,0.0,0.4,0.95,oncology,-0.4698,uncrowded,1.0,72,0.09811690510948905,0.744643,0.6577,29.42,0.605357,0.2672
OABI,"OmniAb, Inc.",60,0.16,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.801786,,0,0.496667,1,0.503333,,0,no_upcoming,9,tailwind,overbought_rsi,S,momentum_tailwind|runway_short|cost_haircut_>2000bps,financial_score:-33.1;momentum_score:+18.4;clinical_score:+11.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 30781000.0, ""cash_total"": 28537000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.125174620707579, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.0033383283582089558,,-1.464,,0,0.2028,-1.337,0,0,neutral,-1.1675,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2036.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.016917,price_history,,0,0.0025,price_history,,0.0,,82.9195,0.5798,-0.410362,0.410362,early,micro,sev2,drug_developer,morningstar,,,,0,0.7807792808572017308881104471,56.52,41.25000000000000000000000000,,50,49.65153836908839613004026200,5,48.1784,0.1843,0.0,,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.584,uncrowded,1.0,225,0.0033383283582089558,0.198214,-0.848,11.05,0.094643,-1.3127
NAMS,NewAmsterdam Pharma Company N.V,61,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.326786,,0,0.463333,1,0.536667,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+19.7;catalyst_score:-16.5;clinical_score:-6.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 147783000.0, ""cash_total"": 636241000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.66285702685695, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|nonpos,0.09811690510948905,,-0.1237,168,1,0.2731,-1.1836,5,5,buying,0.783,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,596.34,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.010222,price_history,,5,0.0033,price_history,,0.0,,59.3568,0.4954,-0.410362,0.410362,late,mid,none,drug_developer,morningstar,,,,0,0.8821962108534544585225914415,56.04,41.25000000000000000000000000,77.5,19.60,51.26760563380281690140845071,62.85714285714285714285714286,50.4941,0.282,3.0,168,4,1.0,0.4286,0,1,0.0,0.6,0.55,metabolic,0.7047,highly_crowded,1.0,92,0.09811690510948905,0.673214,0.4488,38.62,0.769643,0.7377
MLTX,MoonLake Immunotherapeutics,62,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.116071,,0,0.516667,1,0.483333,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,momentum_score:+28.8;catalyst_score:-18.2;clinical_score:-11.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 196007000.0, ""cash_total"": 334517000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 20.47990122801737, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 4}",mid|none|nonpos,0.1,,-0.6931,214,1,0.1122,-1.5347,4,4,selling,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,513.23,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.53451,price_history,,4,0.0431,price_history,,-0.357736,,61.5429,,-0.410362,0.052626,mid,small,none,drug_developer,morningstar,,,,0,0.7538429142977468940829648347,88.19,41.25000000000000000000000000,56.0,50,47.56953121384608265074737378,64.08163265306122448979591837,46.1735,0.0998,2.0,214,1,0.0,0.1681,0,0,0.0,0.4,0.5,dermatology,0.7047,crowded,1.0,33,0.1,0.883929,1.1949,28.62,0.583929,0.212
ABOS,"Acumen Pharmaceuticals, Inc.",63,0.08,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.001786,,0,0.136667,1,0.863333,,0,no_upcoming,9,tailwind,high_beta|deep_drawdown,XS,momentum_tailwind|runway_short|high_risk|cost_haircut_>2000bps,momentum_score:+40.0;financial_score:-38.8;catalyst_score:-15.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 96442000.0, ""cash_total"": 126609000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.753592832998072, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|pos,0.1,,-1.2191,248,1,1.1591,0.7489,1,1,buying,-0.7774,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.620807,price_history,,1,1.9091,price_history,,-0.35522,,68.7686,,-0.410362,0.055142,early,micro,sev2,drug_developer,morningstar,,,,0,0.7056526662548898497014618077,96.55,41.25000000000000000000000000,55.5,50,71.62790697674418604651162791,17.78318610660417042245057388,70.2319,1.1145,1.0,248,1,0.0,0.0317,0,0,0.0,0.4,0.6,cns,0.7047,highly_crowded,1.0,1,0.1,0.998214,2.9137,16.04,0.251786,-0.6689
AVBP,"ArriVent BioPharma, Inc.",64,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.705357,,0,0.436667,1,0.563333,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-8.6;smart_money_score:+4.1;clinical_score:+3.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 129930000.0, ""cash_total"": 300266000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.731794042946202, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0033383283582089558,,-1.3533,970,1,0.3698,-0.9729,4,4,selling,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,986.33,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6474,-0.410362,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.8043198492202829701538779304,50,41.25000000000000000000000000,54.0,50,53.48837209302325581395348837,50.69767441860465116279069767,52.3652,0.3609,1.0,970,1,0.0,0.0001,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,198,0.0033383283582089558,0.294643,-0.5399,45.52,0.880357,1.1768
GOSS,"Gossamer Bio, Inc.",65,0.67,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.073214,,0,0.323333,1,0.676667,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,smart_money_score:+23.6;financial_score:-20.0;catalyst_score:-18.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 122952000.0, ""cash_total"": 180224000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.589693538942026, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|nonpos,0.1,,0.3873,0,1,0.6709,-0.3161,6,6,buying,1.1731,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1384.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.124714,price_history,,6,0.8224,price_history,,-0.181452,,43.8351,0.8648,-0.410362,0.22891,mid,micro,sev1,drug_developer,morningstar,,,,0,0.7866597600872410032715376227,72.89,41.25000000000000000000000000,83.0,90.00,60.40816326530612244897959184,39.35443565181174510620574760,61.2736,0.7366,2.0,10,7,1.0,0.9614,1,1,0.0,0.4,0.95,oncology,0.7047,highly_crowded,1.0,21,0.1,0.926786,1.4523,28.67,0.5875,0.2211
MAZE,"Maze Therapeutics, Inc.",66,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.108929,,0,0.19,1,0.81,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-16.2;clinical_score:+11.0;smart_money_score:+9.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 84210000.0, ""cash_total"": 383935000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.71107944424653, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,0.1,,-0.7833,75,1,1.0225,0.4509,3,3,buying,0.0028,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,700.63,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5761,-0.410362,,early,mid,none,drug_developer,morningstar,,,drawdown,1,0.7230626691651051426191963356,50,41.25000000000000000000000000,66.5,50,68.48837209302325581395348837,61.16279069767441860465116279,68.2267,1.0299,1.0,75,1,0.0,0.1338,1,0,0.0,0.6,0.5,other,-0.4698,uncrowded,1.0,31,0.1,0.891071,1.2322,46.09,0.894643,1.2516
UPB,"Upstream Bio, Inc.",67,0.4,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.1875,,0,0.203333,1,0.796667,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-19.6;financial_score:+12.2;momentum_score:-10.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 102644000.0, ""cash_total"": 372427000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.540041307821205, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|pos,0.1,,-1.2603,312,1,1.0225,0.4509,4,4,buying,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1072.05,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6702,-0.410362,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7738801197357555739058629232,50,41.25000000000000000000000000,71.5,50,68.48837209302325581395348837,73.02325581395348837209302325,67.1499,0.9845,1.0,312,1,0.0,0.0186,0,0,0.0,0.4,0.5,respiratory,0.2349,moderate,1.0,53,0.1,0.8125,0.8871,53.56,0.991071,2.3686
NMRA,"Neumora Therapeutics, Inc.",68,0.1,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.126786,,0,0.443333,1,0.556667,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_<=2000bps,financial_score:-25.2;smart_money_score:+11.5;clinical_score:+9.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 158485000.0, ""cash_total"": 171525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.473010064043915, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|nonpos,0.1,,-0.8005,,0,0.3512,-1.0134,1,1,neutral,-0.7774,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1324.22,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.9459,-0.410362,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7153062296459712154638092237,50,41.25000000000000000000000000,55.0,50,53.06122448979591836734693878,18.38169281317969364616594938,51.6652,0.3314,2.0,,1,0.0,0.0,0,0,0.0,0.4,0.5,other,0.7047,highly_crowded,1.0,36,0.1,0.873214,1.1417,13.68,0.158929,-0.9989
CGEM,"Cullinan Therapeutics, Inc.",69,0.81,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.726786,,0,0.45,1,0.55,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-8.6;momentum_score:+4.9;financial_score:+3.7,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 137641000.0, ""cash_total"": 332596000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.996825073924192, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0033383283582089558,,-1.3554,1212,1,0.3091,-1.1053,4,4,selling,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,848.87,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.074788,price_history,,4,0.66,price_history,,-0.4956,,48.1739,1.1117,-0.410362,-0.085238,early,small,none,drug_developer,morningstar,,,,0,0.8225459353999566442662042055,54.69,41.25000000000000000000000000,47.5,40.48,52.09302325581395348837209302,53.48837209302325581395348837,50.9699,0.3021,1.0,1212,4,1.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,204,0.0033383283582089558,0.273214,-0.6031,38.01,0.758929,0.7029
BCAX,Bicara Therapeutics Inc.,70,0.4,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.7125,,0,0.416667,1,0.583333,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,catalyst_score:-15.1;smart_money_score:+15.1;financial_score:+8.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0033383283582089558,,-1.3525,1546,1,0.4153,-0.8735,4,4,buying,0.3929,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.410362,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7275480669836675625387636965,50,41.25000000000000000000000000,71.5,50,54.53488372093023255813953488,64.65116279069767441860465116,53.4117,0.405,1.0,1546,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7047,highly_crowded,1.0,200,0.0033383283582089558,0.2875,-0.5607,38.40,0.766071,0.726
