ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
ERAS,"Erasca, Inc.",1,,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.984419,,,0.660853,1,0.660853,852,1,specific_days,,neutral,deep_drawdown,L,tier_a_dev|catalyst_far_lift|sponsor_confirmed|runway_short,,,v1.3.0,e094cbec,1,,early|far_271_540|nonpos,0.0,,-1.225194,178,1,-0.784364,,4,6,selling,0.6123,,4.0071,3.2667,4.42,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,852,,specific_days,0.031409,price_history,,4,1.0874,price_history,,-0.597339,,56.8293,-0.387626,-0.209713,early,mid,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.257932,,348,0.0,0.984419,,,,
IOVA,"Iovance Biotherapeutics, Inc.",2,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.990085,,,0.346899,1,0.346899,182,1,specific_days,,headwind,deep_drawdown,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|runway_short,,,v1.3.0,e094cbec,1,,mid|near_181_270|pos,-0.0007759772727272727,,0.458272,0,1,0.71426,3.858131,5,8,selling,0.9818,,6.1411,5.1145,4.09,46,fresh,0,0,0,0,True,False,True,far,0.3,short,,,1.0,0,0,1.0,0,1.0,0,182,,specific_days,-0.092554,price_history,,5,1.2787,price_history,,-0.626699,,46.0634,-0.387626,-0.239073,mid,small,SEV2,drug_developer,pit_bundle,CTGOV,CLINICAL_CD,,0,0.5,,,,,0.675,,350,-0.0007759772727272727,0.990085,,,,
ANAB,"AnaptysBio, Inc.",3,,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.049575,,,0.521318,1,0.521318,80,1,specific_days,,tailwind,,L,sponsor_confirmed|momentum_tailwind,,,v1.3.0,e094cbec,1,,mid|near_31_90|pos,0.1,,-0.373681,80,1,-0.026346,2.237389,10,13,selling,2.8293,,11.6878,10.6649,8.1,46,fresh,0,0,0,0,True,False,True,near,1.0,adequate,,,1.0,0,0,1.0,0,1.0,0,80,,specific_days,0.274256,price_history,,10,0.9618,price_history,,-0.229845,,61.9416,-0.387626,0.157781,mid,small,SEV1,drug_developer,pit_bundle,CTGOV,CLINICAL_PCD,,0,0.5,,,,,0.468889,,18,0.1,0.049575,,,,
AKRO,"Akero Therapeutics, Inc.",4,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.536827,,,0.606589,1,0.606589,,0,no_upcoming,,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.90295,298,1,-0.497501,1.206311,6,9,selling,1.3513,,6.0599,4.6661,5.84,46,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,1.951484,price_history,,6,-1.0483,price_history,,-0.039764,,67.6434,-0.387626,0.347862,mid,mid,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.337766,,190,0.08701244092219021,0.536827,,,,
STOK,"Stoke Therapeutics, Inc.",5,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.596317,,,0.614341,1,0.614341,,0,no_upcoming,,neutral,deep_drawdown,L,sponsor_confirmed,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.93353,379,1,-0.524724,1.146738,4,6,selling,0.6123,,5.2326,4.3055,2.11,46,fresh,0,0,0,0,True,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,0.011325,price_history,,4,1.1537,price_history,,-0.516602,,56.458,-0.387626,-0.128976,mid,small,NONE,drug_developer,pit_bundle,,,,0,0.5,,,,,0.33019,,211,0.08701244092219021,0.596317,,,,
REPL,"Replimune Group, Inc.",6,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.584986,,,0.633721,1,0.633721,,0,no_upcoming,,neutral,deep_drawdown,M,sponsor_confirmed|runway_short,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.954463,1036,1,-0.543358,1.105958,2,4,buying,-0.1267,,3.6123,2.8694,2.43,46,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.020254,price_history,,2,0.7651,price_history,,-0.463942,,53.9664,-0.387626,-0.076316,mid,small,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.325004,,207,0.08701244092219021,0.584986,,,,
NMRA,"Neumora Therapeutics, Inc.",7,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.573654,,,0.653101,1,0.653101,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.954479,,1,-0.543373,1.105927,,0,neutral,-0.8657,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,mid,small,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.325,,203,0.08701244092219021,0.573654,,,,
MLYS,"Mineralys Therapeutics, Inc.",8,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.570822,,,0.645349,1,0.645349,,0,no_upcoming,,neutral,drawdown_data_missing,M,,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.954479,,1,-0.543373,1.105927,,0,neutral,-0.8657,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,adequate,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,mid,mid,NONE,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.325,,202,0.08701244092219021,0.570822,,,,
AURA,"Aura Biosciences, Inc.",9,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.548159,,,0.622093,1,0.622093,,0,no_upcoming,,headwind,deep_drawdown,XS,momentum_headwind|runway_short,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.950939,539,1,-0.540221,1.112823,1,2,neutral,-0.4962,,1.0687,0.602,0.42,46,fresh,0,0,0,0,True,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,-0.113567,price_history,,1,0.7494,price_history,,-0.50221,,40.8103,-0.387626,-0.114584,mid,small,SEV2,drug_developer,pit_bundle,,,,0,0.5,,,,,0.325877,,194,0.08701244092219021,0.548159,,,,
ACRV,Healthcare,10,,B,high_opt+no_catalyst_data,B,high_opt+no_catalyst_data,,0.533994,,,0.641473,1,0.641473,,0,no_upcoming,,neutral,drawdown_data_missing,S,runway_short,,,v1.3.0,e094cbec,1,,mid|none|pos,0.08701244092219021,,-0.954479,1461,1,-0.543373,1.105927,,0,neutral,-0.8657,,0.0,0.0,0.0,,,0,0,0,0,False,False,False,missing,0.0,short,,,1.0,0,0,1.0,0,1.0,0,,,missing,,,series_too_short,,,,series_too_short,,series_too_short,,,,mid,micro,SEV2,drug_developer,pit_bundle,,,sponsor|drawdown,2,0.5,,,,,0.325,,189,0.08701244092219021,0.533994,,,,
