ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,clinical_optionality_pct_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
IRON,"Disc Medicine, Inc.",1,0.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.187107,,0.629121,0.370879,93,0,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,smart_money_score:+33.2;clinical_score:-21.4;momentum_score:-10.9,tier=A;reason=high_opt+catalyst_near;cat_days=93;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5369,0,1,-0.4656,1.8397,8,8,buying,1.8249,elite_8,11.5913,11.5913,2.74,75,0.0,0,0,0,near,1.0,adequate,<=1000bps,494.97,0.85,1,0,1.0,0,1.0,0,93,False,specific_days,-0.139005,price_history,,8,0.6287,price_history,,-0.141539,,52.5989,-0.042791,-0.098748,late,mid,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,,0,0.8899869957230377990983701306,40.83,40.88778844444444444444444444,85,44.30,30.34785745574480146357803603,61.72727272727272727272727273,60,0.1,0.812893,0.8886,34.76,0.643082,0.3667
PVLA,"Palvella Therapeutics, Inc.",2,0.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.278302,,0.634615,0.365385,32,1,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,smart_money_score:+38.7;financial_score:-27.0;clinical_score:-15.6,tier=A;reason=high_opt+catalyst_near;cat_days=32;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_31_90|pos,0.1,,0.5365,0,1,-0.5114,1.7127,4,4,buying,0.3263,elite_4,6.3414,6.3414,1.9,75,0.0,0,0,0,near,1.0,adequate,<=1000bps,672.96,0.85,1,0,1.0,0,1.0,0,32,True,specific_days,-0.164121,price_history,,4,1.3,price_history,,-0.278353,,35.7525,-0.042791,-0.235562,late,small,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_STUDY_COMPLETION,,0,0.8432369934344577767715644102,51.04,42.61640000000000000000000000,83.60625871019924612437825107,33.20,29.29220312584996034711306942,17.90075951913887631406870882,89,0.1,0.721698,0.5879,23.42,0.413522,-0.2185
PRAX,"Praxis Precision Medicines, Inc",3,0.68,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.272013,,0.656593,0.343407,124,0,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-46.7;momentum_score:+44.8;smart_money_score:+30.9,tier=A;reason=high_opt+catalyst_mid;cat_days=124;strength=mid;decay_w=0.7,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5331,0,1,-0.5792,1.5244,8,8,buying,1.8249,elite_8,10.8205,10.8205,3.66,75,0.0,0,0,0,mid,0.7,short,<=400bps,206.98,1.0,0,0,1.0,0,1.0,0,124,False,specific_days,0.398765,price_history,,8,1.2752,price_history,,-0.030363,,60.0223,-0.042791,0.012428,late,mid,sev2,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8085736016849988298619237070,96.55,46.71010177777777777777777778,82.57754539450517597677507174,39.31,27.72589977697040491753058426,5,87,0.1,0.727987,0.6067,6.81,0.014151,-2.1931
PHVS,Pharvaris N.V.,4,0.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.602201,,0.700549,0.299451,4,1,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+42.3;financial_score:-37.7;clinical_score:-18.3,tier=A;reason=high_opt+catalyst_near;cat_days=4;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_0_30|pos,0.09254273684210526,,0.5267,0,1,-0.7232,1.1249,9,9,buying,2.1995,elite_9,14.6208,14.6208,65.62,75,0.0,0,0,0,near,1.0,adequate,<=2000bps,1098.28,0.7,1,0,1.0,0,1.0,0,4,True,specific_days,0.055414,price_history,,9,1.4969,price_history,,-0.054316,,59.0734,-0.042791,-0.011525,late,small,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8105630817894261183913239946,50.42,48.55450711111111111111111111,85,38.49,24.40295922194450886249180460,5,192,0.09254273684210526,0.397799,-0.259,20.00,0.34434,-0.4006
RVMD,"Revolution Medicines, Inc.",5,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.29717,,0.684066,0.315934,92,0,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,clinical_score:-32.9;momentum_score:+32.9;smart_money_score:+26.9,tier=A;reason=high_opt+catalyst_near;cat_days=92;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5268,0,1,-0.6904,1.2161,8,8,buying,1.8249,elite_8,14.8999,14.8999,10.31,75,0.0,0,0,0,near,1.0,adequate,<=400bps,178.96,1.0,0,0,1.0,0,1.0,0,92,False,specific_days,0.468439,price_history,,8,1.3702,price_history,,-0.214245,,46.4661,-0.042791,-0.171454,late,large,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8820312386925581956338198046,90.92,39.42566400000000000000000000,85,23.85,25.16120258473836252186634830,49.79323556612498348526885983,95,0.1,0.70283,0.5326,23.88,0.429245,-0.1783
ALMS,Alumis Inc.,6,0.68,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,,0.717033,0.282967,154,0,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,financial_score:-46.5;momentum_score:+45.0;smart_money_score:+33.5,tier=A;reason=high_opt+catalyst_mid;cat_days=154;strength=mid;decay_w=0.7,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5256,0,1,-0.7775,0.9744,7,7,buying,1.4502,elite_7,8.481,8.481,10.45,75,0.0,0,0,0,mid,0.7,short,<=400bps,355.64,1.0,0,0,1.0,0,1.0,0,154,False,specific_days,4.249759,price_history,,7,2.2111,price_history,,-0.033208,,74.247,-0.042791,0.009583,late,mid,sev2,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8266234676007005253940455342,96.55,47.96099600000000000000000000,85,37.96,23.15067238126322359361087491,5,10,0.1,0.970126,1.8826,7.97,0.036164,-1.7971
CRVS,"Corvus Pharmaceuticals, Inc.",7,0.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.11478,,0.739011,0.260989,92,0,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+49.4;financial_score:-31.7;clinical_score:-25.5,tier=A;reason=high_opt+catalyst_near;cat_days=92;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5406,0,1,-0.844,0.7901,3,3,buying,-0.0483,elite_3,2.9349,2.9349,1.24,75,0.0,0,0,0,near,1.0,adequate,<=1000bps,401.7,0.85,1,0,1.0,0,1.0,0,92,False,specific_days,1.35272,price_history,,3,2.2789,price_history,,-0.195141,,70.1054,-0.042791,-0.15235,late,small,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8123299416942951869212301360,96.55,39.42566400000000000000000000,62.57914924848901013513105189,55.39,21.61771753974593522121157463,15.40411699612695538453800111,37,0.1,0.88522,1.2015,10.97,0.070755,-1.4702
OCGN,"Ocugen, Inc.",8,0.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.599057,,0.766484,0.233516,20,1,specific_days,3,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,financial_score:-26.4;catalyst_score:+24.1;momentum_score:+15.4,tier=A;reason=high_opt+catalyst_near;cat_days=20;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_0_30|pos,0.09254273684210526,,0.512,0,1,-0.9884,0.3894,0,0,neutral,-1.1722,,0.0,0.0,0.0,,0.0,0,0,0,near,1.0,short,<=2000bps,1243.29,0.7,1,0,1.0,0,1.0,0,20,True,specific_days,-0.08738,price_history,,0,0.9187,price_history,,-0.200942,,48.8505,-0.042791,-0.158151,late,small,sev2,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8534956651376146788990825688,46.75,55.436,,63.73,18.28467623489396789404519570,5,191,0.09254273684210526,0.400943,-0.2509,7.26,0.02673,-1.9312
CRSP,CRISPR Therapeutics AG,9,0.68,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.111635,,0.755495,0.244505,123,0,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,clinical_score:-25.6;financial_score:+23.2;smart_money_score:+18.8,tier=A;reason=high_opt+catalyst_mid;cat_days=123;strength=mid;decay_w=0.7,v1.3.0,6e0bf8fb,1,,late|near_91_180|pos,0.1,,0.5168,0,1,-0.9366,0.533,3,3,buying,-0.0483,elite_3,4.3376,4.3376,4.32,75,0.0,0,0,0,mid,0.7,adequate,<=400bps,328.15,1.0,0,0,1.0,0,1.0,0,123,False,specific_days,-0.310146,price_history,,3,1.4301,price_history,,-0.304116,,45.6616,-0.042791,-0.261325,late,mid,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8801696204005589194224499301,27.26,46.45173377777777777777777778,63.78998712551193018718885137,63.10,19.47970258903289901254290958,68.21818181818181818181818182,36,0.1,0.888365,1.2179,29.01,0.542453,0.1066
IMVT,"Immunovant, Inc.",10,0.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,,0.760989,0.239011,32,1,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,smart_money_score:+27.0;financial_score:-22.5;clinical_score:-18.9,tier=A;reason=high_opt+catalyst_near;cat_days=32;strength=near;decay_w=1.0,v1.3.0,6e0bf8fb,1,,late|near_31_90|pos,0.1,,0.5135,0,1,-0.9678,0.4466,6,6,selling,1.0756,elite_6,7.2869,7.2869,4.38,75,0.0,0,0,0,near,1.0,adequate,<=1000bps,484.14,0.85,1,0,1.0,0,1.0,0,32,True,specific_days,-0.0613,price_history,,6,0.904,price_history,,-0.048838,,52.2591,-0.042791,-0.006047,late,mid,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.8813569067159865911455323084,52.86,36.90858711111111111111111111,64.68807526550202409689386606,49.16,18.76096896195326971693278477,15.24000000000000000000000000,55,0.1,0.828616,0.9487,24.97,0.454403,-0.1145
ORKA,"Oruka Therapeutics, Inc.",11,0.58,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.800314,,0.898352,0.101648,124,0,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,clinical_score:-45.4;smart_money_score:+31.3;momentum_score:+28.4,tier=A;reason=high_opt+catalyst_mid;cat_days=124;strength=mid;decay_w=0.7,v1.3.0,6e0bf8fb,1,,mid|near_91_180|nonpos,0.0646411489361702,,-1.1883,124,1,-1.4191,-0.8053,7,7,buying,1.4502,elite_7,9.4233,9.4233,2.89,75,0.0,0,0,0,mid,0.7,adequate,<=1000bps,766.32,0.85,1,0,1.0,0,1.0,0,124,False,specific_days,0.030164,price_history,,7,1.5314,price_history,,-0.028567,,61.7386,-0.042791,0.014224,mid,small,none,drug_developer,morningstar,CTGOV_CALENDAR,CT_PRIMARY_COMPLETION,,0,0.7890569069895432030820033021,82.16,41.35203600000000000000000000,85,41.23,8.347107438016528925619834711,51.87500000000000000000000000,255,0.0646411489361702,0.199686,-0.8427,21.94,0.388365,-0.2836
