ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.36,0.998382,2.9444,56.36,0.998382,2.9444,late,small,none,commercial_pharma,33.74,41.25000000000000000000000000,55.5,80.92,76.87861271676300578034682081,71.21951219512195121951219512,0.9
ALKS,2,55.44,0.995146,2.586,55.44,0.995146,2.586,late,mid,none,commercial_pharma,36.75,41.25000000000000000000000000,68.0,78.29,77.000,70.76923076923076923076923077,0.9
TBPH,3,53.40,0.969256,1.87,53.40,0.991909,2.4048,late,small,none,drug_developer,31.61,41.25000000000000000000000000,55.5,90.00,77.000,65.36585365853658536585365854,0.9
ACAD,4,52.68,0.966019,1.8253,52.68,0.988673,2.2792,late,mid,none,commercial_biotech,20.74,45.56250000000000000000000000,71.0,54.61,65.08670520231213872832369942,67.30769230769230769230769231,0.8999531842073096198508739763
AMGN,5,52.03,0.988673,2.2792,52.03,0.985437,2.1818,late,large,none,commercial_pharma,42.84,41.25000000000000000000000000,52.5,42.83,73.06358381502890173410404624,77.000,0.9
INCY,6,51.74,0.930421,1.4789,51.74,0.982201,2.1015,late,large,none,commercial_biotech,36.00,41.25000000000000000000000000,60.5,33.33,62.65895953757225433526011561,72.80000000000000000000000000,0.9
BIIB,7,51.51,0.975728,1.9726,51.51,0.978964,2.0328,late,large,none,commercial_pharma,29.81,41.25000000000000000000000000,68.5,63.81,69.76878612716763005780346821,75.20000000000000000000000000,0.9
SUPN,8,51.18,0.923948,1.4321,51.18,0.975728,1.9726,late,mid,none,commercial_pharma,57.55,41.25000000000000000000000000,55.0,13.82,72.36994219653179190751445087,66.15384615384615384615384615,0.9
BMRN,9,50.74,0.940129,1.5559,50.74,0.972492,1.9187,late,large,none,commercial_biotech,37.26,41.25000000000000000000000000,57.5,79.74,67.16763005780346820809248555,70.40000000000000000000000000,0.9
TARS,10,50.60,0.907767,1.3271,50.60,0.966019,1.8253,late,mid,none,commercial_biotech,88.59,41.25000000000000000000000000,83.0,38.79,70.80924855491329479768786127,57.26923076923076923076923077,0.9
IRON,11,50.38,0.904531,1.3078,50.38,0.962783,1.7839,mid,mid,none,drug_developer,49.97,41.25000000000000000000000000,80.0,16.35,58.70967741935483870967741936,57.01612903225806451612903226,0.8605510645565296595696231356
CAI,12,50.16,0.898058,1.2706,50.16,0.959547,1.7455,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,69.24855491329479768786127168,56.92307692307692307692307692,0.9
XNCR,13,50.01,0.982201,2.1015,50.01,0.956311,1.7094,mid,small,none,drug_developer,43.37,41.25000000000000000000000000,71.5,79.81,67.41935483870967741935483871,67.81250000000000000000000000,0.8304333819078578634682210515
VYGR,14,49.91,0.959547,1.7455,49.91,0.953074,1.6754,early,micro,none,drug_developer,50.37,41.25000000000000000000000000,49.5,78.33,75.77464788732394366197183099,50.52816901408450704225352113,0.8078380536626916524701873935
PCVX,15,49.32,0.985437,2.1818,49.32,0.949838,1.6433,mid,mid,none,drug_developer,52.43,41.25000000000000000000000000,85,10.00,65.48387096774193548387096774,64.41935483870967741935483871,0.7964069313747991737434014230
JAZZ,16,49.01,0.936893,1.5292,49.01,0.946602,1.6128,late,large,none,commercial_biotech,38.17,41.25000000000000000000000000,74.0,70.06,66.47398843930635838150289017,68.00000000000000000000000000,0.9
NVAX,17,48.91,0.991909,2.4048,48.91,0.943366,1.5837,late,small,none,commercial_biotech,30.55,41.25000000000000000000000000,54.5,90.00,77.000,74.14634146341463414634146341,0.9
VRTX,18,48.84,0.839806,0.9937,48.84,0.940129,1.5559,late,large,none,commercial_biotech,45.84,45.56250000000000000000000000,63.0,26.01,77.000,47.61777777777777777777777778,0.9
DSGN,19,48.76,0.978964,2.0328,48.76,0.936893,1.5292,early,small,none,drug_developer,84.27,41.25000000000000000000000000,72.0,50,77.000,54.97142857142857142857142857,0.7264303482587064676616915423
UTHR,20,48.39,0.852751,1.0483,48.39,0.933657,1.5036,late,large,none,commercial_pharma,42.09,41.25000000000000000000000000,77.0,73.03,64.04624277456647398843930636,65.60000000000000000000000000,0.9
HRMY,21,47.90,0.872168,1.1367,47.90,0.930421,1.4789,late,mid,none,commercial_biotech,46.58,41.25000000000000000000000000,54.5,90.00,57.45664739884393063583815029,75.38461538461538461538461539,0.9
INDV,22,47.83,0.868932,1.1214,47.83,0.927184,1.4551,late,mid,none,commercial_pharma,56.16,41.25000000000000000000000000,52.5,58.55,77.000,55.76923076923076923076923077,0.9
AMPH,23,47.74,0.846278,1.0206,47.74,0.923948,1.4321,late,small,none,commercial_pharma,27.76,41.25000000000000000000000000,,76.97,72.71676300578034682080924855,55.85365853658536585365853659,0.9
NBIX,24,47.44,0.817152,0.9046,47.44,0.920712,1.4099,late,large,none,commercial_pharma,48.95,45.56250000000000000000000000,83.0,41.45,71.32947976878612716763005781,42.96000000000000000000000000,0.9
VNDA,25,47.32,0.86246,1.0914,47.32,0.917476,1.3883,late,small,none,commercial_biotech,34.41,41.25000000000000000000000000,52.5,90.00,74.45086705202312138728323699,56.07317073170731707317073171,0.8839761142147734326505276226
