ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
NTRA,"Natera, Inc.",46,1.26,C,low_quality,,,C,0.52226,0.373077,1,,0,,137,0,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:+18.7;catalyst_score:-9.3;financial_score:-8.2,tier=;reason=;cat_days=137;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",late|near_91_180|nonpos,0.027423,48.646427,0.9276,0,1,,0.9276,5,5,selling,0.7384,elite_5,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,mid,0.7,adequate,<=400bps,210.15,1.0,0,0,1.0,0,1.0,0,137,False,specific_days,0.002128,price_history,,5,1.0944,price_history,,-0.201073,,39.1012,0.3255,-0.221469,0.020396,late,large,none,platform_diagnostics,morningstar,,,,0,0.8245760992108229988726042841,55.13,45.56250000000000000000000000,53.5,47.49,73.59550561797752808988764045,46.66428200704175959825499025,75.0861,1.3309,3.0,79,68,1.0,1.0784,1,1,0.0,0.8,0.95,oncology,-0.4963,uncrowded,1.0,153,0.027423,0.47774,-0.0558,34.07,0.690068,0.496
AMGN,Amgen Inc.,47,1.26,C,low_quality,,,C,0.412671,0.565385,1,,0,,15,1,specific_days,9,tailwind,,L,momentum_tailwind,clinical_score:+15.5;catalyst_score:-14.6;momentum_score:+8.9,tier=;reason=;cat_days=15;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 9129000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|near_0_30|pos,0.029253,54.936983,0.9253,0,1,0.8886,0.9253,1,1,neutral,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,1,1,True,True,True,near,1.0,adequate,<=400bps,100.2,1.0,0,0,1.0,0,1.0,0,15,True,specific_days,0.222614,price_history,,1,0.1773,price_history,,-0.061656,,53.5455,0.2777,-0.221469,0.159813,late,large,none,commercial_pharma,morningstar,,,,0,0.9,66.36,42.84537777777777777777777778,52.5,51.29,72.92134831460674157303370787,52.69662921348314606741573034,74.3213,1.2984,3.0,33,633,1.0,5.377,8,12,0.0,0.8,0.95,oncology,0.6994,highly_crowded,1.0,121,0.029253,0.587329,0.2207,45.43,0.875,1.1503
TECH,Bio-Techne Corporation,48,0.38,C,low_quality,,,C,0.433219,0.103846,1,,0,,1,1,specific_days,9,headwind,,S,momentum_headwind,financial_score:-25.5;clinical_score:+21.7;smart_money_score:+7.7,tier=;reason=;cat_days=1;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 172879000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",late|near_0_30|pos,0.029253,35.170398,0.9179,0,1,1.008,0.9179,1,1,buying,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,near,1.0,adequate,<=400bps,284.71,1.0,0,0,1.0,0,1.0,0,1,True,specific_days,-0.127851,price_history,,1,0.5753,price_history,,-0.300951,,36.3193,0.3925,-0.221469,-0.079482,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,46.10,45.56250000000000000000000000,55.5,45.45,69.55056179775280898876404494,22.31755072979708081167675330,70.9506,1.1551,3.0,0,868,1.0,7.9465,11,14,0.0,0.9,0.95,oncology,0.6994,highly_crowded,1.0,127,0.029253,0.566781,0.1682,36.21,0.710616,0.5552
RYTM,"Rhythm Pharmaceuticals, Inc.",49,1.26,C,mod_quality+no_catalyst_data,,,C,0.347603,0.757692,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-19.9;smart_money_score:+15.9;clinical_score:+15.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 90286000.0, ""cash_total"": 416052000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 54.55942228030924, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 9}",late|none|pos,0.0638178034682081,59.16016,0.931,0,1,1.3275,0.931,9,9,buying,2.284,elite_9,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,missing,0.0,adequate,<=400bps,378.27,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.045121,price_history,,9,0.9945,price_history,,-0.213278,,48.2531,0.4754,-0.221469,0.008191,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,57.09,41.25000000000000000000000000,77.0,67.39,76.62921348314606741573033708,53.67924528301886792452830189,75.0514,1.3294,3.0,266,22,1.0,0.2516,0,0,0.0,0.4,0.55,metabolic,0.6994,highly_crowded,1.0,102,0.0638178034682081,0.652397,0.3918,47.71,0.940068,1.5553
GILD,"Gilead Sciences, Inc.",50,1.26,B,mod_quality+catalyst_near,,,B,0.422945,0.619231,1,,0,,1,1,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+15.8;catalyst_score:-13.4;financial_score:-11.6,tier=;reason=;cat_days=1;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 68000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|near_0_30|pos,0.029253,56.316117,0.9172,0,1,0.722,0.9172,2,2,buying,-0.4208,elite_2,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,near,1.0,adequate,<=400bps,101.32,1.0,0,0,1.0,0,1.0,0,1,True,specific_days,0.232747,price_history,,2,0.1124,price_history,,-0.038954,,59.2502,0.2352,-0.221469,0.182515,late,large,none,commercial_pharma,morningstar,,,,0,0.8434170692431561996779388084,74.77,45.56250000000000000000000000,58.0,57.33,69.21348314606741573033707865,47.32581464181009692940004769,70.6135,1.1408,3.0,46,593,1.0,5.4645,9,9,0.0,0.8,0.95,oncology,0.6994,highly_crowded,1.0,124,0.029253,0.577055,0.1944,33.55,0.686644,0.4864
GH,"Guardant Health, Inc.",51,1.26,B,mod_quality+catalyst_near,,,B,0.402397,0.626923,1,,0,,15,1,specific_days,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+24.8;catalyst_score:-19.8;financial_score:-16.4,tier=;reason=;cat_days=15;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 184760000.0, ""cash_total"": 378203000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 24.05654706689919, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_0_30|nonpos,0.05653125619834711,56.600795,0.9184,0,1,,0.9184,3,3,buying,-0.0344,elite_3,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,near,1.0,adequate,<=400bps,236.1,1.0,0,0,1.0,0,1.0,0,15,True,specific_days,0.558795,price_history,,3,1.6529,price_history,,-0.146976,,46.9185,0.6981,-0.221469,0.074493,late,large,none,platform_diagnostics,morningstar,,,,0,0.9,87.47,42.84537777777777777777777778,66.5,52.33,70.22471910112359550561797753,46.20287842444135841434162352,71.9747,1.1987,3.0,24,828,1.0,5.233,2,9,0.0,0.9,0.95,oncology,-0.4963,uncrowded,1.0,118,0.05653125619834711,0.597603,0.2471,40.41,0.775685,0.7577
CAI,"Caris Life Sciences, Inc.",52,1.07,B,mod_quality+catalyst_near,,,B,0.419521,0.634615,1,,0,,1,1,specific_days,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-13.7;momentum_score:-9.3;clinical_score:+9.2,tier=;reason=;cat_days=1;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 755493000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",late|near_0_30|pos,0.029253,56.686792,0.9156,0,1,0.9623,0.9156,3,3,buying,-0.0344,elite_3,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,near,1.0,adequate,<=1000bps,447.67,0.85,1,0,1.0,0,1.0,0,1,True,specific_days,,,beta_missing:series_too_short,3,,,series_too_short,,no_price_series,,0.5606,-0.221469,,late,mid,none,commercial_biotech,morningstar,,,drawdown,1,0.9,50,45.56250000000000000000000000,66.0,48.00,68.53932584269662921348314607,66.41509433962264150943396226,69.9393,1.1122,3.0,1,843,1.0,3.6608,4,6,0.0,0.8,0.95,oncology,0.6994,highly_crowded,1.0,123,0.029253,0.580479,0.2031,51.72,0.984589,2.1594
TARS,"Tarsus Pharmaceuticals, Inc.",53,1.07,C,mod_quality+no_catalyst_data,,,C,0.357877,0.788462,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-24.2;smart_money_score:+17.5;clinical_score:+7.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 12451000.0, ""cash_total"": 417267000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 234.13466753951184, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 8}",late|none|pos,0.0638178034682081,61.113292,0.9243,0,1,1.1449,0.9243,8,8,buying,1.8976,elite_8,0.0,0.0,0.0,,,-0.7314,-1,1,2,True,True,True,missing,0.0,adequate,<=1000bps,462.33,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.030855,price_history,,8,1.0368,price_history,,-0.097822,,57.8973,0.4256,-0.221469,0.123647,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,70.11,41.25000000000000000000000000,83.0,56.87,72.58426966292134831460674158,60.41509433962264150943396226,71.3565,1.1724,3.0,,5,1.0,0.0,0,0,0.0,0.4,0.55,ophthalmology,-0.4963,uncrowded,1.0,105,0.0638178034682081,0.642123,0.3641,51.31,0.981164,2.0784
TEM,"Tempus AI, Inc.",54,1.26,C,low_quality,,,C,0.395548,0.580769,1,,0,,31,1,specific_days,9,tailwind,high_beta|deep_drawdown,L,sponsor_confirmed|momentum_tailwind|high_risk,catalyst_score:-24.8;momentum_score:+9.7;clinical_score:+9.4,tier=;reason=;cat_days=31;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|near_31_90|nonpos,0.05744935042735042,55.194717,0.9124,0,1,,0.9124,4,4,buying,0.352,elite_4,0.0,0.0,0.0,,,-0.7314,-1,0,1,True,True,True,near,1.0,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,31,True,specific_days,0.741462,price_history,,4,3.1432,price_history,,-0.460644,,44.2503,0.5816,-0.221469,-0.239175,late,mid,none,platform_services,morningstar,,,,0,0.8459304756926293779404077365,68.13,33.63088044444444444444444444,66.0,46.04,67.86516853932584269662921348,56.56603773584905660377358491,69.6152,1.0984,3.0,154,216,1.0,3.3335,4,5,0.0,0.8,0.95,oncology,-0.4963,uncrowded,1.0,116,0.05744935042735042,0.604452,0.2649,38.19,0.731164,0.6163
ALKS,Alkermes plc,55,1.07,C,low_quality+no_catalyst_data,,,C,0.217466,0.588462,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-21.6;clinical_score:+14.2;momentum_score:+6.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 388570000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 6}",late|none|pos,0.0638178034682081,55.293255,0.931,0,1,1.0718,0.931,6,6,buying,1.1248,elite_6,0.0,0.0,0.0,,,0.9306,1,2,1,True,True,True,missing,0.0,adequate,<=1000bps,422.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.192322,price_history,,6,0.4445,price_history,,-0.082778,,42.122,0.3674,-0.221469,0.138691,late,mid,none,commercial_pharma,morningstar,,,,0,0.9,69.28,41.25000000000000000000000000,68.0,43.19,77.000,58.49056603773584905660377358,77.3419,1.4267,3.0,519,61,1.0,0.7294,1,1,0.0,0.5,0.5,respiratory,-0.4963,uncrowded,1.0,64,0.0638178034682081,0.782534,0.7808,53.08,0.991438,2.384
VRTX,Vertex Pharmaceuticals Incorporated,56,1.26,C,low_quality,,,C,0.200342,0.365385,1,,0,,395,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,catalyst_score:-15.7;clinical_score:+15.7;financial_score:-7.6,tier=;reason=;cat_days=395;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 6608100000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06770064367816092,48.571539,0.931,0,1,1.3442,0.931,3,3,buying,-0.0344,elite_3,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,far,0.3,adequate,<=400bps,123.8,1.0,0,0,1.0,0,1.0,0,395,False,specific_days,0.247199,price_history,,3,0.4352,price_history,,-0.061772,,44.8311,0.2519,-0.221469,0.159697,late,large,none,commercial_biotech,morningstar,,,,0,0.9,67.17,45.56250000000000000000000000,63.0,31.34,77.000,53.70786516853932584269662921,78.4,1.4717,3.0,29,99,1.0,2.1973,7,3,0.0,0.9,0.95,oncology,0.6994,highly_crowded,1.0,59,0.06770064367816092,0.799658,0.8404,49.40,0.950342,1.6482
NVCR,NovoCure Limited,57,1.07,C,low_quality,,,C,0.474315,0.25,1,,0,,335,0,specific_days,9,neutral,deep_drawdown,L,catalyst_far_lift,financial_score:-23.4;clinical_score:+12.8;smart_money_score:+7.0,tier=;reason=;cat_days=335;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 49031000.0, ""cash_total"": 93548000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 15.755894902313047, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|far_271_540|nonpos,0.028703867724867726,43.48038,0.8773,0,1,,0.8773,1,1,selling,-0.8072,elite_1,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,far,0.3,adequate,<=1000bps,603.49,0.85,1,0,1.0,0,1.0,0,335,False,specific_days,-0.295645,price_history,,1,1.0697,price_history,,-0.466627,,33.9566,0.5194,-0.221469,-0.245158,late,small,none,platform_devices,morningstar,,,,0,0.8965931730888365753933837195,48.01,45.56250000000000000000000000,52.0,69.01,57.75280898876404494382022472,21.61084444444444444444444444,58.5502,0.6282,3.0,241,51,1.0,0.8115,1,0,0.0,0.5,0.95,oncology,0.6994,crowded,1.0,139,0.028703867724867726,0.525685,0.0644,29.05,0.604452,0.2649
INCY,Incyte Corporation,58,1.26,A,high_quality+catalyst_near,,,A,0.378425,0.873077,1,,0,,31,1,specific_days,9,neutral,,L,tier_a_commercial|sponsor_confirmed,catalyst_score:-21.1;financial_score:+12.5;clinical_score:+7.4,tier=;reason=;cat_days=31;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 3097817000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",late|near_31_90|nonpos,0.05744935042735042,65.889955,0.8922,0,1,0.6732,0.8922,3,3,buying,-0.0344,elite_3,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,near,1.0,adequate,<=400bps,225.9,1.0,0,0,1.0,0,1.0,0,31,True,specific_days,-0.081778,price_history,,3,0.4181,price_history,,-0.273807,,30.0605,0.3319,-0.221469,-0.052338,late,large,none,commercial_biotech,morningstar,,,,0,0.9,50.17,33.63088044444444444444444444,60.5,73.20,62.13483146067415730337078652,67.19101123595505617977528090,63.8848,0.8549,3.0,1,281,1.0,4.2553,13,12,0.0,0.7,0.95,oncology,-0.4963,uncrowded,1.0,111,0.05744935042735042,0.621575,0.3096,51.18,0.97089,1.894
AXSM,"Axsome Therapeutics, Inc.",59,1.26,C,mod_quality+no_catalyst_data,,,C,0.258562,0.603846,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-20.9;momentum_score:+16.9;financial_score:-12.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 93405000.0, ""cash_total"": 322933000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.761023661657504, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 7}",late|none|pos,0.0638178034682081,55.96533,0.9181,0,1,1.0232,0.9181,7,7,buying,1.5112,elite_7,0.0,0.0,0.0,,,0.0996,0,2,2,True,True,True,missing,0.0,adequate,<=400bps,308.96,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.462765,price_history,,7,0.848,price_history,,-0.153321,,41.8145,0.5091,-0.221469,0.068148,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,79.12,41.25000000000000000000000000,71.0,50.84,69.88764044943820224719101123,49.66073335706657173371306514,69.87,1.1092,3.0,25,18,1.0,1.4374,1,1,0.0,0.4,0.6,cns,0.2211,moderate,1.0,76,0.0638178034682081,0.741438,0.6478,45.77,0.885274,1.2018
RARE,Ultragenyx Pharmaceutical Inc.,60,0.16,C,low_quality+no_catalyst_data,,,C,0.344178,0.026923,1,,0,,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,XS,sponsor_confirmed|momentum_headwind|runway_short|high_risk,financial_score:-34.0;clinical_score:+22.0;smart_money_score:+8.5,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 466000000.0, ""cash_total"": 421000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 10.841201716738198, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 5}",late|none|pos,0.0638178034682081,29.33152,0.9003,0,1,0.7341,0.9003,5,5,selling,0.7384,elite_5,0.0,0.0,0.0,,,1.7617,2,2,0,True,True,True,missing,0.0,short,<=1000bps,402.93,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.032456,price_history,,5,1.0744,price_history,,-0.389993,,33.8373,1.2539,-0.221469,-0.168524,late,mid,sev2,commercial_biotech,morningstar,,,,0,0.8980125498264112125498264112,45.27,41.25000000000000000000000000,50.0,48.35,63.48314606741573033707865169,7.455599066492622918397215301,63.3496,0.8321,3.0,203,58,1.0,0.6138,0,0,0.0,0.8,0.75,rare_disease,0.6994,highly_crowded,1.0,101,0.0638178034682081,0.655822,0.4011,12.99,0.159247,-0.9976
SUPN,"Supernus Pharmaceuticals, Inc.",61,1.07,C,low_quality,,,C,0.190068,0.219231,1,,0,,549,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,financial_score:-23.4;clinical_score:+21.9;catalyst_score:-5.8,tier=;reason=;cat_days=549;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 151371000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 2}",late|far_271_540|pos,0.06770064367816092,41.440364,0.9267,0,1,0.9037,0.9267,2,2,neutral,-0.4208,elite_2,0.0,0.0,0.0,,,0.0996,0,0,0,True,True,True,far,0.3,adequate,<=1000bps,505.15,0.85,1,0,1.0,0,1.0,0,549,False,specific_days,-0.077478,price_history,,2,0.1692,price_history,,-0.18125,,47.8484,0.4534,-0.221469,0.040219,late,mid,none,commercial_pharma,morningstar,,,,0,0.9,55.21,45.56250000000000000000000000,55.0,50.89,73.25842696629213483146067416,27.97080811676753292986828052,72.2084,1.2086,3.0,245,41,1.0,0.2261,0,0,0.0,0.6,0.6,cns,0.6994,highly_crowded,1.0,56,0.06770064367816092,0.809932,0.8776,39.09,0.751712,0.6799
NBIX,"Neurocrine Biosciences, Inc.",62,1.26,C,low_quality,,,C,0.17637,0.303846,1,,0,,335,0,specific_days,9,neutral,,L,catalyst_far_lift|sponsor_confirmed,smart_money_score:+21.9;catalyst_score:-15.6;clinical_score:+11.1,tier=;reason=;cat_days=335;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 713000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 8}",late|far_271_540|pos,0.06770064367816092,46.259225,0.9237,0,1,0.8583,0.9237,8,8,buying,1.8976,elite_8,0.0,0.0,0.0,,,1.7617,2,2,0,True,True,True,far,0.3,adequate,<=400bps,265.05,1.0,0,0,1.0,0,1.0,0,335,False,specific_days,-0.10916,price_history,,8,0.8104,price_history,,-0.278492,,39.2908,0.3467,-0.221469,-0.057023,late,large,none,commercial_pharma,morningstar,,,,0,0.9,50.72,45.56250000000000000000000000,83.0,33.70,72.24719101123595505617977528,54.04494382022471910112359550,72.2999,1.2125,3.0,116,38,1.0,0.8511,0,1,0.0,0.8,0.6,cns,-0.4963,uncrowded,1.0,52,0.06770064367816092,0.82363,0.9293,49.81,0.957192,1.719
BMRN,BioMarin Pharmaceutical Inc.,63,1.26,C,mod_quality+catalyst_far,,,C,0.155822,0.826923,1,,0,,427,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,catalyst_score:-12.9;clinical_score:+9.7;momentum_score:+3.0,tier=;reason=;cat_days=427;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1311679000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.06770064367816092,62.759876,0.9131,0,1,0.9471,0.9131,3,3,neutral,-0.0344,elite_3,0.0,0.0,0.0,,,-2.3935,-3,0,3,True,True,True,far,0.3,adequate,<=400bps,260.52,1.0,0,0,1.0,0,1.0,0,427,False,specific_days,0.111884,price_history,,3,0.3663,price_history,,-0.246696,,51.934,0.4294,-0.221469,-0.025227,late,large,none,commercial_biotech,morningstar,,,,0,0.9,61.46,45.56250000000000000000000000,57.5,67.34,68.20224719101123595505617977,59.77528089887640449438202247,69.4667,1.0921,3.0,38,110,1.0,1.2229,1,1,0.0,0.6,0.75,rare_disease,-0.4963,uncrowded,1.0,46,0.06770064367816092,0.844178,1.0118,49.60,0.953767,1.6825
JAZZ,Jazz Pharmaceuticals plc,64,1.26,B,high_quality+catalyst_far,,,B,0.162671,0.903846,1,,0,,426,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,catalyst_score:-16.3;smart_money_score:+12.1;clinical_score:+5.3,tier=;reason=;cat_days=426;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1391899000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|far_271_540|pos,0.06770064367816092,67.829433,0.91,0,1,0.9014,0.91,6,6,buying,1.1248,elite_6,0.0,0.0,0.0,,,0.9306,1,1,0,True,True,True,far,0.3,adequate,<=400bps,227.35,1.0,0,0,1.0,0,1.0,0,426,False,specific_days,0.029589,price_history,,6,0.2159,price_history,,-0.138864,,35.0149,0.4687,-0.221469,0.082605,late,large,none,commercial_biotech,morningstar,,,,0,0.9,62.01,45.56250000000000000000000000,74.0,80.21,67.19101123595505617977528090,60.78651685393258426966292135,68.591,1.0549,3.0,152,182,1.0,3.0218,2,6,0.0,0.6,0.95,oncology,0.6994,highly_crowded,1.0,48,0.06770064367816092,0.837329,0.9835,45.79,0.888699,1.2196
