ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
NAMS,NewAmsterdam Pharma Company N.V,64,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.236655,,0,0.47351,1,0.52649,,0,no_upcoming,9,neutral,,L,sponsor_confirmed,smart_money_score:+20.5;catalyst_score:-15.8;clinical_score:-6.2,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 147783000.0, ""cash_total"": 636241000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 51.66285702685695, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",late|none|nonpos,0.1,,-0.0612,140,1,0.2608,-1.2028,5,5,buying,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,596.34,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.013617,price_history,,5,0.0043,price_history,,0.0,,69.5843,0.4954,-0.391106,0.391106,late,mid,none,drug_developer,morningstar,,,,0,0.8821962108534544585225914415,52.63,41.25000000000000000000000000,77.5,19.60,50.84507042253521126760563380,62.85714285714285714285714286,50.1914,0.2693,3.0,140,4,1.0,0.5412,0,1,0.0,0.6,0.55,metabolic,0.7029,highly_crowded,1.0,67,0.1,0.763345,0.7171,38.24,0.756228,0.6942
CHRS,"Coherus Oncology, Inc.",65,0.1,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.080071,,0,0.460265,1,0.539735,,0,no_upcoming,9,headwind,deep_drawdown,XS,momentum_headwind|cost_haircut_<=2000bps,financial_score:+17.1;momentum_score:-15.6;catalyst_score:-8.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|none|nonpos,0.1,,0.873,0,1,0.2792,-1.1637,1,1,buying,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.241003,price_history,,1,1.2146,price_history,,-0.590837,,34.0145,0.9928,-0.391106,-0.199731,late,micro,none,drug_developer,morningstar,,,,0,0.7863167400383790495541257478,34.18,41.25000000000000000000000000,55.5,90.00,51.26760563380281690140845071,66.90140845070422535211267606,51.076,0.3066,3.0,,11,1.0,0.3038,0,1,0.0,0.4,0.95,oncology,-0.4728,uncrowded,1.0,23,0.1,0.919929,1.4046,29.23,0.599644,0.2524
ARTV,"Artiva Biotherapeutics, Inc.",66,0.39,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.681495,,0,0.539735,1,0.460265,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+13.4;financial_score:-10.7;catalyst_score:-5.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 62025000.0, ""cash_total"": 122968000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.790665054413545, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",early|none|nonpos,0.0032132440476190477,,-1.3803,666,1,0.0427,-1.6679,2,2,neutral,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1301.68,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,2,,,series_too_short,,no_price_series,,,-0.391106,,early,micro,sev1,drug_developer,morningstar,,,drawdown,1,0.7385926609266092660926609266,50,41.25000000000000000000000000,60.0,50,45.82006920415224913494809689,35.85467128027681660899653979,44.7014,0.0377,1.0,666,1,0.0,0.001,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,192,0.0032132440476190477,0.318505,-0.4719,23.37,0.485765,-0.0357
MLTX,MoonLake Immunotherapeutics,67,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.229537,,0,0.546358,1,0.453642,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind,momentum_score:+26.5;catalyst_score:-17.2;clinical_score:-13.1,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 196007000.0, ""cash_total"": 334517000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 20.47990122801737, ""stage_bucket"": ""mid"", ""surv_score"": ""3.0"", ""tier1_count"": 4}",mid|none|nonpos,0.1,,-0.6574,186,1,0.0228,-1.7102,4,4,selling,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,513.23,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.524247,price_history,,4,0.486,price_history,,-0.359245,,54.4253,,-0.391106,0.031861,mid,small,none,drug_developer,morningstar,,,,0,0.7538429142977468940829648347,84.95,41.25000000000000000000000000,56.0,50,45.36246742705796915716177538,64.70588235294117647058823530,44.0024,0.0083,2.0,186,1,0.0,0.2122,0,0,0.0,0.4,0.5,dermatology,0.7029,crowded,1.0,65,0.1,0.770463,0.7404,28.09,0.574733,0.1884
NUVL,"Nuvalent, Inc.",68,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.784698,,0,0.480132,1,0.519868,,0,no_upcoming,9,tailwind,high_beta,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+31.6;catalyst_score:-23.7;clinical_score:-14.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 275209000.0, ""cash_total"": 1371952000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 59.82153199931688, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",early|none|nonpos,0.0032132440476190477,,-1.3724,1853,1,0.2395,-1.2484,5,5,buying,0.7855,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,435.14,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,1.117988,price_history,,5,1.8883,price_history,,-0.138617,,64.6834,0.5143,-0.391106,0.252489,early,mid,none,drug_developer,morningstar,,,,0,0.8090419593538301198540906722,96.55,41.25000000000000000000000000,74.0,50,50.35294117647058823529411765,62.35294117647058823529411765,49.2343,0.2289,1.0,1853,2,0.3333,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,221,0.0032132440476190477,0.215302,-0.7882,43.77,0.848754,1.0311
CGEM,"Cullinan Therapeutics, Inc.",69,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.709964,,0,0.440397,1,0.559603,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,catalyst_score:-7.8;clinical_score:+4.1;financial_score:+3.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 137641000.0, ""cash_total"": 332596000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 28.996825073924192, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0032132440476190477,,-1.36,1184,1,0.362,-0.9871,4,4,selling,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,848.87,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.034568,price_history,,4,0.8148,price_history,,-0.471762,,46.7824,1.1117,-0.391106,-0.080656,early,small,none,drug_developer,morningstar,,,,0,0.8225459353999566442662042055,51.22,41.25000000000000000000000000,47.5,42.50,53.17647058823529411764705883,52.09302325581395348837209302,52.0578,0.348,1.0,1184,4,1.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,200,0.0032132440476190477,0.290036,-0.5533,38.27,0.759786,0.7056
ELVN,"Enliven Therapeutics, Inc.",70,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.727758,,0,0.466887,1,0.533113,,0,no_upcoming,9,tailwind,high_vol,L,sponsor_confirmed|momentum_tailwind|high_risk,momentum_score:+32.9;catalyst_score:-22.4;clinical_score:-12.6,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 54463000.0, ""cash_total"": 477565000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 105.22336264987239, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 6}",early|none|nonpos,0.0032132440476190477,,-1.3665,1488,1,0.2701,-1.1831,6,6,selling,1.1762,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,575.35,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,2.8869,price_history,,6,0.9646,price_history,,-0.134809,,60.0662,1.2673,-0.391106,0.256297,early,small,none,drug_developer,morningstar,,,,0,0.7705896626655629139072847682,96.55,41.25000000000000000000000000,62.0,50,51.05882352941176470588235294,67.44186046511627906976744186,49.9402,0.2587,1.0,1488,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,205,0.0032132440476190477,0.272242,-0.606,40.01,0.791815,0.8127
IRON,"Disc Medicine, Inc.",71,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.186833,,0,0.427152,1,0.572848,,0,no_upcoming,9,neutral,deep_drawdown,L,sponsor_confirmed,smart_money_score:+19.8;catalyst_score:-19.0;financial_score:+16.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 180393000.0, ""cash_total"": 791152000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.62856097520414, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 8}",mid|none|nonpos,0.1,,0.3799,0,1,0.4029,-0.9,8,8,buying,1.9576,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,463.13,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.113457,price_history,,8,0.2653,price_history,,-0.579082,,44.3576,0.4392,-0.391106,-0.187976,mid,mid,none,drug_developer,morningstar,,,,0,0.8180548258138206739006282125,48.88,41.25000000000000000000000000,80.0,12.16,54.11764705882352941176470588,77.000,53.0681,0.3906,2.0,473,3,0.6667,0.0194,0,0,0.0,0.4,0.5,other,-0.4728,uncrowded,1.0,53,0.1,0.813167,0.8896,48.19,0.937722,1.5359
NMRA,"Neumora Therapeutics, Inc.",72,0.1,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.243772,,0,0.453642,1,0.546358,,0,no_upcoming,9,neutral,drawdown_data_missing,XS,runway_short|cost_haircut_<=2000bps,financial_score:-22.5;smart_money_score:+11.1;clinical_score:+7.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 158485000.0, ""cash_total"": 171525000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.473010064043915, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",mid|none|nonpos,0.1,,-0.8049,,0,0.3007,-1.1177,1,1,neutral,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1324.22,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.9459,-0.391106,,mid,small,sev2,drug_developer,morningstar,,,drawdown,1,0.7153062296459712154638092237,50,41.25000000000000000000000000,55.0,50,51.76470588235294117647058824,21.34948096885813148788927335,50.3651,0.2766,2.0,,1,0.0,0.0,0,0,0.0,0.4,0.5,other,0.7029,highly_crowded,1.0,69,0.1,0.756228,0.6942,13.69,0.154804,-1.016
AVBP,"ArriVent BioPharma, Inc.",73,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.685053,,0,0.407285,1,0.592715,,0,no_upcoming,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-8.4;clinical_score:+4.9;smart_money_score:+4.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 129930000.0, ""cash_total"": 300266000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 27.731794042946202, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0032132440476190477,,-1.3579,942,1,0.4233,-0.8564,4,4,selling,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,986.33,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6474,-0.391106,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.8043198492202829701538779304,50,41.25000000000000000000000000,54.0,50,54.58823529411764705882352941,48.61066041704224505738837810,53.4696,0.4076,1.0,942,1,0.0,0.0001,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,193,0.0032132440476190477,0.314947,-0.4819,45.36,0.877224,1.1612
ALDX,"Aldeyra Therapeutics, Inc.",74,0.65,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.023132,,0,0.301325,1,0.698675,,0,no_upcoming,9,tailwind,deep_drawdown,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,catalyst_score:-15.3;momentum_score:+9.4;clinical_score:+4.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 28046337.0, ""cash_total"": 75297339.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.71376390435585, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|nonpos,0.1,,-0.084,160,1,0.7193,-0.2253,2,2,buying,-0.3865,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1320.43,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.131963,price_history,,2,0.8733,price_history,,-0.422703,,45.8876,,-0.391106,-0.031597,late,small,none,drug_developer,morningstar,,,,0,0.8101043621013133208255159475,65.96,41.25000000000000000000000000,61.0,90.00,61.40845070422535211267605634,53.21428571428571428571428572,61.3985,0.742,3.0,169,18,1.0,1.0032,0,3,0.0,0.8,0.55,ophthalmology,0.2326,moderate,1.0,7,0.1,0.976868,1.993,30.68,0.617438,0.2988
BCAX,Bicara Therapeutics Inc.,75,0.39,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.692171,,0,0.387417,1,0.612583,,0,no_upcoming,9,neutral,drawdown_data_missing,M,sponsor_confirmed|cost_haircut_<=2000bps,smart_money_score:+15.2;catalyst_score:-15.1;financial_score:+6.9,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 82948000.0, ""cash_total"": 290167000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.9781549886676, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 4}",early|none|nonpos,0.0032132440476190477,,-1.3571,1518,1,0.4693,-0.7585,4,4,buying,0.3949,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1066.54,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.6287,-0.391106,,early,small,none,drug_developer,morningstar,,,drawdown,1,0.7275480669836675625387636965,50,41.25000000000000000000000000,71.5,50,55.64705882352941176470588235,63.25581395348837209302325581,54.5284,0.4522,1.0,1518,1,0.0,0.0,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,195,0.0032132440476190477,0.307829,-0.502,40.99,0.820285,0.9165
QURE,uniQure N.V.,76,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.293594,,0,0.374172,1,0.625828,,0,no_upcoming,9,tailwind,high_vol|deep_drawdown,L,sponsor_confirmed|momentum_tailwind|high_risk,catalyst_score:-22.0;smart_money_score:+19.8;financial_score:+13.8,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 100394000.0, ""cash_total"": 597056000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 71.36553977329322, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 9}",mid|none|nonpos,0.1,,0.3811,0,1,0.505,-0.6822,9,9,buying,2.3483,elite_9,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,501.73,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.115095,price_history,,9,1.1574,price_history,,-0.458486,,50.6032,1.3016,-0.391106,-0.06738,mid,small,none,drug_developer,morningstar,,,,0,0.8014128605094826618785770396,58.43,41.25000000000000000000000000,83.0,50.00,56.47058823529411764705882353,77.000,55.5561,0.4956,2.0,,8,1.0,0.0,0,0,0.0,0.3,0.75,rare_disease,-0.4728,uncrowded,1.0,83,0.1,0.706406,0.5429,33.77,0.685053,0.4819
GOSS,"Gossamer Bio, Inc.",77,0.2,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.158363,,0,0.34106,1,0.65894,,0,no_upcoming,9,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,smart_money_score:+28.7;catalyst_score:-13.0;financial_score:-12.3,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 122952000.0, ""cash_total"": 180224000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.589693538942026, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|nonpos,0.1,,0.3832,0,1,0.6071,-0.4645,6,6,buying,1.1762,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1384.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.135013,price_history,,6,0.5959,price_history,,-0.293011,,35.3382,0.8648,-0.391106,0.098095,mid,micro,sev1,drug_developer,morningstar,,,,0,0.7866666666666666666666666667,46.23,41.25000000000000000000000000,83.0,90.00,58.82352941176470588235294117,41.97402708360032466145499595,58.1239,0.6039,2.0,1853,7,1.0,0.0522,0,0,0.0,0.4,0.95,oncology,0.7029,highly_crowded,1.0,45,0.1,0.841637,1.0012,28.74,0.588968,0.2249
NKTX,"Nkarta, Inc.",78,0.15,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.774021,,0,0.334437,1,0.665563,,0,no_upcoming,9,headwind,deep_drawdown,S,sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,momentum_score:-16.6;catalyst_score:-12.9;smart_money_score:+12.4,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 67052000.0, ""cash_total"": 282331000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 50.52753087156237, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|nonpos,0.0032132440476190477,,-1.3465,698,1,0.6378,-0.3992,3,3,buying,0.0042,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.099881,price_history,,3,1.0874,price_history,,-0.384852,,38.5951,,-0.391106,0.006254,early,micro,none,drug_developer,morningstar,,,,0,0.7691021479958890030832476876,37.53,41.25000000000000000000000000,66.5,50,59.52941176470588235294117647,65.88235294117647058823529412,58.4108,0.616,1.0,698,2,0.3333,0.001,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,218,0.0032132440476190477,0.225979,-0.7522,46.55,0.909253,1.3362
DYN,"Dyne Therapeutics, Inc.",79,0.79,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.724199,,0,0.36755,1,0.63245,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,smart_money_score:+25.2;financial_score:-22.7;catalyst_score:-13.5,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 291375000.0, ""cash_total"": 573610000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.382986890781424, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 8}",early|none|nonpos,0.0032132440476190477,,-1.3565,2431,1,0.5152,-0.6605,8,8,buying,1.9576,elite_8,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,520.7,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.024478,price_history,,8,0.7679,price_history,,-0.345865,,39.1553,0.7655,-0.391106,0.045241,early,mid,sev1,drug_developer,morningstar,,,,0,0.7847121111846459298477829252,63.98,41.25000000000000000000000000,80.0,22.50,56.70588235294117647058823529,32.06228373702422145328719723,55.6808,0.5008,1.0,2431,3,0.0,0.0,0,0,0.0,0.4,0.65,rare_disease,-0.4728,uncrowded,1.0,204,0.0032132440476190477,0.275801,-0.5954,33.40,0.674377,0.452
NTLA,"Intellia Therapeutics, Inc.",80,0.12,C,mod_opt+no_catalyst_data,C,mod_opt+no_catalyst_data,,0.781139,,0,0.321192,1,0.678808,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,XS,momentum_headwind|high_risk,financial_score:-19.3;clinical_score:+15.2;smart_money_score:+10.0,tier=C;reason=mod_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 325451000.0, ""cash_total"": 511044000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.843168403231207, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.0032132440476190477,,-1.3424,517,1,0.6684,-0.3338,1,1,neutral,-0.7772,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,404.59,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.051605,price_history,,1,1.442,price_history,,-0.63183,,42.9324,1.2984,-0.391106,-0.240724,early,small,sev1,drug_developer,morningstar,,,,0,0.7256731712634906791671208983,42.86,41.25000000000000000000000000,55.0,65.00,60.23529411764705882352941176,25.65771287783186106604170423,59.1167,0.6458,1.0,517,3,0.6667,0.0034,0,0,0.0,0.3,0.85,oncology,0.7029,highly_crowded,1.0,220,0.0032132440476190477,0.218861,-0.776,28.69,0.585409,0.2158
