ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.278302,0.651099,0.5486,-0.5685,1.7596,,37,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,89,0.1
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.187107,0.667582,0.547,-0.6262,1.5851,,98,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,60,0.1
PRAX,"Praxis Precision Medicines, Inc",3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.272013,0.673077,0.5453,-0.6491,1.5159,,129,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,87,0.1
PHVS,Pharvaris N.V.,4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.592767,0.717033,0.5389,-0.7955,1.0738,,9,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,189,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.29717,0.728022,0.5386,-0.8286,0.9736,,97,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,95,0.1
ALMS,Alumis Inc.,6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.739011,0.5379,-0.8724,0.8412,,159,specific_days,3,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.111635,0.744505,0.5527,-0.892,0.782,,97,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,36,0.1
OCGN,"Ocugen, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.589623,0.788462,0.5238,-1.0644,0.261,,25,specific_days,3,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,188,0.09254273684210526
CRSP,CRISPR Therapeutics AG,9,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.108491,0.771978,0.5291,-0.9801,0.5157,,128,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,35,0.1
ORKA,"Oruka Therapeutics, Inc.",10,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.794025,0.909341,-1.1974,-1.4608,-0.9365,,129,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,253,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.79717,0.92033,-1.1992,-1.5203,-1.1164,,129,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,254,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",12,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.671384,0.942308,0.4757,-1.5787,-1.293,,158,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,214,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.665094,0.936813,0.4701,-1.5787,-1.293,,97,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,212,0.0743638577586207
CGON,"CG Oncology, Inc.",14,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.66195,0.898352,0.504,-1.4419,-0.8796,,129,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,211,0.0743638577586207
IMVT,"Immunovant, Inc.",15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.174528,0.782967,0.525,-1.0435,0.3242,,37,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,56,0.1
ARTV,"Artiva Biotherapeutics, Inc.",16,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.760989,-0.0705,-0.946,0.619,,68,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,21,0.1
FDMT,"4D Molecular Therapeutics, Inc.",17,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.914835,0.5009,-1.4795,-0.9931,,129,specific_days,3,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_91_180|nonpos,0.0743638577586207,,drug_developer,216,0.0743638577586207
KOD,Kodiak Sciences Inc,18,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.441824,0.958791,0.4805,-1.5787,-1.293,,8,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,141,0.09603160592255125
ERAS,"Erasca, Inc.",19,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.43239,0.876374,0.5104,-1.3463,-0.5905,,9,specific_days,3,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_0_30|nonpos,0.09603160592255125,,drug_developer,138,0.09603160592255125
VERA,"Vera Therapeutics, Inc.",20,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.33805,0.925824,0.4982,-1.535,-1.1608,,51,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,108,0.1
VRDN,"Viridian Therapeutics, Inc.",21,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.347484,0.865385,0.5121,-1.3073,-0.4727,,37,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,111,0.1
OLMA,"Olema Pharmaceuticals, Inc.",22,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.253145,0.837912,0.5171,-1.2079,-0.1725,,37,specific_days,3,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,81,0.1
IBRX,"ImmunityBio, Inc.",23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,0.826923,0.5194,-1.1674,-0.0502,,51,specific_days,3,tailwind,high_vol|overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_31_90|nonpos,0.1,,drug_developer,55,0.1
NAMS,NewAmsterdam Pharma Company N.V,24,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.586478,0.321429,0.5968,0.6338,1.7703,,9,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,187,0.09254273684210526
XENE,Xenon Pharmaceuticals Inc.,25,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.611635,0.409341,0.582,0.4302,1.4763,,9,specific_days,3,headwind,,M,sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,195,0.09254273684210526
ABVX,Abivax SA,26,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.007862,0.365385,0.5865,0.5252,1.6135,,37,specific_days,3,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,3,0.1
KYTX,"Kyverna Therapeutics, Inc.",27,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.646226,0.35989,-0.1746,0.5496,1.6488,,9,specific_days,3,tailwind,high_vol|high_beta,M,momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_0_30|pos,0.07679787341772153,,drug_developer,206,0.07679787341772153
PTGX,"Protagonist Therapeutics, Inc.",28,B,mod_opt+catalyst_near,B,mod_opt+catalyst_near,,0.275157,0.480769,0.578,0.2016,1.1463,,68,specific_days,3,neutral,,L,sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,88,0.1
GPCR,Structure Therapeutics Inc.,29,B,mod_opt+catalyst_mid,B,mod_opt+catalyst_mid,,0.152516,0.343407,-0.0344,0.593,1.7115,,159,specific_days,3,tailwind,high_vol|overbought_rsi,L,sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,6e0bf8fb,mid|near_91_180|pos,0.1,,drug_developer,49,0.1
