ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn
LRMR,"Larimar Therapeutics, Inc.",66,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.947876,,0,0.151163,1,0.848837,,0,no_upcoming,9,tailwind,deep_drawdown|overbought_rsi,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-48.7;momentum_score:+27.0;clinical_score:+17.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 45921000.0, ""cash_total"": 90140000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 23.55523616645979, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 5}",early|none|pos,-0.06945394444444444,,-0.0423,0,1,1.1037,-0.8735,5,5,buying,0.8087,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,704.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.765942,price_history,,5,0.2241,price_history,,-0.409816,,71.7316,0.7621,-0.228536,-0.18128,early,small,sev2,drug_developer,morningstar,,,,0,0.7652926672384219554030874786,81.45,41.25000000000000000000000000,71.5,50.00,72.22222222222222222222222222,5.760733706679652625598571549,71.0631,1.1481,1.0,,2,0.0,0.0,0,0,0.0,0.4,0.5,other,0.2472,crowded,1.0,246,-0.06945394444444444,0.052124,-1.6246,16.13,0.249035,-0.6775
BCYC,Bicycle Therapeutics plc,67,0.53,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.893822,,0,0.104651,1,0.895349,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind|cost_haircut_>2000bps,catalyst_score:-20.7;momentum_score:+16.2;clinical_score:+13.6,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 230329000.0, ""cash_total"": 648325000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 33.777335897781, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|pos,-0.06945394444444444,,-1.2049,808,1,1.2436,-1.1888,2,2,neutral,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.363896,price_history,,2,0.6362,price_history,,-0.01744,,75.1158,0.6162,-0.228536,0.211096,early,small,none,drug_developer,morningstar,,,,0,0.7744054143418061582971688365,78.22,41.25000000000000000000000000,57.5,50,75.55555555555555555555555555,57.45945945945945945945945946,74.5894,1.2972,1.0,808,1,0.0,0.0003,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,232,-0.06945394444444444,0.106178,-1.2471,53.28,0.978764,2.0289
KYMR,"Kymera Therapeutics, Inc.",68,0.96,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.936293,,0,0.135659,1,0.864341,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,financial_score:-31.4;clinical_score:+19.7;smart_money_score:+17.4,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 232891000.0, ""cash_total"": 357011000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.39543820929104, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 5}",early|none|pos,-0.06945394444444444,,-1.1964,412,1,1.1503,-0.9786,5,5,buying,0.8087,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,334.94,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.170107,price_history,,5,1.03,price_history,,-0.316407,,57.1206,0.8541,-0.228536,-0.087871,early,mid,none,drug_developer,morningstar,,,,0,0.7549364990107258148495261897,60.21,41.25000000000000000000000000,71.0,50,73.33333333333333333333333333,22.23593964334705075445816186,72.1228,1.1929,1.0,412,2,0.0,0.0081,0,0,0.0,0.4,0.5,dermatology,0.7214,crowded,1.0,243,-0.06945394444444444,0.063707,-1.5244,43.18,0.832046,0.9623
NTLA,"Intellia Therapeutics, Inc.",69,0.49,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.96332,,0,0.096899,1,0.903101,,0,no_upcoming,9,tailwind,high_vol,M,momentum_tailwind|high_risk,momentum_score:+36.0;financial_score:-26.8;catalyst_score:-19.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 325451000.0, ""cash_total"": 511044000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.843168403231207, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|pos,-0.06945394444444444,,-1.2042,1470,1,1.2746,-1.2589,1,1,neutral,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,404.59,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,1.142323,price_history,,1,1.1665,price_history,,0.0,,66.0423,1.2984,-0.228536,0.228536,early,small,sev1,drug_developer,morningstar,,,,0,0.7159817824241796915433184970,96.55,41.25000000000000000000000000,55.0,87.50,76.29629629629629629629629629,33.72274977680383085788491193,74.6301,1.2989,1.0,1470,1,0.0,0.0,0,0,0.0,0.3,0.6,cns,0.7214,highly_crowded,1.0,250,-0.06945394444444444,0.03668,-1.7906,32.26,0.627413,0.325
STRO,"Sutro Biopharma, Inc.",70,0.4,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.990347,,0,0.05814,1,0.94186,,0,no_upcoming,9,tailwind,,M,sponsor_confirmed|momentum_tailwind|runway_short|cost_haircut_<=2000bps,financial_score:-42.1;clinical_score:+26.7;smart_money_score:+16.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 150796000.0, ""cash_total"": 167594000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 13.336746332793973, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",early|none|pos,-0.06945394444444444,,-1.1892,895,1,1.3041,-1.3254,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1967.55,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.17327,price_history,,3,1.2917,price_history,,-0.210966,,67.0284,1.0735,-0.228536,0.01757,early,small,sev2,drug_developer,morningstar,,,,0,0.7111255948686116283881647010,58.55,41.25000000000000000000000000,66.5,50,77.000,8.203392581770960149338527715,76.0338,1.3583,1.0,895,2,0.3333,0.0002,0,0,0.0,0.3,0.85,oncology,0.7214,highly_crowded,1.0,257,-0.06945394444444444,0.009653,-2.3396,16.50,0.264479,-0.6296
LCTX,"Lineage Cell Therapeutics, Inc.",71,0.32,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.944015,,0,0.034884,1,0.965116,,0,no_upcoming,9,tailwind,,M,momentum_tailwind|cost_haircut_>2000bps,clinical_score:+27.6;financial_score:-24.9;catalyst_score:-8.2,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 14041000.0, ""cash_total"": 40486000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.60095434798091, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",early|none|pos,-0.06945394444444444,,-0.0238,0,1,1.3041,-1.3254,0,0,neutral,-1.1342,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.00093,price_history,,0,0.5764,price_history,,-0.1,,64.4959,0.5717,-0.228536,0.128536,early,small,none,drug_developer,morningstar,,,,0,0.7438271453771920722216457404,54.97,41.25000000000000000000000000,,50,77.000,24.50921191461732002272542812,75.6838,1.3435,1.0,,2,0.3333,0.0,0,0,0.0,0.3,0.5,other,-2.3611,uncrowded,1.0,245,-0.06945394444444444,0.055985,-1.5894,42.63,0.824324,0.932
DNLI,Denali Therapeutics Inc.,72,0.49,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.905405,,0,0.01938,1,0.98062,,0,no_upcoming,9,headwind,deep_drawdown,M,sponsor_confirmed|momentum_headwind,momentum_score:-20.0;financial_score:+19.9;catalyst_score:-18.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 314062000.0, ""cash_total"": 848204000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 32.40904025319841, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 3}",early|none|pos,-0.06945394444444444,,-0.0352,0,1,1.3041,-1.3254,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,533.31,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.248295,price_history,,3,1.2104,price_history,,-0.417165,,50.6618,0.5691,-0.228536,-0.188629,early,mid,none,drug_developer,morningstar,,,,0,0.8322260869565217391304347826,39.54,41.25000000000000000000000000,60.5,27.78,77.000,79.48148148148148148148148148,76.7783,1.3898,1.0,20,7,1.0,0.2167,1,0,0.0,0.4,0.6,cns,-0.4642,uncrowded,1.0,235,-0.06945394444444444,0.094595,-1.313,61.21,0.998069,2.8893
ALT,"Altimmune, Inc.",73,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.314672,,0,0.29845,1,0.70155,,0,no_upcoming,9,tailwind,overbought_rsi,L,momentum_tailwind,financial_score:+19.1;catalyst_score:-17.9;smart_money_score:-10.1,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 48087000.0, ""cash_total"": 210776000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.5986649198328, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|none|pos,0.01880787591240876,,1.1598,0,1,0.7509,-0.0779,1,1,selling,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,696.34,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.184687,price_history,,1,1.2738,price_history,,-0.324146,,79.4519,0.8891,-0.228536,-0.09561,late,small,none,drug_developer,morningstar,,,,0,0.8396627032273719970880854162,63.21,41.25000000000000000000000000,49.0,77.73,63.80952380952380952380952381,78.23529411764705882352941176,63.5558,0.8306,2.0,936,11,1.0,0.3201,2,0,0.0,0.4,0.55,infectious_disease,0.7214,highly_crowded,1.0,82,0.01880787591240876,0.685328,0.4827,38.49,0.758687,0.7021
GOSS,"Gossamer Bio, Inc.",74,0.67,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.789575,,0,0.267442,1,0.732558,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,smart_money_score:+23.8;catalyst_score:-18.0;financial_score:-10.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 122952000.0, ""cash_total"": 180224000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 17.589693538942026, ""stage_bucket"": ""mid"", ""surv_score"": ""0.0"", ""tier1_count"": 6}",mid|none|pos,-0.0003159506172839506,,0.4446,0,1,0.8394,-0.2773,6,6,buying,1.1972,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1384.72,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.13207,price_history,,6,1.1982,price_history,,-0.293116,,63.4744,0.8648,-0.228536,-0.06458,mid,micro,sev1,drug_developer,morningstar,,,,0,0.7785167669819432502149613070,56.75,41.25000000000000000000000000,83.0,90.00,65.91836734693877551020408163,49.26697209496043315285297792,64.7658,0.8817,2.0,271,6,1.0,0.1776,0,0,0.0,0.4,0.5,respiratory,0.7214,highly_crowded,1.0,205,-0.0003159506172839506,0.210425,-0.8049,33.11,0.646718,0.3765
SABS,"SAB Biotherapeutics, Inc.",75,0.16,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.835907,,0,0.197674,1,0.802326,,0,no_upcoming,9,neutral,,S,cost_haircut_>2000bps,catalyst_score:-16.0;clinical_score:+12.9;financial_score:+10.5,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 27998784.0, ""cash_total"": 110880633.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 47.52233511283919, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,-0.0003159506172839506,,0.4508,0,1,1.0191,-0.6827,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,0.005903,price_history,,1,-0.01,price_history,,-0.037572,,58.2606,,-0.228536,0.190964,mid,micro,none,drug_developer,morningstar,,,,0,0.7569082489769545552444540168,51.72,41.25000000000000000000000000,55.5,85.94,70.20408163265306122448979592,67.75510204081632653061224490,70.7436,1.1346,2.0,35,4,1.0,1.0652,2,1,0.0,0.4,0.55,infectious_disease,0.7214,highly_crowded,1.0,217,-0.0003159506172839506,0.164093,-0.9778,46.60,0.897683,1.2685
SGMT,Sagimet Biosciences Inc. - Seri,76,0.2,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.839768,,0,0.143411,1,0.856589,,0,no_upcoming,9,neutral,drawdown_data_missing,S,cost_haircut_<=2000bps,catalyst_score:-17.1;financial_score:+16.9;clinical_score:+14.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 33817000.0, ""cash_total"": 116693000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 41.40864062453795, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,-0.0003159506172839506,,0.4531,0,1,1.1218,-0.9143,1,1,neutral,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1650.31,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,,,beta_missing:series_too_short,1,,,series_too_short,,no_price_series,,0.6734,-0.228536,,mid,micro,none,drug_developer,morningstar,,,drawdown,1,0.7519028730703259005145797599,50,41.25000000000000000000000000,52.5,82.81,72.65306122448979591836734694,75.22448979591836734693877551,73.5772,1.2544,2.0,29,4,1.0,0.7871,1,1,0.0,0.4,0.95,oncology,0.7214,highly_crowded,1.0,218,-0.0003159506172839506,0.160232,-0.9935,46.13,0.874517,1.148
EYPT,"EyePoint, Inc.",77,0.81,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.395753,,0,0.189922,1,0.810078,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-42.1;smart_money_score:+21.9;clinical_score:+20.4,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 175063000.0, ""cash_total"": 204022000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 13.985045383661882, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 4}",late|none|pos,0.01880787591240876,,0.0736,250,1,1.0305,-0.7084,4,4,buying,0.4201,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=1000bps,660.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.16847,price_history,,4,0.8682,price_history,,-0.261394,,70.868,0.7147,-0.228536,-0.032858,late,small,sev2,drug_developer,morningstar,,,,0,0.9,58.83,41.25000000000000000000000000,72.0,47.73,70.47619047619047619047619048,7.960442564825494467939681320,69.3171,1.0742,3.0,,7,1.0,0.0311,0,0,0.0,0.4,0.55,ophthalmology,0.2472,moderate,1.0,103,0.01880787591240876,0.604247,0.2644,16.66,0.276062,-0.5946
VKTX,"Viking Therapeutics, Inc.",78,0.96,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.851351,,0,0.112403,1,0.887597,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind|runway_short,financial_score:-31.3;clinical_score:+23.5;catalyst_score:-10.3,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 278685000.0, ""cash_total"": 165810000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 7.139673825286614, ""stage_bucket"": ""mid"", ""surv_score"": ""-2.0"", ""tier1_count"": 3}",mid|none|pos,-0.0003159506172839506,,0.4603,0,1,1.2245,-1.1459,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=400bps,319.17,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.223917,price_history,,3,0.9994,price_history,,-0.296794,,65.3041,,-0.228536,-0.068258,mid,mid,sev2,drug_developer,morningstar,,,,0,0.7744094399277326106594399277,60.72,41.25000000000000000000000000,60.5,10.00,75.10204081632653061224489796,20.31236984589754269054560599,74.2416,1.2825,2.0,619,4,1.0,0.0058,0,0,0.0,0.4,0.55,metabolic,-0.4642,uncrowded,1.0,221,-0.0003159506172839506,0.148649,-1.0422,19.43,0.391892,-0.2744
HRTX,"Heron Therapeutics, Inc.",79,0.32,C,low_opt,C,low_opt,,0.866795,,0,0.166667,1,0.833333,454,0,specific_days,9,headwind,deep_drawdown,M,catalyst_far_lift|sponsor_confirmed|momentum_headwind|cost_haircut_>2000bps,financial_score:-25.8;clinical_score:+25.1;smart_money_score:+11.6,tier=C;reason=low_opt;cat_days=454;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 27591000.0, ""cash_total"": 28647000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.459280200065239, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|far_271_540|pos,-0.003988258064516129,,1.171,0,1,1.0705,-0.7985,2,2,buying,-0.3571,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,454,False,specific_days,-0.217665,price_history,,2,0.8336,price_history,,-0.47019,,49.3285,0.4900,-0.228536,-0.241654,late,micro,sev1,drug_developer,morningstar,,,,0,0.8774101644245142002989536622,36.31,45.56250000000000000000000000,58.0,90.00,71.42857142857142857142857143,20.55088043447831807620167408,72.4944,1.2086,3.0,52,14,1.0,1.5282,1,2,0.0,0.4,0.95,oncology,0.7214,highly_crowded,1.0,225,-0.003988258064516129,0.133205,-1.1114,28.16,0.573359,0.1849
PTGX,"Protagonist Therapeutics, Inc.",80,0.96,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.828185,,0,0.050388,1,0.949612,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,catalyst_score:-23.7;momentum_score:+13.5;clinical_score:+12.0,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 567364000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 5}",mid|none|pos,-0.0003159506172839506,,0.4669,0,1,1.3041,-1.3254,5,5,buying,0.8087,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,371.54,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.452106,price_history,,5,0.5488,price_history,,-0.016301,,53.7317,0.6429,-0.228536,0.212235,mid,mid,none,drug_developer,morningstar,,,,0,0.8379261955426139545301825512,78.44,41.25000000000000000000000000,71.5,15.54,77.000,56.73469387755102040816326531,77.5909,1.4242,2.0,33,8,1.0,1.159,2,1,0.0,0.4,0.6,autoimmune,0.2472,moderate,1.0,215,-0.0003159506172839506,0.171815,-0.947,54.05,0.982625,2.1113
ENTA,"Enanta Pharmaceuticals, Inc.",81,0.4,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.777992,,0,0.027132,1,0.972868,,0,no_upcoming,9,tailwind,overbought_rsi,M,momentum_tailwind|cost_haircut_<=2000bps,clinical_score:+20.8;catalyst_score:-15.0;financial_score:-14.8,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 11699000.0, ""cash_total"": 37437000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 38.40020514573895, ""stage_bucket"": ""mid"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",mid|none|pos,-0.0003159506172839506,,0.478,0,1,1.3041,-1.3254,1,1,buying,-0.7457,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1593.49,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.215262,price_history,,1,0.7462,price_history,,-0.014854,,78.6251,0.5086,-0.228536,0.213682,mid,small,none,drug_developer,morningstar,,,,0,0.7576494023904382470119521912,65.87,41.25000000000000000000000000,55.5,90.00,77.000,41.42357351103706788837984174,77.8174,1.4337,2.0,31,18,1.0,1.2379,1,2,0.0,0.8,0.55,infectious_disease,-0.4642,uncrowded,1.0,202,-0.0003159506172839506,0.222008,-0.7654,41.05,0.797297,0.832
ACRS,"Aclaris Therapeutics, Inc.",82,0.1,C,low_opt+no_catalyst_data,C,low_opt+no_catalyst_data,,0.303089,,0,0.003876,1,0.996124,,0,no_upcoming,9,headwind,high_vol|deep_drawdown,XS,sponsor_confirmed|momentum_headwind|runway_short|high_risk|cost_haircut_<=2000bps,financial_score:-41.2;clinical_score:+30.4;smart_money_score:+16.9,tier=C;reason=low_opt+no_catalyst_data;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 33982000.0, ""cash_total"": 25256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.918603966805955, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 3}",late|none|pos,0.01880787591240876,,0.0114,,0,1.3041,-1.3254,3,3,buying,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,short,<=2000bps,1385.71,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.102792,price_history,,3,1.0576,price_history,,-0.414189,,65.0416,1.5686,-0.228536,-0.185653,late,small,sev2,drug_developer,morningstar,,,,0,0.8533676310374046725578017189,45.92,41.25000000000000000000000000,63.5,90.00,77.000,5.401111111111111111111111112,76.2411,1.3671,3.0,,12,1.0,0.0,0,0,0.0,0.7,0.5,dermatology,-0.4642,uncrowded,1.0,79,0.01880787591240876,0.696911,0.5155,13.25,0.129344,-1.1295
HRMY,"Harmony Biosciences Holdings, I",83,0.81,B,high_quality+no_catalyst_data,,,B,0.098456,0.988462,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:-42.6;financial_score:+28.3;momentum_score:+15.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 775340000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 3}",late|none|nonpos,0.05907015209125475,79.058,-0.2943,348,1,-1.675,1.6065,3,3,selling,0.0315,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,643.37,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.114772,price_history,,3,0.5182,price_history,,-0.295871,,65.638,0.3158,-0.228536,-0.067335,late,small,none,commercial_biotech,morningstar,,,,0,0.8781327287155651286702187961,64.54,41.25000000000000000000000000,54.5,90.00,6.087455558355029254500153970,77.000,5.227,-1.6364,3.0,1671,4,1.0,0.0568,0,0,0.0,0.4,0.6,autoimmune,-0.4642,uncrowded,1.0,26,0.05907015209125475,0.901544,1.2904,20.31,0.415058,-0.2146
