ticker,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,stage_bucket,market_cap_bucket,severity,archetype,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,confidence_overall
EBS,1,56.79,0.998403,2.9483,56.79,0.998403,2.9483,late,small,none,commercial_pharma,90.71,41.25000000000000000000000000,55.5,80.92,77.000,71.42857142857142857142857143,0.9
ALKS,2,56.08,0.979233,2.0382,56.08,0.995208,2.5905,late,mid,none,commercial_pharma,52.10,41.25000000000000000000000000,68.0,78.29,77.000,71.11111111111111111111111111,0.9
TARS,3,54.24,0.963259,1.7898,54.24,0.992013,2.4095,late,mid,none,commercial_biotech,37.81,41.25000000000000000000000000,83.0,38.79,71.78770949720670391061452514,68.88888888888888888888888889,0.9
TBPH,4,53.78,0.928115,1.4619,53.78,0.988818,2.2841,late,small,none,drug_developer,40.04,41.25000000000000000000000000,55.5,90.00,77.000,65.00000000000000000000000000,0.9
VYGR,5,52.99,0.960064,1.7514,52.99,0.985623,2.1868,early,micro,none,drug_developer,26.39,41.25000000000000000000000000,49.5,72.58,76.14285714285714285714285714,58.18571428571428571428571429,0.7984655554383373773604810634
BMRN,6,52.91,0.934505,1.5102,52.91,0.982428,2.1067,late,large,none,commercial_biotech,53.71,41.25000000000000000000000000,57.5,79.74,67.59776536312849162011173184,70.76923076923076923076923077,0.9
ACAD,7,52.82,0.915335,1.3744,52.82,0.979233,2.0382,late,mid,none,commercial_biotech,40.93,45.56250000000000000000000000,71.0,54.61,64.91620111731843575418994413,67.77777777777777777777777778,0.8882094786729857819905213270
AMGN,8,52.61,0.956869,1.7155,52.61,0.972843,1.9243,late,large,none,commercial_pharma,54.55,41.25000000000000000000000000,52.5,42.83,73.63128491620111731843575419,77.000,0.9
IRON,9,52.45,0.908946,1.3343,52.45,0.969649,1.8757,mid,mid,none,drug_developer,56.08,41.25000000000000000000000000,80.0,12.75,59.34426229508196721311475410,66.52459016393442622950819672,0.8504355701705495485453126742
BIIB,10,52.21,0.944089,1.5901,52.21,0.966454,1.8311,late,large,none,commercial_pharma,39.26,41.25000000000000000000000000,68.5,63.81,70.61452513966480446927374302,75.38461538461538461538461539,0.9
INCY,11,52.14,0.889776,1.2253,52.14,0.963259,1.7898,late,large,none,commercial_biotech,52.31,41.25000000000000000000000000,60.5,33.33,62.90502793296089385474860335,73.07692307692307692307692308,0.9
SUPN,12,52.06,0.899361,1.2779,52.06,0.960064,1.7514,late,mid,none,commercial_pharma,62.64,41.25000000000000000000000000,55.0,13.82,73.29608938547486033519553073,66.66666666666666666666666667,0.9
CAI,13,51.61,0.873802,1.1445,51.61,0.956869,1.7155,late,mid,none,commercial_biotech,50,41.25000000000000000000000000,66.0,13.82,70.27932960893854748603351955,57.77777777777777777777777778,0.9
NVAX,14,51.55,0.995208,2.5905,51.55,0.953674,1.6816,late,small,none,commercial_biotech,59.43,41.25000000000000000000000000,54.5,90.00,77.000,74.28571428571428571428571429,0.8965845977842003853564547206
HRTX,15,51.26,0.992013,2.4095,51.26,0.950479,1.6495,late,micro,none,drug_developer,18.54,41.25000000000000000000000000,58.0,90.00,75.64245810055865921787709497,73.64804469273743016759776536,0.8774101644245142002989536622
VNDA,16,51.23,0.92492,1.439,51.23,0.947284,1.6191,late,small,none,commercial_biotech,55.32,41.25000000000000000000000000,52.5,90.00,75.64245810055865921787709497,66.35714285714285714285714286,0.8782537849566055930568948891
DSGN,17,50.86,0.982428,2.1067,50.86,0.944089,1.5901,early,small,none,drug_developer,65.98,41.25000000000000000000000000,72.0,50,77.000,62.70588235294117647058823529,0.7157717773639561349058555762
XNCR,18,50.71,0.972843,1.9243,50.71,0.940895,1.5623,mid,small,none,drug_developer,29.21,41.25000000000000000000000000,71.5,79.41,68.19672131147540983606557377,80.0,0.8205891505281690140845070423
VRTX,19,50.61,0.813099,0.8894,50.61,0.9377,1.5357,late,large,none,commercial_biotech,51.27,45.56250000000000000000000000,63.0,26.01,77.000,50,0.9
RYTM,20,50.27,0.848243,1.0289,50.27,0.934505,1.5102,late,mid,none,commercial_biotech,56.39,41.25000000000000000000000000,77.0,38.00,76.98324022346368715083798882,54.22222222222222222222222222,0.9
PCVX,21,49.87,0.988818,2.2841,49.87,0.93131,1.4856,mid,mid,none,drug_developer,52.93,41.25000000000000000000000000,85,10.00,66.22950819672131147540983606,77.34426229508196721311475410,0.7891412213740458015267175573
JAZZ,22,49.71,0.905751,1.315,49.71,0.928115,1.4619,late,large,none,commercial_biotech,49.21,41.25000000000000000000000000,74.0,70.06,66.92737430167597765363128492,68.46153846153846153846153846,0.9
IONS,23,49.68,0.912141,1.3541,49.68,0.92492,1.439,late,large,none,commercial_biotech,54.41,41.25000000000000000000000000,,24.83,60.55865921787709497206703910,80.0,0.8995939886671593988667159399
NBIX,24,49.43,0.790735,0.809,49.43,0.921725,1.4168,late,large,none,commercial_pharma,39.85,45.56250000000000000000000000,83.0,41.45,72.29050279329608938547486034,45.45036160420775805391190006,0.9
ESPR,25,49.02,0.940895,1.5623,49.02,0.91853,1.3953,late,small,none,commercial_pharma,32.15,41.25000000000000000000000000,55.5,54.67,77.000,80.0,0.8257040369649805447470817121
UTHR,26,48.97,0.803514,0.8542,48.97,0.915335,1.3744,late,large,none,commercial_pharma,70.64,41.25000000000000000000000000,77.0,73.03,64.24581005586592178770949721,66.15384615384615384615384615,0.9
